rid,CPC014_A375_6H:BRD-K72420232-001-02-4:10,CPC014_A375_6H:BRD-K72420232-001-01-6:10,CPC014_A549_6H:BRD-K72420232-001-02-4:10,CPC014_A549_6H:BRD-K72420232-001-01-6:10,CPC014_A549_24H:BRD-K72420232-001-02-4:10,CPC014_A549_24H:BRD-K72420232-001-01-6:10,CPC014_ASC_24H:BRD-K72420232-001-02-4:10,CPC014_ASC_24H:BRD-K72420232-001-01-6:10,CPC014_HA1E_6H:BRD-K72420232-001-02-4:10,CPC014_HA1E_6H:BRD-K72420232-001-01-6:10,CPC014_HCC515_6H:BRD-K72420232-001-02-4:10,CPC014_HCC515_6H:BRD-K72420232-001-01-6:10,CPC014_HEPG2_6H:BRD-K72420232-001-02-4:10,CPC014_HEPG2_6H:BRD-K72420232-001-01-6:10,CPC014_HT29_6H:BRD-K72420232-001-02-4:10,CPC014_HT29_6H:BRD-K72420232-001-01-6:10,CPC014_MCF7_6H:BRD-K72420232-001-02-4:10,CPC014_MCF7_6H:BRD-K72420232-001-01-6:10,CPC014_MCF7_24H:BRD-K72420232-001-02-4:10,CPC014_MCF7_24H:BRD-K72420232-001-01-6:10,CPC014_NEU_24H:BRD-K72420232-001-02-4:10,CPC014_NEU_24H:BRD-K72420232-001-01-6:10,CPC014_NPC_24H:BRD-K72420232-001-01-6:10,CPC014_PC3_6H:BRD-K72420232-001-02-4:10,CPC014_PC3_6H:BRD-K72420232-001-01-6:10,CPC014_PC3_24H:BRD-K72420232-001-02-4:10,CPC014_PC3_24H:BRD-K72420232-001-01-6:10,CPC014_PHH_24H:BRD-K72420232-001-02-4:10,CPC014_PHH_24H:BRD-K72420232-001-01-6:10,CPC014_SKB_24H:BRD-K72420232-001-02-4:10,CPC014_SKB_24H:BRD-K72420232-001-01-6:10,CPC014_VCAP_6H:BRD-K72420232-001-02-4:10,CPC014_VCAP_6H:BRD-K72420232-001-01-6:10,CPC014_VCAP_24H:BRD-K72420232-001-02-4:10,CPC014_VCAP_24H:BRD-K72420232-001-01-6:10,LJP001_BT20_6H:BRD-K72420232-001-05-7:10,LJP001_BT20_6H:BRD-K72420232-001-05-7:2,LJP001_BT20_6H:BRD-K72420232-001-05-7:0.4,LJP001_BT20_6H:BRD-K72420232-001-05-7:0.08,LJP001_BT20_24H:BRD-K72420232-001-05-7:10,LJP001_BT20_24H:BRD-K72420232-001-05-7:2,LJP001_BT20_24H:BRD-K72420232-001-05-7:0.4,LJP001_BT20_24H:BRD-K72420232-001-05-7:0.08,LJP001_HS578T_6H:BRD-K72420232-001-05-7:10,LJP001_HS578T_6H:BRD-K72420232-001-05-7:2,LJP001_HS578T_6H:BRD-K72420232-001-05-7:0.4,LJP001_HS578T_6H:BRD-K72420232-001-05-7:0.08,LJP001_HS578T_24H:BRD-K72420232-001-05-7:10,LJP001_HS578T_24H:BRD-K72420232-001-05-7:2,LJP001_HS578T_24H:BRD-K72420232-001-05-7:0.4,LJP001_HS578T_24H:BRD-K72420232-001-05-7:0.08,LJP001_MCF10A_6H:BRD-K72420232-001-05-7:10,LJP001_MCF10A_6H:BRD-K72420232-001-05-7:2,LJP001_MCF10A_6H:BRD-K72420232-001-05-7:0.4,LJP001_MCF10A_6H:BRD-K72420232-001-05-7:0.08,LJP001_MCF10A_24H:BRD-K72420232-001-05-7:10,LJP001_MCF10A_24H:BRD-K72420232-001-05-7:2,LJP001_MCF10A_24H:BRD-K72420232-001-05-7:0.4,LJP001_MCF10A_24H:BRD-K72420232-001-05-7:0.08,LJP001_MCF7_6H:BRD-K72420232-001-05-7:10,LJP001_MCF7_6H:BRD-K72420232-001-05-7:2,LJP001_MCF7_6H:BRD-K72420232-001-05-7:0.4,LJP001_MCF7_6H:BRD-K72420232-001-05-7:0.08,LJP001_MCF7_24H:BRD-K72420232-001-05-7:10,LJP001_MCF7_24H:BRD-K72420232-001-05-7:2,LJP001_MCF7_24H:BRD-K72420232-001-05-7:0.4,LJP001_MCF7_24H:BRD-K72420232-001-05-7:0.08,LJP001_MDAMB231_6H:BRD-K72420232-001-05-7:10,LJP001_MDAMB231_6H:BRD-K72420232-001-05-7:2,LJP001_MDAMB231_6H:BRD-K72420232-001-05-7:0.4,LJP001_MDAMB231_6H:BRD-K72420232-001-05-7:0.08,LJP001_MDAMB231_24H:BRD-K72420232-001-05-7:10,LJP001_MDAMB231_24H:BRD-K72420232-001-05-7:2,LJP001_MDAMB231_24H:BRD-K72420232-001-05-7:0.4,LJP001_MDAMB231_24H:BRD-K72420232-001-05-7:0.08,LJP001_SKBR3_6H:BRD-K72420232-001-05-7:10,LJP001_SKBR3_6H:BRD-K72420232-001-05-7:2,LJP001_SKBR3_6H:BRD-K72420232-001-05-7:0.4,LJP001_SKBR3_6H:BRD-K72420232-001-05-7:0.08,LJP001_SKBR3_24H:BRD-K72420232-001-05-7:10,LJP001_SKBR3_24H:BRD-K72420232-001-05-7:2,LJP001_SKBR3_24H:BRD-K72420232-001-05-7:0.4,LJP001_SKBR3_24H:BRD-K72420232-001-05-7:0.08
5720,1.07328569889,0.484738320112,-0.523615777493,1.09444880486,0.227924197912,0.525127410889,0.398950129747,1.59073781967,-3.54099941254,-0.226849988103,0.00575869530439,0.50793159008,-0.538949608803,-0.0193499997258,-0.830353677273,0.540303826332,0.0506737753749,0.737448513508,-1.03376579285,0.630649983883,0.504949986935,0.0526500046253,0.0356117673218,-0.642302215099,0.0092203989625,-0.18142080307,0.336803972721,-1.12425398827,-0.408340394497,-0.277387797832,0.145610392094,0.199729293585,0.987587988377,0.380532741547,1.02051889896,0.0190825909376,0.122635811567,-0.417258322239,-0.90001308918,0.736803591251,1.01097488403,0.0157985650003,0.135873898864,-0.36630231142,0.866096019745,-1.90904808044,-1.02895307541,-0.593708693981,0.0838426947594,-0.565900564194,-0.759347736835,-0.179104804993,0.39348757267,-0.500918865204,0.0623062551022,1.95580232143,0.602840721607,-0.236164003611,-0.777304887772,1.39101481438,0.514264881611,0.53778231144,0.783195972443,0.387549996376,-0.192750006914,-0.397549986839,-0.337249994278,0.459626406431,-0.686478197575,-0.90254753828,-0.426054298878,0.496987462044,0.0698246359825,0.228575497866,0.0135723799467,0.328514665365,-0.139328718185,-0.103301644325,0.203782632947,0.658726274967,0.593026340008,-0.600393652916,-0.155691251159
466,1.33941137791,-0.788830757141,-0.7125633955,0.932191491127,0.766555726528,0.0882637351751,-0.158769965172,-0.449163079262,-0.742690742016,-1.65779995918,0.245710194111,0.706624150276,-0.734497070312,-0.319400012493,-0.15901684761,0.377494722605,-0.676103949547,0.423503369093,-1.12061285973,0.69889998436,-0.433600008488,-0.279200017452,0.188557833433,-0.846470296383,0.177335008979,-0.301778525114,0.452701091766,0.391439050436,-0.370032399893,-0.7860917449,-0.0187201760709,-0.142926692963,0.195533826947,0.990660309792,0.860423743725,0.389281928539,-0.0283984877169,-1.15305328369,-0.959952771664,0.783042490482,0.572971284389,0.404489338398,-0.21166010201,-0.726162195206,-1.09447288513,-1.40737998486,-0.587637662888,-0.685616493225,-1.39980125427,0.0396406799555,-0.339714258909,-0.550522446632,0.69138109684,-0.812519431114,-0.538800299168,-0.577586591244,0.825212955475,0.301093757153,-0.158705800772,-0.0807208120823,0.176584497094,0.236530303955,0.185368508101,-1.23414993286,-0.917000055313,-1.48884999752,0.817600011826,-0.138345226645,-0.468202233315,-0.556329071522,-0.237501814961,-0.210024520755,0.38634416461,-0.888901174068,0.514224231243,-0.0406501144171,0.503071546555,-0.650859177113,-0.418510735035,-0.568850159645,-0.0353261232376,-1.27595198154,-1.20649707317
6009,0.507179439068,-0.0375290811062,-0.216019511223,0.489191055298,-0.311936974525,0.817683279514,-1.3696731329,0.955414831638,0.46600985527,-0.158650010824,-0.533706903458,0.357391923666,-0.564240455627,-0.236300006509,-0.750010371208,0.0403557904065,-1.05900216103,-3.86667895317,-1.68614697456,0.47129997611,-0.454349994659,0.284299999475,-0.845355808735,-0.688617348671,-0.75235170126,0.000955928117037,0.295700281858,0.207285642624,0.882096886635,-1.27739787102,-0.173330619931,0.123664043844,-0.479130059481,0.54356867075,0.534579753876,-0.388674736023,0.730199813843,-0.642596364021,0.00764919817448,0.0273227393627,0.512998282909,-0.260369598866,-0.640392124653,-0.410551071167,0.107879757881,-2.08801341057,-1.14943802357,-0.362938523293,-0.119898222387,0.167780280113,0.113209240139,-0.124779939651,1.10106217861,0.452237784863,-3.55613517761,-1.8272806406,0.346504479647,0.324036896229,-0.0754228904843,0.110998079181,-0.113751359284,-0.374903142452,0.314142793417,0.590449988842,-0.271799981594,-0.0418500006199,-0.0765499994159,0.140801221132,-0.353963881731,-0.300672709942,-1.04234075546,-0.0413966290653,-0.0436422899365,0.396201789379,-0.332090497017,-0.494435250759,-0.540793538094,-0.888415575027,0.0947940051556,-0.256769329309,-0.254472732544,-0.861788272858,0.31781321764
2309,1.9557390213,-0.173545718193,0.134723991156,0.794934630394,0.12761554122,0.447523593903,-0.818696320057,-0.00339361838996,1.27052819729,0.034699998796,2.39914655685,1.02509450912,1.51723861694,1.39884996414,0.82853615284,-0.0812249481678,0.815646827221,0.189521178603,0.860324978828,0.739499986172,-0.646549999714,-0.0131999989972,0.883907198906,-0.788942933083,0.187147945166,-0.657849192619,-0.091268517077,0.0051098652184,0.871636331081,0.615235805511,0.12292265892,-0.505773544312,-0.133199796081,-0.638270139694,0.593038082123,-0.593101382256,-0.0633464306593,0.148949921131,0.189572364092,0.215659081936,-0.0171485841274,-0.197919666767,-0.295472383499,-0.555731713772,0.205289423466,-0.845147967339,0.0310248881578,0.201831117272,-1.0578379631,-0.303614407778,-0.521146178246,0.939466178417,0.244785279036,0.422894477844,-0.592680454254,4.21353340149,0.544693470001,0.570152759552,-0.175639748573,0.24261367321,-0.0531450584531,0.18475997448,0.095961406827,1.05979990959,1.28900003433,1.22109997272,-0.134400010109,-0.0459766238928,0.599174499512,-0.884981870651,-0.0751260817051,0.249272078276,0.105542525649,-0.656921744347,0.000165522098541,0.589785814285,-0.0406164936721,-0.0745599493384,-0.104009270668,0.102609679103,-0.0728320777416,-0.31439730525,-0.970016419888
387,1.44031095505,0.729701042175,-0.383924901485,-0.0617752298713,0.0910573154688,0.190036296844,-0.836031138897,0.942035019398,0.19465880096,-1.22494995594,-0.0954131856561,-0.243256852031,0.588301897049,-0.723650038242,-0.693119823933,0.00813489966094,-0.238155946136,0.839425265789,0.253949731588,-0.378900021315,0.47625002265,0.692999958992,-1.33477425575,-0.540877342224,0.345570832491,-0.528260946274,0.266766875982,-0.459715723991,0.632123172283,-1.46006715298,0.610103368759,-0.734498918056,-0.580711722374,0.676743626595,-1.00913715363,-0.00220867246389,0.660884261131,-0.0611117556691,-0.281759470701,-0.198317319155,0.518245518208,-1.50346755981,-0.375075429678,-0.848613739014,1.34553062916,-1.59963929653,-0.412979096174,-0.434465318918,0.0285635441542,-1.08231055737,0.0282459929585,-0.329921782017,1.77075564861,0.406392872334,-1.44121432304,-3.60704159737,0.0011820718646,1.96623015404,-0.066011570394,0.586621642113,1.20558333397,-0.452324450016,0.547588706017,0.707399964333,0.140150010586,1.38925004005,-0.372850000858,-0.100407749414,0.634531497955,-0.207594811916,-0.197277024388,-0.305723130703,-0.707093834877,0.337452352047,0.205670177937,-0.715273022652,0.114945977926,-0.680797934532,-0.434730708599,-0.00857035815716,0.681345403194,-0.0834949463606,-0.119227804244
3553,3.03818130493,-0.282837748528,0.434977382421,-0.933987855911,0.212782204151,-0.261381179094,1.22031223774,0.106593489647,1.86808049679,0.0248000025749,-0.179377034307,-0.172316640615,-0.486381471157,0.208349972963,1.05806851387,-0.0604845583439,0.35561054945,-0.294136464596,1.80374288559,-0.891749978065,1.13380002975,0.357850015163,0.875635385513,-0.98551774025,-0.288089424372,0.322452604771,-0.215788573027,-0.101520761847,-0.734461903572,0.656947553158,0.154178127646,0.971829593182,-0.138627827168,0.667539775372,-0.761924743652,-0.375125944614,-0.724703550339,0.0332101881504,0.183723941445,-0.0487924069166,0.983272492886,0.720125675201,1.57392406464,0.813914716244,-0.780701160431,1.33936500549,0.408453166485,0.435646623373,0.500246524811,-0.552445352077,-0.138969689608,-0.987727582455,-0.56034463644,-0.697313189507,0.832317352295,2.8989713192,0.802089571953,0.0632955431938,-0.164059981704,0.573784172535,0.0406513959169,0.646370649338,1.00197410583,1.48919999599,2.00679993629,1.96589994431,0.0879500061274,-0.546074748039,0.627542614937,0.971411943436,0.211914390326,0.200809299946,1.10265481472,0.258090794086,0.703622043133,-0.23011380434,-0.693706274033,0.196164026856,0.74647963047,0.455570548773,0.294060915709,-0.0122504383326,0.194503739476
427,4.16565179825,-0.541559994221,0.944457411766,-0.00947123765945,1.239174366,-0.924784600735,0.927661180496,-0.121498078108,1.31442904472,0.500949978828,0.611702144146,-0.459523499012,0.52216899395,0.1195499897,0.376984417439,0.0872444659472,-0.0981809794903,-0.155809760094,-0.353097259998,0.58630001545,1.12430000305,-0.991950035095,-0.784126460552,-0.226277858019,0.2971534729,2.37639689445,0.089680776,0.413613885641,-1.82004272938,1.47977018356,-1.63357210159,-0.161185920238,-0.0793545469642,0.501919090748,-0.232296213508,-1.3032207489,-0.302234381437,-0.79558968544,-0.694977641106,0.214477658272,0.0543169379234,-0.40952783823,-0.707220435143,0.00127603113651,0.355812549591,-0.146252959967,0.0720825493336,-0.0657975673676,0.262217968702,0.0512355454266,-0.287210345268,0.142553508282,-0.267915427685,0.36952021718,-0.584886133671,2.6931579113,0.449588209391,1.0800396204,0.263698995113,-0.814982414246,0.645473718643,0.24162748456,-0.298290252686,-0.295300006866,-0.394250005484,-1.1318500042,-0.820949971676,0.185164988041,-0.631173491478,-1.12993597984,-0.386536538601,0.291029125452,0.117929987609,-0.160670787096,-0.254751950502,-0.140171676874,-0.404800653458,-0.702195763588,-1.57715845108,-0.16715067625,0.323324769735,-1.16393482685,-0.702591300011
5898,1.17062735558,-0.253246903419,-0.750100076199,0.0797539353371,0.515537440777,-0.723599612713,0.386309981346,-0.558589279652,-0.000355273485184,-1.66339993477,0.0879071056843,0.231106892228,-1.41287255287,-0.365899980068,0.196765840054,0.0207767114043,-1.1310557127,-0.601185262203,-1.78616428375,1.27235007286,1.19850003719,-1.27769994736,-0.122125536203,-1.49668741226,0.0133658237755,-0.193889722228,-0.46339070797,0.24519982934,-0.420839577913,0.054829403758,0.53379970789,0.842761218548,-1.10478377342,-0.4420966506,-0.0748150199652,0.109647735953,0.0353163033724,-0.929864227772,0.228079661727,-0.692963004112,0.216792136431,1.1207678318,0.0848681777716,0.583000123501,-0.424210727215,-1.09855890274,-0.907590270042,0.865517556667,-3.06968474388,-0.134736716747,-0.342587292194,-0.230256691575,0.585168361664,-0.367847383022,1.03636217117,-0.579228997231,-0.23389531672,0.153138786554,-0.0327962934971,1.1296530962,1.09808421135,-0.916280210018,0.408668220043,-1.09140002728,-1.78314995766,-2.2595000267,0.527799963951,0.771896600723,0.558225035667,0.279639065266,0.0434827953577,-0.644932508469,0.510772168636,0.223357439041,-0.18856048584,0.890324831009,0.313785582781,0.0242254920304,-0.701042592525,-0.419422745705,-0.168017715216,-0.452351391315,-0.716406524181
23365,2.3549861908,0.391537725925,-0.0317963138223,0.136179506779,0.0370612442493,-0.133129671216,-0.138719052076,-1.83614134789,-0.279971182346,-0.926849961281,0.0972677618265,1.52700829506,0.232501864433,-0.795799970627,-0.182421818376,-0.599834620953,-0.0526947490871,1.37854111195,0.329299747944,-0.0211000144482,-0.122749991715,1.92559993267,0.727509737015,0.380830228329,0.311398029327,2.31455683708,-0.296293079853,-0.690707921982,-0.864397346973,-0.209820479155,-0.0555285476148,-0.370253831148,-0.0499332100153,-0.650831878185,-0.759919881821,-0.110922262073,0.461714327335,0.581433713436,-0.20854473114,0.445920526981,-0.381505936384,0.056857213378,0.907594442368,-0.486517637968,0.422334611416,-0.15394538641,-0.278297126293,-0.713244318962,-0.259535938501,0.821953713894,-0.442432373762,0.0913520157337,0.508516550064,-0.0778345018625,0.166288822889,0.917269051075,0.70990884304,0.0585984326899,0.74458771944,0.88621622324,0.705688774586,0.0385581031442,0.195992618799,-0.883900046349,0.696650028229,0.515550017357,0.249700009823,0.697706282139,0.785172283649,0.388238430023,1.07305634022,0.436895221472,-0.326353043318,-0.434859931469,1.00850534439,0.302400350571,0.089465752244,0.278940349817,0.461521357298,0.552050888538,0.553033292294,0.498693943024,0.594034552574
6657,1.94801485538,-0.603641033173,0.364321261644,-0.858321130276,0.10284293443,-0.072567306459,0.413207501173,-0.824181318283,2.02793645859,1.56774997711,-0.0990597456694,-0.253680229187,-0.826295018196,1.55330002308,0.580737233162,-0.424768328667,-0.260169923306,0.213884100318,0.280374854803,-1.43505001068,-0.583500027657,0.757899999619,0.043104827404,0.55241894722,-1.10416436195,0.841169059277,-0.346848607063,-0.42540282011,-1.1964379549,0.221111729741,-0.592835128307,0.742899596691,-0.749848008156,-0.815763652325,-1.06787133217,-0.843813061714,-0.821268677711,-0.566261410713,-0.162618011236,-0.110686555505,0.265922158957,0.466237336397,0.576722562313,0.888434410095,-0.85113120079,0.965214014053,0.675483345985,0.195931226015,0.382376670837,-0.126745164394,0.832273423672,1.02451968193,-0.372789740562,0.305776029825,-0.323408037424,-0.0772453248501,-0.86077362299,-1.40270650387,0.293277978897,0.899013638496,0.287250220776,0.296988606453,-0.0334320664406,1.21685004234,0.92049998045,1.60979998112,-0.380700021982,-0.622640907764,-0.305493742228,0.205604657531,0.0641609430313,0.12635281682,0.0777908116579,-0.374162018299,-0.115484461188,-0.242161870003,-0.602897107601,-0.00194527953863,0.513402819633,-0.224615395069,-0.459172695875,0.467767506838,0.0323041379452
