rid,CPC001_HA1E_6H:BRD-A39522003-001-01-0:10,CPC001_HA1E_24H:BRD-A39522003-001-01-0:10,CPC001_HCC515_6H:BRD-A39522003-001-01-0:10,CPC001_HCC515_24H:BRD-A39522003-001-01-0:10,CPC001_PC3_6H:BRD-A39522003-001-01-0:10,CPC001_PC3_24H:BRD-A39522003-001-01-0:10,CPC001_VCAP_6H:BRD-A39522003-001-01-0:10,CPC001_VCAP_24H:BRD-A39522003-001-01-0:10,CPC017_A375_6H:BRD-A39522003-001-01-0:10,CPC017_A549_6H:BRD-A39522003-001-01-0:10,CPC017_A549_24H:BRD-A39522003-001-01-0:10,CPC017_ASC_24H:BRD-A39522003-001-01-0:10,CPC017_HEPG2_6H:BRD-A39522003-001-01-0:10,CPC017_HT29_6H:BRD-A39522003-001-01-0:10,CPC017_MCF7_6H:BRD-A39522003-001-01-0:10,CPC017_MCF7_24H:BRD-A39522003-001-01-0:10,CPC017_NPC_24H:BRD-A39522003-001-01-0:10,CPC017_PHH_24H:BRD-A39522003-001-01-0:10,CPC017_SKB_24H:BRD-A39522003-001-01-0:10
5720,1.0965886116,0.32613041997,-0.33930003643,-0.192839846015,0.646676719189,0.978063821793,-0.160678386688,0.829219460487,0.452082514763,-0.735990464687,0.552938044071,0.373796194792,0.33691495657,0.44350707531,-0.221563339233,0.686307668686,0.146177947521,0.78599268198,0.257549971342
466,1.44558990002,0.852582216263,0.886000037193,0.439460039139,-0.268819510937,0.330537348986,-0.0133310388774,-0.179036706686,-0.364628076553,-0.899726331234,-1.1296466589,1.00828754902,-0.396454364061,-0.743892014027,0.614630401134,0.750892817974,0.056194473058,0.419181764126,1.10185003281
6009,0.346894204617,-0.294407904148,0.601800024509,-0.51366853714,-0.133751422167,1.02348387241,-0.949252665043,0.323502421379,0.375426650047,0.299626350403,-0.560678601265,0.0726087614894,0.555818796158,0.317359447479,0.300926297903,0.208004266024,0.166382431984,-1.39250528812,1.23500001431
2309,-0.23154053092,0.328690469265,0.0532500073314,0.317030549049,0.40247374773,-0.392777144909,0.612308979034,1.16044723988,-0.493143856525,-1.23236906528,-0.452881336212,0.431570678949,-1.38316750526,-0.253424197435,-0.523580908775,1.32600033283,-0.458752244711,-0.225337892771,-0.0322000011802
387,0.383718550205,-0.0765513628721,0.592350006104,0.0757397934794,0.438041180372,0.0844265520573,-0.00859948992729,0.63827753067,0.345041364431,0.00273512676358,0.551732480526,0.867613136768,0.77002876997,-0.729575753212,-0.402318477631,0.71770888567,0.121033512056,-0.98669552803,-0.0791999995708
3553,-0.253771811724,-0.101014524698,0.164149999619,0.0675889924169,0.818614840508,1.5395860672,-0.18280377984,-0.795544564724,-0.44606050849,1.34265768528,-0.872411370277,-0.199682965875,-1.00860548019,-0.6922108531,0.0236855652183,-0.58896946907,-0.115359842777,1.71821689606,-0.108200013638
427,0.408083677292,-0.745076775551,0.342449963093,-0.319846391678,-0.200758621097,0.400033861399,0.828402519226,0.577899754047,-1.13782227039,-0.596286535263,-0.363437563181,0.874927699566,-0.0988690555096,-0.41719058156,-0.198115810752,0.591227829456,0.83585691452,-0.365788012743,0.375499993563
5898,0.187432646751,-0.512672841549,0.950500011444,-0.934156119823,0.676826477051,0.0353169478476,-1.91870462894,-0.860289812088,-0.939705014229,0.0424483194947,0.363625824451,0.683737516403,0.913754999638,-0.278543919325,0.315120369196,0.263603925705,-0.434815943241,-0.762059628963,1.27764999866
23365,-0.287292033434,0.137728765607,1.13545000553,0.655457377434,0.10400865972,-0.153052851558,-0.668183088303,0.42797267437,0.205511808395,-0.34690579772,0.313831627369,-0.175774142146,0.596779227257,0.489239990711,-0.299565583467,0.225117146969,0.34245544672,0.344879150391,1.07455003262
6657,0.401827722788,0.391271799803,0.461250007153,0.395612120628,-0.546535968781,-0.275045603514,-0.441670745611,-0.797019302845,-0.319784969091,0.800487935543,-0.913215816021,-1.43534052372,-1.44487547874,-0.718790173531,0.56428539753,-0.339244067669,-0.48381370306,1.66309440136,-0.0577500015497
5054,0.506284534931,-0.35455596447,1.17129993439,-1.06765007973,-0.00103871524334,0.8228957057,-0.823479890823,-0.789693236351,0.607661604881,0.0559040829539,0.379222363234,0.555849730968,1.89447164536,0.493511259556,0.148195743561,-0.114297047257,0.861778438091,-0.125983148813,0.193899989128
3108,1.66011953354,1.132817626,2.59765005112,-1.04622471333,0.18326254189,0.0533411987126,0.227517157793,-0.378143310547,-0.620273351669,-0.690916538239,0.505442917347,1.13883543015,-0.261148899794,0.394736468792,-0.626471936703,-0.474476724863,9.14758682251,-0.336187839508,-0.511950016022
1950,0.180511534214,-0.630545020103,-0.136449992657,-0.248907089233,0.217079490423,0.602007091045,0.208057329059,-0.962275505066,-0.0547935068607,-0.277445286512,-1.02644586563,-1.75261056423,-0.924234986305,-0.190004825592,-0.372172147036,-0.82877188921,-0.0478890910745,0.658165156841,-0.588750004768
351,-0.434287518263,0.363759934902,-0.639750003815,0.0753581821918,-0.807523071766,-1.65642940998,0.373201757669,-0.10886451602,-0.238648071885,0.160202071071,-0.374442994595,-1.36501371861,0.224784135818,-0.598068535328,-0.314594060183,0.0657049864531,0.675072908401,-0.3824018538,0.606299996376
4846,-0.850870370865,-0.323506861925,1.6453499794,-0.664317846298,0.563451826572,1.03278374672,0.454566538334,0.825897693634,-0.796814799309,-0.212600544095,-0.102321088314,0.532400250435,1.07636976242,-0.439748644829,-0.388189405203,0.598275959492,-1.32641732693,-0.314753592014,4.46965026855
1452,0.575826883316,0.45417881012,0.414649993181,-0.445560276508,0.645448863506,0.35148152709,-0.133482292295,0.876791477203,0.325781166553,-0.126974627376,-0.118095397949,0.121642947197,0.680241584778,-0.0231827944517,0.270615488291,0.316748857498,0.186534464359,-0.941169381142,-0.221149995923
4776,-1.03009295464,-0.358467936516,0.00265000015497,-0.715948224068,0.08979383111,0.279860705137,-0.875741362572,-0.866354227066,0.276484310627,1.03230428696,-0.409267812967,-0.479632943869,-0.571518301964,0.0311572253704,0.0977290868759,-0.826671004295,0.838369786739,2.29777193069,0.821900010109
