rid,CPC019_A375_6H:BRD-K73371640-001-04-0:10,CPC019_A549_6H:BRD-K73371640-001-04-0:10,CPC019_A549_24H:BRD-K73371640-001-04-0:10,CPC019_HA1E_6H:BRD-K73371640-001-04-0:10,CPC019_HCC515_6H:BRD-K73371640-001-04-0:10,CPC019_HEPG2_6H:BRD-K73371640-001-04-0:10,CPC019_HT29_6H:BRD-K73371640-001-04-0:10,CPC019_MCF7_6H:BRD-K73371640-001-04-0:10,CPC019_MCF7_24H:BRD-K73371640-001-04-0:10,CPC019_PC3_6H:BRD-K73371640-001-04-0:10,CPC019_PC3_24H:BRD-K73371640-001-04-0:10,CPC019_VCAP_6H:BRD-K73371640-001-04-0:10,CPC019_VCAP_24H:BRD-K73371640-001-04-0:10,DOS030_VCAP_6H:BRD-K73371640-001-03-2:5,DOS030_VCAP_24H:BRD-K73371640-001-03-2:5,DOS034_A375_24H:BRD-K73371640-001-03-2:5,DOS034_A549_24H:BRD-K73371640-001-03-2:5,DOS034_HT29_24H:BRD-K73371640-001-03-2:5,DOS034_MCF7_24H:BRD-K73371640-001-03-2:5,DOS034_PC3_24H:BRD-K73371640-001-03-2:5
5720,0.519411027431,-0.476349979639,1.18810629845,0.147781431675,0.110249996185,-0.33038315177,0.900145411491,-0.646092295647,-0.893724799156,-0.0778685733676,0.507285356522,0.178590029478,0.75505232811,-0.395533323288,-1.33949804306,0.427508234978,-0.962999939919,-2.87179994583,0.371950268745,-0.467250853777
466,0.832089185715,0.024350002408,0.59202247858,-0.970754802227,-0.0924500077963,-1.08286309242,-0.116743080318,-0.898509144783,-0.139526680112,-0.349097073078,-0.338218450546,-0.812152802944,0.648647069931,0.0343333333731,-0.178680747747,0.656583666801,0.58905005455,0.30189999938,-0.467610508204,-1.16729962826
6009,0.490072667599,-0.155299991369,0.174705177546,0.848899483681,-0.284449994564,0.615470767021,-0.398917108774,0.197629779577,-1.35317015648,0.091458119452,0.847715914249,-0.436120182276,1.05275285244,0.217433333397,0.159660577774,0.573388636112,0.415499985218,0.11289999634,-0.0741234943271,-1.80621027946
2309,0.147152900696,0.641700029373,-0.180425837636,0.400715231895,1.07544994354,2.04591369629,0.593900978565,1.46247220039,-0.413205683231,0.602140367031,-0.336829841137,0.588242650032,0.280842363834,-0.66976672411,-0.813299834728,0.489976495504,-0.371950000525,-0.635399997234,0.536546051502,1.19108331203
387,-0.43380984664,-0.73995000124,-0.238154321909,0.407951891422,-0.608549952507,0.603924870491,0.00787974894047,0.766287446022,-1.28974461555,-0.0504430569708,0.393622756004,-0.333124518394,-0.333944022655,-0.277633398771,0.356334090233,2.22121334076,1.42739999294,2.02410006523,-0.680014014244,0.111216396093
3553,0.267009198666,0.383900016546,-0.974494755268,0.565175354481,0.747749984264,0.215940505266,-0.915022969246,-0.382305413485,1.03609538078,-0.567413210869,0.0233292430639,-0.0425279773772,-0.914121568203,-0.40723335743,0.817127585411,-0.805799484253,-0.907999992371,0.450599998236,-0.150428399444,-0.0658684074879
427,0.0496550016105,-0.14874997735,0.778942465782,-0.0733997225761,0.00155000016093,-3.0026473999,0.515273928642,0.171776801348,0.31574267149,-0.100192040205,-0.896674275398,-0.551144957542,0.178918167949,-0.0131333470345,-0.79570633173,-0.0475768297911,0.851549983025,-0.460299998522,1.00408899784,0.983373403549
5898,-0.202145084739,-0.743499994278,0.302961587906,-1.42152512074,-0.718000054359,-0.0325091257691,-0.00809435267001,-0.274901270866,-0.104968778789,-0.00147127825767,-0.792412400246,-0.703249454498,0.103661566973,-1.60670018196,-1.47712540627,0.890238940716,0.151250004768,1.45130002499,-1.12356770039,0.8251978755
23365,-0.283801317215,-1.04605007172,0.51858317852,-0.0561320483685,-1.16215002537,-1.32540237904,0.0580181218684,-0.649046719074,-0.656728863716,-0.205449014902,-0.564258933067,0.0443632304668,-0.228283211589,0.390133321285,-0.950384914875,0.606599211693,2.76204991341,2.90809988976,-0.684820234776,0.556261658669
6657,-0.321509242058,0.0884000062943,-1.18760085106,0.50173997879,-0.0779000222683,-1.10555756092,-0.937204241753,-0.543059945107,0.77430331707,-0.295918375254,-0.197932854295,-0.209404185414,-0.694191455841,0.0647666752338,0.208739429712,-1.62854158878,-0.391550004482,0.966799974442,0.305535852909,0.47381913662
5054,-0.233584105968,-0.121699996293,-0.445618450642,-0.0430862382054,-0.746749997139,-0.888296425343,0.761462450027,3.74627447128,1.48819255829,-0.351958572865,-0.74184012413,-0.165492966771,-0.469658732414,-0.910433351994,-0.710487663746,0.419899225235,0.26449996233,0.744099974632,0.201393097639,0.188702970743
3108,-0.31995433569,-0.138300001621,0.826781928539,0.513757228851,1.94165015221,3.48673248291,1.30590939522,2.28199076653,-1.32519650459,0.834793150425,0.0643428862095,0.749257683754,0.551417052746,1.72953343391,0.0421424731612,1.68870401382,0.158500000834,1.67560005188,-1.22953128815,0.113488510251
1950,0.0259908512235,0.314349979162,-0.794188320637,-0.080468967557,0.481150001287,-0.521841883659,-0.0342049151659,6.62967014313,0.638001978397,-0.258585572243,-1.19808101654,-0.275779604912,-0.276829957962,0.621366739273,-0.00705695245415,-0.835845410824,-1.08050000668,-0.602699995041,-0.222949296236,0.18083640933
351,0.108087509871,-0.355450004339,-1.15502440929,1.0582665205,-1.23374998569,-0.266292452812,0.372882515192,0.040505874902,1.00034892559,0.156541272998,-0.152856469154,-0.700451672077,0.733243465424,-0.938466668129,0.783892691135,-0.789770245552,-0.623000025749,0.793500006199,-0.633487164974,-0.972009420395
4846,0.284298807383,0.227149993181,-0.196868419647,0.297457098961,0.822149991989,-0.878935396671,1.2783408165,-0.635669469833,0.0494959950447,-0.166044875979,-0.904289245605,0.117352679372,0.605391979218,-0.717833340168,-0.951745569706,-1.2381978035,-3.92939996719,0.213599994779,-0.457162618637,1.1938508749
1452,0.21619142592,-0.633499979973,-0.40820980072,0.0648136362433,0.468899995089,-0.104136489332,0.290169805288,0.0663957521319,-1.19197702408,-0.176881060004,-0.0659462586045,0.903326451778,-0.189764067531,-0.809033334255,-1.21850085258,-0.334514707327,-1.07144999504,-0.628199994564,-0.608633339405,0.548318088055
4776,-0.26554608345,-0.228750005364,-0.781170010567,0.295906424522,-0.107450008392,-1.0174946785,-0.271821469069,-0.809958398342,1.38394331932,-0.504964351654,-0.0144213363528,-0.000223256647587,-1.05644702911,0.0651666522026,0.442700564861,-1.02980995178,-0.598749995232,0.0996000021696,3.21932506561,-0.161715999246
6908,0.959693133831,-0.339450001717,0.756153821945,-0.388998389244,-1.2093000412,-0.730946838856,-0.832102060318,-0.888259768486,-1.28188347816,-0.286312550306,1.35252058506,-0.706820785999,0.659706473351,0.171533361077,-0.702305555344,0.330840170383,-0.00879999995232,-1.24940001965,-0.796131908894,-0.346135556698
