rid,CPC006_A375_6H:BRD-K67844266-001-01-3:11.1,CPC006_A375_24H:BRD-K67844266-001-01-3:11.1,CPC006_A549_6H:BRD-K67844266-001-01-3:11.1,CPC006_A549_24H:BRD-K67844266-001-01-3:11.1,CPC006_A673_6H:BRD-K67844266-001-01-3:11.1,CPC006_AGS_6H:BRD-K67844266-001-01-3:11.1,CPC006_CL34_6H:BRD-K67844266-001-01-3:11.1,CPC006_CORL23_6H:BRD-K67844266-001-01-3:11.1,CPC006_COV644_6H:BRD-K67844266-001-01-3:11.1,CPC006_DV90_6H:BRD-K67844266-001-01-3:11.1,CPC006_EFO27_6H:BRD-K67844266-001-01-3:11.1,CPC006_HA1E_6H:BRD-K67844266-001-01-3:11.1,CPC006_HA1E_24H:BRD-K67844266-001-01-3:11.1,CPC006_HCC15_6H:BRD-K67844266-001-01-3:11.1,CPC006_HCC515_6H:BRD-K67844266-001-01-3:11.1,CPC006_HCC515_24H:BRD-K67844266-001-01-3:11.1,CPC006_HCT116_6H:BRD-K67844266-001-01-3:11.1,CPC006_HEC108_6H:BRD-K67844266-001-01-3:11.1,CPC006_HEPG2_6H:BRD-K67844266-001-01-3:11.1,CPC006_HT115_6H:BRD-K67844266-001-01-3:11.1,CPC006_HT29_6H:BRD-K67844266-001-01-3:11.1,CPC006_HT29_24H:BRD-K67844266-001-01-3:11.1,CPC006_JHUEM2_6H:BRD-K67844266-001-01-3:11.1,CPC006_LOVO_6H:BRD-K67844266-001-01-3:11.1,CPC006_MCF7_6H:BRD-K67844266-001-01-3:11.1,CPC006_MCF7_24H:BRD-K67844266-001-01-3:11.1,CPC006_MDST8_6H:BRD-K67844266-001-01-3:11.1,CPC006_NCIH1694_6H:BRD-K67844266-001-01-3:11.1,CPC006_NCIH1836_6H:BRD-K67844266-001-01-3:11.1,CPC006_NCIH2073_6H:BRD-K67844266-001-01-3:11.1,CPC006_NCIH508_6H:BRD-K67844266-001-01-3:11.1,CPC006_NCIH596_6H:BRD-K67844266-001-01-3:11.1,CPC006_NOMO1_6H:BRD-K67844266-001-01-3:11.1,CPC006_OV7_6H:BRD-K67844266-001-01-3:11.1,CPC006_PC3_6H:BRD-K67844266-001-01-3:11.1,CPC006_PC3_24H:BRD-K67844266-001-01-3:11.1,CPC006_PL21_6H:BRD-K67844266-001-01-3:11.1,CPC006_RMGI_6H:BRD-K67844266-001-01-3:11.1,CPC006_RMUGS_6H:BRD-K67844266-001-01-3:11.1,CPC006_SKLU1_6H:BRD-K67844266-001-01-3:11.1,CPC006_SKM1_6H:BRD-K67844266-001-01-3:11.1,CPC006_SKMEL1_6H:BRD-K67844266-001-01-3:11.1,CPC006_SKMEL28_6H:BRD-K67844266-001-01-3:11.1,CPC006_SNGM_6H:BRD-K67844266-001-01-3:11.1,CPC006_SNU1040_6H:BRD-K67844266-001-01-3:11.1,CPC006_SNUC4_6H:BRD-K67844266-001-01-3:11.1,CPC006_SNUC5_6H:BRD-K67844266-001-01-3:11.1,CPC006_SW480_6H:BRD-K67844266-001-01-3:11.1,CPC006_SW620_6H:BRD-K67844266-001-01-3:11.1,CPC006_SW948_6H:BRD-K67844266-001-01-3:11.1,CPC006_T3M10_6H:BRD-K67844266-001-01-3:11.1,CPC006_THP1_6H:BRD-K67844266-001-01-3:11.1,CPC006_TYKNU_6H:BRD-K67844266-001-01-3:11.1,CPC006_U937_6H:BRD-K67844266-001-01-3:11.1,CPC006_VCAP_6H:BRD-K67844266-001-01-3:11.1,CPC006_VCAP_24H:BRD-K67844266-001-01-3:11.1,CPC006_WSUDLCL2_6H:BRD-K67844266-001-01-3:11.1,MUC.CP002_MCF7_6H:BRD-K67844266-001-01-3:11.1,MUC.CP002_MCF7_6H:BRD-K67844266-001-01-3:3.7,MUC.CP002_MCF7_6H:BRD-K67844266-001-01-3:1.2333,MUC.CP002_MCF7_6H:BRD-K67844266-001-01-3:0.4111,MUC.CP002_MCF7_24H:BRD-K67844266-001-01-3:11.1,MUC.CP002_MCF7_24H:BRD-K67844266-001-01-3:3.7,MUC.CP002_MCF7_24H:BRD-K67844266-001-01-3:1.2333,MUC.CP002_MCF7_24H:BRD-K67844266-001-01-3:0.4111,MUC.CP002_NKDBA_24H:BRD-K67844266-001-01-3:11.1,MUC.CP002_NKDBA_24H:BRD-K67844266-001-01-3:3.7,MUC.CP002_NKDBA_24H:BRD-K67844266-001-01-3:1.2333,MUC.CP002_NKDBA_24H:BRD-K67844266-001-01-3:0.4111,CPC006_H1299_6H:BRD-K67844266-001-01-3:11.1,CPC006_RKO_6H:BRD-K67844266-001-01-3:11.1
5720,0.075559578836,-2.17038154602,-0.651123702526,0.922989964485,-0.0133999958634,-0.259649991989,0.155600011349,-0.0167999863625,-1.02219998837,-0.284150004387,-0.231600001454,-0.630210399628,-1.98389530182,-1.56901466846,-0.493585646152,-0.700383961201,0.0952000021935,-0.268893182278,-0.313572883606,-0.605849981308,-0.602033853531,-1.47788488865,-0.0991999953985,-0.720550000668,-0.172869026661,0.708339989185,0.323799997568,1.04410004616,-0.930249989033,-0.213950008154,-0.35799998045,-0.305449992418,-0.6208999753,-0.921299934387,-0.730209708214,-2.47795939445,-0.0608000010252,-0.551299989223,-0.15550519526,0.217200011015,0.100449994206,-0.409599989653,0.616849958897,-1.34360003471,0.503799974918,-0.385949999094,-0.0728500038385,-0.300449967384,0.362764954567,-0.732092440128,1.78240001202,0.230450004339,0.292799979448,-0.581399977207,-0.795214533806,0.407740116119,0.161899983883,0.718973278999,0.334827780724,-0.714262545109,1.31024324894,0.797172904015,0.810414195061,-0.928594946861,-0.0721826180816,-0.950869262218,-0.614274024963,-0.603450775146,-0.698547124863,-2.08619999886,0.497949957848
466,1.38266670704,0.119030080736,0.738748192787,0.777429878712,2.23720002174,1.3451499939,-0.385250002146,0.28900000453,0.0469000004232,0.659650027752,0.641300022602,0.525309383869,0.483288913965,-0.960777282715,-0.0360368341208,0.38718098402,0.661800026894,0.979218482971,-0.268149971962,0.714699983597,-0.0218418166041,2.22072267532,0.604050040245,0.911650002003,0.425544440746,-0.721952438354,0.134250000119,0.0940999984741,0.572049975395,-0.148000001907,-0.502950012684,0.972800016403,-0.183899998665,-0.692049980164,0.435499876738,1.56497454643,0.881150007248,0.815299987793,0.0446617603302,0.51574999094,0.159149989486,0.0740499794483,1.09949994087,-0.476150006056,-0.342700004578,-0.0273000001907,0.668299973011,-1.60469996929,0.47643083334,1.13218450546,2.67634987831,3.06990003586,-0.217749983072,0.374049991369,0.625853419304,1.36936795712,-0.240050017834,0.0959071218967,0.26668843627,0.157689124346,-0.00239876285195,0.174104958773,0.243251547217,-1.02192151546,-0.325437426567,-0.0430273413658,-0.327699959278,-0.443256497383,-0.0567934513092,0.16494999826,1.31305003166
6009,-0.0218743681908,-2.1744863987,0.239687457681,0.0637350827456,0.0988499969244,-0.165549993515,-0.613399982452,-0.206600010395,-0.61669999361,-1.73810005188,-0.283699989319,0.957547366619,1.51829087734,-0.427135437727,-1.10644817352,0.205317482352,-2.20480012894,-0.195706635714,-0.308274716139,-0.879199981689,0.326240003109,1.63585972786,-0.0661000013351,-0.209950000048,0.395280301571,2.21694946289,0.100049987435,-1.08210003376,-0.470349997282,-1.27515006065,-0.0464499890804,-0.29185000062,0.30910000205,-1.52205002308,-0.701295256615,1.71374893188,0.191049993038,0.287149995565,-0.599472820759,0.0512500405312,0.00485000014305,-0.755850017071,-1.35360002518,-0.969649970531,-0.111299999058,-0.264550000429,-0.449999988079,-0.725600004196,-0.481937110424,1.19066643715,1.08805000782,1.59280002117,0.0844999849796,-0.330049991608,1.14655947685,3.98502731323,1.14409995079,0.604813933372,0.752549767494,1.10918724537,0.468508124352,0.552887499332,0.590466141701,0.741691470146,1.03388941288,-0.868596494198,-0.556536197662,-0.430831670761,1.30895113945,-1.18645000458,-1.19574999809
2309,2.14578342438,3.63942217827,0.719796061516,0.119890034199,0.687550008297,-0.192050009966,-0.30245000124,-1.06824994087,0.0438999831676,0.65389996767,1.96860003471,0.976659059525,0.677023053169,0.380275130272,0.501142323017,3.14938402176,1.00585007668,-0.289869874716,0.132750719786,-0.893649995327,0.171595275402,2.37546396255,0.81920003891,-1.71924996376,-0.317581027746,-1.2908987999,-1.95905005932,1.19050002098,-0.0283000022173,0.987500011921,-2.03530025482,0.889750003815,-0.402000010014,0.562950015068,2.20187687874,4.47483682632,0.0146500021219,0.378049999475,-2.58026957512,2.31019997597,1.07159996033,-0.958649992943,0.187249988317,-0.662899971008,1.45969998837,0.613799989223,0.23299998045,-0.545000016689,0.582497060299,0.76847589016,2.59080004692,-0.494599997997,0.83544999361,0.0301999971271,0.567174017429,-0.480265378952,-0.27555000782,-0.393333077431,-0.498527675867,0.0392149984837,-0.609790503979,-0.195562377572,0.0926581323147,-0.0262491442263,-0.592758655548,1.88707399368,0.88312202692,0.551032364368,-0.738555490971,0.439500004053,0.334100008011
387,-0.42994466424,-3.69334554672,-1.37481117249,-2.25125312805,-0.650849997997,-0.531450033188,-0.0779499858618,-1.34450006485,-1.33235001564,-0.927500009537,-1.42669999599,-0.2305226475,-0.33234578371,-1.68124330044,-0.839380323887,-1.23543298244,-0.942449986935,-0.522311270237,-0.284669727087,-1.40104997158,-1.64013171196,0.794290602207,-0.526749968529,-0.658299982548,-0.426967948675,-1.21292304993,-1.05599999428,-0.610800027847,-0.790950000286,-3.92359995842,0.380100011826,-1.24115002155,-1.16470003128,-1.69219994545,0.475393980742,0.348225653172,-0.126849994063,-0.495100021362,-0.44824630022,-1.50845003128,-1.51900005341,-1.05614995956,-0.304450005293,-0.690999984741,0.18410000205,-0.555249989033,-0.901100039482,-0.897650003433,0.439183503389,0.567830145359,0.975399851799,-0.375050008297,0.401800006628,-0.97990000248,-0.768404722214,0.397474765778,0.96439999342,-1.10213959217,-0.315919518471,-0.214637488127,-1.46656703949,0.0235479474068,0.0197566151619,0.185870230198,0.401675134897,-1.09224462509,-0.533347725868,-0.400981068611,0.261813849211,0.242200016975,-0.548449993134
3553,-0.915558695793,-0.0851955413818,0.312325030565,0.100033320487,-0.130999997258,0.390900015831,-0.35174998641,-1.18710005283,0.84139996767,-1.08255004883,0.124100007117,0.575654149055,-0.213067680597,0.871216952801,-0.947937548161,-0.84590524435,-0.429850012064,-0.0553805306554,0.942093551159,0.263500005007,0.915395438671,1.53188407421,0.242899999022,-0.438549995422,-0.33177036047,-0.896400928497,-3.664249897,0.216600000858,-0.804450035095,0.269899994135,0.437599986792,-0.114800006151,1.47459995747,-0.264299988747,-3.75143861771,-7.47814655304,2.43854999542,-0.626999974251,-1.24893641472,-0.560600042343,-0.761900007725,0.0979000031948,-1.41330003738,0.546549975872,-0.835699975491,-0.0636000037193,-0.212850004435,1.08074998856,-0.41200107336,-0.370797753334,-1.13284993172,3.56564998627,0.220849990845,3.00530004501,0.571193516254,0.845269382,-0.53385001421,-0.211271747947,0.199975252151,-0.269291162491,-0.269615530968,0.113027274609,0.0889228582382,-0.377799540758,-0.420087039471,-0.152629524469,0.38633570075,-0.164993152022,-0.0171245783567,-0.360000014305,-0.0216000080109
427,0.0146561563015,0.0707699805498,0.344629406929,-0.150409430265,-0.358550012112,0.0509999990463,0.54129999876,-0.178899988532,-0.310249984264,0.74555003643,-1.78909993172,0.0270184278488,-0.528823673725,-0.401410102844,0.0692117363214,-1.26048481464,-0.423799991608,0.107529789209,0.0698230117559,-0.46154999733,0.171896979213,0.288974553347,-0.388499975204,-0.552500009537,-0.00399751216173,-3.3038725853,-1.10230004787,1.45589995384,0.95585000515,1.58610010147,-0.696649968624,-0.750400006771,-0.0935999974608,0.481650024652,0.603649616241,-1.80657160282,-0.169399991632,0.340250015259,-0.823305726051,0.224599987268,-0.830250024796,0.0908000022173,-0.237250000238,-0.668150007725,-1.19990003109,-0.809750020504,0.464200019836,-0.708500027657,0.13498955965,0.71098202467,3.16679978371,0.680000007153,-0.523599982262,-1.28245007992,-0.269476026297,-1.29524075985,-0.0819000005722,-0.119030743837,-0.541754961014,0.682587921619,0.130143493414,-0.660884976387,-0.0275918543339,-0.899206399918,-0.344284564257,-1.27129125595,-0.906915426254,-0.344207823277,-0.879098057747,0.0714000463486,0.268600016832
5898,-0.13932056725,0.167272299528,0.464445054531,0.311876118183,0.958350002766,1.2907500267,-3.382999897,-1.52345001698,0.365299999714,-0.0796000063419,-1.58449995518,1.9673396349,6.05233860016,-0.203517869115,-0.730575799942,1.31765723228,-0.367350012064,-0.390190690756,1.14833807945,-1.39250004292,-0.477789223194,1.24499201775,-0.484849989414,-0.400350004435,-0.936564803123,1.54042422771,0.445050001144,-0.767599999905,0.479050010443,-0.709899961948,-0.314350008965,-0.531700015068,0.0806000009179,0.483350008726,1.13942074776,4.57540941238,0.999099969864,-0.453350007534,-0.344411820173,-0.552799999714,0.151549994946,-0.540449976921,0.0236999988556,-0.103349998593,-0.812900006771,0.310400009155,0.0270499885082,0.378100007772,0.346750974655,-0.215413108468,1.58515000343,0.0410999953747,-0.221100002527,0.246150001884,0.203753769398,0.444404304028,1.05050003529,-1.63214552402,-0.325018584728,-0.0476358234882,-1.66806530952,-0.0425138100982,0.0293601453304,-1.97669947147,-1.1339070797,1.45777249336,0.135126113892,0.853697359562,0.375079661608,-1.49709999561,0.967399954796
23365,-0.279914140701,-1.52917134762,-0.185707837343,-0.512848973274,0.380950003862,-0.0798499882221,0.146999999881,0.401499986649,0.573449969292,-0.138349995017,-0.281099975109,-0.856412410736,1.80907392502,-1.20948398113,-0.933397769928,-0.563859045506,-0.0964999943972,0.995045185089,0.71250128746,0.0653500556946,-0.268707811832,-0.77040719986,0.0872500017285,-0.967999994755,-0.40620675683,-1.27593159676,-0.626049995422,-1.22699999809,-0.531899988651,-0.303299963474,0.914650022984,-0.842450022697,-1.11440002918,-0.753949999809,0.386955201626,1.41912174225,-0.652350008488,1.41110002995,-0.403543353081,-0.753549993038,-0.491900026798,0.822099983692,-0.290700018406,0.0777500271797,0.587400019169,-0.148000001907,-0.395300000906,-1.20884990692,0.106523573399,0.279562115669,0.479000031948,-0.772750020027,-0.822899997234,-0.18559999764,-0.445872485638,-0.808443903923,-0.82080000639,-0.375393360853,-0.529642283916,-0.327967315912,-0.00337225198746,-0.545459926128,-0.476387023926,-0.253839105368,-0.54623144865,-0.340364933014,-0.976350367069,-1.44556629658,-0.450220942497,-0.307399988174,-0.0502999946475
6657,-1.62602388859,-1.04208278656,-1.12607967854,-1.64231467247,0.275599986315,-0.809249997139,-0.464500010014,0.0821499973536,1.19110000134,0.077849984169,0.188999980688,-0.0265516117215,-0.541802942753,1.59863626957,-0.202490642667,-2.4475479126,-0.153899982572,0.0991063416004,-0.0433294996619,-0.359950006008,1.17666125298,1.03648543358,-0.307999998331,-0.634099960327,-0.239033848047,0.272901922464,-1.86209988594,-0.27009999752,-0.787000000477,0.219600006938,0.0156999826431,0.211850017309,0.897199988365,0.569299995899,-0.408165216446,0.372361838818,-0.217300012708,0.544650018215,-1.98169612885,-0.69470000267,0.391850024462,0.370450019836,-1.11374998093,0.565550029278,-2.12789988518,-0.201700016856,-0.00854999758303,0.894549965858,-2.18491101265,-0.199324011803,2.34049987793,1.55189990997,-0.490350008011,1.00749993324,1.44166922569,0.67302685976,-0.630349993706,-0.111328646541,-0.323414623737,-0.664621353149,-0.715709745884,0.063429415226,-0.141759082675,-0.699497640133,-0.334285914898,0.591530680656,0.123211622238,-0.731394767761,-0.184118792415,0.702499985695,-0.352699965239
