rid,CPC003_HA1E_6H:BRD-A55594068-065-03-1:10,CPC001_HA1E_6H:BRD-A22783572-065-01-3:10,CPC003_HA1E_24H:BRD-A55594068-065-03-1:10,CPC001_HA1E_24H:BRD-A22783572-065-01-3:10,CPC003_HCC515_6H:BRD-A55594068-065-03-1:10,CPC001_HCC515_6H:BRD-A22783572-065-01-3:10,CPC003_HCC515_24H:BRD-A55594068-065-03-1:10,CPC001_HCC515_24H:BRD-A22783572-065-01-3:10,CPC003_PC3_6H:BRD-A55594068-065-03-1:10,CPC001_PC3_6H:BRD-A22783572-065-01-3:10,CPC003_PC3_24H:BRD-A55594068-065-03-1:10,CPC001_PC3_24H:BRD-A22783572-065-01-3:10,CPC003_VCAP_6H:BRD-A55594068-065-03-1:10,CPC001_VCAP_6H:BRD-A22783572-065-01-3:10,CPC003_VCAP_24H:BRD-A55594068-065-03-1:10,CPC001_VCAP_24H:BRD-A22783572-065-01-3:10,CPC016_A375_6H:BRD-A22783572-065-01-3:10,CPC015_A375_6H:BRD-A55594068-065-03-1:10,CPC016_A549_6H:BRD-A22783572-065-01-3:10,CPC015_A549_6H:BRD-A55594068-065-03-1:10,CPC016_A549_24H:BRD-A22783572-065-01-3:10,CPC015_A549_24H:BRD-A55594068-065-03-1:10,CPC016_ASC_24H:BRD-A22783572-065-01-3:10,CPC015_ASC_24H:BRD-A55594068-065-03-1:10,CPC016_HEPG2_6H:BRD-A22783572-065-01-3:10,CPC015_HEPG2_6H:BRD-A55594068-065-03-1:10,CPC016_HT29_6H:BRD-A22783572-065-01-3:10,CPC015_HT29_6H:BRD-A55594068-065-03-1:10,CPC016_MCF7_6H:BRD-A22783572-065-01-3:10,CPC015_MCF7_6H:BRD-A55594068-065-03-1:10,CPC016_MCF7_24H:BRD-A22783572-065-01-3:10,CPC015_MCF7_24H:BRD-A55594068-065-03-1:10,CPC016_NEU_24H:BRD-A22783572-065-01-3:10,CPC016_NPC_24H:BRD-A22783572-065-01-3:10,CPC015_NPC_24H:BRD-A55594068-065-03-1:10,CPC015_PHH_24H:BRD-A55594068-065-03-1:10,CPC016_SKB_24H:BRD-A22783572-065-01-3:10,CPC015_SKB_24H:BRD-A55594068-065-03-1:10,CRCGN001_HA1E_6H:BRD-A85648045-001-01-6:10,CRCGN001_HA1E_24H:BRD-A85648045-001-01-6:10,CVD001_HEPG2_6H:BRD-K01188359-065-10-8:10,CVD001_HEPG2_6H:BRD-K01188359-065-10-8:2.5,CVD001_HEPG2_24H:BRD-K01188359-065-10-8:10,CVD001_HEPG2_24H:BRD-K01188359-065-10-8:2.5,CVD001_HUH7_6H:BRD-K01188359-065-10-8:10,CVD001_HUH7_6H:BRD-K01188359-065-10-8:2.5,CVD001_HUH7_24H:BRD-K01188359-065-10-8:10,CVD001_HUH7_24H:BRD-K01188359-065-10-8:2.5,CVD001_PHH_6H:BRD-K01188359-065-10-8:10,CVD001_PHH_6H:BRD-K01188359-065-10-8:2.5,CVD001_PHH_24H:BRD-K01188359-065-10-8:10,CVD001_PHH_24H:BRD-K01188359-065-10-8:2.5,MUC.CP006_MCF7_6H:BRD-A55594068-065-02-3:10,MUC.CP006_MCF7_6H:BRD-A55594068-065-02-3:3.3333,MUC.CP006_MCF7_6H:BRD-A55594068-065-02-3:1.1111,MUC.CP006_MCF7_6H:BRD-A55594068-065-02-3:0.3704,MUC.CP006_MCF7_24H:BRD-A55594068-065-02-3:10,MUC.CP006_MCF7_24H:BRD-A55594068-065-02-3:3.3333,MUC.CP006_MCF7_24H:BRD-A55594068-065-02-3:1.1111,MUC.CP006_MCF7_24H:BRD-A55594068-065-02-3:0.3704,CRCGN004_HA1E_24H:BRD-A85648045-001-01-6:10UM
5720,0.18829998374,-0.805680632591,-1.53497588634,-2.41605329514,-0.137515306473,1.45954990387,-1.16901803017,0.163136467338,0.429221987724,-0.0542746558785,-1.68272507191,-1.97496759892,0.0645013079047,0.0351617895067,-1.80334997177,-1.67910933495,0.151957854629,0.852841436863,0.176650002599,-0.00694999098778,-0.893663883209,0.896316409111,-1.13590216637,-1.88774740696,-0.569812178612,-0.9742000103,-0.271548867226,-1.24458086491,0.0786599814892,0.959918677807,-1.37793064117,0.0993487238884,2.25328731537,-0.624664366245,-0.600840568542,-0.748600006104,-1.75100529194,-0.692300021648,-1.03214561939,-0.690581262112,-0.265423625708,-1.07839882374,-1.65871536732,-1.97333407402,0.245882093906,-0.675993382931,-0.822692871094,-0.228098869324,-1.28658390045,0.236490994692,-1.77590000629,-1.87239527702,-0.317142903805,0.587023377419,0.399464666843,-0.208346545696,-0.208680510521,1.11431610584,-0.273882240057,-0.176818266511,-0.327921509743
466,0.188499987125,-0.0194517560303,-0.995401024818,-2.08255004883,0.0207365080714,-0.168300002813,-2.09581446648,-1.8602284193,-0.173896998167,-1.65300452709,-0.93569290638,-0.886941492558,-0.690096259117,-1.48938047886,-0.885599970818,-1.04135525227,0.302628397942,0.294307500124,-0.430550009012,1.30025005341,-0.356916368008,-0.376075685024,-0.484223365784,-0.386088848114,0.507986724377,0.728350043297,-0.0538407564163,0.325661748648,0.630632519722,0.831832289696,-1.14670097828,-1.09953176975,0.380302250385,-3.93655204773,-0.602444112301,0.321399986744,-0.574514865875,-0.881399989128,0.154972314835,0.0851173773408,-0.326211065054,-0.0911870002747,-2.17918086052,-1.98027467728,0.892344534397,-0.0931044518948,-2.48517608643,-3.35240626335,0.582779943943,-0.392872691154,0.00714999437332,-1.27063393593,0.497477382421,-0.0982981026173,-0.23868188262,0.547633111477,-0.824359357357,-1.147585392,-1.34635710716,-1.02477455139,-1.90731835365
6009,1.16764998436,0.780642867088,0.934502005577,0.92940223217,1.68727302551,0.348800003529,2.13550162315,1.98525476456,0.402773857117,-0.555291771889,0.921682536602,0.661173462868,-2.10409545898,1.26809501648,0.987049996853,0.181251242757,-0.362892508507,1.90976178646,0.118700005114,0.471300005913,0.0276812911034,1.87548685074,1.11776745319,2.76312041283,0.773096680641,1.08454990387,-0.0508268773556,1.82651782036,0.315712869167,2.340457201,1.2061188221,2.51432657242,0.144132196903,-0.0887539982796,-0.794924020767,-0.54650002718,0.0131056718528,-1.20819997787,-0.00913878902793,1.2032533884,0.850535392761,-0.120395064354,0.697538137436,0.14224421978,0.05165797472,1.00408375263,1.72156310081,1.12070059776,1.1411973238,0.70740455389,1.0461499691,0.94042468071,-0.583943843842,0.128541052341,0.459869801998,-0.0560027696192,1.03053200245,1.83477091789,0.860211491585,0.344849824905,0.972787439823
2309,-0.585550010204,-1.13071525097,-4.29553604126,-2.31365156174,1.41362512112,0.949750006199,0.279081344604,-0.574978530407,1.19661426544,0.834799289703,1.10157644749,1.18423080444,0.00394646823406,0.758311390877,0.990150034428,0.572583377361,1.93486833572,-0.0576602071524,-0.344099998474,-0.698799967766,1.25226795673,0.476055085659,0.693978250027,-1.03553986549,0.447622805834,-1.55914998055,3.19378829002,2.34984636307,0.620960772038,-0.390654206276,0.639777183533,0.930665671825,-1.74372303486,2.12620806694,2.19002389908,-0.932099997997,-0.578988730907,-1.54999995232,-0.90787345171,-0.46396240592,0.770315051079,-0.00634507555515,2.47014212608,1.47338819504,-0.841076374054,-0.903973698616,1.47268688679,-0.624639451504,0.109467744827,-0.751215696335,-0.0550000667572,0.791364252567,0.700217247009,0.470442712307,0.976067483425,-1.01985788345,0.609763860703,-0.344522327185,-0.797425985336,0.519476175308,-3.31798601151
387,0.413300007582,-1.79387950897,-0.470617353916,-3.32931900024,-0.230551689863,0.396650016308,-0.237225532532,-0.904877126217,0.544396519661,-0.547847628593,-0.0467887818813,-1.36746132374,-0.990972220898,0.540561437607,-1.24335002899,-0.265288770199,1.04433917999,0.687470674515,-0.0789500027895,0.0435500144958,-0.589841723442,1.67263936996,-0.548385262489,-1.23296272755,1.74587976933,0.625750005245,0.200764983892,0.190038010478,0.354275077581,0.572275817394,-1.62621808052,-0.621119081974,-0.583519637585,-1.723118186,-0.438292145729,0.937699973583,-0.850272297859,-1.7118999958,-0.12842720747,-0.214693382382,1.98857033253,1.39707362652,1.12478792667,1.02235257626,1.47392094135,1.70790219307,0.578082621098,0.253966569901,0.42985367775,0.559278130531,1.17809998989,2.06553411484,-0.803271651268,0.119166404009,0.169915109873,-1.1031857729,-1.14235413074,-0.628376424313,-0.810734510422,-0.596854567528,-1.29124176502
3553,1.7146499157,4.78272914886,4.40026378632,5.86366844177,-0.157608106732,-0.416750013828,-0.0598002970219,0.840440154076,-0.463927507401,-0.0694637224078,0.371780306101,-0.0575219243765,-0.378018975258,-0.395490586758,0.54414999485,1.16586565971,1.1748071909,-0.763010263443,0.45450001955,-0.202050000429,0.476026624441,-0.647691965103,1.16593205929,3.19536995888,-0.538945913315,0.169349998236,0.001779101789,0.800514519215,-0.857869923115,-0.509850978851,0.853637099266,0.664086401463,0.225261375308,2.0523712635,1.66446936131,0.533999979496,2.30222034454,1.63634991646,0.800562798977,-0.0732670426369,-0.0889160037041,-0.330132901669,0.293717801571,0.030929684639,-1.70121669769,-0.564779698849,0.904641568661,0.71361720562,0.0515637546778,0.323248744011,-0.690899968147,-0.527532935143,-0.0223603695631,0.348008990288,-0.874050736427,0.836281120777,-0.803368806839,-0.0901883840561,0.0642770379782,-0.30701431632,4.49811553955
427,0.655699968338,0.297033548355,-0.679944992065,-2.07502484322,-0.563592016697,-0.305449992418,-0.79611825943,-0.732640981674,-0.611628234386,-1.28185462952,-0.70550429821,-0.598827600479,0.0573546513915,-1.85527956486,-0.785700023174,-0.232096761465,2.03464651108,1.01673901081,-0.0841000080109,1.14335000515,-0.43250900507,0.0697227418423,0.750908434391,-0.260699033737,-0.215555071831,-0.669849991798,-0.44464418292,-0.1718467623,1.16550588608,2.56819105148,-0.695968985558,-1.23194718361,0.265659451485,0.223911434412,0.731478631496,0.0417999997735,0.359370291233,-0.223849996924,0.167814031243,-0.366959035397,-0.676420927048,-1.7978874445,-2.14853429794,-2.3858537674,-0.505901694298,-2.47470068932,-0.244449868798,-0.975323855877,0.0313586443663,-0.575977325439,-0.41455000639,-0.834558069706,-0.446475088596,-0.790946781635,-0.769634664059,-0.393065959215,-0.976608335972,-1.19503903389,-0.52446103096,-1.51045441628,-0.177157491446
5898,0.687950015068,0.282933562994,6.00860881805,5.848757267,0.665645360947,1.86979997158,1.68772125244,1.51530444622,-1.96197021008,0.08377212286,2.70043516159,3.06938481331,-0.575384914875,-0.397957026958,-0.211250007153,0.700135886669,1.16981697083,1.08345675468,1.0217499733,0.255199998617,0.657324790955,-0.62144613266,0.39949119091,0.120822481811,2.21956276894,0.748799979687,2.8907353878,4.40531778336,-0.690047740936,-0.634213387966,1.6917937994,1.34947013855,0.113824680448,1.474142313,1.27900004387,1.51750004292,1.33391821384,-0.337850034237,0.674412846565,0.204238921404,2.58573436737,1.91688394547,1.12296187878,0.213264763355,3.04008960724,2.58046293259,2.8050057888,2.28069639206,1.66084814072,0.699122369289,1.9904999733,0.65956902504,1.35628187656,0.385014027357,0.776782274246,1.26178598404,1.5105946064,0.893194496632,1.19699525833,1.34687483311,1.46706950665
23365,-2.22714996338,-2.29455947876,-0.594642460346,-1.30670285225,-1.36137664318,-0.309449970722,-0.941349565983,-0.517793297768,-0.29322296381,-0.0173661634326,0.665950417519,-0.307122379541,0.314884036779,-0.554684519768,-0.884150028229,-0.36820268631,1.60630273819,3.07292604446,-0.966000020504,-0.562550008297,1.76589214802,-0.911670565605,-0.232918903232,-0.911304950714,0.0821617990732,0.0160499997437,-0.555657148361,-0.2284873873,0.166831612587,-1.2164337635,-0.0776489600539,-1.06428432465,-0.362093150616,-0.381067186594,0.118593007326,1.62969994545,-0.100372210145,1.07774996758,0.971925377846,0.226939558983,1.48507976532,-0.813664793968,-0.46474802494,0.331702291965,0.143584564328,0.140548765659,0.598857045174,-0.946231126785,-0.784227311611,0.0252899229527,0.0784499943256,0.314598679543,0.242231041193,1.02412724495,0.201866909862,-0.186335653067,-0.341657072306,0.275106102228,0.274218916893,-0.43778643012,-0.182158738375
6657,0.104000002146,0.74246776104,0.395824372768,2.07904696465,-0.528737366199,-0.560249984264,-1.1782733202,-1.4050141573,-0.495610177517,0.641956329346,0.329542785883,1.36460697651,0.79966121912,-0.419056564569,0.758949995041,1.24024939537,0.57977026701,-2.10500216484,-0.0326499938965,-0.649350047112,-0.324541151524,-0.278757244349,-0.211797147989,1.67437767982,-1.14798438549,-0.0950500071049,-0.16029676795,1.80305624008,-1.39831089973,0.0965139865875,0.209711804986,0.79160296917,-2.39209413528,-4.10123920441,-2.96418309212,1.32920002937,0.385351598263,2.71105003357,0.339592456818,-0.603404223919,0.454903334379,0.398248434067,-0.659007847309,0.087627530098,-0.780059754848,0.189219534397,0.207740366459,0.612101733685,-0.281107902527,-0.154646217823,-0.494749963284,-0.979878008366,0.355431646109,-0.384000211954,-1.40419828892,0.666416287422,0.232711687684,0.0949253737926,0.184211522341,-0.152221024036,2.15881752968
