rid,CPC013_A375_6H:BRD-K58784778-001-01-3:10,CPC013_A549_6H:BRD-K58784778-001-01-3:10,CPC013_A549_24H:BRD-K58784778-001-01-3:10,CPC013_ASC_24H:BRD-K58784778-001-01-3:10,CPC013_HA1E_6H:BRD-K58784778-001-01-3:10,CPC013_HCC515_6H:BRD-K58784778-001-01-3:10,CPC013_HEPG2_6H:BRD-K58784778-001-01-3:10,CPC013_HT29_6H:BRD-K58784778-001-01-3:10,CPC013_MCF7_6H:BRD-K58784778-001-01-3:10,CPC013_MCF7_24H:BRD-K58784778-001-01-3:10,CPC013_NEU_24H:BRD-K58784778-001-01-3:10,CPC013_NPC_24H:BRD-K58784778-001-01-3:10,CPC013_PC3_6H:BRD-K58784778-001-01-3:10,CPC013_PC3_24H:BRD-K58784778-001-01-3:10,CPC013_SKB_24H:BRD-K58784778-001-01-3:10,CPC013_VCAP_6H:BRD-K58784778-001-01-3:10,CPC013_VCAP_24H:BRD-K58784778-001-01-3:10,ERG011_VCAP_6H:BRD-K58784778-001-01-3:10.045,ERG011_VCAP_24H:BRD-K58784778-001-01-3:10.045
3315,-0.452139556408,-1.80039989948,0.0589293837547,-1.78443944454,-0.00667554885149,0.262328147888,0.474566698074,0.0538026466966,0.660614013672,0.359493196011,-1.42715001106,0.703300952911,-0.607798159122,-0.0757432878017,-0.0300522595644,0.0633610337973,-0.33739182353,0.534250020981,-0.136424273252
5289,-0.302217900753,0.945749998093,1.24491214752,0.106666013598,-0.434829592705,-0.240418449044,0.960600078106,0.0520344376564,-0.309924066067,0.42519813776,-0.760900020599,-0.506262421608,0.0632793754339,-0.0356782376766,1.87337970734,0.510955691338,0.385543167591,1.03185009956,-1.38191819191
868,-0.73327088356,1.34665000439,2.07894182205,-0.287006020546,-0.809369564056,0.276547133923,-0.330033332109,-0.314117133617,-1.38547098637,0.401189595461,0.410449981689,0.542351365089,0.159272074699,-0.034015506506,-0.28528085351,0.831272542477,-0.0878619998693,-0.450049996376,-0.663455784321
1677,1.11144602299,0.592899978161,1.59262490273,1.03494262695,-0.20843604207,-0.0385088175535,0.166666656733,0.14542196691,-0.499539166689,-0.0520182400942,-0.405099987984,-0.300536632538,0.214975714684,-0.408778011799,0.658601105213,0.609084904194,0.459851175547,-0.929000020027,0.835547566414
7043,0.0686780586839,1.02769994736,0.748033225536,1.14231228828,-0.13158929348,0.0850515961647,-0.843266665936,1.60081148148,0.483211070299,1.15028977394,0.125750035048,-0.358950376511,0.568157732487,-0.175185352564,0.888826489449,0.858760356903,0.0482022017241,-0.606599986553,0.037845402956
5613,0.33453053236,0.724150002003,0.627432048321,1.20895648003,-0.774415612221,-1.17206561565,0.00976666808128,0.325570851564,0.891135573387,0.691828370094,0.763849973679,0.294578105211,0.462033510208,-0.0793625935912,0.309713333845,0.81716299057,0.346667438745,-0.948149979115,0.245859444141
595,0.141910284758,-0.746850013733,-0.9285607934,-1.13444113731,0.132360070944,0.302791118622,-0.191866666079,-0.148190662265,0.585799396038,0.157556727529,-0.0343500077724,0.210072115064,-0.00241626799107,0.248335510492,-0.335888445377,-0.9719632864,-0.0773395672441,-0.348049998283,-0.889757871628
4793,0.260753363371,0.152300000191,-0.217582195997,-0.204363271594,0.165264546871,-0.464710533619,1.72500014305,-0.465815782547,-1.18898510933,-0.195675417781,0.143849998713,6.18498086929,0.375034451485,-0.619607031345,0.0387355238199,0.206535458565,-0.411138355732,-0.0629500001669,-0.8729403615
2736,0.290640354156,1.83910000324,-0.0456229150295,1.00848805904,1.57017087936,0.389778643847,1.32620000839,-0.0890767350793,0.925788938999,1.561196208,0.353450000286,0.314593940973,0.844639360905,0.384929388762,0.735293626785,1.33076643944,0.233097776771,-0.545800030231,-0.0204933285713
5290,0.409438550472,0.247099995613,0.7077293396,0.572449326515,1.04655575752,-0.251936733723,0.649933338165,0.0246521681547,0.210771471262,-0.0549185201526,-1.72275006771,0.125650599599,-0.0122568234801,-0.417587548494,0.320219218731,0.334290385246,-0.197567075491,-0.383799999952,0.070034198463
6194,0.000284357869532,-0.00164999999106,0.0158140659332,0.0,-0.000299102248391,0.000356141361408,0.843933403492,0.379263043404,-0.185372680426,-0.357339024544,0.0,-3.69047904015,0.166023686528,-0.221785008907,-0.226239129901,9.08533329493e-05,-0.000200666778255,0.0,-1.16259527206
1676,0.144923955202,0.627950012684,-0.79813593626,1.37832117081,0.164345890284,0.442399144173,-0.142133355141,0.670474886894,0.161905705929,0.660621702671,-0.498449981213,-0.514178752899,0.199538677931,-0.397986710072,0.351052731276,0.368627011776,0.644708156586,-1.30809998512,0.416621863842
23512,-4.05540895462,0.205899998546,-0.609500050545,-0.157572135329,0.624262273312,0.292119145393,-0.244033336639,-2.38228750229,-0.760517120361,1.50588274002,0.508900046349,-0.589941382408,0.207220613956,-0.604476451874,-0.615575492382,-0.700779914856,0.516872167587,0.258100003004,-0.430133670568
148022,-0.0500138178468,1.0381500721,-0.0724647343159,-0.24171949923,0.00660556554794,-0.334372371435,0.456333339214,-0.465555280447,0.554361462593,0.732688009739,-0.30189999938,-1.07984030247,-0.81077849865,-0.640779614449,0.686278343201,0.257304906845,0.648180067539,-0.380100011826,0.340039730072
1906,-0.0231973901391,-0.375200003386,0.0347844362259,0.193377822638,-0.0986521542072,-0.098318874836,0.315633326769,0.541905760765,0.425695478916,0.50086581707,0.122899994254,-0.0872676372528,0.924500346184,-0.105330131948,0.259193181992,0.516364812851,0.573843836784,-1.25765001774,0.291080087423
8878,-0.881682395935,-2.60989999771,-0.850903272629,-2.07510900497,0.403275758028,0.0917458385229,-0.260800033808,-0.306759625673,0.0253109037876,-1.28982567787,-0.457700014114,-0.76085203886,-0.368768423796,-0.0650679469109,-0.397239416838,-0.147181123495,-0.517723679543,0.499450027943,-1.03548431396
3091,0.24710072577,-0.849649965763,-0.00961029529572,0.354631632566,-0.564119458199,0.426097005606,0.323133349419,-0.175280630589,-0.245710000396,0.956209599972,0.335850000381,0.19495305419,0.588960468769,-0.336038261652,-0.100237578154,0.297048032284,-0.115398332477,-1.09299993515,-0.170952409506
5743,0.0544036626816,0.350149989128,-0.907373785973,-0.132329314947,0.445690512657,-0.47647601366,0.373533308506,-0.240030497313,0.607728779316,-0.588433325291,-0.574500024319,0.0303221642971,-0.215376332402,-0.206291586161,0.392094314098,1.01142573357,0.150945723057,-0.872099995613,0.363430470228
5321,0.841118574142,-0.146899998188,0.922264397144,1.32869780064,0.369543910027,-0.0969129428267,0.386699974537,0.366308063269,-0.12875893712,0.827112674713,-0.0010000000475,-1.01346850395,0.566183149815,-0.199839323759,0.420999825001,0.0964849442244,-0.00808727368712,-0.903949975967,0.552660822868
4144,-0.86267054081,-0.474249988794,1.22684621811,0.76554274559,0.0468101203442,0.10858926177,0.85490000248,0.325267314911,0.547875225544,0.990002095699,0.401950001717,0.139125362039,0.289611756802,0.732362151146,-0.567191123962,-0.0802375525236,0.527330756187,-2.10680007935,-0.2180750072
1981,0.433661669493,2.08109998703,-1.28522801399,0.310231089592,0.0368785411119,0.0823038741946,0.276399999857,0.0654491484165,0.368806630373,-0.0668153166771,0.280750006437,0.366424620152,0.402411937714,0.0621662735939,-0.764144062996,-0.60301721096,0.300581037998,-0.23299998045,1.36617326736
695,0.336403548717,0.343849956989,-0.828564167023,0.63390904665,0.775349974632,0.485779553652,-0.189666673541,0.550098598003,1.99175632,-0.028613332659,0.529100000858,-0.160742416978,0.285088181496,-0.133912861347,1.46026098728,0.0605712905526,0.0890351235867,0.117499992251,-0.0126839205623
10398,0.318716585636,0.980949997902,1.88049900532,-1.17403006554,0.0482554882765,0.594044685364,0.324400007725,0.350007355213,0.583587527275,0.99142229557,0.15419998765,-0.443012297153,0.390181958675,0.159790545702,-1.43874597549,0.830361247063,0.586783230305,-0.503250002861,-0.326605021954
5708,-0.601137578487,-5.18580007553,0.335304230452,0.0235227197409,-0.324622422457,0.636560618877,0.569966673851,-0.395315289497,-0.443128436804,0.964420735836,-5.00199985504,-0.739526808262,-0.278585582972,0.697691082954,0.435570180416,-0.656941950321,-0.732486248016,-0.814150035381,0.525887846947
1213,0.254160016775,-0.695299983025,-1.3875439167,-1.21301877499,0.588812947273,-0.180826336145,-0.764766693115,-0.59618884325,0.611582219601,-0.561025321484,0.624350011349,-0.195746853948,-1.64853525162,-0.188273981214,-0.144534647465,-0.897913753986,-0.424089968204,0.965049982071,0.101495012641
226,-0.263640761375,-0.0366500020027,-0.562098920345,-1.48277795315,-0.578860878944,0.680035233498,-0.624366641045,-0.14780421555,-0.109988316894,0.170293241739,0.240100026131,-0.246675252914,-0.759773612022,-0.425022184849,-0.910475432873,-0.668276548386,0.27986574173,0.0154000073671,-2.72168135643
6777,0.47918254137,-0.0389999970794,0.21465651691,-1.26343309879,3.5369207859,-0.562750339508,-0.88146674633,-0.536824762821,-0.225198104978,-0.914871692657,4.81204986572,3.22640514374,-0.161477327347,-1.30703663826,0.282328337431,-0.524850487709,0.0769866108894,-0.575500011444,-1.23910653591
2113,0.749963700771,0.155200004578,1.30631828308,1.2458281517,-0.317749947309,0.266043186188,0.365200012922,0.00909447669983,-0.0263031572104,1.02031874657,-0.330500006676,-0.705800533295,-0.297218978405,0.0721955597401,0.721588432789,1.08004355431,0.528912901878,-0.920899987221,1.42567574978
3329,-0.153428509831,-1.16885006428,-1.20259785652,-1.43715965748,0.359567463398,0.429835796356,0.249066650867,-0.118525587022,0.728228867054,-0.294452279806,0.509850025177,-1.62217271328,-0.224599659443,0.333256840706,-1.25782752037,-0.857628464699,-0.250660836697,0.438199996948,0.33580121398
1050,0.800829589367,-0.390349984169,-1.17698228359,-0.773682892323,0.0,0.0,0.0814666748047,-0.203872740269,0.366116762161,-0.310759693384,-0.337249994278,-0.516139030457,0.141247421503,-0.258961349726,0.812486350536,-0.758899092674,-0.784845471382,2.25640010834,1.25117361546
9491,-0.230168521404,0.851649999619,0.850765407085,0.504532337189,1.23656380177,-0.191572979093,-0.0601333379745,-0.30006480217,1.47918879986,0.536836087704,0.158200025558,-0.787381410599,-0.230250552297,-0.877918422222,0.3738078475,0.732749462128,0.244134366512,-0.86669999361,0.821854829788
22926,-0.171237334609,-0.140200003982,-0.453816473484,-0.938161611557,-1.27083706856,-0.471526503563,-1.04006659985,0.192135125399,0.169634491205,0.115834891796,-0.258199989796,-0.564230799675,-0.724577665329,0.0477391816676,-1.536642313,0.0353110730648,-0.117907270789,0.0902500003576,-0.52359354496
5899,-0.57399135828,-1.35415005684,-0.982225775719,-0.32466390729,-0.239089936018,0.378593862057,-1.42316675186,-0.388113230467,-0.0203536376357,0.150137037039,-0.229499995708,-0.583046853542,-0.145537286997,0.0981561243534,-0.178348168731,-0.13548065722,-0.662729978561,4.75785017014,-0.662241101265
5467,-0.479016959667,0.747850000858,0.944949686527,0.626895427704,-0.325112938881,0.512914121151,0.238633334637,-0.383008480072,0.255547732115,1.24046528339,-0.191449999809,-0.479064553976,-0.72884118557,-0.469708263874,0.537792623043,0.503939151764,0.336807638407,-0.0747999995947,-0.531910181046
6774,-0.202291741967,-1.15555000305,-0.592662096024,-0.482739269733,-0.558711946011,0.255276501179,-0.080366641283,0.474579751492,1.14172434807,0.320866882801,-0.551149964333,0.709595680237,0.11007027328,0.0978193804622,-0.927339732647,-0.233952179551,0.280743032694,0.724750041962,1.28362095356
1788,0.759577214718,0.00615000724792,0.884519279003,0.65458458662,0.570631444454,0.0396211892366,0.335600018501,0.445609480143,0.509620785713,0.178618684411,0.329950004816,-0.73977792263,0.602330327034,-0.117648020387,1.02372896671,-0.0789042115211,0.313157558441,-0.700349986553,0.104757711291
5921,0.286114603281,-0.591050028801,-0.345660567284,-0.515552699566,0.30674380064,-0.0543116517365,-2.16886687279,-0.0174977555871,-0.484400600195,0.623870551586,0.0370500087738,-0.53300178051,-0.710058450699,0.00212166458368,0.0737328231335,0.0231985226274,-0.942307710648,-0.61360001564,-0.995053827763
5721,0.102822199464,-0.824699997902,0.130475968122,-0.0828512683511,-0.714916706085,0.497316509485,0.553499996662,-0.249876692891,0.235807448626,-0.261639386415,0.390149950981,-0.28142952919,0.925651907921,0.441521793604,-0.910495638847,-0.685264885426,-0.600597798824,1.23900008202,0.476285606623
2263,0.499360501766,0.180350005627,0.347803860903,0.696276247501,0.454826951027,-1.4557646513,-0.316433340311,0.483237624168,0.575674533844,0.17318290472,0.0704499483109,-0.121162839234,0.604483604431,-0.726283967495,-0.545430183411,0.406267136335,0.406858772039,-1.32249999046,0.502874970436
808,0.544839382172,-0.329550027847,-0.103427678347,0.88852673769,0.593709826469,-0.41002124548,0.149999976158,-0.653425991535,0.460672795773,-0.325591385365,-0.876199960709,-0.177841067314,-0.340968936682,-1.04391145706,0.334445238113,-0.0259956717491,0.237636312842,-0.6792999506,-0.101284600794
30001,-0.368842452765,-0.995900034904,-1.26190364361,-0.951942443848,0.630830764771,1.43392920494,-0.187166690826,-0.151393294334,0.705532133579,0.0757052153349,-0.855099976063,-0.170823901892,-0.170193016529,-0.0342414826155,-0.528803944588,-0.675208032131,-0.42411917448,0.868399977684,-0.598131358624
348,0.211052060127,0.523300051689,0.906792640686,-0.634728252888,0.168181151152,-0.541804552078,0.681333363056,0.406048804522,1.84821403027,0.40844887495,-0.0116499997675,0.652080118656,0.479407519102,-0.795111119747,-0.136713176966,0.258534103632,0.628615021706,0.327299982309,1.17541515827
30849,0.0479826591909,0.303549975157,-0.794545650482,0.385183423758,-0.0932649374008,-0.165504038334,-0.67733335495,0.176556587219,0.381864875555,-0.352927923203,0.18465000391,-0.779014110565,-0.0675324574113,-0.44115370512,-0.212796896696,-1.2487462759,-0.597845077515,-1.28850007057,-0.457842856646
1454,-0.316450983286,-1.85105001926,0.367155700922,-0.949132919312,-0.742327570915,0.217769384384,0.812366724014,-0.112150132656,-0.735842823982,1.56600880623,0.0376000106335,3.8978061676,0.0968994796276,-0.318595349789,0.0342844650149,-0.367196410894,-0.423101693392,-0.0874500051141,0.23165512085
6500,-0.560998797417,-0.607149958611,-0.306074500084,-0.710220873356,0.0253790020943,0.191274896264,-0.928633332253,0.024749904871,-0.395644426346,0.398537635803,0.74975001812,-0.129221320152,-0.573635995388,0.153394848108,-0.803782045841,-0.579805314541,0.0203134417534,0.291000008583,-0.788695573807
5627,0.647596597672,-0.466700017452,-1.24613881111,-0.666599094868,-0.785321116447,-0.0694757774472,-1.01536667347,0.400702416897,0.693714857101,-0.48096331954,1.22764992714,-0.0382189229131,0.099359460175,-0.0577396377921,-0.640146613121,-0.798546135426,-0.00243005156517,-1.01294994354,-1.21110665798
5715,-0.109033077955,-1.13139998913,-1.20892810822,-1.63257730007,0.361999541521,0.419604897499,-0.460333406925,-0.708136022091,0.703321635723,-0.845187902451,0.0518499612808,0.116296291351,-0.366025328636,-0.272822231054,-1.06372594833,-0.495856285095,-1.1310095787,1.46650004387,0.427834868431
4791,0.488710612059,1.45635008812,0.297874063253,0.0514052957296,-0.162510558963,-1.04127287865,0.732366681099,0.821732103825,0.328470498323,0.834769129753,-0.956550002098,0.30209094286,0.255846202374,-0.588575005531,1.55427575111,0.855008125305,0.257747381926,-0.844049990177,-0.121017098427
56924,-0.562325775623,0.327250003815,-0.112415246665,-0.723246157169,-0.683871865273,0.893870949745,-2.48473358154,-0.170677781105,0.336102128029,-0.93612486124,4.95384979248,0.498734891415,0.00936947017908,0.144557476044,0.345331668854,0.0483493953943,-1.08012354374,0.557650029659,-1.23997604847
2690,-0.0113650932908,-0.374650001526,0.802617669106,-0.0712889283895,0.0421817228198,0.12221544981,1.42740011215,-0.298046916723,-0.768763959408,0.225224912167,-0.56534999609,-0.338664740324,0.0482319816947,0.180130630732,0.925862371922,-0.644874751568,-0.386622786522,-0.106999993324,0.283525437117
1019,0.22158998251,-1.14559996128,-1.13252735138,-0.449594885111,-0.177987188101,1.19417369366,0.208233341575,-0.183932781219,0.388402611017,-0.730939745903,0.689849972725,0.527276992798,-0.150366470218,0.922398209572,-0.323411285877,0.309315383434,-0.279685229063,-0.66270005703,0.4900867939
51422,-0.39385664463,2.26150012016,-0.682386398315,1.79833507538,0.266425311565,-0.22969597578,2.8670334816,0.270160913467,0.344428122044,-0.980554819107,-0.199999988079,3.9006114006,0.202460065484,0.0524989068508,-1.22070014477,0.857210993767,-0.0793657302856,0.327300012112,0.155736207962
5788,0.302183300257,0.329699993134,1.78120779991,-0.298822313547,-0.127986311913,0.0519017726183,-0.37946665287,0.204759135842,-0.43753939867,1.07054781914,0.187550008297,-0.586546838284,1.18258810043,-0.365661799908,0.216649442911,1.41927099228,0.491781800985,-1.1658000946,0.579351842403
6709,0.0305193252861,-0.616300046444,-1.48400914669,-0.429324388504,0.204534649849,0.512120246887,-0.794066667557,-0.189643263817,0.912856340408,-0.0941446945071,-1.04830002785,0.34216979146,-0.980026602745,0.107257664204,1.76826286316,-0.689004957676,0.251660317183,-1.24554991722,0.406843334436
1277,0.466828525066,-0.261099994183,-0.72769767046,-0.0120812617242,0.138837829232,-0.249582588673,-0.0129333436489,0.0499478653073,-0.475341945887,-0.539078295231,0.352500021458,-0.583587706089,-0.665783345699,0.280563026667,-0.566959500313,-0.754128336906,-0.165686950088,0.164149984717,-1.06078016758
993,0.171261906624,0.83630001545,0.054126560688,-0.852035164833,-0.298132032156,0.125091329217,-0.205733343959,0.281550377607,0.649468898773,0.214663743973,0.489200025797,0.221810221672,-0.0196055471897,0.2028683424,0.973610460758,-0.795415401459,-0.767522573471,0.856750011444,0.291190057993
7157,-0.277901470661,-1.09490001202,-0.674229383469,-1.51779913902,0.622492074966,0.594230890274,0.456466674805,-0.195789188147,-0.502040326595,-0.233775943518,-0.642849981785,-1.0115083456,-0.0435925424099,-0.456722259521,0.0641623139381,-0.565951108932,0.104812592268,0.323700010777,-1.07034099102
1958,-0.14241297543,0.403200000525,0.245084762573,-0.447648197412,-0.14646807313,0.00844499096274,0.844066619873,-0.280881881714,0.151931166649,0.00809368118644,-0.046549975872,4.74781131744,0.314353048801,0.123765841126,-0.0556109622121,0.0321058109403,0.0138016827404,3.37699985504,0.262042820454
4582,0.666397452354,1.2539999485,-0.247885048389,1.6263551712,-0.292390137911,0.331177085638,0.707066714764,0.135343298316,0.166918963194,0.973517298698,-0.273200005293,-0.942975699902,0.388119637966,-0.399897217751,-0.101133108139,0.617536604404,0.344851613045,3.34194993973,-1.13301515579
9212,0.287957727909,0.912500023842,0.210821092129,0.827066600323,0.253505855799,0.207161039114,-0.401733338833,0.143734842539,1.00752294064,0.977077245712,-0.870050013065,-0.59395891428,0.813743710518,0.314807116985,1.10131943226,0.540783405304,-0.0136611759663,-1.7404999733,-0.693651974201
8440,0.288460224867,0.495199978352,-0.598316848278,0.353501677513,0.410571724176,-0.43341833353,-0.0200999975204,-1.11722528934,1.10388123989,0.660010814667,0.888500034809,0.819121718407,0.0305922925472,0.210944533348,0.105426236987,-0.339458018541,-0.580833017826,-0.59610003233,0.761320948601
6790,-0.267237961292,-1.47990000248,-0.650579452515,-0.551091730595,0.426053017378,-0.815903961658,-0.413733333349,0.16967870295,0.330812513828,0.42949450016,0.0990499854088,0.0235587991774,0.0169398318976,-0.0120863318443,-0.545845150948,0.38811480999,0.46031627059,-1.34930002689,0.053070500493
8851,0.484657436609,0.536899983883,0.300208985806,3.98064160347,0.0395962297916,-0.765065670013,-1.10293340683,-0.749544680119,0.578756570816,0.204212367535,1.02929997444,0.00452681258321,0.726130723953,-0.912206172943,0.0457495525479,-0.673209965229,0.185128033161,1.46650004387,2.15250682831
