rid,CPC013_A375_6H:BRD-K58784778-001-01-3:10,CPC013_A549_6H:BRD-K58784778-001-01-3:10,CPC013_A549_24H:BRD-K58784778-001-01-3:10,CPC013_ASC_24H:BRD-K58784778-001-01-3:10,CPC013_HA1E_6H:BRD-K58784778-001-01-3:10,CPC013_HCC515_6H:BRD-K58784778-001-01-3:10,CPC013_HEPG2_6H:BRD-K58784778-001-01-3:10,CPC013_HT29_6H:BRD-K58784778-001-01-3:10,CPC013_MCF7_6H:BRD-K58784778-001-01-3:10,CPC013_MCF7_24H:BRD-K58784778-001-01-3:10,CPC013_NEU_24H:BRD-K58784778-001-01-3:10,CPC013_NPC_24H:BRD-K58784778-001-01-3:10,CPC013_PC3_6H:BRD-K58784778-001-01-3:10,CPC013_PC3_24H:BRD-K58784778-001-01-3:10,CPC013_SKB_24H:BRD-K58784778-001-01-3:10,CPC013_VCAP_6H:BRD-K58784778-001-01-3:10,CPC013_VCAP_24H:BRD-K58784778-001-01-3:10,ERG011_VCAP_6H:BRD-K58784778-001-01-3:10.045,ERG011_VCAP_24H:BRD-K58784778-001-01-3:10.045
5720,-0.436917483807,-0.959300041199,0.376937150955,-1.01685631275,-0.218312352896,0.631827652454,0.0686666667461,0.622247040272,-0.15261092782,0.049542773515,-0.710399985313,0.0427950620651,-0.252879530191,0.444228947163,0.574297189713,-0.69517827034,0.0846060812473,1.20324993134,1.27279114723
466,0.0620441138744,0.714200019836,0.322621226311,-0.431519091129,-0.720800757408,-0.242514491081,-0.615633368492,0.523830354214,0.256134450436,-0.00542623735964,-0.383399993181,0.182277485728,0.0870120227337,-0.923288822174,0.192009091377,0.0255205929279,-0.0375693961978,-0.135650008917,0.364912897348
6009,-0.171571016312,-1.49279999733,1.00344312191,0.242305278778,-0.643986344337,0.0914334654808,0.639533340931,0.499552845955,1.65138041973,-0.540655195713,0.627799987793,0.0272490158677,-0.545500278473,0.38954937458,-1.05249154568,-0.683524370193,-0.697663009167,2.27260017395,0.987810790539
2309,-0.299651473761,0.475499987602,-1.04461419582,-1.41625201702,0.375341653824,0.092718064785,0.784833312035,-0.3006041646,0.122622743249,-0.428078651428,-0.16455000639,-0.254703223705,-0.210408717394,0.206112906337,-1.2083234787,-0.498937696218,-0.36462187767,0.263799995184,-0.772486150265
387,-0.648271799088,-1.70270001888,-1.48632204533,-0.842110991478,-0.406935960054,-0.0783685296774,-1.23326671124,-0.290326714516,0.201554626226,-0.296890616417,-0.350050002337,-0.326633423567,-0.542667686939,-0.250587701797,-0.746668636799,-0.644049108028,-0.0630306303501,1.4061999321,0.478577405214
3553,0.0556344985962,1.20260000229,1.17071986198,0.793533086777,-0.00705927331001,0.215776994824,0.193666696548,0.0812858790159,0.902009189129,1.60506784916,0.388999998569,-0.520695745945,-0.103191539645,0.174075961113,1.14601778984,1.34862339497,0.583296179771,-1.22570002079,0.0782054066658
427,-0.299053788185,1.5039999485,0.0837717950344,-1.61371409893,-0.53990483284,-0.225730329752,-0.119466662407,0.302427530289,0.05127530545,0.0150333242491,-0.628600001335,-0.721921086311,-0.391094446182,-0.452570080757,0.99161362648,-0.79442679882,0.0973559319973,-0.0891499519348,0.731131970882
5898,0.386270433664,1.12705004215,-0.163800537586,-0.00448548002169,-0.43349391222,-0.575883924961,-0.368433356285,0.256166428328,-0.266332924366,-1.00716221333,-0.602100014687,0.363792419434,-0.615217626095,-1.19905757904,-0.227248072624,0.669627904892,0.671487987041,-0.969699978828,0.142636880279
23365,-0.133688658476,1.74835002422,-0.451227217913,-0.15526291728,-0.10937307775,-0.0439666509628,-1.05400013924,-0.164293393493,0.354842215776,0.927227675915,0.94470000267,-0.871223390102,-0.642187654972,-0.731820940971,-0.720000505447,-0.234329611063,-0.0432449877262,-0.422600001097,-1.41372025013
6657,1.04328620434,0.398699998856,1.21049630642,0.302234441042,-0.320101827383,-0.0795465558767,1.00563335419,-0.740346133709,0.560274839401,0.495257377625,0.248100012541,0.34943819046,0.500760138035,-0.437542498112,1.4036616087,0.895414829254,0.752616047859,-0.575949966908,0.334803879261
5054,1.15290224552,-1.21390008926,-1.09435629845,-0.809992134571,0.238483697176,-0.21505022049,-0.541599988937,-0.0121689289808,-0.275985658169,0.585112690926,-0.354699969292,0.277325391769,-0.847005009651,0.0899679884315,-0.33596137166,0.446860730648,-0.514458239079,-1.30155003071,-0.588644742966
3108,-0.101138599217,1.37265002728,-0.47676807642,2.69044947624,-0.348965376616,-0.886312007904,1.62843334675,-0.679555058479,-1.47600209713,-0.0888614431024,2.94685006142,3.31380438805,-0.26287227869,-0.914728522301,0.568683028221,-1.40678465366,-0.684732198715,-0.425449997187,-0.381845414639
1950,0.243789866567,1.04120004177,0.0410606563091,0.870738267899,0.0601565018296,-0.659433305264,1.54886674881,-0.0734706670046,1.04141318798,-0.137744665146,0.368350028992,0.00580277014524,-0.00442558526993,-0.417661309242,0.591534793377,0.578974246979,0.566760659218,0.174750000238,0.738859117031
351,0.484972029924,0.337599992752,0.685000598431,0.445690125227,-0.459987074137,-0.0997346937656,-0.242200016975,0.581844031811,0.971166312695,0.770212888718,-0.0010000000475,0.106615133584,-0.0824277698994,-0.26588472724,-1.29459142685,0.053429029882,-0.0335024707019,-0.0953000187874,-0.000481776893139
4846,0.23804409802,0.130300015211,-0.93673491478,-0.0463335178792,-0.177866563201,0.444450736046,0.993966698647,0.517510831356,-0.732931494713,0.411825567484,-0.000750005245209,0.470166742802,0.357502609491,-0.626053094864,0.992082595825,-0.317241817713,-0.34937658906,0.821850001812,-0.205779224634
1452,0.268178373575,0.779450058937,-1.36239099503,-0.482341915369,0.491192609072,0.0764361172915,-0.417433381081,-0.050133690238,0.539921760559,-0.772755324841,-1.72210001945,0.100630410016,-0.3798212111,-0.167563974857,-0.615597367287,0.221205428243,-0.298326790333,-0.730400025845,-1.50208580494
4776,0.062758333981,-0.0521000027657,0.741035580635,0.88792347908,0.254989862442,-0.288888663054,0.0289000123739,-0.163174837828,0.629678785801,0.402451843023,-0.00824999809265,-0.637877941132,0.403805881739,-0.794563174248,0.574375152588,0.937315583229,0.236706256866,1.9592499733,0.109593644738
6908,-0.133554518223,0.0717000067234,-0.0936928838491,-0.353480994701,0.112568765879,0.656359732151,-0.326366662979,0.382524013519,-0.450857698917,-0.511864483356,0.930649995804,0.0351233631372,-0.375860482454,0.379250466824,0.579607546329,-0.819853901863,-0.69942009449,-0.501899957657,0.0249272100627
672,0.403429329395,0.78820002079,-0.608364164829,1.00253367424,0.0218499749899,-0.901851058006,-0.502333343029,0.358646720648,0.651342332363,0.842099487782,-0.0857999995351,0.142172992229,-0.0323334261775,0.798133671284,1.81534326077,-0.0848225653172,0.195979088545,0.150700002909,-0.205860137939
5710,-0.0873678922653,-1.38004994392,-0.444163560867,-1.07055270672,0.51650673151,0.0926761701703,-0.133166655898,0.282787740231,1.56548893452,-0.0959507524967,0.730350017548,-0.384001225233,-0.751903355122,-0.266590803862,-1.14648413658,-0.981341779232,0.0464884117246,-5.27344989777,-0.4027107656
2115,0.877185881138,0.0940499901772,0.767903506756,0.699508428574,-0.0396489948034,-0.270817637444,0.411399960518,1.04025900364,0.30823892355,0.929925024509,1.18479990959,0.880795300007,0.018132135272,0.170830726624,1.27084124088,0.617706775665,-0.0107840746641,-0.708299994469,0.0411460027099
7015,-0.067350178957,0.0135000050068,0.854609966278,1.4500336647,0.242497742176,-0.5427916646,1.69773340225,-0.572688937187,0.143054842949,0.430327117443,-0.643450021744,1.45371091366,0.472430378199,-0.5983735919,0.516983568668,0.231994628906,0.461329311132,-0.389500021935,1.07863557339
8726,-0.558920145035,0.316649973392,-0.290762871504,-0.015813972801,-0.134631752968,-0.149650543928,0.686133384705,-0.90846657753,-1.43433773518,0.252926200628,0.0451499819756,0.669570863247,-0.907202601433,-0.336996853352,0.80495506525,-0.340192258358,-0.594480991364,0.881999969482,-0.13501778245
2185,0.336071521044,0.850099980831,1.27528762817,0.483039498329,-0.0773547887802,-0.231243371964,0.223166644573,0.502305686474,-0.785052537918,0.739760994911,-0.489800006151,-0.725744903088,0.388281524181,-0.122594937682,0.937215745449,0.887630045414,0.169407725334,-0.0816999971867,0.311764657497
