rid,DOS023_VCAP_6H:BRD-K68655663-001-01-1:4.91,DOS023_VCAP_24H:BRD-K68655663-001-01-1:4.91,DOS052_A549_24H:BRD-K68655663-001-01-1:4.91,DOS052_HT29_24H:BRD-K68655663-001-01-1:4.91,DOS052_MCF7_24H:BRD-K68655663-001-01-1:4.91
5290,1.08854830265,0.965149998665,-0.055600002408,-0.129550009966,0.785750031471
6194,-0.718764543533,0.0,-0.000650000059977,-0.00065000000177,-0.476200014353
1676,-0.419990360737,0.0230000019073,0.076700001955,-0.473450005054,0.082800000906
23512,-0.0918872505426,0.332499980927,0.034699998796,-2.34270000458,0.66219997406
148022,-0.480788648129,-0.408599972725,-1.12514996529,-0.535349965096,-1.03894996643
1906,-0.282913029194,1.46920001507,0.270550012589,-0.391449987888,0.757849991322
8878,0.718191862106,-0.0562500357628,-0.524150013924,-2.24425005913,-0.242599993944
3091,-0.172616347671,1.49244999886,-0.485350012779,0.442000001669,-0.461099982262
5743,0.529826045036,-0.369499981403,-0.404550015926,0.434450030327,-0.47879999876
5321,0.210867345333,0.803799986839,-0.206949993968,-0.469049990177,0.0867999941111
4144,0.0811853408813,0.618849992752,0.359950006008,-0.803900003433,-0.923400044441
1981,0.0509539395571,1.66009998322,0.483300000429,-0.0885499715805,-0.416949987411
695,-0.061036746949,-1.04180002213,3.27830004692,-0.137299999595,1.97864997387
10398,0.00237512215972,1.6820499897,-0.225499987602,0.891550004482,0.426799982786
5708,-4.3867764473,-5.16524982452,0.217550009489,-0.938249945641,0.453750014305
1213,-0.14947964251,0.497600018978,-2.2607998848,-0.812449991703,-0.203899994493
226,-0.697516739368,-0.126149997115,0.324050009251,-0.428699970245,-1.41945004463
6777,0.73787176609,-0.0573499798775,-0.746950030327,-0.443699985743,3.40610003471
2113,-0.0149510204792,0.223900005221,0.366700023413,-0.0552000105381,0.111250013113
3329,0.620785355568,-5.21894979477,-1.00454998016,-1.77515006065,0.384900003672
1050,-1.0827909708,-1.58544993401,0.996800005436,-0.364250004292,-0.390499979258
9491,0.288114130497,0.429499983788,0.331600010395,0.193999990821,0.914600014687
22926,0.630550503731,0.226150006056,-0.556749999523,-0.458950012922,-0.138549998403
5899,-0.148928135633,0.473600000143,0.0982999950647,0.497749984264,0.54549998045
5467,-1.38799011707,5.38724994659,-0.213750004768,-1.02880001068,-0.22310000658
6774,-0.00702137500048,-0.792850017548,-0.964500010014,-1.43935000896,-0.505500018597
1788,-0.129058435559,0.894999980927,-0.499799996614,-0.335599988699,-0.167100012302
5921,-0.667063951492,-0.623899996281,-0.279100030661,0.151050001383,-0.674049973488
5721,-0.901387929916,-0.318899989128,-0.305700004101,1.10989999771,-0.455349981785
2263,1.2627106905,0.999949991703,-0.5679500103,0.661300063133,0.797500014305
808,0.166013196111,0.610949993134,0.280950009823,-0.208350002766,-0.0749499946833
30001,-0.0796404778957,0.320549994707,-0.960000038147,-0.540699958801,0.0982500016689
348,0.196891874075,0.732149958611,0.59424996376,0.066550001502,-0.754299998283
30849,0.0349205136299,0.117750003934,-0.12539999187,-0.201550021768,-0.2541000247
1454,-0.370202362537,-1.06034994125,-0.690750002861,1.2364000082,-1.00039994717
6500,0.13309250772,-0.848049998283,-0.285950005054,-0.40285000205,-0.800200045109
5627,-0.163219898939,0.101850003004,0.0557500012219,0.55009996891,-0.43900001049
5715,-0.158331602812,0.445649981499,-2.67094993591,0.269300013781,-0.0275000035763
4791,-1.10466599464,0.0243499875069,-0.84635001421,0.0747500061989,-0.0533500090241
56924,0.0153570100665,0.487299978733,0.338000029325,0.247699990869,-0.501550018787
2690,-0.244682714343,0.966549992561,-0.0800500065088,0.147849991918,1.01845002174
1019,0.102203205228,-0.601949989796,0.0765499994159,0.669700026512,4.3001499176
51422,-0.112144142389,0.248050004244,1.72990000248,-0.767549991608,-0.111050009727
5788,-0.27271938324,1.07360005379,-1.30519998074,-0.39699998498,0.317699998617
6709,0.0689441263676,-0.190299987793,0.623449981213,-1.03219997883,0.200299993157
1277,0.983266294003,0.675700008869,-0.527100026608,0.893299996853,0.447750031948
993,0.150610342622,-0.233099997044,-3.01974987984,-0.906650066376,-0.204649999738
7157,0.442277848721,-1.1331499815,-0.65885001421,-1.84214997292,0.0316499993205
1958,-2.11599254608,0.863800048828,0.310649991035,-0.0890499949455,-1.01170003414
4582,-0.4924916327,2.10234999657,-0.111650004983,0.0975000038743,-0.304600000381
9212,-0.485538989305,-5.3140001297,-0.749199986458,-0.288650006056,-0.205250009894
8440,0.324377954006,1.00510001183,-0.578299999237,0.645499944687,0.399350017309
6790,-0.232924535871,-2.68414998055,-0.225749999285,0.18805000186,-1.62809991837
8851,-0.358358085155,-0.548650026321,-0.504649996758,0.442650020123,-0.863749980927
2534,-1.11631035805,2.09614992142,-0.673900008202,-0.293300002813,1.07784998417
4893,0.208191290498,1.44984996319,0.10640001297,-0.274649977684,0.60615003109
665,0.613194525242,0.46044999361,-1.0392999649,-0.846450030804,-0.0698500052094
4313,-0.317532241344,0.945199966431,0.810050010681,0.497799992561,0.578750014305
1022,0.535566151142,-0.532649993896,0.417000025511,-0.405500024557,0.0126999989152
5880,0.0230569764972,-0.141499996185,0.332150012255,-0.585699975491,0.235600009561
3162,-1.44193196297,-0.622600018978,-0.599550008774,-0.448600023985,-0.584249973297
1282,-0.41183039546,-0.102949976921,1.29279994965,0.73710000515,0.556400001049
3383,-0.312855243683,-0.0261500030756,0.138749986887,-0.665350019932,-0.157550007105
727,-0.308613806963,-0.778699994087,0.69479995966,-0.0595999956131,-0.943800032139
4792,0.664108455181,1.4048500061,0.444799989462,-1.67280006409,-0.478350013494
4794,-0.97656840086,0.696000039577,-0.419600009918,0.595849990845,0.18489998579
902,0.498959124088,0.127499997616,-0.697800040245,0.0196999907494,-0.276250004768
8091,-0.586374700069,-1.23985004425,0.0478499978781,-0.905799984932,-0.103699997067
3486,0.149781316519,1.61520004272,-0.972649991512,0.0310500003397,0.0593000054359
10818,-1.19028759003,0.63789999485,-0.455099999905,-0.0472500026226,0.789250016212
3454,0.0551293194294,0.210500001907,0.153800010681,-0.3179500103,-0.00854999944568
4282,-0.122791446745,0.0,-0.000699999975041,0.00130000000354,-0.336899995804
1605,0.186884477735,0.879500031471,0.00374999642372,-0.672549962997,-2.80900001526
10644,-0.951125323772,0.349250018597,-0.00120002031326,0.29185000062,0.409299999475
2065,-0.265917778015,0.592000007629,0.111650004983,0.387300014496,0.36384999752
8321,-0.0397439822555,1.02924990654,0.0402500033379,0.244399994612,1.33735001087
8503,-0.899755775928,-1.27845001221,-0.247950002551,-0.769100010395,-0.943949997425
7027,-0.438299179077,3.02064990997,0.0637499839067,-0.965650081635,0.15885001421
6850,-0.357202589512,-0.153750002384,0.557250022888,-2.70339989662,-0.427850008011
1978,-1.51804757118,-0.637300014496,-0.494650006294,-0.250800013542,-0.423099994659
896,0.256844997406,0.0138999968767,-0.556400001049,-0.227649986744,0.164600014687
5777,0.825487315655,0.965700030327,0.200600013137,-0.7988499403,-1.32155001163
1846,-0.976501405239,-1.46050000191,0.112949982285,-0.0315999984741,0.0272000022233
5925,-0.0980810672045,0.104999996722,-0.260949999094,-0.462650001049,0.755749940872
142,-0.236938357353,0.136999994516,1.32655000687,-0.578750014305,-0.0385000109673
1021,-0.0585026666522,0.379050016403,-0.443350017071,-0.720050036907,0.285199999809
5699,-1.02772188187,0.547649979591,-1.3573499918,-1.36474990845,-0.238050043583
8061,0.152652442455,2.89709997177,-0.90524995327,-0.57665002346,-1.40245008469
1870,0.955981016159,0.127250000834,0.55134999752,0.45839998126,0.152750000358
1398,-0.365529090166,1.49539995193,-0.0195500031114,-0.358099997044,-0.544999957085
3312,1.41240894794,0.606350004673,-0.96875,0.188600003719,-0.51139998436
891,-0.0877621620893,0.265049993992,-0.289599984884,-0.0891999900341,0.402200043201
4775,-0.836667299271,0.782150030136,-0.106150001287,-0.514599978924,0.606399953365
5111,0.849776685238,0.153999999166,0.47214999795,0.274949997663,0.802049994469
5696,-0.43375697732,-1.39189994335,-0.521799981594,-1.30124998093,2.16319990158
5588,0.046192869544,-0.363999992609,-0.365049988031,-0.481799989939,0.274199992418
6839,-0.533076047897,-1.3517999649,-0.463349997997,-0.340849995613,-0.765549957752
329,0.454691112041,-0.684749960899,4.00530004501,0.720700025558,-0.524199962616
5058,-0.248799979687,-0.0342500023544,0.765049993992,0.0802499949932,0.450049996376
998,-0.214840471745,0.099849998951,1.08264994621,-0.680850028992,0.158900022507
9134,-0.905618727207,0.0611499845982,-0.0765000060201,-0.361100018024,0.489699989557
6616,0.200656712055,0.420049965382,0.677649974823,0.00255000591278,-0.699349999428
5223,0.297453999519,0.570600032806,-5.2797498703,-0.131150007248,-0.75435000658
4690,0.18237772584,-0.219700038433,-0.799250006676,-1.17344999313,1.18799996376
958,0.0974539369345,0.975649952888,0.858550012112,0.437099993229,0.988200008869
1616,-0.153454318643,0.692999958992,-0.716750025749,-1.27840006351,-0.330599993467
991,-0.317380845547,-0.838349997997,0.000300000014249,-0.00034999998752,0.256300002337
6347,0.949733138084,-0.802000045776,0.0587999969721,0.458350002766,0.731750011444
6714,-0.671490073204,0.0063000023365,-0.410299986601,1.52575004101,0.274899989367
652,-0.324205815792,0.212399989367,0.42919999361,-1.75720000267,0.90700006485
4331,0.793341934681,-0.397399991751,-1.22329998016,-1.21159994602,-0.0452000014484
7099,-0.31748020649,0.0627499818802,-0.219049990177,0.398400008678,-0.814900040627
10320,-1.032969594,-0.0512499809265,-2.15369987488,-0.787250041962,-0.175400003791
2042,-0.216130241752,1.1018999815,0.341899991035,-0.509900033474,-1.49814999104
843,-0.687282145023,0.611750006676,3.01695013046,-0.0215000007302,0.511349976063
840,1.54876232147,0.142049998045,-0.454100012779,-2.96239995956,-0.50569999218
7048,-0.486818671227,0.803949952126,-0.5230499506,-0.31685000658,-0.666949987411
4851,-0.552486777306,0.565299987793,-0.266600012779,0.549800038338,-0.0464999973774
6464,1.48022651672,0.747200012207,-0.538049995899,0.381550014019,1.12705004215
23410,-0.651668012142,0.274250000715,-0.384849995375,-0.765349984169,-0.281699985266
54205,-7.17038345337,1.53030002117,0.551649987698,-0.190800011158,0.286449998617
2770,-0.742007136345,-0.577300012112,0.0187499970198,-0.233350008726,4.59805011749
80204,-1.15499055386,-0.315450012684,9.33609962463,5.72375011444,-0.14280000329
4208,-0.464905977249,-0.254000008106,0.436850011349,3.21704983711,-0.719300031662
1845,0.0446162521839,-0.0237000025809,0.0346500016749,0.226799994707,-0.822049975395
23368,-1.42008543015,0.061750009656,0.735650002956,-0.609699964523,-0.202950000763
5583,0.972123324871,1.23970007896,-0.766799986362,-1.42050004005,0.183800011873
8900,-0.312546670437,0.746999979019,-0.381600022316,-0.470400005579,-0.203099995852
581,1.00897848606,0.948199987411,1.1699000597,0.202499985695,-0.108500003815
6193,-0.742717504501,-1.29379999638,0.606349945068,-0.307200014591,-0.672500014305
6622,0.245264604688,-0.61755001545,-0.462000012398,0.194299995899,-0.0811000019312
11261,0.504594027996,0.395999997854,-1.07894992828,0.950550019741,0.763549983501
6696,-0.469044148922,0.166950002313,0.419650018215,-0.40134999156,0.0946500003338
8312,0.40450412035,-1.23545002937,0.673650026321,0.511200010777,-0.980000019073
835,-0.25945726037,-0.837749958038,0.677700042725,-1.4564499855,-1.23874998093
8324,0.174481928349,0.690850019455,-0.880800008774,-0.481700003147,-0.0367000102997
1848,-1.06104111671,0.378499984741,0.548150002956,-4.76970005035,0.160799995065
154,-0.933292329311,-1.45714998245,-0.174099996686,0.288599967957,-0.54240000248
4312,0.259629249573,-0.117599993944,0.0425000041723,0.0287000089884,-0.247950002551
994,0.662682294846,-2.19950008392,-1.25004994869,-0.100999981165,-0.668200016022
2048,0.781219065189,-0.24175003171,0.561450004578,-0.573150038719,0.0795000195503
1111,-0.670152544975,0.587599992752,0.556250035763,0.611999988556,0.859949946404
5154,-0.58735448122,-0.233550012112,0.365350008011,-0.28845000267,-0.728349983692
2920,-0.363973140717,-0.960600018501,-0.0780499875546,0.134700000286,-0.37239998579
3122,0.504426181316,-0.692749977112,-0.634199976921,0.059249997139,-0.216049998999
2769,-0.245840147138,0.539649963379,0.955800056458,1.88894987106,0.884149968624
5900,0.00714899599552,-0.843349993229,-2.59439992905,0.0188000202179,-0.213049992919
6304,1.52560389042,1.9836499691,-0.370050013065,1.0407999754,4.0951499939
5211,-0.814987063408,0.274349987507,-0.529000043869,-0.562550008297,-1.24800002575
2886,1.03782498837,1.05700004101,0.912100017071,0.266849994659,0.343800008297
9261,-0.170225858688,-0.722900032997,0.66455000639,0.651650011539,-1.16604995728
8569,-0.34070533514,0.240550011396,-0.474349975586,-0.455049991608,0.890100002289
3303,2.11015605927,0.107600033283,-0.468650013208,1.02534997463,0.295000016689
5331,0.233254134655,0.226050004363,-1.07504999638,0.902150034904,-0.699299991131
5347,0.501728713512,-0.614600002766,0.08354999125,-1.07735002041,-0.625550031662
4638,-0.777443766594,0.049299955368,-0.975699961185,-1.57089996338,-0.246899992228
2264,-0.324429929256,-0.615350008011,-0.89694994688,-0.720300078392,-0.652649998665
1029,-0.41397100687,-0.227150008082,-0.311500012875,1.38324999809,0.502449989319
1027,-0.764770507812,-0.385699987411,-0.950950026512,0.994149923325,0.426300019026
2597,0.000595610879827,0.0,0.0010000000475,0.0,0.00034999998752
55847,-0.592374563217,0.899450063705,-0.155599996448,-0.864500045776,0.57515001297
25803,0.424039900303,-0.429049968719,-1.18514990807,-0.492899984121,-1.24644994736
3480,-0.71602332592,0.620999991894,0.0290500000119,1.61975002289,-0.268299996853
2946,-0.729429423809,1.30215001106,0.294299989939,0.282849997282,-0.469299972057
9517,-0.231751143932,-0.210249990225,-0.40680000186,-1.18435001373,-0.301400005817
25987,-0.128998935223,-0.825950026512,-3.13090014458,-0.542249977589,-1.44315004349
23670,0.553628981113,-4.1968998909,-0.547549962997,0.0855500102043,-0.465600013733
11182,0.264161765575,1.09065008163,0.241800010204,-1.44809997082,-1.74574995041
2146,-0.224198043346,-1.0748000145,0.484549999237,0.203099995852,-1.43459999561
3385,-0.245043635368,-0.451999992132,-0.267850011587,-0.760150015354,-0.640150010586
5261,1.05306577682,-0.177949994802,0.123600006104,-0.620500028133,0.290649980307
10765,0.790744185448,-1.05060005188,0.284399986267,0.218849986792,0.391349971294
25839,0.373346269131,0.224500000477,-1.51464998722,0.116199970245,-3.30944991112
4172,0.07517003268,-1.1534999609,-0.699750006199,0.174550026655,-0.0300000011921
23161,0.164023637772,0.997500002384,-0.566900014877,0.279650002718,0.275150001049
10298,-0.0810538977385,0.293000012636,0.430849969387,0.576350033283,-0.296050012112
1802,0.922392249107,-1.27254998684,-0.0409500002861,-0.331149995327,0.0222499966621
58533,0.205772221088,0.0189000070095,-0.50309997797,0.0562500059605,-0.199349999428
147179,-0.670190095901,-1.35054993629,-1.67910003662,0.040300000459,0.357450008392
29937,0.137719005346,-1.78250002861,-1.44400000572,-1.4117000103,-1.05470001698
6184,-0.410109370947,-0.483249992132,0.589699983597,-0.518299996853,-0.383700013161
9854,0.782691538334,-0.11574998498,0.155849993229,-0.0294499993324,0.557749986649
2553,0.280521154404,0.0674999952316,-2.57784986496,-0.73189997673,-0.210899993777
5440,1.42251646519,-0.53125,-0.630050003529,-0.715750038624,0.420350015163
54623,-0.463492006063,0.525399982929,-0.122999995947,-0.608250021935,-0.262199997902
9533,0.881681799889,0.690250039101,-0.632050037384,-0.704400062561,0.471000015736
8607,1.16154420376,-1.56470000744,0.566950023174,-0.151350006461,0.461400032043
207,-0.623125195503,-0.384199976921,-1.22089993954,0.0841000005603,0.00464999675751
26054,0.100045122206,1.06165003777,-0.398849964142,0.382050007582,-0.556200027466
10682,-0.983429849148,-0.714500010014,0.00450000166893,-3.98835015297,-0.497699975967
8573,0.459462761879,-0.922899961472,0.444400012493,0.192349970341,-0.365800023079
23378,-0.48103004694,-1.11239993572,-0.695399999619,2.79189991951,0.929849982262
8553,-0.456903636456,0.0529500022531,0.370550006628,-1.61245012283,-0.519050002098
622,-0.356437921524,-1.22850000858,-0.181649982929,-0.210299998522,-0.433649986982
9467,0.352668792009,-0.368050009012,-0.730700016022,0.269400000572,0.16115000844
5525,2.7599503994,0.379249989986,-1.23514997959,-0.309799998999,0.585900008678
256364,-0.425316989422,-0.741299986839,-0.342849999666,-1.4782500267,-0.376749992371
332,-0.161387369037,-0.84659999609,-2.52104997635,0.504249989986,-1.51195001602
2058,-0.210011780262,-0.948949992657,0.0266499817371,-0.0598999969661,-0.112049996853
7849,-0.403659820557,-0.264400005341,-0.268850028515,0.386699974537,0.237000003457
23244,0.146981328726,-0.300049990416,0.322499990463,-1.12164998055,0.544550001621
7494,-0.161972939968,-0.48679998517,0.22515001893,0.143249988556,-0.729849994183
4836,-0.911650180817,-0.672550022602,0.0758000016212,0.837900042534,-0.136100009084
23647,-0.242883741856,0.0537500083447,-0.483249992132,-0.815200030804,0.0936500132084
10617,0.820240795612,0.47214999795,-0.421050041914,-0.268150031567,-0.639849960804
2184,-0.806755781174,-0.679749965668,0.0803999900818,-0.165149986744,-2.38245010376
5355,0.339165747166,1.5556499958,-0.797899961472,0.373000025749,-0.651750028133
6659,-0.564931154251,-1.18540000916,-0.309549987316,-1.11934995651,-1.63249993324
7016,1.54874277115,-0.422299981117,0.252049982548,-0.272650003433,0.141949996352
90861,-0.50469815731,-2.55279994011,-0.558799982071,-1.09665000439,0.602599978447
10670,0.919062077999,1.67760002613,-0.220299988985,0.793200016022,-1.40594995022
79071,-0.152385830879,-1.24169993401,-1.96895003319,-0.109899997711,-0.995149970055
64746,0.386243641376,-0.124900005758,-0.63915002346,0.289250016212,-0.242949992418
5366,0.0197779908776,0.329649984837,0.0447500050068,-0.783450007439,-0.0963499993086
11344,0.635966598988,-0.764149963856,-0.108749985695,0.543799996376,-4.05219984055
10013,-0.36782515049,-0.195399999619,-0.61185002327,-0.214450001717,-0.516849994659
5829,-0.161479428411,-0.316199988127,0.00900000333786,0.324449986219,-0.0632499754429
5257,0.410951882601,-0.117799982429,0.272449970245,-0.76415002346,-0.455649971962
22794,-0.102362602949,-0.739050030708,-0.900700032711,0.368899971247,-0.717750012875
9761,0.889756083488,-0.325599998236,0.00540000014007,0.00065000000177,-0.39620000124
23326,-0.338954627514,-5.48689985275,-4.83774995804,2.32665014267,0.813549995422
10972,0.920142889023,-0.429749965668,-1.91050004959,-1.31485009193,0.137400001287
10523,-0.166969671845,-0.507799983025,0.300449997187,0.372049987316,-0.307549983263
79090,-0.6877425313,-0.0873500034213,0.492150008678,0.307600021362,0.14359998703
27032,-0.195916622877,0.361950010061,-0.394800007343,0.957749962807,0.373450011015
9097,0.0945429429412,0.233399987221,-0.235849991441,0.333550006151,-0.308200001717
10513,-2.10301923752,-0.334349989891,-0.755050003529,0.152049988508,0.482050001621
1891,0.192377328873,0.186499997973,-1.38610005379,0.346149981022,-0.217999994755
3066,0.145036399364,-0.377249985933,-0.34375,0.244150012732,-0.434150010347
9801,0.274814456701,-0.0211500003934,0.916999995708,-0.0308500006795,0.325850009918
1459,0.423586636782,-0.460799992085,-0.0261499881744,-0.0963500067592,-0.823700010777
9703,-0.101130217314,-1.46879994869,-0.648050010204,-1.13154995441,-0.486249983311
10606,0.582390666008,-0.230299994349,-1.16390001774,-0.176750004292,-0.875400006771
1017,0.798716068268,-0.503199994564,0.221349999309,1.12430000305,-1.27219998837
9813,0.587650001049,0.926499962807,-0.615050017834,-0.16954998672,-0.437950015068
7485,-0.41534486413,-0.246800005436,0.134100005031,0.156749993563,-0.466750025749
2109,-0.25609254837,0.145950004458,-0.786550045013,-0.0846499949694,-0.194350004196
23271,-1.35249984264,0.607100009918,-0.0943000018597,-0.708200037479,0.529750049114
9915,0.744761347771,0.932099997997,-1.00360000134,-0.22254998982,0.136500000954
9552,-0.405215889215,-1.16680002213,-0.402000010014,0.0444500148296,-0.489050000906
93487,0.392195016146,-0.847899973392,-0.499899983406,0.722900032997,0.417950004339
2956,-0.584763646126,0.203150004148,-0.441699981689,-3.610049963,-5.3312997818
11065,0.329088449478,-0.868600010872,-0.504649996758,0.175000011921,-0.0211500227451
9653,0.0866458564997,1.15545010567,0.03125,1.33074998856,0.883599996567
200081,-0.822233200073,-0.123950004578,-0.567649960518,0.301050007343,-0.294600009918
3337,1.22809529305,-0.696099996567,-0.0618499517441,0.081149995327,0.547599971294
11073,-1.54636406898,-0.499949991703,-0.23465000093,0.301599979401,0.177599996328
23,0.374929010868,1.58990001678,0.909500002861,0.744149982929,-0.456799983978
5641,-0.352729320526,-1.88284993172,-0.352200001478,0.132600009441,-1.63489997387
8720,0.00059359241277,-0.0615499988198,-0.308649986982,-0.104849994183,-0.434099972248
10782,-0.271218985319,-0.208399996161,-0.472699970007,-1.13049995899,1.35520005226
25932,1.02714180946,2.02154994011,0.0741499662399,-0.162199988961,-1.28514993191
3028,-0.180729597807,-0.06740000844,-0.162750005722,-0.015399992466,-2.38930010796
6804,-0.37759372592,-0.820749998093,0.0146500002593,7.08874988556,0.743300020695
890,0.620964705944,-0.15134999156,-1.2118999958,-0.595550000668,-1.35084998608
6390,0.83258920908,1.49835002422,-3.92474985123,-0.076700001955,0.312899976969
4303,0.0520284026861,0.172699987888,0.729550004005,1.3259499073,-0.532700002193
10953,-0.0167475342751,-1.0950499773,0.58544999361,-0.743200004101,-0.913800001144
22889,1.08533799648,-1.04664993286,0.472550004721,-2.228099823,-0.0139999985695
3098,-0.851026058197,-0.107600003481,-0.032049998641,1.30280005932,-0.765399992466
11044,0.113151699305,0.770899951458,1.14910006523,0.0464999973774,0.734799981117
8985,-0.0109940543771,-0.614899992943,-1.48444998264,-0.154100000858,-0.974799990654
66008,0.867100000381,-0.250599980354,-0.636299967766,-0.197349995375,0.600899994373
9217,1.41613948345,1.06060004234,0.637549996376,-0.954650044441,0.00580000132322
701,-0.0953575223684,1.17129993439,0.563300013542,0.556699991226,1.30369997025
6182,-0.000298254715744,-1.45420002937,-0.00200000009499,-0.00034999998752,-0.433800011873
4860,-1.00226020813,-0.104750007391,0.125100001693,-0.738399982452,-0.992799937725
7398,0.148024022579,-1.3898999691,-0.496100008488,0.802850067616,0.396649986506
6117,0.233147889376,-0.993450045586,0.547450006008,0.334900021553,-0.283100008965
23588,1.63044166565,-0.0903000086546,-0.332450002432,1.07264995575,-0.540899991989
949,-0.263877004385,-0.387099981308,-0.135299995542,0.601500034332,-0.701000034809
7168,0.852769911289,1.02645003796,0.32769998908,0.137600004673,-0.298750013113
9375,0.474890112877,0.186850011349,0.0477000027895,0.533050000668,0.693150043488
4927,0.869029581547,-0.515300035477,-0.529449999332,-0.808200001717,-1.05180001259
2523,0.0815195143223,-0.932399988174,-0.246950000525,-0.764799952507,0.277949988842
58497,1.27943623066,-0.700099945068,-0.0685499981046,1.94105005264,1.51539993286
6856,0.251716077328,0.999349951744,0.485700011253,0.283199995756,-0.504999995232
26036,0.0570909678936,-0.246250003576,0.493499994278,0.0128499940038,-1.33934998512
10206,0.540020942688,1.14474999905,0.194999992847,-0.999800026417,0.60229998827
25793,-0.576586008072,-1.48465001583,0.0673500075936,0.22175000608,-0.26780000329
55556,-0.761100292206,-1.13205003738,-0.850100040436,-0.00675004720688,-0.478350013494
3978,-0.480564147234,-1.09385001659,0.763300001621,-1.68544995785,-1.00744998455
10681,-0.255659222603,-0.329600006342,0.00419999659061,0.160900011659,-0.889650046825
3638,-1.15961325169,1.45219993591,0.425800025463,0.55245000124,0.561599969864
8349,-0.253900408745,1.33754992485,0.16899998486,-0.544000029564,0.641749978065
6275,-0.288661777973,1.56420004368,0.322950005531,0.127800017595,-0.279399991035
3895,1.18803417683,-4.75785017014,-1.00094997883,-1.99644994736,0.235149994493
392,-1.07760202885,-0.689849972725,1.26594996452,1.39530003071,0.858099997044
9170,-0.655646681786,2.54874992371,-0.570649981499,-1.71504998207,-0.0187999978662
80347,0.6058562994,-5.89939975739,-0.00784999132156,-3.23409986496,0.436699986458
23300,-0.444990575314,-0.629999995232,0.373250007629,0.475149989128,-0.038149997592
836,-0.301530539989,0.723349988461,0.0988000035286,1.26614999771,0.227699995041
11188,0.2722479105,-1.67309999466,0.478150010109,0.097800001502,-0.727500021458
10898,-1.45786738396,-1.09039998055,-0.295150011778,0.735450029373,-1.25080001354
9276,-0.453187793493,0.825999975204,0.0515499860048,0.523400008678,-0.224199980497
1647,1.44549572468,1.1957000494,-1.01744997501,-0.506150007248,-1.5232000351
10285,-0.208960413933,0.147249996662,0.26029998064,0.385549992323,-1.09345006943
23386,0.813131511211,-0.233550012112,0.26914998889,-0.223099991679,-0.469049990177
3156,0.982460916042,0.280400007963,0.569050014019,-2.55530023575,-0.311300009489
