rid,CPC001_HA1E_6H:BRD-K81209159-001-03-7:10,CPC001_HA1E_24H:BRD-K81209159-001-03-7:10,CPC001_HCC515_6H:BRD-K81209159-001-03-7:10,CPC001_HCC515_24H:BRD-K81209159-001-03-7:10,CPC001_PC3_6H:BRD-K81209159-001-03-7:10,CPC001_PC3_24H:BRD-K81209159-001-03-7:10,CPC001_VCAP_6H:BRD-K81209159-001-03-7:10,CPC001_VCAP_24H:BRD-K81209159-001-03-7:10,CPC017_A375_6H:BRD-K81209159-001-03-7:10,CPC017_A549_6H:BRD-K81209159-001-03-7:10,CPC017_A549_24H:BRD-K81209159-001-03-7:10,CPC017_ASC_24H:BRD-K81209159-001-03-7:10,CPC017_HEPG2_6H:BRD-K81209159-001-03-7:10,CPC017_HT29_6H:BRD-K81209159-001-03-7:10,CPC017_MCF7_6H:BRD-K81209159-001-03-7:10,CPC017_MCF7_24H:BRD-K81209159-001-03-7:10,CPC017_NPC_24H:BRD-K81209159-001-03-7:10,CPC017_PHH_24H:BRD-K81209159-001-03-7:10,CPC017_SKB_24H:BRD-K81209159-001-03-7:10
5720,-1.54626476765,-1.10085368156,0.762799978256,-2.4738574028,0.0139677003026,0.59709841013,-0.416380703449,-1.45681011677,1.52771985531,-0.175098419189,1.27802288532,1.13411188126,0.246500015259,0.00390925630927,0.290622055531,0.64072227478,2.40474367142,1.81400001049,1.71029996872
466,1.21775710583,0.334789931774,1.83474993706,-2.71966600418,-0.618847191334,-1.50296139717,-0.864861726761,0.293111264706,1.57391059399,-4.68099451065,-0.288511753082,-2.28349494934,1.12829995155,0.384015798569,1.01740896702,0.0830054879189,0.841340243816,-1.47775006294,-1.00759994984
6009,0.282912135124,-1.06720483303,2.48575019836,-1.59453058243,1.192029953,0.827066361904,0.148679211736,-1.21882987022,0.30691331625,0.787243545055,-0.181604236364,0.391824841499,-0.38299998641,-0.286278992891,1.2627248764,0.381430774927,0.503175318241,-0.188150018454,-0.629750013351
2309,-0.289229154587,-0.227417439222,-1.17690002918,-0.812374651432,-1.32256603241,-1.27828645706,-0.100835889578,0.225020378828,-0.473036915064,-0.0151468664408,0.247635141015,1.47179102898,-0.382149994373,-0.126486346126,-1.09946751595,-1.83306050301,-0.174372985959,0.582199990749,1.8218998909
387,-0.627688586712,-1.57865166664,1.32260000706,-1.72398638725,-0.619110763073,0.397005558014,0.23833078146,0.256588697433,-0.119601845741,2.58432722092,1.25521302223,1.33331477642,1.32655000687,0.1314419806,-0.614265561104,0.98536169529,0.795115828514,0.02879999578,2.46364998817
3553,2.27770066261,0.14878153801,-0.326200008392,2.92569494247,-0.92399263382,-1.13695597649,0.54037386179,-0.0298604667187,-1.57800531387,-0.306745529175,-0.166229099035,2.05649399757,-0.155800014734,-0.764950871468,0.594616174698,0.898617446423,-0.842790067196,-0.406749993563,0.31099998951
427,0.923183917999,-0.433190345764,1.27780008316,0.736220598221,0.108360692859,-0.455785512924,0.0571975111961,0.0816676616669,-0.635806381702,-0.10014128685,0.375070512295,-0.58869767189,0.296950012445,1.09397423267,-0.175647094846,0.26131388545,-0.0650388300419,0.986349999905,0.535049974918
5898,-0.906430363655,-0.27312412858,-0.427749991417,-1.10073435307,-0.933099746704,-0.700130820274,0.0805817097425,-0.198504656553,-3.53580307961,1.71164619923,-0.766214728355,-2.5730137825,0.265049993992,-0.0418919473886,-1.11155796051,0.588498055935,-0.337873935699,-0.402249991894,-0.641800045967
23365,0.27437287569,-1.32789087296,-2.2569000721,-0.750111937523,0.1196796,-0.446591585875,-1.39239048958,-0.708470404148,0.0466932915151,2.01014447212,-0.580862402916,-0.684363126755,0.812849998474,-0.0298132263124,-0.837012469769,-0.258103698492,-0.0687158256769,0.62600004673,-2.23780012131
6657,2.11658000946,-0.16382932663,-0.0724000036716,-0.297275543213,0.503599882126,0.776636242867,0.235840335488,0.777751505375,0.0510274171829,-0.898206353188,-0.0112076587975,2.04443573952,0.216099992394,0.62251830101,1.12837302685,1.29912543297,-0.024544660002,0.697150051594,1.82235002518
