rid,CPC002_HA1E_6H:BRD-K21283037-003-06-2:10,CPC002_HA1E_24H:BRD-K21283037-003-06-2:10,CPC002_HCC515_6H:BRD-K21283037-003-06-2:10,CPC002_HCC515_24H:BRD-K21283037-003-06-2:10,CPC002_PC3_6H:BRD-K21283037-003-06-2:10,CPC002_PC3_24H:BRD-K21283037-003-06-2:10,CPC002_VCAP_6H:BRD-K21283037-003-06-2:10,CPC002_VCAP_24H:BRD-K21283037-003-06-2:10,CPC011_A375_6H:BRD-K21283037-003-09-6:10,CPC011_A549_6H:BRD-K21283037-003-09-6:10,CPC011_A549_24H:BRD-K21283037-003-09-6:10,CPC011_HA1E_6H:BRD-K21283037-003-09-6:10,CPC011_HT29_6H:BRD-K21283037-003-09-6:10,CPC011_MCF7_6H:BRD-K21283037-003-09-6:10,CPC011_MCF7_24H:BRD-K21283037-003-09-6:10,CPC011_PC3_6H:BRD-K21283037-003-09-6:10,CPC011_PC3_24H:BRD-K21283037-003-09-6:10,CPC011_VCAP_6H:BRD-K21283037-003-09-6:10,CPC011_VCAP_24H:BRD-K21283037-003-09-6:10,CPC016_A375_6H:BRD-K21283037-003-06-2:10,CPC016_A549_6H:BRD-K21283037-003-06-2:10,CPC016_A549_24H:BRD-K21283037-003-06-2:10,CPC016_ASC_24H:BRD-K21283037-003-06-2:10,CPC016_HEPG2_6H:BRD-K21283037-003-06-2:10,CPC016_HT29_6H:BRD-K21283037-003-06-2:10,CPC016_MCF7_6H:BRD-K21283037-003-06-2:10,CPC016_MCF7_24H:BRD-K21283037-003-06-2:10,CPC016_NEU_24H:BRD-K21283037-003-06-2:10,CPC016_NPC_24H:BRD-K21283037-003-06-2:10,CPC016_SKB_24H:BRD-K21283037-003-06-2:10,CPD001_MCF7_6H:BRD-K21283037-003-08-8:10,CPD001_MCF7_24H:BRD-K21283037-003-08-8:10,CPD001_PC3_24H:BRD-K21283037-003-08-8:10,NMH001_FIBRNPC_6H:BRD-K21283037-001-16-5:10,NMH002_FIBRNPC_24H:BRD-K21283037-001-15-7:10,NMH001_FIBRNPC_24H:BRD-K21283037-001-16-5:10,NMH001_NEU_6H:BRD-K21283037-001-16-5:10,NMH001_NEU_24H:BRD-K21283037-001-16-5:10,NMH001_NPC_6H:BRD-K21283037-001-16-5:10,NMH001_NPC_24H:BRD-K21283037-001-16-5:10,NMH002_FIBRNPC_6H:BRD-K21283037-001-15-7:10,NMH002_NEU_6H:BRD-K21283037-001-15-7:10,NMH002_NEU_24H:BRD-K21283037-001-15-7:10,NMH002_NPC_6H:BRD-K21283037-001-15-7:10,NMH002_NPC_24H:BRD-K21283037-001-15-7:10
5720,-0.409246861935,-2.39604997635,0.619558215141,-5.68561553955,-0.282521784306,-1.70243358612,-0.481916099787,0.0285603106022,-0.184319660068,-1.34316444397,-0.835375905037,-0.863499999046,-3.84137368202,-4.69719982147,-0.869049966335,0.434410631657,-0.297953665257,-0.488926172256,-0.446154356003,-0.263326585293,-0.206950008869,-0.810049712658,0.674639165401,-0.512885808945,0.327150017023,-2.08081126213,-0.0646849274635,0.927080988884,0.553513348103,-0.0830879062414,0.149502754211,-0.203566685319,-0.683669924736,2.33619999886,-0.123405463994,-0.32769998908,0.572523295879,0.12355054915,-0.433091759682,-1.24042499065,-0.0965825840831,0.404070436954,0.740133285522,-0.519533336163,0.0737000107765
466,-0.301720052958,-2.95545005798,-0.683332443237,-0.183626875281,-0.422887086868,-1.17421662807,-0.190756201744,-0.482201606035,0.663589954376,-0.922064185143,-0.531428813934,0.288049995899,1.2303839922,0.766650080681,-0.21044999361,-0.523833990097,-0.122854910791,-0.503304183483,-0.605599284172,0.69399356842,-0.0802500247955,-0.361588686705,-0.563752412796,0.507016599178,0.493832111359,-1.67110204697,-0.0333790928125,0.131230816245,-1.3178832531,-0.250544279814,0.149704858661,-0.0734666436911,-1.08560168743,-2.10419988632,0.0533853918314,0.567450046539,-0.617744326591,-0.157383412123,1.49880373478,1.48684608936,0.630411565304,-0.143941089511,-0.253266692162,0.449566692114,0.272750020027
6009,-0.760133266449,-0.851249992847,-0.302547901869,-0.0925079658628,-0.0914451554418,1.27566552162,1.42423295975,0.245043262839,1.85538172722,-1.34565734863,-0.271367669106,-0.488949984312,1.09554672241,1.52464997768,-0.69914996624,-0.518565714359,-0.142751336098,-0.171698957682,0.0541364364326,0.545472919941,-0.389250010252,-2.73263645172,-0.0428804680705,-0.655780911446,0.115599960089,1.32811498642,-0.132360816002,0.936961829662,-0.512602746487,0.286010146141,-0.0986795797944,-0.557900011539,0.329393357038,2.17969989777,-0.0194643735886,-0.0124499797821,-0.187554627657,-0.523417890072,2.09888982773,-1.26922941208,-0.10716201365,-0.0964992940426,-0.709066689014,0.213933348656,-0.415449976921
2309,0.534602463245,-2.39984989166,-0.324040710926,-0.538904666901,0.404487431049,-1.02032983303,0.466856777668,-1.05654120445,0.205410346389,-1.76567411423,0.718096554279,-0.129999995232,1.46026146412,-5.41225004196,-0.523200035095,0.114110589027,-0.815430402756,-0.4110442698,-0.350059479475,0.107917256653,0.440800011158,3.91645288467,-1.03334403038,-0.146603614092,-0.158425867558,1.47115719318,0.524272739887,-1.13612568378,0.612827777863,0.770554363728,0.267122864723,-0.0681333392859,-0.427810430527,1.26110005379,0.373402059078,-0.405299991369,-0.855784773827,-1.12177574635,-1.23410975933,-0.61171412468,-0.220226287842,0.986993134022,-0.302099972963,0.755300045013,-0.544549942017
387,0.351425141096,-1.80940008163,-0.833567261696,0.0016649030149,0.372499197721,1.38564753532,1.8936111927,-0.381861329079,0.582833647728,-0.357556641102,-0.0830834358931,-0.32310000062,0.673333346844,2.42319989204,-0.132149994373,-0.537817418575,-0.884851396084,-0.793336749077,0.177917614579,0.74740165472,-1.01845002174,-1.11485636234,0.413110345602,-1.23935937881,0.0786686390638,2.24192428589,0.47455406189,-0.0694238618016,-0.217642277479,0.104797646403,-0.148947745562,-0.722599983215,-0.771165549755,2.1126999855,0.487727582455,-0.428199976683,-1.4677451849,0.80144816637,1.10832476616,-1.62793648243,0.634240925312,1.78029036522,0.0997666716576,0.682666659355,-0.452100008726
3553,-0.443646937609,5.04115009308,-0.288964897394,-0.677650272846,0.676462590694,-0.0211756266654,0.564623713493,1.82214236259,0.859896957874,0.697003722191,0.179208874702,0.122199997306,1.79982113838,1.59870004654,0.873600006104,0.197788178921,0.300358593464,1.31200993061,0.533042967319,-0.947432637215,-0.550199985504,-0.20633777976,0.361824303865,0.678577125072,-0.0497335642576,-0.482725799084,-0.422311306,-0.223356291652,0.515536248684,-0.186738535762,-0.0202486813068,0.080466657877,0.350472480059,0.823000013828,0.146654605865,-0.334950000048,0.787685275078,0.61328548193,-0.102871097624,-0.0253810584545,-0.349784374237,-1.42255663872,0.146533370018,-0.403799980879,-0.599700033665
427,-0.160300761461,-1.32260000706,-0.500191152096,0.967801690102,-0.967395186424,-0.504321634769,0.348450392485,-0.248619616032,0.602153241634,0.57670044899,0.109587207437,-0.299400001764,1.20708990097,0.433599948883,0.520049989223,0.0340724848211,0.0445045083761,0.344475209713,-0.0390684604645,-0.550096750259,-0.688499987125,-0.6070997715,-0.900083839893,-0.315303355455,0.257928788662,-0.834122419357,-0.809280991554,-0.208865463734,-1.2876881361,0.223715960979,0.0524168387055,-0.724633395672,-0.0790410339832,-1.27110004425,0.439094752073,0.78744995594,-1.69533252716,0.842929184437,4.39297389984,1.44528520107,0.950109422207,-0.390813231468,0.129733294249,0.223300009966,0.120799988508
5898,-0.709576308727,0.397000014782,-0.798335492611,-0.386223495007,-0.200034856796,-0.867380738258,0.187938556075,-0.313042700291,1.00202953815,-0.782031297684,-2.4601316452,-0.495900034904,-3.23979306221,1.28845000267,-0.28409999609,0.0489757470787,0.596207916737,0.262828886509,-1.56836020947,0.513720989227,0.626699984074,-2.16568017006,-0.872250556946,-0.336958199739,-0.623776733875,-0.696095108986,0.143577724695,-1.53158271313,-1.20746970177,-0.393779397011,0.23483890295,-0.0323333442211,0.00273691117764,-5.89739990234,-0.49491673708,0.288600027561,-0.83601629734,0.0289018899202,-1.4341840744,0.680277049541,0.582327187061,-1.0820286274,0.227966666222,0.341766655445,-0.298700004816
23365,0.88837313652,-2.07730007172,-0.715275168419,0.336687207222,-0.129726022482,0.805740177631,-0.610941708088,-0.525256752968,-0.686879992485,1.07411694527,0.396417856216,0.0074500143528,0.539218425751,1.75699996948,1.22515010834,-0.694365441799,-0.74650812149,-0.176620930433,0.690532565117,-0.778579950333,0.644349992275,0.229976654053,-0.48838993907,0.557984352112,0.179867953062,1.30789744854,0.128993436694,-0.720782637596,-1.22636580467,0.218860521913,-0.542746841908,-0.105100005865,-0.64362436533,-0.0714000016451,-0.690671682358,-0.611050009727,-0.728308260441,-0.136417403817,-0.115270525217,-0.114484921098,0.57753264904,-0.508497595787,-0.0212666988373,0.683966636658,-0.18955001235
6657,-0.255507081747,6.22585010529,0.81746339798,0.396727442741,-0.43827009201,0.967671275139,0.951379060745,1.24338304996,0.295324146748,0.929217457771,0.582559943199,0.785349965096,1.71735751629,1.83489990234,0.643900036812,-0.0271784067154,0.971955299377,1.10720705986,0.980507135391,-0.567795157433,-0.243799984455,-1.25932061672,0.36616012454,0.49931293726,0.0124283879995,-0.278342068195,-0.589648962021,0.073929131031,-0.0855989158154,-0.4218121171,-0.481341540813,-0.0166999772191,1.37302780151,1.53110003471,0.227491259575,0.339750021696,-0.76492702961,-0.458141863346,-0.732521772385,-1.91651952267,0.625370442867,0.994560420513,-0.0305333733559,-0.0325999855995,-0.540449976921
