rid,CPC018_A375_6H:BRD-K41557448-001-01-3:10,CPC018_A549_6H:BRD-K41557448-001-01-3:10,CPC018_A549_24H:BRD-K41557448-001-01-3:10,CPC018_ASC_24H:BRD-K41557448-001-01-3:10,CPC018_HEPG2_6H:BRD-K41557448-001-01-3:10,CPC018_HT29_6H:BRD-K41557448-001-01-3:10,CPC018_MCF7_6H:BRD-K41557448-001-01-3:10,CPC018_MCF7_24H:BRD-K41557448-001-01-3:10,CPC018_NPC_24H:BRD-K41557448-001-01-3:10,CPC018_PHH_24H:BRD-K41557448-001-01-3:10,CPC018_SKB_24H:BRD-K41557448-001-01-3:10
5720,0.924996495247,0.735982894897,1.74384999275,1.16518104076,-0.181604474783,0.683846116066,1.21210765839,0.784074902534,0.130105793476,0.23411385715,1.03336715698
466,0.93513250351,-0.00389394164085,-2.36715006828,-0.947191059589,0.145994737744,0.970638394356,1.74980902672,1.30464720726,-0.87666285038,0.323265463114,-1.47497498989
6009,0.884790301323,-0.514897704124,2.164249897,-1.96838235855,1.36569833755,1.06141591072,0.879038155079,0.449037730694,1.30363333225,-0.339499473572,1.47028374672
2309,-0.529569804668,-0.766206085682,1.22685003281,-1.75063371658,-0.436935305595,-0.371543467045,-0.0103592798114,1.33412134647,0.633847177029,-0.92608833313,-0.0956196039915
387,0.379308849573,1.55297505856,0.820050001144,-1.71699464321,3.34998703003,1.05666232109,0.741164684296,1.13839888573,2.8063249588,0.87865114212,0.827210843563
3553,-1.89138948917,-0.501337587833,0.170399993658,-1.19195818901,-0.891282200813,-0.678665399551,-0.0606694817543,-1.24231863022,-0.552921116352,-0.934939444065,-0.954162955284
427,0.40099221468,-0.0371825769544,-0.189750000834,-0.793890476227,-0.700320124626,0.601301372051,1.15549397469,0.646060943604,1.96164047718,-1.10526716709,-3.37200665474
5898,-1.30995416641,-0.0848997086287,-5.93819999695,-1.10895264149,0.988678812981,-0.771964848042,0.036305654794,0.31020155549,-1.01483774185,1.14406561852,-0.489083886147
23365,-1.16148471832,1.12010753155,0.290550023317,-0.490765184164,0.878356218338,-0.80548030138,-1.95237767696,-0.0684526637197,5.84349036217e-05,0.76336979866,0.427100121975
6657,-0.243660002947,-0.851230680943,0.293999999762,1.84747004509,-0.761287093163,-0.634909212589,0.284670293331,-0.676287770271,0.802574038506,0.698038101196,1.47603404522
5054,0.0329143628478,1.36152112484,-2.93029999733,-2.88530826569,-1.55424189568,1.42429101467,-0.815423071384,-0.31328573823,-1.13162195683,1.61644685268,0.0273093804717
3108,-0.805827438831,0.730429708958,1.87349998951,0.485777080059,2.04195261002,1.1231354475,0.503435790539,1.19442641735,0.676298320293,1.02584028244,4.4821062088
1950,0.0398037135601,-0.821053206921,0.839999973774,1.09561133385,-1.1630153656,0.86889398098,1.22154450417,5.39744901657,2.07363057137,-0.314135432243,0.131513416767
351,0.505699217319,-1.46993029118,-1.98720002174,-0.129277139902,-4.83065128326,-0.35400891304,0.269338190556,-0.549898803234,-2.15229296684,0.0292528495193,-0.582301199436
4846,-0.00859469641,-0.2681671381,1.18519997597,0.712801218033,-0.509667634964,0.0572796538472,-0.096674606204,-0.514229536057,-0.00762419402599,-0.0627607405186,-1.05348575115
1452,-2.29059386253,0.634402573109,0.540449976921,-0.949430704117,-0.116122096777,0.00453418493271,-0.496911764145,-0.546544015408,0.231846809387,-1.02669608593,-0.644260764122
4776,-0.691690146923,-0.401815354824,0.038949996233,0.377393186092,-1.55501973629,-0.837978720665,0.88034260273,-0.336109220982,-0.38361042738,-0.154816240072,-0.743716001511
6908,-0.210131600499,1.300096035,1.16159999371,-1.51104545593,1.00274085999,0.702451884747,-0.168764099479,0.0489344000816,1.52525532246,0.600113868713,-0.570967137814
672,-0.232587978244,-0.0128537863493,-0.759199976921,-0.852719664574,-0.737302303314,0.0829944312572,0.00475846230984,-0.157018274069,-1.75651013851,-0.0708484947681,-2.68705391884
5710,-1.46587991714,-1.4720082283,0.540899991989,-1.21140897274,0.441680550575,0.0142680089921,-1.75980043411,-0.424384474754,0.871871352196,-0.288918912411,-0.789048194885
2115,-1.01075136662,1.17367124557,0.109050005674,1.65722870827,0.372007250786,-0.350108325481,0.209213167429,0.0748743116856,-0.492921233177,-0.697000265121,0.788842201233
