rid,CPC003_HA1E_6H:BRD-K13169950-001-04-5:10,CPC003_HA1E_24H:BRD-K13169950-001-04-5:10,CPC003_HCC515_6H:BRD-K13169950-001-04-5:10,CPC003_HCC515_24H:BRD-K13169950-001-04-5:10,CPC003_PC3_6H:BRD-K13169950-001-04-5:10,CPC003_PC3_24H:BRD-K13169950-001-04-5:10,CPC003_VCAP_6H:BRD-K13169950-001-04-5:10,CPC003_VCAP_24H:BRD-K13169950-001-04-5:10,CPC018_A375_6H:BRD-K13169950-001-04-5:10,CPC018_A549_6H:BRD-K13169950-001-04-5:10,CPC018_A549_24H:BRD-K13169950-001-04-5:10,CPC018_ASC_24H:BRD-K13169950-001-04-5:10,CPC018_HEPG2_6H:BRD-K13169950-001-04-5:10,CPC018_HT29_6H:BRD-K13169950-001-04-5:10,CPC018_MCF7_6H:BRD-K13169950-001-04-5:10,CPC018_MCF7_24H:BRD-K13169950-001-04-5:10,CPC018_NPC_24H:BRD-K13169950-001-04-5:10,CPC018_PHH_24H:BRD-K13169950-001-04-5:10,CPC018_SKB_24H:BRD-K13169950-001-04-5:10,NMH002_FIBRNPC_24H:BRD-K13169950-001-10-2:10,NMH002_FIBRNPC_6H:BRD-K13169950-001-10-2:10,NMH002_NEU_6H:BRD-K13169950-001-10-2:10,NMH002_NEU_24H:BRD-K13169950-001-10-2:10,NMH002_NPC_6H:BRD-K13169950-001-10-2:10
5720,-2.77295017242,-6.93746566772,-2.04736185074,-3.26800727844,-1.94634473324,-3.28229951859,0.212305083871,-1.67250001431,-1.28000676632,-0.488523364067,-4.240650177,0.202090904117,-1.54901051521,-1.2109105587,-0.366042375565,-6.90618515015,0.978100001812,1.65065264702,0.506262779236,-4.6979970932,-0.142952680588,-1.10018932819,-2.16499996185,-2.5979180336
466,-3.72699999809,-2.24459505081,-0.322349071503,-0.904247879982,0.201608896255,-0.111500814557,-0.813403308392,-1.95499992371,-4.14464235306,-2.31751084328,-1.65919995308,-0.613797545433,-0.805463075638,0.811935424805,-0.980275154114,-1.90763187408,-1.14330005646,-0.0852207690477,-0.769761562347,-2.98330354691,-0.513227045536,-2.33782124519,0.075900003314,-1.17431724072
6009,-0.778299987316,5.15886688232,0.09532956779,3.10094213486,-2.01646113396,2.47275090218,-0.119811721146,6.68099975586,0.405501455069,-0.58191794157,0.667050004005,3.59896183014,-0.233241975307,-0.126313343644,0.228102833033,4.57212591171,-2.96379995346,-0.657643318176,1.36463212967,1.35386657715,-0.469394624233,-0.0240227244794,0.341500014067,1.33495271206
2309,1.889950037,2.6186413765,1.06034636497,2.85977435112,3.87241244316,1.11624336243,0.298821985722,4.29244995117,2.06131076813,1.09057283401,2.52749991417,-0.0179050564766,0.263112783432,-1.13980078697,-0.438201338053,-0.729739189148,-1.56509995461,0.299895197153,-1.92352604866,-0.478710740805,-1.09667658806,-0.158833310008,0.921299993992,0.734878063202
387,0.129999995232,-2.47061753273,-1.45061659813,-0.0287257134914,-1.61625337601,0.643454253674,-0.366015344858,1.15950000286,-1.23359763622,0.769331157207,-1.27339994907,0.762720346451,-0.42678964138,-0.402872234583,-0.483027696609,-1.67293560505,-6.94309997559,-0.365945011377,-1.3004950285,-0.159978404641,0.539759635925,-0.332745313644,0.85790002346,0.309660583735
3553,1.35580003262,1.76096260548,0.922333478928,0.144570410252,-2.97307229042,-3.07273626328,-0.771168768406,-0.370949983597,1.06797325611,1.35176932812,1.96584999561,0.991243004799,0.604400873184,0.966133117676,0.925827205181,2.74131584167,1.79330003262,-0.698891639709,1.28467357159,1.3740131855,-0.00111426413059,1.12604570389,4.10050010681,0.938801646233
427,0.324749976397,0.450505018234,-0.556601166725,-0.615707933903,0.289592862129,0.541101515293,-0.463585019112,5.13390016556,-0.159089699388,-0.427792698145,-0.0967500209808,-0.407854408026,0.505799353123,0.899683058262,0.600693941116,1.80610787868,2.75300002098,1.84150898457,0.405774712563,-0.182551950216,-0.687250316143,-0.19927932322,0.346899986267,-0.209566786885
5898,-0.0835000276566,9.73571777344,-1.45823347569,1.12344038486,1.14266705513,4.03652238846,-0.0657985657454,2.94145011902,-2.42433357239,0.353577464819,3.22209978104,3.13070940971,0.295943260193,-0.660085082054,0.223238483071,1.78063106537,0.938399970531,-0.454078912735,1.18334639072,1.29005634785,0.0988159328699,-0.514859557152,2.29369997978,0.341374605894
23365,0.840149998665,-0.231723159552,-0.899119496346,0.995439708233,1.37756466866,0.824576735497,0.183393403888,0.978749990463,-0.449695467949,1.67087805271,6.96654987335,0.946924567223,-0.036630153656,-0.197528287768,-0.106189191341,0.155512064695,-1.67890000343,0.172157347202,-0.466561943293,-0.578886628151,-1.28151154518,-0.837913751602,-1.42589998245,1.04226160049
6657,1.31099998951,2.07337856293,-0.728227138519,-2.16348195076,0.684885859489,-0.488433420658,-0.74964684248,-0.0513000003994,-0.934322237968,1.31395483017,0.504249989986,-0.405919730663,1.2951157093,0.812666833401,0.244090169668,2.18885064125,-5.84019994736,0.160094693303,0.247299522161,2.15474557877,0.82881885767,-2.59524536133,-3.27049994469,-3.55433750153
