rid,CPC005_A375_6H:BRD-K21680192-300-06-0:10,CPC005_A375_24H:BRD-K21680192-300-06-0:10,CPC005_A549_6H:BRD-K21680192-300-06-0:10,CPC005_A549_24H:BRD-K21680192-300-06-0:10,CPC005_HA1E_6H:BRD-K21680192-300-06-0:10,CPC005_HA1E_24H:BRD-K21680192-300-06-0:10,CPC005_HCC515_6H:BRD-K21680192-300-06-0:10,CPC005_HT29_6H:BRD-K21680192-300-06-0:10,CPC005_HT29_24H:BRD-K21680192-300-06-0:10,ASG001_MCF7_6H:BRD-K21680192-300-08-6:10,ASG001_MCF7_6H:BRD-K21680192-300-08-6:2,ASG001_MCF7_6H:BRD-K21680192-300-08-6:0.4,ASG001_MCF7_6H:BRD-K21680192-300-08-6:0.08,CPC005_MCF7_24H:BRD-K21680192-300-06-0:10,ASG001_MCF7_24H:BRD-K21680192-300-08-6:10,ASG001_MCF7_24H:BRD-K21680192-300-08-6:2,ASG001_MCF7_24H:BRD-K21680192-300-08-6:0.4,ASG001_MCF7_24H:BRD-K21680192-300-08-6:0.08,ASG001_PC3_6H:BRD-K21680192-300-08-6:10,ASG001_PC3_6H:BRD-K21680192-300-08-6:2,ASG001_PC3_6H:BRD-K21680192-300-08-6:0.4,ASG001_PC3_6H:BRD-K21680192-300-08-6:0.08,ASG001_PC3_24H:BRD-K21680192-300-08-6:10,ASG001_PC3_24H:BRD-K21680192-300-08-6:2,ASG001_PC3_24H:BRD-K21680192-300-08-6:0.4,ASG001_PC3_24H:BRD-K21680192-300-08-6:0.08,CPC005_MCF7_6H:BRD-K21680192-300-06-0:10,CPC005_PC3_6H:BRD-K21680192-300-06-0:10,CPC005_PC3_24H:BRD-K21680192-300-06-0:10,CPC020_A375_6H:BRD-K21680192-003-15-1:10,CPC020_A549_6H:BRD-K21680192-003-15-1:10,CPC020_HA1E_6H:BRD-K21680192-003-15-1:10,CPC020_HCC515_6H:BRD-K21680192-003-15-1:10,CPC020_HT29_6H:BRD-K21680192-003-15-1:10,CPD001_MCF7_6H:BRD-K21680192-300-11-0:10,CPC020_MCF7_6H:BRD-K21680192-003-15-1:10,CPD001_MCF7_24H:BRD-K21680192-300-11-0:10,CPC020_MCF7_24H:BRD-K21680192-003-15-1:10,CPC020_PC3_6H:BRD-K21680192-003-15-1:10,CPD001_PC3_24H:BRD-K21680192-300-11-0:10,CPC020_PC3_24H:BRD-K21680192-003-15-1:10,CPC020_VCAP_6H:BRD-K21680192-003-15-1:10,CVD001_HEPG2_6H:BRD-K21680192-300-04-5:10,CVD001_HEPG2_6H:BRD-K21680192-300-04-5:2.5,CVD001_HEPG2_24H:BRD-K21680192-300-04-5:10,CVD001_HEPG2_24H:BRD-K21680192-300-04-5:2.5,CVD001_HUH7_6H:BRD-K21680192-300-04-5:10,CVD001_HUH7_6H:BRD-K21680192-300-04-5:2.5,CVD001_HUH7_24H:BRD-K21680192-300-04-5:10,CVD001_HUH7_24H:BRD-K21680192-300-04-5:2.5,CVD001_PHH_6H:BRD-K21680192-300-04-5:10,CVD001_PHH_6H:BRD-K21680192-300-04-5:2.5,CVD001_PHH_24H:BRD-K21680192-300-04-5:10,CVD001_PHH_24H:BRD-K21680192-300-04-5:2.5,ERG005_VCAP_6H:BRD-K21680192-300-08-6:5,ERG005_VCAP_6H:BRD-K21680192-300-08-6:1,ERG005_VCAP_24H:BRD-K21680192-300-08-6:5,ERG005_VCAP_48H:BRD-K21680192-300-08-6:1,HOG002_A549_24H:BRD-K21680192-300-10-2:10,HOG002_A549_24H:BRD-K21680192-300-10-2:3.33,HOG002_A549_24H:BRD-K21680192-300-10-2:1.11,HOG002_A549_24H:BRD-K21680192-300-10-2:0.3704,HOG002_A549_24H:BRD-K21680192-300-10-2:0.1234,HOG002_A549_24H:BRD-K21680192-300-10-2:0.0412,HOG002_A549_24H:BRD-K21680192-300-10-2:0.013,HOG002_A549_24H:BRD-K21680192-300-10-2:0.0045,HOG002_A549_24H:BRD-K21680192-300-10-2:0.0015,HOG002_A549_6H:BRD-K21680192-300-10-2:10,HOG002_A549_6H:BRD-K21680192-300-10-2:3.33,HOG002_A549_6H:BRD-K21680192-300-10-2:1.11,HOG002_A549_6H:BRD-K21680192-300-10-2:0.3704,HOG002_A549_6H:BRD-K21680192-300-10-2:0.1234,HOG002_A549_6H:BRD-K21680192-300-10-2:0.0412,HOG002_A549_6H:BRD-K21680192-300-10-2:0.013,HOG002_A549_6H:BRD-K21680192-300-10-2:0.0045,HOG002_A549_6H:BRD-K21680192-300-10-2:0.0015,HOG002_MCF7_24H:BRD-K21680192-300-10-2:10,HOG002_MCF7_24H:BRD-K21680192-300-10-2:3.33,HOG002_MCF7_24H:BRD-K21680192-300-10-2:1.11,HOG002_MCF7_24H:BRD-K21680192-300-10-2:0.3704,HOG002_MCF7_24H:BRD-K21680192-300-10-2:0.1234,HOG002_MCF7_24H:BRD-K21680192-300-10-2:0.0412,HOG002_MCF7_24H:BRD-K21680192-300-10-2:0.013,HOG002_MCF7_24H:BRD-K21680192-300-10-2:0.0045,HOG002_MCF7_24H:BRD-K21680192-300-10-2:0.0015,HOG002_MCF7_6H:BRD-K21680192-300-10-2:10,HOG002_MCF7_6H:BRD-K21680192-300-10-2:3.33,HOG002_MCF7_6H:BRD-K21680192-300-10-2:1.11,HOG002_MCF7_6H:BRD-K21680192-300-10-2:0.3704,HOG002_MCF7_6H:BRD-K21680192-300-10-2:0.1234,HOG002_MCF7_6H:BRD-K21680192-300-10-2:0.0412,HOG002_MCF7_6H:BRD-K21680192-300-10-2:0.013,HOG002_MCF7_6H:BRD-K21680192-300-10-2:0.0045,HOG002_MCF7_6H:BRD-K21680192-300-10-2:0.0015
5720,1.93553102016,2.38804411888,0.056962005794,-1.85390007496,-0.511099994183,-0.642849981785,3.09809994698,-1.42085003853,0.940267145634,-0.0791125223041,-0.249164283276,-0.804477572441,1.46273720264,-0.770859599113,0.576417028904,0.115340158343,-0.158775866032,0.395419389009,0.581999778748,0.479584693909,0.259589761496,0.621105313301,0.3120906353,0.390858411789,0.0561667755246,3.79672193527,0.524430334568,1.02020418644,4.13150930405,1.42944443226,1.5108499527,1.41391444206,1.03680002689,2.012155056,0.852942585945,1.99080896378,-1.86492395401,-1.54842042923,3.15103507042,4.86421394348,0.130765229464,-8.49040031433,2.41092181206,2.44581818581,0.151221722364,-1.41139996052,2.15064740181,1.8587501049,3.95633029938,-0.436203151941,0.360908806324,-0.134117051959,0.48135176301,0.460942327976,-3.29319524765,-1.65942192078,0.422699987888,-9.71669960022,-1.63343167305,-1.08558118343,0.732804715633,0.828454554081,1.33107173443,0.467353701591,0.75628811121,0.709885954857,0.606538176537,2.37054729462,1.28864860535,0.853111445904,-0.189898222685,0.688790202141,-0.0536875501275,0.139579817653,1.07289087772,-0.179130926728,-1.32285547256,-0.228551536798,-1.9181303978,-1.35962831974,1.61280143261,0.315874397755,0.316894888878,0.884353995323,1.28380012512,1.27071928978,0.560589015484,1.30345070362,-0.942113399506,1.50206112862,-1.60785400867,-0.61705994606,0.429583251476,0.107169143856
466,-0.463073432446,-6.42289543152,-1.04384207726,-3.28749990463,-3.02659988403,-7.60295009613,0.878199994564,-3.93120002747,-7.89032936096,0.500381350517,0.163697630167,-0.112433195114,-0.0418821275234,-4.30704927444,-0.600646257401,-0.843656897545,-0.702719330788,-0.244770303369,0.240229576826,-0.23576721549,-0.167831018567,-0.697730064392,-0.602681517601,-0.325399339199,-1.05290484428,-1.05181491375,-1.50453650951,-3.22912526131,-1.76112103462,-0.457952797413,-1.35995006561,-0.682436168194,0.349700003862,0.275263607502,0.703762292862,0.21197578311,-0.665466725826,-2.29178738594,-0.0599725246429,-1.4080619812,-0.84623169899,-2.38479995728,1.27911186218,-0.430870771408,-2.29765510559,0.978850066662,-0.198439598083,-2.66524600983,-3.65336370468,-1.2026065588,-0.910530984402,-1.03338170052,-1.86273574829,0.5715482831,-3.40464830399,-3.25451350212,0.103299997747,-3.882999897,-2.92219018936,-2.5940425396,-0.869276165962,-1.26139593124,-0.61745172739,-2.61764454842,-1.51906943321,-0.832902908325,-0.248510017991,-1.04594910145,-1.9238960743,-1.41232478619,-1.85140836239,-0.139287084341,-1.83683502674,-1.15824723244,0.341245681047,-0.609718084335,-2.06732940674,-2.40364360809,-1.89864814281,-1.58515775204,0.10727520287,-1.18831062317,-1.08549845219,-0.339327514172,0.634046018124,-0.320779204369,-1.03258490562,-0.349463045597,-1.65186905861,0.0104438774288,-1.85449790955,-0.434937417507,-0.948007047176,0.378317773342
6009,0.744386911392,-0.623839557171,1.10673367977,-5.44630002975,0.242750003934,-2.6428000927,1.73674988747,-1.71315002441,-1.94324815273,-0.0433601811528,-0.13085564971,-1.20807850361,-1.87863779068,0.708399653435,-1.29856956005,-1.64066183567,-1.74637722969,-1.68392920494,-0.0364736169577,-0.769569456577,-0.499276936054,-1.85979497433,-1.86866736412,-1.97499334812,-0.292367607355,-1.17164897919,-0.0904977247119,0.349176347256,-1.74765121937,0.0651972144842,-0.100449994206,0.060279250145,-0.420349985361,0.162237375975,1.21369850636,0.144353896379,0.212118208408,-0.68731713295,0.8922316432,-0.489018023014,-3.42665958405,-3.14409995079,0.121927492321,-1.57448756695,-1.78230273724,-1.78659999371,0.218188464642,0.264995872974,-1.71534752846,-1.31659770012,-0.582564115524,-0.0226899981499,0.0348978042603,-0.0370847135782,-4.33818435669,-1.69719934464,0.592700004578,-4.56619977951,-3.58778786659,-5.36954832077,-5.54869937897,-3.57551169395,-2.23852753639,-2.84397792816,-1.86446559429,-1.46135747433,0.4419490695,0.822573959827,-0.737518191338,-2.59040236473,-2.08845949173,-1.37354016304,-1.69946146011,-2.00312447548,-0.556466579437,1.05519807339,-0.863398969173,-2.06234622002,-1.92227530479,-2.40346074104,-1.47211265564,-1.83454239368,-1.25100374222,-1.05840206146,0.0191985666752,-0.136933326721,-0.373565971851,-0.304472982883,-1.86394762993,-0.561882376671,-1.50438308716,-0.326982855797,-0.361547708511,-0.0636311471462
2309,-4.52422809601,-3.7468252182,-2.10857343674,1.82015001774,-4.72869968414,-8.04049968719,-1.23780012131,0.410099983215,-4.511490345,-2.72268414497,-3.09929513931,-1.30148553848,-0.729775905609,-2.65855336189,-3.9836602211,-3.25737380981,0.471648961306,0.451270312071,-5.38291931152,-2.94990682602,-1.06992673874,-0.0955744087696,-2.69745063782,-0.18147367239,-0.290147453547,0.399036228657,-4.76830625534,-6.96277952194,-5.66292953491,-2.26620745659,-0.16249999404,-6.59570217133,-2.22844982147,-2.47942781448,-6.49256134033,-5.29491424561,-4.55822753906,-4.83651161194,-8.54553794861,-6.75994110107,-2.82023620605,-7.22279977798,-5.17292737961,-2.50837922096,1.58131539822,1.7553498745,-4.62922048569,-0.170951187611,-2.305134058,1.61010229588,-0.424765229225,-0.841577708721,-2.09810400009,-1.15798616409,-5.86583423615,-4.68403100967,-1.1493999958,-4.27810001373,0.362414300442,1.56402850151,1.50535273552,2.29714226723,2.31512975693,1.54160225391,-0.529780387878,-0.755396366119,-0.0579343140125,-1.47378826141,0.267837017775,2.33071279526,1.42398774624,1.9210703373,1.46609008312,0.314021289349,-1.07359433174,1.23878705502,-2.57460308075,-4.58288431168,0.933985352516,1.09333300591,1.80404496193,0.169449329376,0.378450632095,-0.103216871619,0.170517191291,-1.54303658009,-3.49061870575,-0.70060801506,-1.31744587421,0.333957016468,-1.77067780495,-1.08222949505,-1.38441181183,0.730362296104
387,3.00303268433,2.49851179123,1.96397066116,-4.74475002289,2.60159993172,4.4564499855,1.90320003033,-1.22165000439,4.44079399109,0.0291664358228,0.771882355213,0.290019273758,-1.16352558136,0.80631840229,-0.0439765155315,-0.201821193099,-0.439370691776,-0.189773648977,1.18345403671,0.570461034775,0.239506646991,-1.63705205917,1.86826920509,-1.90243816376,-0.291306912899,-0.680310428143,0.784576177597,2.18085408211,1.07406044006,0.244789808989,2.38619995117,0.962792634964,1.55589997768,1.77050542831,1.06242632866,0.727372407913,-0.305099964142,-0.985120534897,1.08827757835,1.85386824608,-0.802455306053,-4.80579996109,2.57623767853,0.821808457375,-3.70629048347,-1.3614000082,2.49095010757,1.01424562931,-1.26448297501,-1.79827737808,0.458774238825,0.028542868793,1.30396366119,1.0057952404,-5.92989253998,-4.89021778107,1.02550005913,-6.95020008087,-2.38222026825,-4.47639846802,-3.45107102394,-2.19818639755,-0.410452753305,-1.02927863598,-0.499557346106,-0.0692948028445,-0.28871935606,0.962610840797,-0.235506355762,0.753752291203,-0.921377539635,0.653383612633,-0.47743499279,-1.75725102425,-0.333739697933,-0.249407872558,0.197371780872,-0.550652086735,-2.57261061668,-2.53264594078,-0.45653578639,-0.850305497646,0.514753520489,0.125020474195,1.05605685711,1.24578988552,0.988377451897,1.18327498436,0.189116925001,0.443425983191,-0.859662532806,-0.371724069118,0.39997330308,0.569904744625
3553,3.05360865593,6.00914621353,1.99766886234,1.73899996281,3.88339996338,7.59280014038,2.23199987411,2.49629998207,7.02326440811,0.611962139606,1.18189191818,1.34917140007,-0.419079303741,2.93979740143,1.7288441658,3.3865237236,1.33086121082,0.0193726569414,1.47539532185,1.37541460991,0.511765599251,-0.303700149059,1.22056341171,-0.117487646639,1.25206708908,-0.730242550373,2.87953352928,-0.245814397931,-0.727521538734,1.94311821461,0.684350013733,1.85807025433,2.34870004654,1.40041947365,1.09615325928,1.33317232132,3.41068506241,4.3192076683,2.03735494614,-2.94365167618,-0.212763890624,7.26049995422,3.44244241714,2.24388742447,7.27638339996,2.12844991684,2.52809333801,2.28881263733,8.62917232513,1.41161239147,1.06102800369,0.52182084322,1.14003133774,-0.747051537037,4.13000822067,3.7840294838,0.170300006866,8.53190040588,1.80157268047,1.47847545147,0.270220309496,1.35905647278,-1.06233751774,-0.502335190773,0.71879607439,-0.587853312492,-0.407841056585,2.1942718029,1.41478955746,0.353938907385,1.71029853821,-0.122644469142,0.980449080467,2.354398489,-0.90270793438,0.0626979470253,1.38925600052,1.73505830765,0.64745080471,1.55326533318,0.249512583017,1.94585847855,1.38740897179,0.659095942974,-0.221473097801,0.400601148605,1.97782945633,-0.126227423549,1.77789545059,-0.338365137577,2.47787117958,0.951770186424,0.944770693779,-1.21222233772
427,-0.624328255653,2.13270807266,0.975827395916,-0.669849991798,2.22385001183,2.94059991837,-0.0299500226974,4.70195007324,4.45255422592,2.92593097687,0.564670324326,0.38203343749,1.19393694401,0.259283065796,1.89869844913,0.322502881289,1.2397172451,0.556620121002,3.02619385719,1.26980865002,1.9340955019,1.83169066906,4.74077796936,2.55730032921,0.708190321922,2.94612836838,0.656337738037,0.366721332073,2.60449910164,1.52306830883,-0.156049996614,0.401067733765,0.801549971104,1.73354375362,1.27902972698,1.72575426102,1.26621842384,2.69289255142,2.66515684128,8.96137142181,4.5167298317,-0.274699985981,2.19744873047,2.52992844582,-1.44648075104,-1.06714999676,1.42740797997,-0.807630300522,-0.0664041936398,-0.898524701595,-0.435958713293,-0.773382306099,-0.105927057564,-0.645242929459,0.71269351244,0.213084578514,0.261000007391,-0.899399995804,0.248204082251,0.204049631953,0.579768240452,0.449056833982,2.26622867584,-1.09566545486,0.02553691715,0.0180930197239,0.181370407343,0.103255003691,0.499626010656,0.525403141975,0.0515161454678,0.176121845841,-0.121921859682,-0.447063326836,0.256860494614,0.425549447536,0.0857820212841,0.685604572296,0.533087849617,0.747086048126,0.682016968727,0.873081684113,-0.300240188837,-0.152820944786,-0.704975247383,1.61208093166,1.17250144482,-0.235829487443,-0.352770268917,-0.2828078866,0.114331707358,-0.305856585503,0.898539423943,0.890853047371
5898,0.912086009979,1.90413761139,-3.36939954758,2.88059997559,-1.2867500782,-1.49720001221,0.307200014591,1.8574000597,-0.136671423912,0.497174680233,0.0350319296122,0.0758715197444,0.863301157951,-1.26565515995,0.518348574638,-0.397839665413,0.3237452209,0.0828024744987,1.2307972908,1.47731304169,-0.385490506887,-0.978160023689,0.253568679094,1.36050856113,0.0986928269267,0.993532180786,1.69944119453,1.6651455164,0.364269256592,0.661734640598,0.94244992733,0.173476174474,0.974399983883,1.59740781784,0.508219838142,0.434560120106,1.21779417992,0.666166126728,1.98454725742,-1.46668696404,0.340127497911,1.04519999027,0.160161197186,0.502958357334,1.10993766785,0.83259999752,0.419523119926,0.260519325733,-4.13304519653,0.218665540218,0.506606042385,-0.332519114017,-0.0749614834785,1.46154427528,0.481449067593,0.526225090027,1.5503000021,3.88269996643,1.66366779804,0.606876194477,-0.195256859064,-1.91542077065,-0.516265034676,-0.957904577255,0.65433716774,0.406302690506,-0.484363108873,-0.274754583836,-1.03984117508,-2.45892119408,-0.981903195381,-0.0894364416599,0.761853218079,-0.275973558426,-1.2896951437,-2.28591775894,1.62646210194,-0.139515072107,2.05109453201,-0.73161393404,0.562722802162,-0.73195797205,-0.481769800186,0.4028865695,-0.394026100636,1.07658016682,0.835380673409,0.612152218819,1.19332683086,0.971183598042,0.517837584019,0.982122540474,0.706069409847,0.322433799505
23365,0.649483203888,1.57217895985,-1.17263364792,-2.39550018311,-0.675150036812,0.964550018311,-1.0773999691,0.357899963856,-1.30752873421,-0.762947201729,-1.41071844101,-0.749876558781,-1.08147597313,0.593363285065,0.376785427332,-0.28983271122,0.929546058178,-0.363726496696,0.115259602666,0.32390460372,0.66869699955,-0.153932601213,-0.319018214941,-2.15955638885,0.204870253801,-0.0367335677147,0.112604439259,2.30546832085,-0.461690306664,1.29768812656,-0.431149989367,0.069905474782,2.25220012665,0.487478226423,3.19781494141,0.64886367321,2.42209839821,3.18270754814,0.872333347797,0.443384110928,0.556289434433,1.69879996777,-1.27367508411,-1.49143195152,-3.11693906784,-1.76590001583,0.429584354162,-0.929422259331,-2.03417634964,-1.80377745628,-1.30889487267,-1.24238240719,-0.692238926888,0.251386493444,1.00733745098,0.989629507065,0.246900007129,2.57109999657,-2.61762332916,-1.96362543106,-1.65562152863,-0.148849457502,-0.118686005473,0.249494299293,0.751443326473,0.636204719543,-0.106851100922,-1.33940064907,2.13255190849,-1.73090314865,-0.707211792469,-0.130785301328,-0.139128565788,1.65156555176,1.5421911478,-0.13088029623,0.963038086891,0.39726382494,-0.269863754511,3.41983318329,-0.578521847725,1.45850014687,1.28981304169,1.31995236874,-0.478246986866,0.93017834425,1.36188459396,-1.72877502441,0.945587992668,-0.41242864728,1.58268737793,-0.0758486688137,-0.124743789434,-0.245947301388
6657,-0.693923056126,4.06974029541,2.64061355591,-0.304650008678,4.61954975128,5.99790000916,-3.68840003014,0.860050022602,4.48210906982,0.659972906113,1.147336483,1.41650056839,1.72145926952,2.51649475098,1.56466054916,1.61301779747,0.705617904663,0.712187767029,1.29222917557,0.898564755917,0.50660020113,1.08034706116,3.9899969101,2.85267400742,-0.0967972129583,1.58307170868,2.93034029007,2.78894066811,7.98375082016,0.283405661583,-0.527549982071,2.62915086746,-3.00979995728,1.0233322382,1.78835511208,1.28688204288,4.20253324509,3.74586248398,2.83390474319,4.29258298874,3.35573768616,6.74459981918,3.4315161705,1.6322619915,8.22769546509,1.65135002136,1.27780032158,1.32913589478,7.21902942657,1.98528254032,0.590531885624,1.46515655518,1.41166090965,-1.22826254368,4.92990207672,4.57395648956,-0.896399974823,7.00260019302,-0.920363783836,-1.42297255993,-3.22558188438,-1.2048085928,-0.912844181061,-0.570670962334,-0.163161188364,0.123333081603,-0.224895566702,0.808988392353,0.704473078251,-0.671484827995,0.108450807631,-0.704227030277,-0.628789246082,1.50963807106,0.135429918766,2.11550784111,0.678958714008,1.33978259563,0.750732958317,1.65807795525,-1.01507914066,0.943486988544,-0.209874272346,-0.104394286871,-0.916968286037,0.282084017992,1.32466447353,-0.20465426147,1.19118821621,-0.774030804634,1.60403907299,0.819499611855,0.836632370949,-1.11769521236
