rid,CPC011_A375_6H:BRD-K66412701-001-05-4:10,CPC011_A549_6H:BRD-K66412701-001-05-4:10,CPC011_A549_24H:BRD-K66412701-001-05-4:10,CPC011_HA1E_6H:BRD-K66412701-001-05-4:10,CPC011_HT29_6H:BRD-K66412701-001-05-4:10,CPC011_MCF7_6H:BRD-K66412701-001-05-4:10,CPC011_MCF7_24H:BRD-K66412701-001-05-4:10,CPC011_PC3_6H:BRD-K66412701-001-05-4:10,CPC011_PC3_24H:BRD-K66412701-001-05-4:10,CPC011_VCAP_6H:BRD-K66412701-001-05-4:10,CPC011_VCAP_24H:BRD-K66412701-001-05-4:10
5720,-0.368666678667,-0.641800045967,-0.261142879725,0.127949997783,-5.03604364395,-10.0,-0.35095000267,-0.449571311474,-0.773018836975,-0.539142131805,0.956386566162
466,0.558366656303,-0.720233380795,-0.458393990993,0.299699991941,0.888775110245,0.940900027752,0.492750018835,0.869683265686,-2.45723772049,0.504814505577,-2.90095806122
6009,-0.538500010967,-0.244133293629,0.239447414875,-0.525750041008,-0.505083024502,-0.224399983883,0.451550006866,0.314414024353,0.339407354593,-0.084652736783,0.798238635063
2309,0.936333298683,-1.10146665573,-0.590058386326,0.0170000009239,1.00597631931,1.08874988556,0.919300019741,0.214614346623,3.44729328156,-0.350985109806,-0.220632433891
387,0.233500003815,0.126699984074,0.454024285078,0.596799969673,1.12627315521,1.8001999855,0.904049992561,0.528713941574,1.0613386631,0.72329390049,0.602964818478
3553,1.07810008526,-0.107600033283,0.330005586147,1.17764997482,-0.528253436089,-1.43540000916,-0.48789998889,0.143644124269,1.62416601181,0.171791851521,-0.759322524071
427,0.676699995995,-0.683800041676,-0.370358675718,-1.0163500309,1.39193820953,1.67920005322,0.35719999671,1.60908424854,-1.31324970722,0.30372107029,-2.2137131691
5898,0.306333363056,0.0974333435297,0.388520210981,0.0209999978542,0.922185838223,0.772500038147,-0.802000045776,0.248832717538,-5.03582620621,0.529879808426,-1.82196950912
23365,0.68626666069,0.725900053978,-0.210905268788,0.787900030613,0.80042797327,1.55349993706,-1.24255001545,0.407675176859,-1.19985294342,-0.448408007622,0.306529283524
6657,0.482533365488,0.655833303928,0.582098841667,-0.636000037193,1.04275560379,1.30865001678,-0.838750004768,0.169972017407,1.7837395668,-0.113017387688,-0.27376884222
5054,0.60590004921,-1.02149999142,-0.341083288193,-0.028599999845,1.30918037891,2.06019997597,-0.588500022888,0.182643845677,-1.56436955929,-0.039239898324,-0.138185754418
3108,0.310566663742,0.729866743088,-2.36784887314,0.321399986744,0.79157948494,0.515049993992,-0.874799966812,0.127640932798,0.666458427906,-0.1597674191,0.458467274904
1950,1.38350009918,0.0736000388861,0.410058319569,-0.49660000205,-0.375524997711,0.82414996624,0.102899998426,-0.128696873784,-1.66823327541,-0.178171932697,0.677079200745
351,-2.85366678238,-0.094766639173,0.168778926134,-0.129500001669,-0.355928391218,0.729250013828,-0.110600024462,-0.566939532757,-1.84388744831,0.0541778057814,0.279583334923
4846,0.212266683578,-1.30366671085,-0.0996485501528,-0.263350009918,0.447106570005,0.0196499824524,-0.827849984169,0.301827579737,0.243891373277,0.619474768639,0.127051174641
1452,-0.275533348322,-1.11753332615,-1.36733365059,0.0433999896049,0.428213626146,1.10354995728,0.0625500008464,0.407623767853,-0.326215773821,-0.715580880642,0.175193399191
4776,0.470333337784,0.0512667000294,0.294521272182,0.807100057602,0.393500983715,1.17744994164,-0.777300000191,0.479547262192,1.21311402321,0.315250903368,-0.317633748055
6908,0.58109998703,-0.242500007153,-0.478274822235,0.525350034237,1.67572689056,1.04554998875,0.718949973583,0.46976685524,1.50225710869,-0.270169556141,1.04973304272
672,0.643566668034,-1.19776666164,-0.041919477284,0.496100008488,1.12722313404,1.29860007763,0.0577999949455,0.463755756617,-2.24800920486,-0.487403601408,0.388735622168
5710,-0.166566669941,-0.992633402348,-0.604651629925,-0.41605001688,1.38885521889,0.667999982834,0.708899974823,0.404117703438,0.729631781578,1.62647044659,0.972809910774
2115,1.17350006104,0.361900031567,-1.28401279449,0.840550005436,2.3877184391,-0.531949996948,-0.795000016689,-0.31122893095,-0.991455793381,0.0308942012489,-0.468706429005
7015,0.612666666508,0.191333353519,-0.0935737267137,-0.724650025368,0.868082404137,1.07770001888,-0.437700003386,-0.0160945206881,2.02294516563,0.383924126625,-0.150065422058
8726,-0.279166698456,0.219900012016,0.262980520725,-0.0415500104427,0.834675252438,1.22580003738,0.39849999547,-0.190274298191,-3.03869056702,-0.348687231541,-1.0991768837
2185,0.561699986458,0.259400069714,0.493844091892,0.592299997807,1.80000197887,1.47519993782,-0.243850007653,0.0912610441446,0.608912706375,0.0144718773663,-1.02854013443
3315,-2.94926667213,0.0282666683197,-0.241956800222,0.705100059509,0.733588337898,-1.56480002403,0.0544500052929,0.072551459074,3.17961215973,-0.359740555286,0.0694335103035
5289,1.33646667004,1.4717001915,-0.0477690249681,-1.16700005531,1.45124483109,2.2322499752,0.0358999967575,-0.300645291805,1.20637154579,0.285168647766,-0.0996726155281
868,-0.0969333648682,-0.543366670609,-0.303657650948,0.59139996767,0.27268910408,0.701900005341,-0.0714499950409,-0.547033965588,-0.362918704748,0.0771428570151,0.339375466108
1677,1.7716332674,0.679733335972,-0.374291419983,-0.0121999979019,1.51027750969,1.72029995918,-0.190400004387,-0.0502611361444,-0.89863884449,0.443759381771,-0.235296949744
7043,0.679600000381,0.265200018883,0.989750862122,1.32010006905,0.203105375171,1.79295003414,-0.0846000015736,-0.400184333324,1.05797839165,0.029176980257,-0.470746517181
5613,0.470133394003,-0.0446333363652,1.31057071686,0.185400009155,1.77179121971,1.92000007629,-0.502149999142,-0.36015278101,-0.665327548981,0.34455114603,-0.382756859064
595,-0.155266672373,-2.51336669922,-0.223551034927,0.0232000052929,2.02114009857,0.00564999878407,0.164900004864,0.200229763985,0.603665351868,0.12897144258,-0.769891262054
4793,0.630000054836,0.105266690254,0.226724982262,0.574500024319,1.06231474876,2.0883500576,0.132550001144,-0.285591810942,1.43421018124,1.26346671581,0.678471446037
2736,1.22660005093,-0.671499967575,0.279325187206,0.307249993086,1.23353254795,2.46194982529,-0.11289998889,0.393912792206,1.40984785557,0.595310509205,0.429401218891
5290,-0.225533336401,0.520200014114,0.11890527606,0.457949995995,0.164641916752,0.735200047493,-0.305500000715,-0.752363562584,-0.286636888981,-1.03922653198,-0.630678117275
6194,-1.1617000103,-0.000233333325014,0.00592736154795,0.00034999998752,-1.28658783436,-1.01915001869,0.0,0.635840654373,1.27299690247,-0.0184649620205,0.768828749657
1676,0.375366687775,0.206833332777,0.6622428298,0.280200004578,1.28095042706,2.02649998665,-0.461099982262,-0.385923415422,0.872951328754,0.231799423695,-0.459907233715
23512,0.00303331017494,-1.15359997749,-0.641256451607,-0.626399993896,-2.72611236572,0.0374500080943,0.197899997234,-0.357956051826,0.404777646065,-0.817266643047,0.967946469784
148022,0.666100084782,0.0474999845028,-0.951141357422,-0.206900000572,1.2649718523,1.92194998264,-0.3587000072,-0.369847983122,0.143554449081,-0.382784485817,0.216445878148
1906,-0.156833350658,-0.391300022602,-5.51642990112,-0.463200002909,0.405885636806,0.946349978447,-0.449099987745,-0.777456104755,-0.131494790316,0.221565663815,0.265097439289
8878,-0.697300076485,-1.19903337955,0.217131853104,-0.253149986267,-0.139525458217,-1.71574997902,-0.0414500012994,0.167484924197,1.02178859711,0.0962715223432,0.646389782429
3091,0.735333323479,-0.194566696882,-1.42812180519,-1.22204995155,0.580531716347,-0.972200036049,-0.0456999838352,0.199571505189,-0.227939918637,-0.181983038783,-0.456135213375
5743,-0.473666697741,-0.542433321476,-0.0609258636832,-0.467099994421,1.13518762589,-1.50300002098,0.26574999094,-0.13607648015,-0.289445072412,-0.207333832979,-1.26379394531
5321,0.293799996376,-0.422133356333,0.225574374199,0.196899995208,0.303086787462,1.18149995804,-0.73014998436,-0.684897780418,-0.344883441925,-0.0374610945582,-0.24135696888
4144,0.843299984932,-0.287533283234,0.301242232323,-0.623100042343,0.450481057167,1.43560004234,0.274150013924,0.127019196749,1.51023852825,0.209605872631,1.62405371666
1981,-0.386233359575,0.0126667022705,0.76830971241,1.13569998741,0.248384922743,0.111349999905,-0.329050004482,0.0980200842023,1.8112026453,0.13230574131,1.57652425766
695,1.47839999199,-0.894033372402,0.136244297028,-0.232949987054,1.07573056221,-0.797100007534,0.212650001049,-1.17545557022,-0.685862004757,-0.320941597223,-0.627070963383
10398,0.715366721153,0.103633344173,0.352859675884,0.708000004292,0.796142160892,1.15320003033,-0.480949997902,-0.271755635738,-0.758993923664,0.0489593967795,1.50106203556
5708,0.526966631413,0.0088666677475,-0.701634764671,0.234599992633,0.252989411354,0.472199976444,-0.327950000763,0.085601747036,3.57691001892,0.725579977036,0.20591199398
1213,-0.0587666630745,0.0492666363716,0.581054389477,1.09409999847,1.13479971886,0.281549990177,0.25490000844,-0.0193446353078,-0.769298136234,-0.110177695751,-0.581629157066
226,0.466600000858,-0.455799967051,-1.34237515926,-1.07920002937,0.228538811207,0.532649993896,0.650599956512,0.540214061737,0.436552077532,0.118262723088,0.793640077114
6777,0.17436671257,2.78073334694,-0.610341906548,0.223200082779,0.774114906788,2.76994991302,-0.421249985695,-0.0741355121136,0.670233786106,0.653758883476,-0.561362504959
2113,0.853366672993,-1.00633335114,0.108558550477,-2.071849823,0.370138257742,1.54550004005,-0.0644000023603,0.907625079155,-0.037301659584,0.269746154547,0.248866245151
3329,-0.0967999994755,-0.625033378601,-0.224938705564,0.105049997568,0.445671409369,0.490499973297,0.733700037003,0.0574380978942,-0.704226255417,-0.221366584301,1.04223954678
1050,1.19900000095,-0.799533367157,-0.786981642246,0.0,0.598039209843,1.57684993744,0.791700005531,0.0217837095261,1.49942553043,-0.337108612061,-0.000671476125717
9491,-0.543266713619,0.249833315611,1.08475589752,-0.0720999836922,0.344848304987,0.613599956036,-1.70025002956,-0.106238551438,0.964733958244,0.715209305286,-0.23972979188
22926,1.21263337135,0.828166663647,-0.718090772629,0.0814999938011,1.25942671299,1.65939998627,0.165199995041,0.577432513237,0.595882773399,0.645049571991,-0.64467048645
5899,0.306200027466,-0.112999975681,-0.656237125397,0.956650018692,1.62017858028,1.02429997921,0.64025002718,0.738884747028,1.68400263786,0.647189795971,2.31902694702
5467,0.87376666069,1.6126999855,0.364262342453,-0.179299995303,1.21635293961,0.605849981308,-0.498250007629,-0.356535285711,2.44174337387,0.578596651554,-0.694742381573
6774,0.311233341694,-0.307799994946,-1.61640894413,-0.608600020409,2.50039410591,-1.29504990578,0.0442500114441,-0.12126083672,0.102974414825,0.472703754902,-0.832954823971
1788,0.144333347678,-0.851366698742,0.537651181221,0.205800026655,0.840027630329,0.714100003242,-0.214800015092,-0.133499845862,0.877449512482,0.039112329483,-0.126398712397
5921,0.460966676474,-0.262333333492,-0.419361352921,-0.43624997139,0.608089566231,1.59885001183,-0.37475001812,0.394018679857,-2.26439929008,0.144479677081,-0.509434878826
5721,-2.28196668625,-3.49136686325,0.467097789049,-0.589999973774,-1.55436933041,0.166899979115,0.992150008678,-0.0344998836517,-0.199734628201,-0.663809299469,1.34827280045
2263,-0.0401999950409,0.108999982476,0.968707025051,0.179250001907,0.212257012725,0.771250009537,-0.1386000067,-0.220833152533,0.815482974052,0.305190384388,0.535608649254
808,0.561000049114,0.156266689301,0.67110568285,0.321200013161,1.35934388638,0.973950028419,-0.376550018787,-0.581567525864,0.146350443363,0.0756061449647,-0.0883551388979
30001,0.800733327866,-0.432133316994,-1.78391671181,0.453299999237,2.0832722187,0.925500035286,-0.240449994802,0.279924750328,0.653266012669,0.0742153599858,0.208923190832
348,-0.269900023937,-0.345333307981,0.971020162106,0.318200021982,0.954953789711,2.94460010529,-0.163850009441,-0.133152067661,0.49768447876,0.88929516077,-1.05084133148
30849,0.448133319616,0.631866693497,-0.117413066328,-0.477750003338,-3.35143041611,1.32395005226,-0.0905499979854,0.603819966316,0.704796612263,-0.298940837383,0.878272712231
1454,-0.560500025749,1.12883341312,0.127488166094,-0.129600018263,-0.945270597935,3.65310001373,-0.639299988747,0.351321309805,3.25723600388,0.428960472345,-0.223164916039
6500,0.126766651869,-0.194499999285,0.0396229885519,-0.858449995518,0.951707243919,0.648549973965,1.88115000725,0.545042276382,-2.51448440552,-0.341586619616,-0.936094343662
5627,0.0920000076294,-0.879933297634,-0.675570964813,-0.404100000858,3.72446656227,-0.58805000782,0.100449994206,0.662075459957,-1.38937306404,-1.08164000511,-0.0636977404356
5715,-2.2490003109,0.663033306599,-0.208922833204,0.325499981642,1.17204678059,1.01674997807,0.776350021362,0.17098338902,-2.94316530228,-0.824942052364,1.32904028893
4791,0.631066799164,-0.357833355665,-0.13954231143,0.0135499984026,0.13010366261,1.41120004654,-0.396899998188,0.078812032938,0.0788244307041,0.086856842041,0.423651397228
56924,1.27136659622,1.49096667767,0.00550669431686,-0.261949986219,1.90742206573,-0.878949999809,0.318399995565,0.507720291615,0.75602376461,-0.190854460001,0.123734086752
