rid,CPC006_A375_6H:BRD-K44241590-001-03-3:11.1,CPC006_A375_24H:BRD-K44241590-001-03-3:11.1,CPC006_A549_6H:BRD-K44241590-001-03-3:11.1,CPC006_A549_24H:BRD-K44241590-001-03-3:11.1,CPC006_A673_6H:BRD-K44241590-001-03-3:11.1,CPC006_AGS_6H:BRD-K44241590-001-03-3:11.1,CPC006_CL34_6H:BRD-K44241590-001-03-3:11.1,CPC006_CORL23_6H:BRD-K44241590-001-03-3:11.1,CPC006_COV644_6H:BRD-K44241590-001-03-3:11.1,CPC006_DV90_6H:BRD-K44241590-001-03-3:11.1,CPC006_EFO27_6H:BRD-K44241590-001-03-3:11.1,CPC006_HA1E_6H:BRD-K44241590-001-03-3:11.1,CPC006_HA1E_24H:BRD-K44241590-001-03-3:11.1,CPC006_HCC15_6H:BRD-K44241590-001-03-3:11.1,CPC006_HCC515_6H:BRD-K44241590-001-03-3:11.1,CPC006_HCC515_24H:BRD-K44241590-001-03-3:11.1,CPC006_HCT116_6H:BRD-K44241590-001-03-3:11.1,CPC006_HEC108_6H:BRD-K44241590-001-03-3:11.1,CPC006_HEPG2_6H:BRD-K44241590-001-03-3:11.1,CPC006_HT115_6H:BRD-K44241590-001-03-3:11.1,CPC006_HT29_6H:BRD-K44241590-001-03-3:11.1,CPC006_HT29_24H:BRD-K44241590-001-03-3:11.1,CPC006_JHUEM2_6H:BRD-K44241590-001-03-3:11.1,CPC006_LOVO_6H:BRD-K44241590-001-03-3:11.1,CPC006_MCF7_6H:BRD-K44241590-001-03-3:11.1,CPC006_MCF7_24H:BRD-K44241590-001-03-3:11.1,CPC006_MDST8_6H:BRD-K44241590-001-03-3:11.1,CPC006_NCIH1694_6H:BRD-K44241590-001-03-3:11.1,CPC006_NCIH1836_6H:BRD-K44241590-001-03-3:11.1,CPC006_NCIH2073_6H:BRD-K44241590-001-03-3:11.1,CPC006_NCIH508_6H:BRD-K44241590-001-03-3:11.1,CPC006_NCIH596_6H:BRD-K44241590-001-03-3:11.1,CPC006_NOMO1_6H:BRD-K44241590-001-03-3:11.1,CPC006_OV7_6H:BRD-K44241590-001-03-3:11.1,CPC006_PC3_6H:BRD-K44241590-001-03-3:11.1,CPC006_PC3_24H:BRD-K44241590-001-03-3:11.1,CPC006_PL21_6H:BRD-K44241590-001-03-3:11.1,CPC006_RMGI_6H:BRD-K44241590-001-03-3:11.1,CPC006_RMUGS_6H:BRD-K44241590-001-03-3:11.1,CPC006_SKLU1_6H:BRD-K44241590-001-03-3:11.1,CPC006_SKM1_6H:BRD-K44241590-001-03-3:11.1,CPC006_SKMEL1_6H:BRD-K44241590-001-03-3:11.1,CPC006_SKMEL28_6H:BRD-K44241590-001-03-3:11.1,CPC006_SNGM_6H:BRD-K44241590-001-03-3:11.1,CPC006_SNU1040_6H:BRD-K44241590-001-03-3:11.1,CPC007_A375_6H:BRD-K44241590-001-07-4:10,CPC007_A375_24H:BRD-K44241590-001-07-4:10,CPC007_A549_6H:BRD-K44241590-001-07-4:10,CPC007_A549_24H:BRD-K44241590-001-07-4:10,CPC007_HA1E_6H:BRD-K44241590-001-07-4:10,CPC007_HA1E_24H:BRD-K44241590-001-07-4:10,CPC007_HCC515_6H:BRD-K44241590-001-07-4:10,CPC007_HT29_6H:BRD-K44241590-001-07-4:10,CPC007_HT29_24H:BRD-K44241590-001-07-4:10,CPC007_MCF7_6H:BRD-K44241590-001-07-4:10,CPC007_MCF7_24H:BRD-K44241590-001-07-4:10,CPC007_PC3_6H:BRD-K44241590-001-07-4:10,CPC007_PC3_24H:BRD-K44241590-001-07-4:10,CPC006_SNUC4_6H:BRD-K44241590-001-03-3:11.1,CPC006_SNUC5_6H:BRD-K44241590-001-03-3:11.1,CPC006_SW480_6H:BRD-K44241590-001-03-3:11.1,CPC006_SW620_6H:BRD-K44241590-001-03-3:11.1,CPC006_SW948_6H:BRD-K44241590-001-03-3:11.1,CPC006_T3M10_6H:BRD-K44241590-001-03-3:11.1,CPC006_THP1_6H:BRD-K44241590-001-03-3:11.1,CPC006_TYKNU_6H:BRD-K44241590-001-03-3:11.1,CPC006_U937_6H:BRD-K44241590-001-03-3:11.1,CPC007_VCAP_6H:BRD-K44241590-001-07-4:10,CPC006_VCAP_6H:BRD-K44241590-001-03-3:11.1,CPC007_VCAP_24H:BRD-K44241590-001-07-4:10,CPC006_VCAP_24H:BRD-K44241590-001-03-3:11.1,CPC006_WSUDLCL2_6H:BRD-K44241590-001-03-3:11.1,CPC006_H1299_6H:BRD-K44241590-001-03-3:11.1,CPC006_RKO_6H:BRD-K44241590-001-03-3:11.1
5720,0.0562477521598,0.510323286057,0.731255173683,0.941564798355,-0.610199987888,0.0470999926329,0.208749994636,0.356700003147,0.211799994111,0.166400000453,-0.270749986172,0.656518936157,0.286828190088,-0.257228970528,0.66201120615,0.189936369658,-0.788500010967,0.38642129302,-0.706280231476,-0.524500012398,0.426736354828,0.236005246639,-0.398600012064,-0.236649990082,0.178076833487,-0.260719120502,0.620949983597,0.143250003457,0.947700023651,0.0674500018358,-0.213899999857,-0.473800003529,0.482100009918,0.285349994898,0.101644143462,0.319859743118,-0.518999993801,-0.240050002933,0.399598956108,0.895799994469,0.391399979591,0.476799994707,-0.0610999763012,0.283150017262,0.166800007224,-0.598945617676,0.299463093281,-0.00933479145169,-0.6445774436,-0.309569239616,-0.800591886044,0.182900011539,-1.95590317249,-0.726990818977,-0.987536609173,-1.61077368259,0.198009386659,0.478168010712,0.220049992204,0.801200032234,-2.06715011597,-0.669290602207,-0.695093214512,1.13485002518,0.504107356071,0.0419000014663,-0.262199997902,-1.64990139008,0.294970691204,-0.590191423893,0.513174414635,0.16519998014,0.139900028706,0.571949958801
466,-0.0862392932177,0.337695837021,-0.343076527119,0.317422121763,-0.429150015116,0.462850004435,0.217299997807,-0.57824999094,0.618349969387,0.341099977493,-0.904100000858,0.443962961435,-0.0932619422674,-0.124144345522,0.175552085042,-0.0846512392163,-0.637499988079,0.215046733618,-0.653946697712,0.157700002193,0.140532076359,0.754798948765,0.435050010681,-0.472949981689,-0.323312878609,-0.222005650401,-0.0617999881506,-0.46439999342,0.348149985075,0.833850026131,0.620750010014,0.150849997997,0.476099997759,0.143999993801,0.392091870308,0.557468891144,-0.133700013161,-0.407000005245,-0.392514258623,0.19224999845,0.0386999994516,-0.993799984455,1.27845001221,0.390049993992,0.86470001936,0.289582759142,0.161560475826,-0.642812848091,0.565398216248,-0.220641329885,0.974125623703,-1.38875007629,-1.26672029495,0.0811795443296,-0.393761903048,-0.478930681944,-0.0794294402003,-1.33746743202,-0.317250043154,0.625800013542,-0.320549994707,-0.0622407160699,-0.375957906246,2.40210008621,0.858449757099,0.65315002203,0.937099993229,-0.345228016376,0.199063524604,-0.804225564003,0.703821659088,0.0188000053167,0.641999959946,0.842700004578
6009,0.650565505028,0.312435954809,0.512846052647,0.132838591933,0.161850005388,0.585850000381,0.356900006533,1.02435004711,0.379649996758,0.396250009537,-0.625649988651,0.20935831964,-0.707931935787,-0.307090938091,-0.317761331797,-0.319557249546,-1.92700004578,-1.37869393826,0.189930662513,0.147300004959,0.423662692308,0.107707761228,-0.132850006223,0.177500009537,0.0905075222254,0.0803773030639,-0.554749965668,0.605700016022,0.749650061131,0.605099976063,-0.489199995995,-0.6521499753,-0.409399986267,-0.244750022888,-0.874625384808,0.00790326856077,0.191049993038,-1.07929992676,0.273105233908,0.173500001431,-0.225500017405,-0.321799993515,-0.477799981833,1.57774996758,-1.8409999609,-0.111724153161,-0.908952474594,0.00130255520344,-0.948628902435,-0.53985029459,0.839047968388,-0.800500035286,-1.32256031036,0.310652375221,-0.905076384544,-0.52062112093,0.648957371712,0.441445797682,0.0302999988198,0.791900038719,-1.71534991264,-0.574993550777,-0.373957276344,1.40399992466,0.0401305109262,0.129699990153,0.177649974823,-0.690644264221,0.348186075687,-0.171743571758,0.427891761065,-0.751049995422,1.25569999218,0.529899954796
2309,-0.689439058304,0.330291718245,0.498399406672,-0.101967781782,0.388950020075,0.29154998064,-0.611999988556,-0.799899995327,-1.18525004387,-0.130799993873,-0.171300008893,0.212134346366,-0.14302995801,-0.0855341181159,-0.102127015591,-0.192347079515,-0.135749995708,-0.538382291794,-1.23425006866,-0.362399995327,-0.1240131706,-0.269987672567,-1.04005002975,-0.300449997187,-0.360397845507,-0.222413510084,1.11400008202,-0.563250005245,-0.44420003891,-0.221300005913,0.0230000019073,-0.179550021887,-0.254599988461,-0.000349998474121,-0.258543878794,-0.577874720097,0.0204000007361,-0.349900007248,0.464856803417,-0.182949990034,0.104999989271,0.0309500098228,-0.770250022411,-0.395200014114,-0.244100004435,0.492594629526,0.347381293774,0.164175957441,-0.259271025658,0.0482074767351,-0.394171893597,0.403450012207,0.258948296309,0.638835370541,0.0258809179068,-0.418064415455,0.147854566574,0.537465512753,-0.118999995291,0.136200010777,-0.269600003958,-0.627000629902,-0.146317258477,3.11735010147,0.0215089246631,0.0423000007868,0.351950019598,-0.913712143898,-0.322888940573,-0.803362131119,0.0114713162184,-0.805150032043,-0.0838500037789,1.75075006485
387,-0.298375368118,1.00544071198,-0.243430286646,0.953073918819,0.35609999299,1.15429997444,-0.531700015068,-0.821250021458,-0.851649999619,1.01664996147,-1.60549998283,0.0268131569028,0.849135637283,-0.0649831220508,0.095211237669,0.380001544952,-1.31700003147,-0.317430078983,0.814006149769,0.00310000777245,0.124256446958,0.397059261799,0.532100021839,-0.276099979877,0.577542543411,0.0566051006317,-1.14929997921,-0.0519500002265,-0.0406500101089,-0.310899972916,-1.00625002384,0.266900002956,0.883350014687,-0.355200022459,0.591168999672,0.738162815571,-0.648549973965,-0.10609999299,-0.47190991044,-0.514400005341,0.218050003052,-0.263049989939,-0.956900000572,0.0855999961495,1.27670001984,0.322352051735,-0.577017068863,-0.104643903673,-0.560236573219,0.630624234676,-0.42431885004,0.207400023937,-0.682771086693,-0.0146836489439,-0.850585460663,-0.219927057624,0.157353565097,0.410882860422,0.169050008059,-0.17895001173,-0.157399997115,-0.211929783225,0.22412031889,1.80770003796,1.30334734917,0.515650033951,0.150350004435,-0.276101589203,-0.330275923014,0.752720832825,0.273986935616,-0.685150027275,1.77575004101,1.3571999073
3553,-0.212611868978,-0.323542237282,-0.754521131516,-0.0980448424816,0.3545999825,0.235650002956,-0.844850003719,-0.132249996066,-0.194999992847,-0.671649992466,-0.209100008011,-0.0281463116407,0.558271408081,0.0205543544143,-0.244897007942,0.296999245882,1.24399995804,0.133539259434,0.20101852715,-0.781450033188,-0.256872713566,0.0237640812993,-1.30469989777,-0.147849977016,-0.595501422882,0.57893717289,0.745999991894,-0.631150007248,-0.745100021362,-0.559000015259,-0.584349989891,-0.476599991322,-0.312550008297,-1.10019993782,0.137378618121,-0.0588455572724,-0.458049982786,-0.377149999142,-0.850915014744,-0.991350054741,-1.38389992714,0.175950005651,1.90235006809,-0.862249970436,-0.817399978638,-1.11618280411,-0.0587890744209,0.171508878469,0.156288981438,-0.308943092823,0.212203115225,0.150849997997,0.901906013489,0.278199195862,0.579634726048,0.402739107609,-0.713830471039,-0.205760508776,-0.115400016308,-0.628949999809,0.994899988174,-0.954513072968,0.579257786274,1.64579999447,-0.528243601322,-0.438650012016,-0.436450004578,1.04523062706,0.287540644407,0.351938307285,-1.28673696518,0.173299998045,-0.318450003862,-0.757000029087
427,0.132632941008,-0.562870502472,-0.0410325825214,0.100719735026,0.000199999660254,-0.447899997234,1.96265006065,-0.598450005054,0.307649999857,0.569550037384,-0.406650006771,0.27190464735,-0.344261944294,-0.135814964771,-0.231614843011,-0.432583630085,0.100699990988,1.4526348114,-1.56400728226,1.64605009556,-0.372310072184,0.584007680416,1.05069994926,-0.572499990463,-0.0923815220594,-1.00780963898,0.114049993455,1.53009998798,-0.0672999992967,1.12919998169,0.251800000668,0.539449989796,-0.258599996567,0.184799984097,-0.265579044819,-0.133077889681,-0.324949979782,0.818549990654,-0.555153012276,-0.474749982357,0.102650001645,-0.079549998045,0.153449997306,-0.890299975872,1.25,0.82987177372,0.0175020098686,0.583315134048,-0.331850737333,-0.102395765483,0.655249893665,0.0493499934673,1.39410686493,0.752171456814,-0.172553241253,0.75493901968,-0.571786463261,-0.709347367287,-0.878149986267,-0.0247000008821,0.506699979305,-0.358121335506,-0.481925398111,2.33294987679,0.0464731752872,-0.275849997997,-0.0671999976039,1.21977806091,-0.147192239761,-1.07328748703,-0.314311087132,-0.583649992943,0.852849960327,0.258050024509
5898,-0.181930854917,0.278127968311,-0.274602085352,-1.25556731224,0.0606499910355,0.372900009155,-0.0878999978304,-0.421799987555,-0.00589999556541,-1.12940001488,-1.32669997215,-0.0304386615753,0.657400667667,-1.6186248064,0.174967512488,-0.0181862600148,-0.437400043011,0.888893485069,-0.552485108376,-1.10204994678,-0.893438220024,-0.602247178555,0.00545001029968,-0.921850025654,0.148393109441,-0.109019286931,-1.3396499157,-0.956799983978,-1.26944994926,0.209450006485,1.11070001125,-0.446499973536,0.0866500139236,-0.785749971867,-0.179799795151,0.130282714963,0.147450000048,-1.71694993973,-0.121245622635,-0.426250010729,-0.576950013638,-0.319199979305,0.169800013304,-0.366199970245,-0.197999998927,0.0873983949423,-0.59355956316,-1.26555335522,0.0455932021141,-0.177874162793,-0.118127763271,-0.342050015926,-1.23504948616,-0.0988512784243,-0.501241266727,0.150238469243,0.0786150321364,-1.00951457024,0.189499989152,-0.388999998569,-0.357400000095,-0.091388091445,-0.622241377831,1.12545001507,-1.57319068909,-0.314449995756,-0.981599986553,0.208779901266,-1.05575573444,-0.325277000666,0.152044013143,-0.835799992085,-0.208949998021,-0.0998499840498
23365,0.962922513485,0.256882429123,-0.00649867765605,-0.846438705921,3.43769979477,1.30244994164,-0.22175000608,0.475499987602,-1.1439499855,0.538599967957,-2.16814994812,-0.0738851726055,-0.103205785155,-0.93575322628,-0.503841280937,-0.142287611961,-0.690649986267,0.271479487419,0.640311896801,3.30429983139,-0.517355978489,-0.855256855488,-0.46384999156,-1.46850001812,0.184688806534,-0.179040402174,-1.2267999649,0.0528499931097,-0.51289999485,-1.49024999142,-0.0286999978125,-0.248599991202,-0.708050012589,-1.03040003777,-0.25285333395,0.220537990332,-1.47230005264,-0.0371499955654,-0.913220882416,-1.24374997616,-1.32134997845,0.322800040245,-0.599950015545,-0.534150004387,0.95609998703,0.61337441206,0.0780313313007,1.17436408997,1.41431081295,0.735593318939,0.316195577383,1.24644994736,0.831143975258,0.274583339691,0.320084124804,1.18953728676,0.109771221876,0.52804929018,0.432900011539,-0.219999983907,-0.788249969482,0.11161173135,-0.935403585434,1.06035006046,-0.333946615458,-0.749449968338,3.38690018654,0.0846459269524,-0.300751835108,-0.156043574214,-0.84761929512,0.618200004101,0.860549986362,0.27144998312
6657,0.375457018614,0.623863279819,0.0372749567032,0.366411089897,0.398550003767,0.152449995279,-0.712900042534,-0.0671499967575,0.0646999999881,-0.644750058651,0.322449982166,-0.0474914386868,-0.633348464966,0.485388606787,0.200109198689,0.525662183762,0.444800019264,-0.556996583939,0.145193859935,0.0403000116348,-0.605915606022,0.587257742882,-1.40175008774,-0.514400005341,-0.362569481134,0.554330229759,0.693099975586,-0.396749973297,0.476549983025,-0.996850013733,-0.315949976444,-0.746950030327,-0.993650019169,-0.598649978638,-0.102209866047,-0.447886377573,0.231299996376,3.10209989548,-0.696196556091,-0.392350018024,-0.572000026703,-0.537999987602,0.534950017929,0.171299993992,-1.09379994869,-0.384177803993,0.527821838856,0.153584942222,-0.36132723093,-0.71873152256,-0.236625507474,0.966099977493,0.631183087826,-0.176185727119,0.647004961967,0.66411626339,-0.63444852829,-0.139102652669,0.0194000005722,-1.34695005417,1.49345004559,0.558042287827,0.401010096073,1.84100008011,-1.1603975296,-0.605400025845,0.210850000381,1.473051548,0.614477515221,0.0906107723713,-0.288488864899,0.622350037098,-1.38120007515,-0.870299994946
