rid,DOS013_VCAP_6H:BRD-K97748079-001-01-7:5,DOS013_VCAP_24H:BRD-K97748079-001-01-7:5,DOS040_A375_24H:BRD-K97748079-001-01-7:5,DOS040_HT29_24H:BRD-K97748079-001-01-7:5
5720,-0.0485606789589,-0.446328818798,0.943499982357,-0.202549993992
466,0.706700205803,-0.464800059795,0.128550007939,-0.341500014067
6009,-0.200432538986,-0.333832472563,1.32535004616,2.1889500618
2309,0.239840611815,-0.0820455700159,0.412849992514,1.12679994106
387,-0.0553458333015,-0.148224592209,0.900749981403,1.73944997787
3553,-0.0755718648434,-0.402414798737,-1.07969999313,-1.68805003166
427,0.663396954536,0.835897564888,-1.14175009727,-0.646749973297
5898,0.0634370297194,0.181251615286,-0.833000063896,0.16099999845
23365,0.651186466217,0.676016509533,-1.34720003605,0.927749991417
6657,-0.498040676117,-0.250705182552,-2.31900000572,-1.98004996777
5054,0.0780290067196,-0.670216143131,0.700000047684,0.718400001526
3108,-0.824992537498,-0.845292210579,1.07539999485,0.229499995708
1950,-0.633995890617,0.694528222084,-0.371950000525,-0.218550011516
351,0.424282670021,0.0,-0.509249985218,-5.86824989319
4846,0.382955431938,-1.07933557034,-0.207249999046,-0.236100003123
1452,0.0783774256706,-0.881940722466,-0.471500009298,0.459850013256
4776,-0.191092133522,0.488961994648,-0.283600002527,-0.447149991989
6908,-0.371651470661,-0.348088979721,1.09549999237,0.0171500146389
672,0.81895506382,0.875865936279,-0.853599965572,0.396950006485
5710,0.517891287804,0.890936493874,1.15549993515,0.917349994183
2115,-0.129123643041,-0.986458539963,-0.860700011253,-0.722949981689
7015,-0.23613384366,-0.355743587017,0.201200008392,-1.21424996853
8726,0.236708506942,0.0127744376659,0.12935000658,0.923050045967
2185,-0.380657881498,-0.60398375988,-0.673200011253,-0.764450013638
3315,0.934401571751,-0.0877944752574,1.80889999866,1.49784994125
5289,-0.755953907967,0.358414232731,-1.60354995728,-0.13330000639
868,0.110780775547,0.26467397809,-0.788900017738,-0.24375000596
1677,-0.736742198467,0.12680798769,-0.840250015259,-0.329849988222
7043,-0.0111441612244,0.322347849607,-1.23664999008,-0.43029999733
5613,0.135071277618,0.12991887331,-3.26294994354,-1.94480001926
595,0.776073694229,-0.34513425827,0.925050020218,2.27929997444
4793,0.363284409046,-0.602712631226,-0.868000030518,2.27279996872
2736,-0.331711441278,-0.0881014987826,-1.3396999836,-1.11210000515
5290,-0.67591291666,0.643046081066,0.258100003004,-0.33314999938
6194,-0.953459978104,0.192721650004,-0.345349997282,-0.626950025558
1676,-0.519499897957,0.159272998571,-0.304050028324,-0.994850039482
