rid,CPC002_HA1E_6H:BRD-K78633253-001-04-6:10,CPC002_HA1E_24H:BRD-K78633253-001-04-6:10,CPC002_HCC515_6H:BRD-K78633253-001-04-6:10,CPC002_HCC515_24H:BRD-K78633253-001-04-6:10,CPC002_PC3_6H:BRD-K78633253-001-04-6:10,CPC002_PC3_24H:BRD-K78633253-001-04-6:10,CPC002_VCAP_6H:BRD-K78633253-001-04-6:10,CPC002_VCAP_24H:BRD-K78633253-001-04-6:10,CPC007_A375_6H:BRD-K78633253-001-07-9:10,CPC007_A375_24H:BRD-K78633253-001-07-9:10,CPC007_A549_6H:BRD-K78633253-001-07-9:10,CPC007_A549_24H:BRD-K78633253-001-07-9:10,CPC007_HA1E_6H:BRD-K78633253-001-07-9:10,CPC007_HA1E_24H:BRD-K78633253-001-07-9:10,CPC007_HCC515_6H:BRD-K78633253-001-07-9:10,CPC007_HT29_6H:BRD-K78633253-001-07-9:10,CPC007_HT29_24H:BRD-K78633253-001-07-9:10,CPC007_MCF7_6H:BRD-K78633253-001-07-9:10,CPC007_MCF7_24H:BRD-K78633253-001-07-9:10,CPC007_PC3_6H:BRD-K78633253-001-07-9:10,CPC007_PC3_24H:BRD-K78633253-001-07-9:10,CPC007_VCAP_6H:BRD-K78633253-001-07-9:10,CPC007_VCAP_24H:BRD-K78633253-001-07-9:10,CPC016_A375_6H:BRD-K78633253-001-04-6:10,CPC016_A549_6H:BRD-K78633253-001-04-6:10,CPC016_A549_24H:BRD-K78633253-001-04-6:10,CPC016_ASC_24H:BRD-K78633253-001-04-6:10,CPC016_HEPG2_6H:BRD-K78633253-001-04-6:10,CPC016_HT29_6H:BRD-K78633253-001-04-6:10,CPC016_MCF7_6H:BRD-K78633253-001-04-6:10,CPC016_MCF7_24H:BRD-K78633253-001-04-6:10,CPC016_NEU_24H:BRD-K78633253-001-04-6:10,CPC016_NPC_24H:BRD-K78633253-001-04-6:10,CPC016_SKB_24H:BRD-K78633253-001-04-6:10
5054,-1.23843121529,-0.967495083809,-0.738676846027,-0.153495714068,-1.45560133457,0.0970746204257,0.795135378838,-0.97304469347,-0.336680203676,0.386639267206,-0.57533633709,-1.12026190758,-0.445786893368,-0.601719975471,-4.13339996338,0.143688112497,-0.0008534938097,-0.282860219479,0.281093239784,0.55834376812,0.403513550758,0.383890688419,0.264375686646,-0.155919462442,-0.802749991417,0.100346975029,0.457500010729,0.108199998736,-1.09154498577,-0.240314990282,-0.115817084908,0.417067319155,-0.58829408884,0.546955347061
3108,0.196555256844,-1.14505052567,0.189895838499,0.000917598605156,-0.282957077026,0.768635749817,-0.866240620613,-0.319724708796,0.412345468998,-0.533381342888,0.257710129023,0.137860551476,-0.0619465857744,0.272664666176,-0.40395000577,0.0098120868206,1.60990941525,-1.34980726242,-0.722840428352,-0.279612243176,0.413929075003,-0.00382679700851,0.0786266475916,-0.0101435706019,-0.0215499997139,-0.185546070337,-0.140666663647,-0.140449985862,-0.0448942482471,0.299408644438,-0.324440509081,-0.272482007742,-1.03621041775,0.362098127604
1950,0.531826376915,-0.566557407379,0.443081080914,-0.312557458878,0.0942986980081,0.439520210028,-0.11219996959,-0.263347893953,-0.0350651144981,0.812876105309,-0.1055637151,0.685959756374,1.18163311481,0.469489574432,0.328999996185,0.218273192644,-0.716144561768,0.235675498843,-0.083801984787,-0.818765223026,-0.495694220066,-0.565399706364,1.09412622452,0.561430215836,0.0181999951601,1.70690357685,0.688933372498,1.10599994659,-0.591897368431,0.900448203087,-0.302698612213,-0.348890185356,-0.105861634016,-0.800189971924
351,0.183507189155,0.783562898636,0.0819378197193,0.0990761145949,1.04800999165,-0.699627041817,0.100387305021,0.60713237524,-0.267313331366,-1.09084510803,0.442844927311,0.0705209448934,-0.154821872711,0.442298769951,0.172499999404,0.123703375459,-2.18472194672,-0.700211167336,-0.481268286705,-0.93317592144,-0.225605398417,-0.659431576729,-0.00452959910035,0.561794281006,-0.468450009823,0.258183896542,-0.182366669178,0.892750024796,-0.954410433769,0.170316934586,-0.198707103729,-7.64286014601e-05,0.00896209478378,-0.391642719507
4846,0.962821304798,2.20199513435,-0.0718138217926,-0.149815008044,0.0676304623485,0.654418826103,-0.0622700601816,-0.056384652853,0.780325293541,-0.297200798988,0.220530629158,-0.330638200045,-0.0666466057301,0.34654802084,0.914700031281,0.167781412601,-1.04118645191,-0.902051329613,-0.34504544735,-0.131606444716,-0.213676422834,0.399446040392,0.478517830372,0.570531487465,-0.082600004971,-1.5042347908,-0.375900000334,0.0923500061035,0.166446715593,0.167912870646,0.714981496334,-0.482902407646,-0.0646519958973,-0.402955591679
1452,-1.37557148933,-1.08679819107,-1.84765255451,-1.16755926609,-2.87700986862,-1.33660900593,-0.37209430337,-2.04867267609,0.221345752478,0.675109505653,0.711644649506,-0.322030544281,0.363630175591,-0.188381791115,-0.374549984932,0.43227609992,0.790710091591,0.0898520871997,-0.0208020508289,0.716771304607,-0.835682690144,-0.529258489609,0.238929480314,-0.833658218384,0.138549998403,0.366470634937,0.252900004387,-1.00644993782,-0.671487808228,-0.269198954105,-0.694723069668,-0.0245412290096,-0.593386650085,0.904968321323
4776,0.840300798416,2.32192659378,0.759828567505,-0.494061470032,0.191518366337,0.333357870579,0.186940088868,0.407946914434,-0.967154920101,-0.422437936068,0.100517421961,-0.133021771908,-0.11716298759,-0.643787622452,0.979850053787,0.437236189842,0.0232842378318,0.196064144373,0.979843735695,-1.32471466064,-0.731737315655,-0.22389601171,0.649440526962,-0.519305050373,-0.388099998236,1.27428734303,0.468033343554,1.11234998703,-1.10766172409,0.0886873602867,-0.392169713974,0.238486379385,0.00776166282594,-0.574904620647
6908,-0.254595994949,-1.42634034157,-0.997051715851,-0.435504257679,-0.808546900749,-0.19686178863,-0.413296043873,-0.465709328651,-0.152705699205,0.528775393963,0.884933710098,0.368631094694,0.740019202232,0.624065816402,-0.117049999535,0.137271612883,1.15719723701,-0.40270203352,-0.736388325691,0.214916244149,0.676130712032,-0.412957429886,0.195244595408,0.863945126534,-0.135649979115,-0.0582191944122,0.15719999373,-0.775099992752,2.03687810898,-0.00878322124481,0.213969603181,-0.588508725166,-0.554385125637,0.376737773418
672,-0.236030384898,-0.897377490997,-0.719250380993,-0.849421143532,-0.546788096428,-0.628751456738,0.129894927144,-0.0308673903346,-0.170714944601,0.686974585056,0.668487906456,-1.88787138462,0.750204086304,-0.772036314011,-0.500349998474,0.0196079611778,0.315782546997,0.794732034206,0.72562110424,0.61520409584,-0.090280406177,0.200512453914,0.468977272511,0.400205463171,0.486000001431,0.124512307346,0.304400026798,0.921949982643,0.757027864456,0.730926156044,0.993506669998,-0.310386717319,0.610387563705,-0.201992437243
5710,-1.55037474632,-2.12199831009,-2.6700489521,0.449693500996,-1.39492964745,-0.568239212036,-1.69483077526,-1.56542980671,-0.13087798655,1.13568472862,0.841900587082,1.10411953926,1.17347824574,-0.229540228844,0.681249976158,-0.917526900768,1.50494015217,0.521059215069,0.130934163928,0.676734089851,-0.376905858517,0.50277453661,0.20818194747,0.354052603245,0.367150008678,-0.50360673666,-0.0739666521549,0.0891500115395,0.900368273258,-0.104568377137,-0.125706672668,0.398496180773,-1.11824834347,1.25600278378
2115,0.152691587806,0.59729218483,2.38820695877,-1.23921060562,-0.413670867682,0.398383915424,-0.12099134922,0.93557536602,-0.227158248425,-0.535845637321,0.246919110417,-0.235722273588,0.17266137898,0.382263630629,-1.44270002842,-0.0481556579471,-1.86770665646,-0.14160309732,1.10988330841,-0.0516309142113,-0.128176152706,-0.101896241307,0.492303043604,-0.500965118408,0.930150032043,-0.909018754959,0.366100013256,-0.153300002217,-0.843146979809,-0.249300479889,-0.172322928905,-1.0224943161,0.489218920469,0.526233315468
7015,0.753335773945,3.50802850723,-0.0363109558821,-0.707581102848,-0.507347583771,-0.386775970459,-0.378625750542,0.344442248344,-0.00615379214287,0.107059299946,0.610869646072,0.299753367901,0.787685513496,1.04759514332,-0.642250001431,0.151141136885,-0.297392010689,-0.580998241901,0.094409942627,-1.11327922344,-0.786261200905,-0.787635862827,0.880162417889,-0.504889547825,0.287100017071,1.2236058712,0.230499997735,1.53320002556,-0.867058515549,0.367276221514,-0.711814701557,0.354039460421,-0.202827274799,-1.5834300518
8726,1.04874742031,0.576551496983,-0.0574833005667,0.520377993584,0.186313360929,0.282580524683,0.383449047804,-0.321723908186,0.145819619298,0.876477360725,0.10008174926,-0.434345006943,-1.38398063183,0.72391140461,-0.830350041389,-0.681180298328,1.23091852665,-0.176500946283,-0.340226411819,-0.0637131631374,-0.000933986157179,0.644304990768,1.36592900753,-0.0561271607876,0.121050000191,0.385497450829,-0.30816668272,0.912450015545,0.490416407585,0.684982717037,-0.143026262522,-0.368980169296,0.319295525551,-0.391142338514
2185,1.31986522675,2.75065922737,0.167260318995,-0.704173564911,0.729625999928,0.552254617214,-0.0594971776009,1.25807607174,-0.315626889467,0.119462177157,0.168718636036,0.0556330084801,-0.0243959762156,-0.162534534931,-0.377349972725,0.509600818157,-1.73915863037,-0.548214793205,0.917322218418,-0.918150365353,-0.379817545414,-1.07803606987,0.517382919788,-0.712571263313,-0.348600000143,0.313056468964,-0.30326667428,0.965350031853,-1.30052423477,0.0381670594215,-0.978699684143,-0.487700760365,-0.203739598393,-1.06139695644
3315,0.33162561059,-0.47698161006,0.951167583466,1.01393842697,0.743393659592,0.949035823345,0.380701184273,2.07797861099,0.79495704174,1.0683016777,-0.0337374657393,0.934495985508,0.197332561016,-0.723379254341,-0.882099986076,-0.311072051525,-0.0309412181377,0.0369576513767,-1.36027252674,0.362084031105,0.733589410782,-0.00548234581947,0.423493027687,0.355064451694,0.276250004768,-0.911782264709,0.109000004828,-1.20614993572,0.890364348888,-0.314990580082,-0.62083697319,1.57540845871,-0.663313508034,0.000689741573296
5289,1.41581010818,-0.590424239635,-0.188942670822,-0.850324928761,-0.165918886662,-0.348392248154,-0.0993479788303,0.646434605122,0.262103796005,1.18488240242,0.230771139264,0.550211906433,0.495874881744,1.43197059631,0.0249000042677,0.475950241089,0.149315580726,-0.827045321465,0.804118990898,0.114282026887,-0.00155465491116,0.178819745779,0.239142179489,-0.758755922318,0.461199939251,-0.79462993145,-0.538100004196,-0.308600008488,-1.02938127518,0.96906709671,-0.536818027496,-1.24442076683,-0.900823712349,0.383534669876
868,3.46593046188,-0.0738404989243,2.37280058861,0.107441067696,0.140395522118,1.3038340807,0.936289191246,1.36328065395,0.264822781086,-0.263607561588,-0.319391191006,0.0526109933853,-0.494725078344,1.77502095699,-0.0561500005424,0.679863750935,1.49099564552,2.51145792007,0.721582055092,-1.06863105297,-0.141719132662,-0.401867479086,1.20852077007,0.281034231186,-0.765399992466,-1.05090332031,-0.191233351827,-0.00130000710487,-0.847804903984,0.479173213243,1.63693761826,0.845502376556,0.111014582217,0.374408900738
1677,1.15133154392,1.60623443127,0.660789012909,-0.776737689972,-0.205662474036,-0.788586258888,0.30973470211,0.4420363307,0.253070235252,0.212449625134,1.97872078419,0.476902186871,0.184595882893,0.228473901749,-1.56625008583,0.622043550014,-0.350170135498,0.923601150513,0.442185819149,-0.414937704802,-0.788221538067,-0.594105958939,0.892550945282,0.432143002748,0.289099991322,-0.441725969315,-0.237966686487,1.26470005512,-0.813166558743,0.988170623779,0.219218224287,-0.477486878633,-0.378816068172,-0.802565634251
7043,-0.663616597652,2.18158745766,-1.54566717148,-0.889807701111,0.0471105128527,0.31273779273,0.398383170366,0.887827217579,-0.0702208057046,0.564714968204,1.34352231026,-0.928219735622,-0.0422125756741,1.03265321255,0.604449987411,0.571347951889,-0.328660517931,0.586417078972,0.924176573753,-0.283027619123,-0.237916409969,-0.0437798760831,-0.0597527846694,-0.935548424721,-0.924549996853,-1.54068374634,-0.500166654587,-0.286749988794,-1.25030255318,-1.25298380852,-1.01775586605,-0.973807096481,-0.347802996635,-0.0300151407719
5613,0.60013115406,0.560703516006,0.278326451778,-0.493593633175,0.0923449546099,0.427027791739,0.473501086235,0.714141488075,-0.426114290953,-0.389051437378,0.457154095173,-0.115934252739,0.363606542349,0.437295794487,3.40269994736,0.359465181828,-0.494759887457,-0.366527795792,1.78410601616,-0.855954289436,-0.243346840143,-0.132248625159,0.41752538085,-0.7326592803,-0.441799998283,-0.551188349724,0.731933355331,0.591250002384,-1.08757925034,0.0837382078171,-1.06275773048,-0.183437690139,0.393044531345,-0.835392713547
595,-1.46301543713,-1.04887342453,-0.96108263731,0.922823190689,0.165025740862,0.426417946815,-0.178864881396,-1.79097664356,-0.615825533867,-0.2775388062,0.6141051054,-0.176308766007,0.459762573242,0.271904319525,0.839049994946,0.45114916563,0.336243867874,0.631345868111,-0.935802221298,0.151867330074,0.175836205482,-0.129490464926,-0.141254976392,0.16923135519,0.173749998212,0.157416075468,0.222233340144,0.357599973679,1.29912638664,-0.581057429314,-0.368275552988,0.688531696796,-0.371554434299,1.1693239212
4793,0.848339557648,-1.17103648186,0.648505926132,0.0574469268322,0.0982464253902,-0.156896084547,-1.16559267044,-0.0741678476334,-0.2307985425,0.35220131278,0.339221477509,-0.648357748985,1.12114465237,0.271088093519,0.296499997377,0.122121065855,0.454230964184,-0.17354889214,-0.181525707245,-0.205979406834,-0.12118588388,0.523135602474,0.750842988491,-0.0392608046532,-0.706750035286,-0.0965181738138,0.312100023031,0.316200017929,1.02531528473,-1.4618241787,-0.199631199241,0.145398199558,-0.799530267715,0.709538340569
2736,-0.184778034687,2.43414497375,-0.427712231874,-1.8498339653,-0.488702118397,0.358793765306,-0.357192963362,1.47593617439,-0.38477563858,0.376872986555,-0.850710630417,-1.03576433659,-0.0629493892193,-0.13323225081,0.0995500087738,0.116046756506,-1.34448552132,-0.239355370402,1.57848000526,0.0360407456756,0.153936609626,0.492963552475,0.521045804024,-0.471936583519,-1.03735005856,0.162781298161,-1.27773332596,0.897350013256,-1.25318920612,0.0212073177099,-0.493190139532,-0.0978383645415,0.510458111763,-0.915012478828
5290,0.811069369316,0.963725924492,0.456637740135,-0.522917747498,0.329710692167,-0.238160729408,-0.251403272152,-0.443931281567,0.16027367115,0.111103564501,0.894622266293,0.202380776405,0.862667441368,0.491152942181,0.12705001235,-0.196560993791,-0.769224524498,-0.872073948383,1.08316361904,-1.07770085335,-0.624311566353,-0.532123684883,-0.230428159237,-0.236697897315,-0.811900019646,1.35494029522,0.365966677666,0.762500047684,-1.42424631119,0.557584106922,0.524846792221,-0.743175208569,0.900791406631,-0.873062312603
6194,0.0,0.232098653913,0.000217689725105,0.0,1.98879897653e-05,0.549501538277,-0.660314440727,0.0891574919224,-0.456381589174,0.000255950522842,0.0,0.0,-0.676302313805,0.133177787066,-0.000300000014249,-0.461532473564,0.0,-0.259261071682,-1.11572813988,0.378407716751,0.452275186777,-0.410342216492,-0.397832781076,0.000192727806279,-0.00034999998752,0.327296972275,0.0,-0.00270000007004,0.0705726966262,-0.868407666683,-0.373976558447,0.00072392099537,-0.138585835695,0.22684147954
1676,0.339033961296,2.1585688591,-0.499205887318,-0.77428239584,0.326368480921,-0.248869121075,0.110044784844,0.57303071022,-0.0495953410864,0.408862948418,0.039124943316,-0.00196802616119,0.558650970459,-0.389532357454,-0.427900016308,0.3924523592,-0.732651650906,-0.307700157166,0.618549764156,-0.71751999855,-0.79047191143,-0.466357529163,-0.12093757093,-1.22137200832,-0.653750002384,0.490149080753,0.496366679668,0.634849965572,-1.21539163589,-0.312513321638,-1.30913686752,-0.45394167304,0.511132478714,-1.22102928162
23512,0.688831448555,-1.69163346291,0.211673274636,0.433436900377,-0.446437001228,0.47212138772,0.337109684944,-0.554943203926,0.415529847145,0.414253503084,0.246373713017,0.474129110575,0.247833952308,0.448208361864,0.901299953461,0.203727245331,0.925960063934,1.28934335709,0.743385672569,0.500929415226,-0.514034211636,0.488073259592,-0.057293087244,-0.111346125603,1.42309999466,0.0434887558222,-0.312300026417,0.72135001421,0.196108937263,0.761490821838,1.19866669178,0.250867545605,-0.691361665726,-0.431944966316
148022,-1.65940856934,-0.262515366077,-0.285211324692,-0.467362701893,-0.365012407303,0.73404109478,-1.06741535664,0.509848177433,0.136271387339,-0.0527405738831,-1.00053167343,-0.676505565643,0.18451564014,-0.404462993145,0.913599967957,0.831889152527,0.160674363375,0.0980073958635,1.19201087952,0.0499864295125,0.118741542101,0.00194595754147,0.427717298269,-0.0845722556114,0.369949996471,-0.688166618347,0.219033330679,0.9292999506,-0.0184564199299,-2.49938130379,0.261669129133,-0.86998385191,-0.00915901362896,3.81766891479
1906,0.189129769802,0.185941636562,0.64010155201,-1.18683576584,0.182661235332,-1.04069292545,0.320280581713,0.373495697975,-0.951662063599,-0.171459451318,-0.676581025124,-0.468830525875,-0.0732638239861,-0.348851591349,-0.19479995966,0.811529517174,-0.57459795475,-0.0894076824188,0.561981081963,-0.770223379135,-0.755432844162,-0.111798197031,0.402495443821,-0.230589941144,-0.164900019765,-2.00932884216,0.233933329582,0.90055000782,-1.4994713068,0.0739303827286,-0.49586930871,-0.141868114471,0.0178125798702,-1.19188427925
8878,-0.938788414001,-2.8021914959,-0.539466261864,-0.248620271683,-0.0576368197799,-0.127968117595,-1.51184344292,-0.829635322094,0.0819381996989,-0.274366438389,-0.23236310482,-0.422726154327,-1.70536422729,-0.0579336062074,-1.04970002174,0.049888715148,-0.0642966777086,0.687000870705,-0.793820858002,0.339632213116,-0.0859106481075,0.700368702412,-0.135710597038,0.0690768510103,-0.407250016928,-0.86751294136,-0.482866674662,-0.462749987841,0.271141767502,0.104132838547,0.699754536152,0.248605638742,-1.43291139603,0.696934223175
3091,-0.153915449977,0.529301524162,-0.716563463211,-0.0751914903522,-0.924270093441,-0.0663682594895,0.546541512012,-0.156419232488,-0.35034313798,0.551667928696,-0.296144545078,0.569863915443,-1.46554398537,0.289426982403,1.67879998684,1.03536987305,-0.876063704491,0.369813770056,-0.247848302126,-0.100388407707,-0.512215197086,0.348085284233,-0.741177916527,0.264860957861,0.490549981594,-1.23393452168,-0.169699981809,0.233699992299,-2.21352553368,0.352689325809,-0.0348971635103,0.424517393112,-0.117425084114,1.30027425289
5743,0.364544838667,0.514453947544,-1.16427981853,4.27906751633,-1.53288769722,-1.35250711441,1.99998772144,-0.191049560905,-0.451475918293,-0.562638998032,1.73266112804,-0.0980569273233,-0.567603886127,-0.248759135604,-0.491249978542,-0.561221420765,0.909143745899,2.46157193184,0.393055289984,-1.44660413265,-1.61236023903,0.374692320824,-0.322610676289,0.590833902359,0.927599966526,1.00422418118,1.32140004635,2.46300005913,-0.00554952025414,0.98332118988,-0.228929698467,-0.561856389046,0.702902853489,-0.444142013788
5321,0.785621464252,0.984424233437,0.835304260254,-0.508505225182,0.482980191708,-0.0113330800086,0.169191867113,0.268593639135,-0.36037749052,-0.458373963833,0.689228057861,0.190691098571,0.185484409332,-0.0907005146146,-0.442099988461,0.108211837709,-0.89520573616,-0.434147804976,0.656896471977,-0.994530081749,-1.16143333912,-0.270088434219,0.719331622124,0.0358549952507,-0.243550017476,-0.922802865505,0.313266694546,0.365399986506,-1.47600960732,0.0932859778404,-0.65273308754,-2.16363096237,0.278482407331,-1.87293899059
4144,0.171693086624,1.35207939148,-0.367324709892,0.0632229745388,0.369425803423,-0.516765356064,-0.854036808014,0.691702365875,-0.51040828228,-0.343921929598,0.487123429775,0.132849648595,0.910439133644,-0.0266787186265,-4.76284980774,0.498896420002,-0.774765789509,-0.598044812679,0.493081241846,-0.549634873867,-0.957945764065,-0.52356338501,-0.0458977371454,0.946842610836,0.10695001483,0.0161921977997,-0.0486999973655,0.847750008106,0.481673419476,0.803250610828,0.296106636524,0.178727284074,-0.215232416987,1.00802159309
1981,0.0272013396025,0.0519093461335,-0.893507480621,1.76188969612,-0.0290811322629,0.356109380722,-0.405376821756,0.549695253372,-1.11952078342,-0.645888328552,-0.956548511982,-0.0348383188248,-0.599524736404,-1.17669820786,1.49279999733,0.0887147337198,-0.197739556432,-0.176320701838,-0.224103659391,0.197654366493,-0.0110606178641,-0.924372017384,-0.209051936865,-0.376201957464,-1.14244997501,0.0811457037926,0.696000039577,-0.191699996591,-2.42621397972,-1.44899225235,0.787633180618,1.03087294102,-0.376694738865,0.651248157024
