rid,CPC019_A375_6H:BRD-K49010888-001-01-2:10,CPC019_A549_6H:BRD-K49010888-001-01-2:10,CPC019_A549_24H:BRD-K49010888-001-01-2:10,CPC019_HA1E_6H:BRD-K49010888-001-01-2:10,CPC019_HCC515_6H:BRD-K49010888-001-01-2:10,CPC019_HEPG2_6H:BRD-K49010888-001-01-2:10,CPC019_HT29_6H:BRD-K49010888-001-01-2:10,CPC019_MCF7_6H:BRD-K49010888-001-01-2:10,CPC019_MCF7_24H:BRD-K49010888-001-01-2:10,CPC019_PC3_6H:BRD-K49010888-001-01-2:10,CPC019_PC3_24H:BRD-K49010888-001-01-2:10,CPC019_VCAP_6H:BRD-K49010888-001-01-2:10,CPC019_VCAP_24H:BRD-K49010888-001-01-2:10,KMS002_NOMO1_6H:BRD-K49010888-001-01-2:10.05,KMS002_NOMO1_6H:BRD-K49010888-001-01-2:3.35,KMS002_NOMO1_6H:BRD-K49010888-001-01-2:1.12,KMS002_NOMO1_6H:BRD-K49010888-001-01-2:0.37,KMS002_NOMO1_6H:BRD-K49010888-001-01-2:0.12,KMS002_NOMO1_6H:BRD-K49010888-001-01-2:0.04,KMS002_NOMO1_6H:BRD-K49010888-001-01-2:0.01,KMS002_NOMO1_6H:BRD-K49010888-001-01-2:0,KMS002_NOMO1_24H:BRD-K49010888-001-01-2:3.35,KMS002_NOMO1_24H:BRD-K49010888-001-01-2:1.12,KMS002_NOMO1_24H:BRD-K49010888-001-01-2:0.37,KMS002_NOMO1_24H:BRD-K49010888-001-01-2:0.12,KMS002_NOMO1_24H:BRD-K49010888-001-01-2:0.04,KMS002_NOMO1_24H:BRD-K49010888-001-01-2:0.01,KMS002_NOMO1_24H:BRD-K49010888-001-01-2:0,KMS002_NOMO1_24H:BRD-K49010888-001-01-2:10.05,KMS002_THP1_6H:BRD-K49010888-001-01-2:10.05,KMS002_THP1_6H:BRD-K49010888-001-01-2:3.35,KMS002_THP1_6H:BRD-K49010888-001-01-2:1.12,KMS002_THP1_6H:BRD-K49010888-001-01-2:0.37,KMS002_THP1_6H:BRD-K49010888-001-01-2:0.12,KMS002_THP1_6H:BRD-K49010888-001-01-2:0.04,KMS002_THP1_6H:BRD-K49010888-001-01-2:0.01,KMS002_THP1_6H:BRD-K49010888-001-01-2:0,KMS002_THP1_24H:BRD-K49010888-001-01-2:10.05,KMS002_THP1_24H:BRD-K49010888-001-01-2:3.35,KMS002_THP1_24H:BRD-K49010888-001-01-2:1.12,KMS002_THP1_24H:BRD-K49010888-001-01-2:0.37,KMS002_THP1_24H:BRD-K49010888-001-01-2:0.12,KMS002_THP1_24H:BRD-K49010888-001-01-2:0.04,KMS002_THP1_24H:BRD-K49010888-001-01-2:0.01,KMS002_THP1_24H:BRD-K49010888-001-01-2:0
5720,-0.0585591122508,0.772949934006,-1.6587010622,0.735856771469,-1.03493773937,-0.263399720192,0.413601815701,-0.358400732279,-2.38543558121,-0.478466153145,-0.264823943377,-0.517280101776,-3.9159245491,0.815294623375,-0.0721973404288,0.952571213245,0.68956142664,0.175306588411,-0.582792401314,1.14597797394,-0.103845350444,-1.52063703537,-1.05908083916,-0.166615068913,0.650765180588,0.148461535573,0.443837791681,0.779769480228,-4.62395000458,0.782637000084,-0.327278584242,0.407642841339,-0.359766662121,0.486313223839,0.0758666694164,1.01202392578,-0.718862652779,-0.989944159985,-0.763191640377,-0.515466213226,-0.00959387421608,0.26113563776,0.235118731856,0.117888279259,-0.258316755295
466,0.164341807365,0.591099977493,-0.565139532089,-0.752531647682,0.750997662544,-1.12013959885,-2.50649666786,-2.51008009911,0.608532190323,-1.97528135777,-1.0620225668,-0.230112597346,-0.228072226048,-1.62883114815,-1.00572562218,-0.744772076607,0.464470118284,0.149596944451,-0.57254076004,0.234385862947,-0.380781412125,-2.6701965332,-1.81761741638,-0.134624511003,0.0141071751714,0.239094853401,0.291780263186,0.154605597258,-3.36120009422,0.786855876446,-0.880334854126,0.175035446882,0.100733309984,0.457124710083,0.237000018358,1.45378983021,-1.63121294975,-0.679854750633,-0.496460437775,0.0179190784693,0.909523129463,0.934240281582,0.110798873007,1.02496743202,-0.0818438380957
6009,-0.868867635727,-0.577649950981,0.310277998447,-0.465778946877,0.885271608829,-0.686074852943,-0.503061115742,-0.677001178265,0.5878033638,-0.761282324791,-1.38085091114,-0.925770759583,0.311821699142,-0.307231992483,-1.45637774467,-0.634680271149,-0.6137804389,-0.227123320103,-1.10854387283,1.42327046394,-0.746001780033,0.651585102081,0.65862005949,-0.45725312829,-0.0155233591795,-0.390099734068,0.2521019876,0.243326127529,1.22900009155,0.659157514572,-0.0822086185217,0.00706980377436,0.217766672373,0.341458171606,0.0408666431904,0.974953711033,0.298672884703,0.47494572401,-0.394104331732,-2.16877484322,-0.0364828407764,0.225904762745,0.651095628738,0.567065119743,-0.0700242370367
2309,0.509162425995,0.682700037956,0.926391839981,0.836898326874,-1.45465946198,1.23816859722,1.59118211269,2.62936449051,3.30266880989,1.70586121082,1.79284965992,2.18267703056,2.51520299911,3.59853458405,2.07705879211,1.32309436798,0.316020905972,-0.513268649578,0.15844078362,-0.145344093442,-0.722228050232,4.83970165253,5.21053552628,0.662788331509,-0.440335035324,-0.205720320344,-1.02292752266,-0.696640133858,5.91814994812,1.71018111706,0.284052371979,0.590877056122,-0.0427000001073,0.305199623108,-0.154300004244,0.74712729454,-1.02649152279,4.33657026291,1.3348287344,-0.249660789967,0.371483504772,-1.38582181931,-0.511080205441,0.29233571887,-0.364162117243
387,-0.314129859209,0.180800005794,1.53663802147,-0.118212267756,1.24867022038,0.190099164844,0.961496055126,-0.0593683719635,0.602418541908,0.0245091840625,0.233215138316,-0.794035196304,-0.756168186665,0.969626545906,0.317954540253,-0.0309946238995,0.803192853928,0.739585638046,0.350163936615,0.601374983788,-0.546583592892,-0.758331537247,-0.506862640381,0.454282224178,0.433853298426,0.236222296953,0.843851208687,0.261948645115,-1.68715000153,1.05006158352,0.553490698338,0.738093197346,0.169266700745,0.336256146431,-3.85570025444,1.14423108101,-0.169323444366,1.44209384918,0.347713649273,-0.601704716682,0.323163449764,0.86804485321,0.772679507732,0.169742792845,-0.1363286376
3553,3.25832629204,-1.07450008392,-0.371251881123,1.3714659214,-0.0450686216354,0.0720230937004,-0.326624751091,0.515273869038,0.353370577097,3.25786662102,4.91965103149,0.494512230158,0.102602273226,5.06114053726,2.05949640274,1.82585787773,0.546193003654,1.47205924988,0.848737835884,-0.897411048412,0.733971297741,5.24626255035,4.72984313965,0.816870689392,0.267365843058,-0.330953419209,0.117029353976,0.271181553602,7.84969997406,0.470337301493,0.540652513504,0.632872283459,0.384133338928,0.110866449773,0.193200021982,-0.896212041378,0.33417481184,3.00659155846,0.686057984829,0.396338820457,-0.102253347635,0.250888466835,0.333681762218,-0.530342280865,0.55117970705
427,0.845405578613,0.155900001526,0.519141316414,-1.07290959358,1.17796766758,-0.189387381077,-1.52885913849,-1.95880782604,0.615817368031,-0.155496031046,1.61611294746,-0.334498107433,0.631665706635,1.54040360451,0.401380181313,0.737498581409,2.01677894592,0.484315693378,-0.514151990414,-0.0482982471585,-0.180589005351,1.82076716423,0.791642189026,-0.30532976985,0.386090219021,0.113343060017,0.10624024272,1.01357579231,1.54660010338,1.38558030128,0.383655190468,0.133121728897,0.346300005913,-0.139540374279,0.0671000033617,0.587322235107,0.471781909466,3.91164135933,2.60177969933,0.956294715405,2.13289785385,3.37924718857,1.33704853058,0.661361455917,0.685831785202
5898,-2.87670731544,-0.389149993658,-0.595630705357,-0.491769611835,-0.113292492926,-0.895238518715,-0.275444060564,-0.683234274387,1.8486007452,-0.555896997452,0.531300127506,-0.378818690777,1.21636402607,-0.336445748806,-0.510462403297,-2.28182530403,0.0654826462269,0.0824795141816,-0.93058514595,-0.370040208101,-1.37696301937,-0.611000537872,-0.326175749302,-0.351960062981,-0.385488241911,-0.230401366949,-0.560579121113,-0.229760497808,1.23874998093,-0.385827362537,0.304353237152,-0.643826246262,0.437533378601,0.122523486614,0.239633321762,0.392059355974,0.528505504131,1.31943440437,0.500015318394,0.42181417346,0.140865787864,0.338188171387,-0.114600792527,0.0117948949337,0.42514616251
23365,-0.582896232605,-0.485199987888,-0.376464396715,-0.862223625183,0.0623589083552,-1.07414078712,0.24977889657,2.03627800941,-0.509489059448,-0.447612076998,-0.0377098321915,-0.289467155933,-0.216948598623,0.640307545662,-0.330702751875,0.522493779659,-0.335312694311,1.32117807865,0.127222836018,-0.0577944666147,0.071034565568,-0.07752943784,-0.308035135269,-0.967651546001,0.433642923832,0.492382526398,-0.783393144608,0.074688129127,1.30350005627,-0.39049872756,0.114159971476,-0.282944172621,0.954300045967,-0.406967580318,-0.299100041389,-0.239612087607,-0.57876509428,1.02503752708,0.0239690989256,-0.0906790196896,0.0398910343647,0.117288008332,0.502336025238,-0.734012246132,0.16296261549
6657,-2.27593994141,-0.607100009918,-0.817253470421,0.6739590168,-0.642196416855,0.0693878531456,-0.294149011374,-0.272374033928,1.9952454567,-0.113240838051,1.5039242506,1.08590269089,0.604348540306,3.5837392807,0.526735424995,0.762606084347,-0.216894954443,0.614669024944,0.112464927137,-0.978018701077,0.189428895712,0.0894723534584,0.0212520733476,-1.16562116146,-0.277765423059,-0.457405120134,-0.754499316216,-0.0578964799643,2.33354997635,-0.574626922607,0.743521094322,0.00456299260259,-0.211166664958,-0.971725344658,-0.432700037956,-1.95889782906,0.0527244731784,0.043083935976,0.102876551449,-0.151917099953,-0.660542726517,0.052608653903,-0.224883422256,-0.217808872461,0.295164465904
