rid,CPC006_A375_6H:BRD-K56411643-001-02-6:10,CPC006_A549_6H:BRD-K56411643-001-02-6:10,CPC006_A549_24H:BRD-K56411643-001-02-6:10,CPC006_AGS_6H:BRD-K56411643-001-02-6:10,CPC006_CL34_6H:BRD-K56411643-001-02-6:10,CPC006_CORL23_6H:BRD-K56411643-001-02-6:10,CPC006_COV644_6H:BRD-K56411643-001-02-6:10,CPC006_DV90_6H:BRD-K56411643-001-02-6:10,CPC006_EFO27_6H:BRD-K56411643-001-02-6:10,CPC006_HA1E_6H:BRD-K56411643-001-02-6:10,CPC006_HCC515_6H:BRD-K56411643-001-02-6:10,CPC006_HCT116_6H:BRD-K56411643-001-02-6:10,CPC006_HEC108_6H:BRD-K56411643-001-02-6:10,CPC006_HEPG2_6H:BRD-K56411643-001-02-6:10,CPC006_HT115_6H:BRD-K56411643-001-02-6:10,CPC006_HT29_6H:BRD-K56411643-001-02-6:10,CPC006_JHUEM2_6H:BRD-K56411643-001-02-6:10,CPC006_MCF7_6H:BRD-K56411643-001-02-6:10,CPC006_MCF7_24H:BRD-K56411643-001-02-6:10,CPC006_NCIH1694_6H:BRD-K56411643-001-02-6:10,CPC006_NCIH1836_6H:BRD-K56411643-001-02-6:10,CPC006_NCIH508_6H:BRD-K56411643-001-02-6:10,CPC006_NCIH596_6H:BRD-K56411643-001-02-6:10,CPC006_PC3_6H:BRD-K56411643-001-02-6:10,CPC006_PC3_24H:BRD-K56411643-001-02-6:10,CPC006_RMUGS_6H:BRD-K56411643-001-02-6:10,CPC006_SKMEL1_6H:BRD-K56411643-001-02-6:10,CPC006_SKMEL28_6H:BRD-K56411643-001-02-6:10,CPC006_SNUC5_6H:BRD-K56411643-001-02-6:10,CPC006_SW480_6H:BRD-K56411643-001-02-6:10,CPC006_SW620_6H:BRD-K56411643-001-02-6:10,CPC006_T3M10_6H:BRD-K56411643-001-02-6:10,CPC006_THP1_6H:BRD-K56411643-001-02-6:10,CPC006_TYKNU_6H:BRD-K56411643-001-02-6:10,CPC006_U937_6H:BRD-K56411643-001-02-6:10,CPC006_VCAP_6H:BRD-K56411643-001-02-6:10,CPC006_VCAP_24H:BRD-K56411643-001-02-6:10,CPC006_RKO_6H:BRD-K56411643-001-02-6:10,PCLB003_A375_24H:BRD-K56411643-001-02-6:3.33,PCLB003_A375_24H:BRD-K56411643-001-02-6:1.11,PCLB003_A375_24H:BRD-K56411643-001-02-6:0.37,PCLB003_A375_24H:BRD-K56411643-001-02-6:0.12,PCLB003_A375_24H:BRD-K56411643-001-02-6:0.04,PCLB003_A549_24H:BRD-K56411643-001-02-6:10,PCLB003_A549_24H:BRD-K56411643-001-02-6:3.33,PCLB003_A549_24H:BRD-K56411643-001-02-6:1.11,PCLB003_A549_24H:BRD-K56411643-001-02-6:0.37,PCLB003_A549_24H:BRD-K56411643-001-02-6:0.12,PCLB003_A549_24H:BRD-K56411643-001-02-6:0.04,PCLB003_HA1E_24H:BRD-K56411643-001-02-6:0.12,PCLB003_HA1E_24H:BRD-K56411643-001-02-6:10,PCLB003_HCC515_24H:BRD-K56411643-001-02-6:10,PCLB003_HCC515_24H:BRD-K56411643-001-02-6:3.33,PCLB003_HCC515_24H:BRD-K56411643-001-02-6:1.11,PCLB003_HCC515_24H:BRD-K56411643-001-02-6:0.37,PCLB003_HCC515_24H:BRD-K56411643-001-02-6:0.12,PCLB003_HCC515_24H:BRD-K56411643-001-02-6:0.04,PCLB003_HEPG2_24H:BRD-K56411643-001-02-6:10,PCLB003_HEPG2_24H:BRD-K56411643-001-02-6:3.33,PCLB003_HEPG2_24H:BRD-K56411643-001-02-6:1.11,PCLB003_HEPG2_24H:BRD-K56411643-001-02-6:0.37,PCLB003_HEPG2_24H:BRD-K56411643-001-02-6:0.12,PCLB003_HEPG2_24H:BRD-K56411643-001-02-6:0.04,PCLB003_HT29_24H:BRD-K56411643-001-02-6:10,PCLB003_HT29_24H:BRD-K56411643-001-02-6:3.33,PCLB003_HT29_24H:BRD-K56411643-001-02-6:1.11,PCLB003_HT29_24H:BRD-K56411643-001-02-6:0.37,PCLB003_HT29_24H:BRD-K56411643-001-02-6:0.12,PCLB003_HT29_24H:BRD-K56411643-001-02-6:0.04,PCLB003_MCF7_24H:BRD-K56411643-001-02-6:10,PCLB003_MCF7_24H:BRD-K56411643-001-02-6:3.33,PCLB003_MCF7_24H:BRD-K56411643-001-02-6:1.11,PCLB003_MCF7_24H:BRD-K56411643-001-02-6:0.37,PCLB003_MCF7_24H:BRD-K56411643-001-02-6:0.12,PCLB003_MCF7_24H:BRD-K56411643-001-02-6:0.04,PCLB003_PC3_24H:BRD-K56411643-001-02-6:10,PCLB003_PC3_24H:BRD-K56411643-001-02-6:3.33,PCLB003_PC3_24H:BRD-K56411643-001-02-6:1.11,PCLB003_PC3_24H:BRD-K56411643-001-02-6:0.37,PCLB003_PC3_24H:BRD-K56411643-001-02-6:0.12,PCLB003_PC3_24H:BRD-K56411643-001-02-6:0.04
5720,-3.15976309776,-3.10205507278,-2.56264996529,-1.9021499157,-1.10675001144,-3.93435001373,0.0137000000104,-3.63660001755,-2.46854996681,-2.01613712311,-1.40594995022,-0.910899996758,-2.02526283264,-4.87367534637,-1.63759994507,-2.60590195656,-3.58360004425,-1.03385567665,-2.04442930222,-7.83830022812,-3.17149996758,-1.68435001373,-3.44360017776,-1.34311521053,-4.78590202332,-0.387623548508,-1.04635000229,-2.78740000725,-3.12080001831,-1.16890001297,-0.979989230633,-2.38720011711,-5.32893896103,-2.09680008888,-2.78840017319,-2.18559098244,-7.7920999527,-1.95955002308,-3.72692203522,-1.79896116257,-2.71149396896,-1.01367330551,-1.93124675751,-1.81981563568,-0.985873997211,0.07760515064,-0.15885348618,0.0248358622193,-1.79424166679,-10.0,-2.83229994774,-3.62640547752,-2.40293598175,-1.13894975185,-1.36308312416,-0.759695649147,-2.40920472145,-3.96674776077,-0.0565960258245,0.819766879082,-0.452658325434,0.318369746208,-1.14069831371,-4.53229808807,-1.81317615509,-0.5255651474,-0.314625322819,0.361001878977,-0.788952291012,-0.642315268517,0.157000765204,0.499467223883,-0.0842672288418,0.275708556175,0.676926851273,-3.40057253838,-0.961360216141,-0.311801046133,-0.0877197533846,-0.090408667922,-0.0146823823452
466,-2.36979460716,-2.49423742294,-3.54480004311,-1.97934997082,-1.2798500061,-0.808950006962,-0.481499999762,-3.31750011444,0.197250008583,-4.05527496338,-2.64935016632,-0.0588500052691,-1.21785962582,-1.97288691998,0.454899966717,-2.27977633476,1.48199999332,0.729710221291,-1.70449590683,-0.267199993134,-1.141299963,-0.0987000018358,-0.0951499938965,-1.99313569069,-0.855646967888,0.722517371178,0.685449957848,2.05999994278,-1.45220005512,-0.875299990177,0.589442670345,1.0068000555,-0.883955717087,-0.328999996185,-1.43019998074,-1.48092401028,-1.93355000019,-1.81605005264,-4.8606672287,-1.37726807594,-2.8914308548,-2.27115535736,-1.25456416607,-0.236383125186,-0.202486246824,-0.573177039623,0.0543912500143,-0.312447786331,0.371242582798,-5.71710014343,-0.129800006747,-3.80606508255,-1.35926151276,-3.65375065804,-2.73131227493,-2.63660430908,-2.20460700989,-1.86462557316,-0.426580548286,-1.27113258839,-0.523983001709,0.34897890687,0.245341837406,-0.434578627348,-0.301680326462,0.0694793462753,0.978208005428,-0.591851711273,-0.389492988586,-0.475275635719,0.0857422798872,-0.388028174639,0.498513758183,-0.192060098052,-0.519026756287,-0.785953998566,-0.985944747925,1.44040262699,0.331829965115,-0.558492660522,1.37600064278
6009,-1.53328549862,-0.189653888345,0.477800011635,0.986499965191,-0.791749954224,-1.91355001926,-0.263799995184,1.77339994907,0.629299998283,-0.239130660892,2.94574999809,0.0287000015378,0.731902003288,0.559357464314,1.47930002213,0.471060782671,-2.93630003929,0.625836789608,0.778964579105,-2.46259999275,-0.765049993992,1.10629999638,1.60965001583,-0.759767115116,-2.54897546768,0.0634238570929,-1.36124992371,-2.47449994087,-1.32130002975,-1.52660000324,0.686946988106,-0.765299975872,-1.81296312809,-2.02810001373,0.825250029564,0.590039730072,-1.45969998837,0.76709997654,0.180911302567,0.111846506596,0.845978081226,0.588563323021,1.10754990578,-2.36408853531,-1.30448639393,-1.31715774536,-0.947928905487,0.0734761953354,0.372724413872,0.774699985981,0.873799979687,1.66942024231,0.997313678265,1.67347884178,1.39894723892,1.44053769112,0.807770490646,-0.627247512341,-0.400472253561,-0.922888636589,-1.00242877007,-0.892560124397,-0.534791469574,0.00279513001442,0.549604594707,-0.153835222125,-0.0181312859058,-0.453461945057,0.13929349184,2.11743235588,0.465507924557,-0.785597205162,0.146174997091,0.562039911747,-0.171371132135,-1.96383929253,-1.52162802219,-1.41368436813,-1.26509344578,-1.26851916313,-0.597080588341
2309,2.3093059063,4.90840911865,1.57099997997,1.47804999352,0.717800021172,1.73555004597,2.27850008011,1.68270003796,1.48580002785,3.04355025291,4.85659980774,-0.733049988747,1.79252767563,4.12193012238,4.25180006027,3.9726858139,-3.86279988289,0.889208376408,0.960856080055,-2.74930000305,3.37230014801,0.910300016403,2.77855014801,2.71972966194,3.76767873764,1.06393742561,3.40174984932,1.03949999809,1.32260000706,-3.20950007439,1.53969526291,-1.14170002937,0.941867649555,0.914300024509,-0.255950003862,4.34859371185,0.516700029373,1.40125000477,-0.637588143349,-0.601072192192,-0.748604893684,-0.489354729652,-1.0111823082,4.10335922241,-0.27188462019,-0.653485953808,3.36746931076,0.423409074545,-0.229490712285,-0.022199999541,1.59019994736,1.34925413132,2.52101707458,2.80665230751,1.3367241621,2.72607064247,1.036064744,-1.03795707226,-0.395891875029,-0.229469299316,-1.12704753876,-1.18784713745,0.201787427068,-1.4027364254,-0.0710147917271,0.332684636116,0.185313805938,-0.638392210007,-0.455012917519,-1.49174523354,-0.329157799482,-0.0293863639235,-0.859529912472,0.00531528424472,-1.02487254143,3.94342041016,-0.641891658306,0.314201980829,0.221002534032,0.770582854748,-0.485650748014
387,-2.6920800209,0.673875451088,-1.86744999886,-0.980049967766,0.145750015974,-0.982399940491,1.4960000515,0.439599990845,2.99604988098,0.338550925255,3.23284983635,0.235450014472,0.361452579498,0.593510389328,1.1643999815,0.350616574287,-3.08940005302,-0.175893321633,-0.218178659678,0.275999993086,-0.720149993896,1.13954997063,3.77549982071,-0.124386146665,-1.21008884907,1.15197408199,-0.00805000215769,-0.607800006866,0.373800009489,-7.40070009232,-2.31417059898,0.492700010538,-3.56640100479,-1.47969996929,0.227650001645,-0.243199616671,-5.61235046387,-0.839100003242,0.210521370173,0.8365675807,-1.77941262722,-1.70130228996,-1.79216217995,-2.9417681694,-0.211683392525,0.359608322382,-0.329708397388,0.298919916153,0.205981701612,-1.90390002728,-2.98629999161,-1.29096543789,-2.01792740822,-1.79194867611,-1.71929037571,-1.62718129158,-1.90387558937,-2.11453866959,-2.18355298042,-1.61729311943,-1.7132191658,-1.07524085045,-2.06831502914,-1.70985746384,-0.0104442238808,-0.575842618942,-0.754524707794,-0.805232405663,0.142161220312,-0.0242609977722,-0.620379149914,0.15567073226,-0.137616872787,-0.483782559633,0.547422945499,-2.56763577461,-0.965354681015,-0.670188367367,-0.659929156303,-0.0431676134467,0.31352943182
3553,1.29130864143,0.321466356516,1.04505002499,1.51534998417,-0.709800004959,0.107099980116,0.787599980831,1.8968000412,0.472450017929,1.0191988945,0.588200032711,-0.0351999998093,2.04706048965,6.03142738342,0.492100000381,0.337952494621,6.05530023575,0.419515907764,-0.30261656642,5.5436000824,2.22105002403,-0.344799995422,0.290399998426,-2.95481300354,-8.18459510803,-0.316154956818,-0.845300018787,-1.12339997292,0.409200012684,3.10949993134,0.233870610595,0.587400019169,-0.10698659718,1.75419998169,-1.58659994602,0.401544690132,1.71440005302,1.16754996777,4.38873815536,0.161734730005,0.948812663555,0.207686990499,1.43667936325,2.52034139633,0.132279604673,0.250754475594,0.0771328508854,0.961701214314,-0.400136321783,6.97510004044,1.0123000145,1.80710482597,1.00204885006,1.19653892517,1.31005549431,1.37875378132,1.94266366959,3.38247776031,0.318674206734,-0.356076449156,0.601780354977,0.140125125647,1.68689584732,1.95929503441,0.458550274372,-0.0474334061146,-0.348210096359,-0.758682370186,-0.0912120640278,0.360983252525,0.466310679913,0.0710355937481,0.956621050835,1.33786129951,0.926200628281,-4.53265571594,-1.61577987671,-1.54729008675,-1.42341470718,-1.03855741024,-0.667985975742
427,0.120181553066,-0.162463873625,-0.74874997139,-1.90145003796,-1.01024997234,0.440300047398,-1.08150005341,-1.6875,1.78719997406,0.592450499535,-0.0555000305176,-0.238800004125,-1.12761068344,-0.700649559498,1.85159993172,-0.0814053863287,2.0882999897,0.982619524002,0.256792366505,0.485100001097,-0.682449996471,0.981149971485,-0.678099989891,0.291444659233,3.5489294529,-0.385594904423,-0.560499966145,-0.365299999714,-0.488000005484,-0.245000004768,0.387818217278,2.54419994354,1.30112862587,-0.00719999987632,-0.900349974632,-0.620587825775,-4.41965007782,-0.503350019455,2.04688310623,0.115707546473,0.665595889091,-0.443846046925,0.649296760559,-0.279802799225,0.342444449663,-0.897826611996,-0.410068750381,0.751103997231,-0.409202873707,7.78100013733,0.503600001335,-3.18375873566,4.15652179718,1.18240189552,3.61074376106,-2.951359272,0.368852257729,0.542342185974,1.32223546505,0.941555500031,0.289247691631,-0.133106917143,-0.467006981373,-0.634495794773,0.557865977287,1.40605425835,-0.485164999962,1.01253497601,0.550976395607,-0.179441004992,-0.0802609175444,-0.29148799181,1.61329627037,0.695771336555,0.893510341644,-1.01612973213,-1.13245391846,-1.16749942303,-0.0975681096315,-1.27423131466,0.145131498575
5898,1.41036510468,0.415669173002,-0.780449986458,0.879750013351,0.832499980927,1.52084994316,-0.164100006223,-0.0939000025392,1.82875001431,4.9310503006,-2.40754985809,-0.0828999876976,0.559611737728,0.956118941307,0.424199998379,2.56456208229,0.809800028801,0.770750761032,0.732363164425,0.577499985695,-0.29549998045,0.709150016308,1.39269995689,2.15061926842,2.25804018974,0.743903160095,1.49695003033,0.949899971485,1.30550003052,1.43289995193,1.71488928795,-0.727400004864,-1.5388468504,0.401499986649,-0.471249997616,1.12945604324,2.15955018997,-1.27330005169,1.43150925636,0.569078981876,1.79437923431,0.988860726357,1.74608373642,1.39807367325,-0.4847882092,0.197259068489,0.624065756798,0.259052455425,0.230765625834,2.65639996529,0.702700018883,3.29868984222,5.98188686371,8.83765792847,6.65855979919,7.13934803009,5.67359113693,0.804185569286,0.523473918438,-0.52295601368,0.543030977249,0.295216500759,0.823735594749,6.60469198227,0.883293032646,1.21225559711,0.171694397926,0.209500417113,0.306817650795,-1.9124943018,1.18373179436,-0.356137871742,0.12983250618,-0.138534158468,0.515007436275,2.16977477074,0.650205433369,0.385175228119,0.818728089333,-2.30736804008,0.544696688652
23365,-0.874764859676,-0.250246196985,-1.29795002937,-0.966250002384,0.821750044823,-1.32620000839,-0.118000000715,0.714999973774,0.848150014877,-0.602995216846,-1.79460000992,-0.123599998653,0.41563129425,1.2054681778,0.878899991512,0.309569209814,0.861199975014,0.525143802166,-0.174245133996,-0.185900002718,0.924549996853,0.451699972153,0.416099995375,-0.650518119335,1.92439806461,0.523836433887,0.471199989319,1.07420003414,0.264600008726,3.17919993401,1.24551558495,1.1656999588,2.70062828064,0.283800005913,0.374250024557,0.163230493665,0.38330000639,0.309949994087,-0.252479314804,-0.0349269509315,-0.409127354622,-0.299910753965,-0.160494253039,-0.646705985069,-0.232877910137,-0.62812435627,-0.093000292778,0.398813068867,-0.587686777115,-0.555199980736,1.79159998894,-1.82780992985,-2.64782476425,-1.48188531399,-2.10805249214,-2.56557750702,-0.951127529144,-0.562828600407,-0.633415341377,0.00686433166265,-1.29828798771,-0.494552254677,0.439142733812,0.151429116726,-0.859594225883,1.41367042065,-0.727167010307,0.10835725069,-0.924215853214,-0.81208974123,0.643183290958,-0.309838831425,-0.427903652191,-0.936822891235,-0.419900804758,0.743478119373,-0.351730018854,0.229525789618,0.187899723649,-0.123516157269,-0.593815207481
6657,-0.986241936684,-1.17715287209,-0.428099989891,0.37034997344,-0.561450004578,1.15924990177,0.862800002098,1.91260004044,-0.0903500020504,0.586157798767,0.75744998455,-0.040600001812,2.06188392639,5.80267715454,0.90600001812,0.550030231476,0.185699999332,0.0190186947584,0.332397341728,4.27640008926,-0.686550021172,0.217100009322,0.0496499985456,1.36145949364,1.75385260582,-0.288024663925,-1.39960002899,0.0998999997973,0.143700003624,3.82369995117,-1.06689858437,3.33229994774,2.69301199913,2.91160011292,1.50635004044,0.583969295025,1.55239999294,1.10035002232,0.738183438778,-0.756929576397,0.340093046427,-0.88133430481,-1.13625574112,-0.464010447264,0.268709748983,-0.450521945953,-0.171350300312,0.364951014519,-0.270046591759,10.0,0.908100008965,2.84440398216,4.71763563156,-0.695404291153,2.26503992081,1.72930335999,1.20903813839,4.74942207336,0.0910493656993,-0.260525465012,0.811089336872,0.188731357455,1.38938140869,1.38482427597,0.72576379776,0.215142428875,0.0774402841926,-0.2672354877,1.05381929874,0.0678512603045,0.014768730849,-0.403638988733,-0.142756253481,0.297082692385,2.02995967865,0.636454880238,0.80161267519,0.462372273207,0.105561569333,-0.598509192467,-0.471364676952
