rid,DOS006_VCAP_6H:BRD-K91899208-001-01-8:4.83,DOS006_VCAP_24H:BRD-K91899208-001-01-8:4.83,DOS036_A549_24H:BRD-K91899208-001-01-8:4.83
5720,-4.89974832535,-0.489046216011,1.17709994316
466,-0.535932302475,0.219555214047,-0.032849997282
6009,-0.697813630104,0.0595585480332,0.625150024891
2309,0.122607648373,0.768103003502,1.23790001869
387,-0.145926311612,-0.350915938616,0.290049999952
3553,1.61308455467,-1.20226454735,-1.3165500164
427,-0.501102983952,0.228762462735,-0.418799996376
5898,0.172145664692,-0.69590985775,0.278600007296
23365,1.69017696381,0.618555545807,-0.510850012302
6657,1.59957611561,-1.20987057686,-0.567300021648
5054,1.23985505104,-0.0317078977823,1.24639999866
3108,-2.04072237015,0.703625380993,0.126550003886
1950,2.00550341606,0.933731794357,0.0577999986708
351,-2.2694311142,-0.023147597909,-0.173749998212
4846,0.530299723148,0.925636529922,0.910199999809
1452,-0.424807399511,-1.03672599792,-0.777000010014
4776,1.48185372353,0.470596522093,-1.01804995537
6908,-0.785790085793,0.0352458953857,0.0208000019193
672,0.0620065294206,-0.775485157967,-0.0193000137806
5710,-1.71238601208,-1.15483701229,0.938799977303
2115,1.09547138214,-0.0243009999394,-1.2921500206
7015,2.27896976471,0.275298595428,-1.06690001488
8726,-2.8178691864,1.00568807125,0.0237000007182
2185,1.9623490572,-0.37112480402,-1.36915004253
3315,1.8239710331,0.84471398592,0.00405000010505
5289,0.113791652024,0.136839583516,-1.51469993591
868,0.96522963047,-0.664222717285,-1.26540005207
1677,1.468952775,-0.303285270929,-0.416150003672
7043,0.786679267883,-1.68449962139,-0.999599993229
5613,-0.0756910890341,0.900936961174,-0.556400001049
595,-0.307781815529,-0.415205329657,0.31614997983
4793,0.673213899136,0.345455914736,0.149599999189
2736,1.75992083549,-0.647315680981,-0.234950006008
5290,-0.378446936607,-0.159668385983,-0.040549993515
6194,-1.87938928604,0.0806849896908,0.000699999975041
1676,0.729574799538,-0.940452575684,-1.53104996681
23512,-1.85477590561,-0.672786414623,0.428649961948
148022,0.748018801212,0.253264963627,-2.03020000458
1906,0.836186051369,-0.326282918453,-0.339650005102
8878,0.399568915367,1.17186045647,-5.07765007019
3091,-0.0136053264141,-1.39970743656,0.00034999998752
5743,2.61409473419,-0.0372987389565,0.617699980736
5321,0.00540673732758,-0.437837064266,0.154249995947
4144,-0.544700682163,0.185620054603,-6.42549991608
1981,-0.452591061592,0.461626619101,0.807749986649
695,2.48135709763,0.159548550844,-0.0484499931335
10398,0.938748002052,-0.367908269167,-0.997900009155
5708,-3.14196753502,1.36525309086,1.27005004883
1213,0.22605741024,0.758643567562,0.405400007963
226,-0.84784591198,-0.372550815344,0.75100004673
6777,1.17283785343,-0.399519115686,5.12914991379
2113,0.788983345032,-1.40755915642,-1.15709996223
3329,-1.88861227036,-0.060520619154,0.624400019646
1050,1.3284163475,1.03861677647,1.07824993134
9491,1.08582437038,0.368015527725,0.331300020218
22926,1.57184243202,-0.689849734306,-1.03020000458
5899,1.36771976948,0.568433523178,1.15345001221
5467,3.22473621368,0.275734245777,-1.16495001316
6774,0.537559688091,-0.584870636463,0.45585000515
1788,0.561152815819,-0.683477520943,-1.51115000248
5921,0.197683811188,2.11531662941,-0.807999968529
5721,-2.48242044449,-0.461389809847,-0.317849993706
2263,1.05516159534,-0.598534107208,-1.81474995613
808,1.7857606411,1.28627586365,0.754850029945
30001,-0.173690214753,0.277661502361,0.0461499989033
348,2.18938589096,-0.784982442856,-0.662800014019
30849,0.434274435043,0.392406076193,-0.673649966717
1454,-4.31664133072,0.130248993635,-1.07899999619
6500,-0.417834460735,-0.68938934803,-0.749699950218
5627,-0.284324765205,-0.632524967194,-0.188250005245
5715,-0.316587984562,0.623604297638,0.167950004339
4791,1.54851555824,-0.183419525623,-0.60095000267
56924,0.366520941257,1.9959526062,1.73319995403
2690,0.822484374046,1.06165552139,-0.0702999979258
1019,1.39619648457,-0.426869630814,0.0823000073433
51422,1.37343335152,0.0874357223511,0.820299983025
5788,0.924417078495,-0.0411737114191,-0.620000004768
6709,-0.943495035172,1.06724643707,0.488049983978
1277,-0.157502889633,1.01313996315,0.19730001688
993,-1.04898285866,-0.414492487907,-1.38734996319
7157,-0.212963312864,0.517915487289,-0.839900016785
1958,-0.906688988209,-0.123820498586,0.0496499985456
4582,-1.22888767719,0.0591071248055,-0.540749967098
9212,-0.082782804966,-1.75545668602,-0.931399941444
8440,0.28931170702,1.27798581123,0.268450021744
6790,-0.21830329299,-0.474147707224,-0.163099989295
8851,0.347195565701,-0.582013607025,-0.705049991608
2534,0.30244243145,0.513424813747,0.503499984741
4893,1.51515567303,-0.156589865685,-0.130350008607
665,1.4043700695,0.0565698742867,0.542500019073
4313,0.415031224489,-1.59622550011,-1.44319999218
1022,0.945921123028,0.405197203159,0.166950017214
5880,0.109673768282,0.444200366735,-0.437499970198
3162,0.914951443672,0.143246769905,-0.333550006151
1282,1.20404422283,0.131657481194,-0.968249976635
3383,0.632650017738,0.693060040474,-0.285999983549
727,1.2275686264,-0.455703020096,0.398449987173
4792,-0.226092100143,0.861621201038,-0.0791999995708
4794,1.38264250755,-0.015454955399,-0.837599992752
902,2.02434539795,-1.31622064114,-0.0537000000477
8091,0.984061419964,0.998716890812,0.468899995089
3486,-2.26875972748,1.0184032917,-0.321150004864
10818,1.12722933292,-0.669212639332,-1.54309999943
3454,1.04086256027,-0.731504201889,-0.674000024796
4282,-2.97310566902,0.683186292648,0.00304999994114
1605,-0.133794903755,1.5617415905,-0.343050003052
10644,3.28008794785,-0.899144053459,-0.499650001526
2065,1.75363218784,1.35881412029,-0.821250021458
8321,1.05979311466,0.225548997521,-0.973300039768
8503,1.95676159859,-0.701385736465,-1.57350003719
7027,1.27235794067,-0.345067977905,0.00659999251366
6850,2.5959944725,-0.146449238062,-0.889750003815
1978,-1.41162204742,-0.53254699707,0.479950010777
896,3.23497056961,-0.0389642119408,-0.844749987125
5777,0.958851277828,1.25525712967,0.741899967194
1846,0.0130375623703,-0.105643764138,0.879649996758
5925,1.6930873394,-0.495482504368,-2.96115016937
142,-3.40657830238,-0.38132673502,-1.27399992943
1021,0.623659908772,-0.523390710354,-0.317149996758
5699,-0.796924412251,-1.2675409317,0.995050013065
8061,0.874230980873,-0.27953311801,-0.607699990273
1870,-0.288068592548,-0.0162552893162,-0.397900015116
1398,-4.40705347061,0.474904209375,-0.183150008321
3312,-3.69129133224,0.0189348012209,0.511700034142
891,0.619995713234,-0.683979272842,-0.0824999958277
