rid,DOS026_VCAP_6H:BRD-K86671899-001-01-2:5,DOS026_VCAP_24H:BRD-K86671899-001-01-2:5,DOS048_A375_24H:BRD-K86671899-001-01-2:5,DOS048_A549_24H:BRD-K86671899-001-01-2:5,DOSBIO001_A375_24H:BRD-K86671899:10.0019,DOSBIO001_A549_24H:BRD-K86671899:10.0019,DOSBIO001_HT29_24H:BRD-K86671899:10.0019,DOSBIO001_MCF7_24H:BRD-K86671899:10.0019,DOSBIO001_PC3_24H:BRD-K86671899:10.0019,DOSBIO001_NEU_24H:BRD-K86671899:10.0019,DOSBIO001_NPC_24H:BRD-K86671899:10.0019
5720,-1.31646382809,0.36589178443,0.553449988365,-0.802040576935,-1.12688565254,-1.81970596313,-1.80468392372,-2.2138440609,-0.231398642063,0.990499973297,1.03829264641
466,-0.583432853222,1.02649641037,-0.0926500037313,-0.0668610185385,-5.11455011368,-0.180689349771,-1.62465786934,-2.77527356148,-0.217032030225,0.190600007772,-1.04712688923
6009,-1.2379963398,0.0952343195677,0.199650019407,-1.0673789978,1.08082926273,-0.831159234047,0.704008221626,1.08569252491,0.635613918304,0.820050001144,0.567822575569
2309,-0.840407192707,0.328734427691,0.201000005007,-0.86626803875,1.36032283306,0.596668481827,1.38613474369,1.30977845192,-0.256999462843,1.21909999847,1.01063263416
387,-1.35764694214,-0.446662545204,-0.535700023174,-1.26070225239,0.332835018635,0.509014248848,0.77873134613,2.22751688957,-0.0708318501711,-0.252950012684,2.05962467194
3553,2.05182266235,-0.115263655782,1.77235007286,1.80507779121,1.27528858185,0.722105681896,1.28200447559,-0.692557811737,1.07850837708,-0.753699958324,0.624928176403
427,-0.417251735926,-1.56501376629,0.937500059605,-0.247837230563,-1.72382855415,0.490896701813,-0.945161998272,-1.27654802799,-0.595776200294,-0.553349971771,-0.032793648541
5898,0.534277141094,0.0672605484724,-0.534449994564,-0.342545866966,-0.934437870979,1.07205271721,1.1091594696,-0.400001227856,-0.164260029793,0.535650014877,-0.280017435551
23365,-0.100507222116,0.423688203096,0.281500011683,0.404159039259,-0.372806668282,0.942086219788,-0.255054026842,1.07444787025,0.581041812897,0.0141500234604,0.795945644379
6657,1.46856856346,-0.924150824547,0.668599963188,0.752490401268,1.12664365768,0.675920367241,1.77533507347,0.298425316811,0.617731869221,0.473600029945,-2.25417947769
5054,0.817644715309,-0.979416489601,0.335949987173,0.431080639362,0.721377849579,-1.06653630733,-0.207475051284,0.882745325565,0.209998399019,-0.190249994397,0.261140704155
3108,-1.41797053814,0.183197140694,0.75260001421,-1.30944359303,0.842496573925,0.582679510117,1.75791764259,4.51046276093,-0.650748431683,-0.721549987793,0.910794258118
1950,1.29164707661,-0.558476030827,-0.0672000050545,0.0724783837795,-0.0878922939301,1.09041297436,0.317797541618,-1.56543600559,-1.17650663853,-0.21930000186,-1.12293124199
351,-0.665115952492,0.165220677853,-0.441650003195,1.05574798584,-1.52294242382,0.787229239941,-0.399452537298,-1.10564959049,0.336710959673,0.0401500016451,0.162071436644
4846,-0.755645692348,0.419624209404,0.923700034618,0.873255312443,0.83684694767,1.08059334755,1.25964045525,-0.692391633987,0.0859596729279,-0.649250030518,-1.54333007336
1452,-1.13374626637,0.278593540192,-0.650949954987,-0.17291533947,-0.169247746468,-0.950066268444,-0.313671171665,-0.684036970139,-0.433068096638,0.3695499897,-0.718431949615
4776,1.67895150185,-0.92849957943,-0.152699992061,1.51793050766,0.202141329646,0.912083923817,-0.677686274052,-0.618859767914,0.597115159035,-0.143700003624,-0.344942063093
6908,-1.64093112946,0.978568971157,0.500300049782,-1.08935248852,-0.424833387136,-1.18627130985,-2.28541994095,-1.46698415279,-0.0129365324974,-0.19675001502,-2.6207139492
672,-0.368605613708,0.59462249279,0.723649978638,-1.76844441891,0.0208789110184,-1.42875814438,-2.9550485611,-2.66398859024,-0.796325683594,0.257250010967,-1.80816459656
5710,-1.06948626041,0.5790553689,0.849749982357,-1.41200947762,-2.15119194984,-1.94782745838,-1.74981927872,-0.251130282879,0.238538652658,0.670449972153,-0.734549105167
2115,0.957757234573,-0.397844970226,-0.11630000174,1.43697428703,-1.98533582687,1.85886693001,0.545622706413,2.96419477463,0.144547462463,0.0224999934435,-1.8002601862
7015,1.08105957508,-0.252572000027,-0.155299991369,0.430115222931,-0.172969549894,1.74731838703,2.73661994934,-1.36891722679,-0.181319952011,0.357699990273,0.520845472813
8726,-0.674067258835,-0.202522188425,-0.472649991512,-0.451945334673,-0.0961290001869,-0.272265136242,0.553470671177,0.320009291172,-0.05947676301,0.297399997711,1.11066114902
2185,1.69385743141,-0.20123718679,0.746550023556,1.35004782677,1.61332833767,2.12935113907,1.00021958351,0.615467071533,0.174303293228,0.858049988747,0.491659402847
3315,0.780683159828,-0.393849253654,0.397000014782,-1.6605476141,1.3914347887,-0.687471032143,1.50088214874,0.935394585133,0.250446021557,0.4891500175,0.54473990202
5289,0.0992178469896,0.624796807766,-0.570299983025,0.635928332806,-0.135816499591,1.37035751343,0.828709125519,-1.34667730331,-0.0801268219948,0.291700005531,-0.438806861639
868,1.88334643841,-0.310136288404,1.22090005875,-0.566754877567,1.2058327198,1.0497918129,0.726771950722,0.591622292995,0.672108650208,-0.202450037003,2.71178913116
1677,0.954693198204,0.0839022025466,-0.324299991131,0.511114954948,-0.848689258099,2.06427001953,-0.467135578394,-1.17007350922,0.382838815451,-0.186199992895,-0.437897324562
7043,1.73893678188,-0.585889041424,0.547200024128,1.17581272125,0.450132101774,1.95898616314,0.509941995144,1.67090857029,0.98588848114,-0.38560000062,1.65280747414
5613,1.23300027847,-0.151268184185,0.692600011826,1.17970609665,0.20159086585,1.96907496452,-0.922188162804,-0.518383324146,0.543217003345,-0.558750033379,-2.31460833549
595,-0.316876232624,1.40857303143,0.574550032616,-0.597903370857,-1.4687693119,-0.835893809795,-1.7202193737,0.770967185497,0.60759550333,0.686000049114,-1.06729471684
4793,0.392080873251,0.368930667639,-0.222849994898,-0.756827414036,0.869294524193,0.333411306143,2.72370672226,1.56678986549,0.100876390934,0.15569999814,1.2501026392
2736,1.80253553391,0.309633344412,2.67689990997,0.7508867383,1.23664271832,0.845611810684,1.33516097069,0.281240701675,0.153950259089,-0.527099967003,0.274876534939
5290,1.74273502827,-0.0192033052444,0.376650005579,1.56341838837,1.58806705475,1.78055036068,1.43940734863,-0.269028186798,-0.0689046606421,-1.93175005913,1.24504768848
6194,-0.487678587437,0.136904254556,-0.00034999998752,0.000302172411466,-0.03044898808,-0.348803341389,0.61392635107,1.45126652718,0.904574811459,0.214599996805,0.249594628811
1676,1.54526770115,-1.15470433235,0.841349959373,1.85940670967,-0.19465008378,1.2614825964,0.109351232648,0.0117154307663,0.479288190603,-0.426149994135,0.323952704668
23512,-1.12571012974,-4.73542165756,-0.012600004673,-0.308368265629,-0.523645758629,-1.77495586872,-2.00957536697,-1.97371017933,-0.536351263523,2.01379990578,-1.1383934021
148022,0.0596290454268,-1.16857588291,-0.656549990177,1.05134081841,-0.360866129398,1.45420062542,0.487012624741,1.20968735218,1.19589543343,-0.580699980259,0.351544350386
1906,1.37815499306,0.0170413088053,0.495650023222,1.09522843361,1.47934412956,0.568668842316,0.230235129595,-0.105115622282,0.198824763298,0.222950011492,-0.124799132347
8878,-0.829826235771,-0.165893182158,0.0014999806881,-0.43217086792,-0.290824353695,-1.34261274338,5.19224882126,0.946289420128,-0.244415253401,-0.0257999897003,-0.372834324837
3091,-0.0672460645437,-0.872594833374,0.139250010252,0.125020876527,-2.83300924301,-0.62188565731,-1.62608766556,0.268678963184,0.933403849602,1.01950001717,-1.42570817471
5743,-0.191481217742,4.17215490341,0.866999983788,-0.717444062233,-0.81044280529,-0.802074790001,-1.97842276096,0.424176037312,0.479423820972,0.358699977398,-0.206156417727
5321,1.20069026947,-1.88909506798,-0.979750037193,0.892088055611,0.784841775894,1.38497257233,0.607917308807,-1.48654425144,-0.327126979828,-3.4345998764,-0.11659000814
4144,0.888018250465,0.304140806198,1.1236000061,0.799988210201,-1.344165802,-0.459444344044,-2.02147173882,-1.92844104767,-0.27097260952,1.0313000679,-3.36722874641
1981,-1.27810883522,-0.694082856178,-2.04099988937,-0.0304154157639,0.564541518688,0.48097962141,-0.264785051346,-0.649848043919,0.523152291775,0.339699983597,-0.316537439823
695,0.701865196228,0.211570709944,0.0680500045419,-3.85194182396,-1.16555011272,0.583953619003,-0.330832839012,-0.302446246147,0.394885122776,0.22990000248,-0.763062596321
10398,1.1288434267,2.67134070396,0.540950000286,1.29682087898,-0.0967735648155,1.5048968792,0.496480852365,-1.98498570919,-0.472874879837,-0.212849974632,-1.52368378639
5708,0.183751195669,-4.66995334625,-0.349649995565,0.530232310295,1.71005523205,0.775955021381,-0.282878339291,0.193343892694,0.780117630959,-0.738000035286,0.134314507246
1213,-1.84300279617,-0.697662115097,0.637350022793,0.677384197712,-0.228426098824,-0.703794896603,0.397346884012,0.935659587383,1.22018396854,0.450800001621,1.13276064396
226,-0.119535140693,-0.756002962589,0.218050003052,0.0802087783813,-1.01262927055,-1.44309663773,-2.77876615524,-0.671892344952,1.87538051605,0.218400001526,1.84440982342
6777,0.603349864483,-0.111927047372,0.228399962187,0.236684009433,-0.685635268688,0.130250453949,-0.669740080833,0.754667937756,-1.04974460602,0.113899976015,-0.335084378719
