rid,DOS056_A375_24H:BRD-K68190084-001-01-0:5,DOS056_A549_24H:BRD-K68190084-001-01-0:5,DOS056_HT29_24H:BRD-K68190084-001-01-0:5,DOS056_MCF7_24H:BRD-K68190084-001-01-0:5,DOS056_PC3_24H:BRD-K68190084-001-01-0:5,DOSBIO001_A375_24H:BRD-K68190084:10.0077,DOSBIO001_A549_24H:BRD-K68190084:10.0077,DOSBIO001_HT29_24H:BRD-K68190084:10.0077,DOSBIO001_MCF7_24H:BRD-K68190084:10.0077,DOSBIO001_PC3_24H:BRD-K68190084:10.0077,DOSBIO001_NEU_24H:BRD-K68190084:10.0077,DOSBIO001_NPC_24H:BRD-K68190084:10.0077
5720,0.330349981785,0.235249996185,-2.02644991875,-0.9945499897,-0.792760372162,-0.0113812293857,-0.468987673521,-0.313090324402,0.276905357838,-0.101849004626,0.592550039291,1.30091738701
466,-0.183349996805,0.0221500396729,0.183550015092,-0.817249953747,-0.8133071661,0.004071097821,0.389013707638,-0.156860977411,0.979593634605,-0.0993399769068,-0.468950003386,0.470348775387
6009,-0.0189500153065,-0.786049962044,-1.65995001793,-1.67135000229,0.280236840248,0.14646075666,-0.0383210778236,0.987211585045,0.127496242523,-0.152615904808,-0.516299962997,0.468626201153
2309,-0.512750029564,0.153849989176,0.0491499900818,-1.54270005226,0.0303596705198,0.0754485428333,-1.48408138752,0.523426413536,0.379310518503,0.945217847824,-1.87460005283,-0.532162070274
387,0.415199995041,-0.781800031662,-0.828999996185,-1.56319999695,1.17844319344,-1.05539035797,-0.205849692225,-0.0170177668333,-0.445705115795,-1.67688083649,-0.552249968052,0.249683916569
3553,2.37295007706,0.677299976349,1.54579997063,1.13569998741,1.19791936874,0.335909962654,0.225875169039,-0.671165406704,-0.331106066704,0.805883169174,0.767100036144,-0.142560362816
427,0.116049990058,-0.717049956322,0.693850040436,0.991050004959,-0.931278824806,0.636556863785,-0.0992264151573,0.999271988869,1.13743424416,-0.181459397078,0.428350001574,0.563504099846
5898,0.609600007534,1.69389998913,0.424700021744,1.15444993973,0.515031754971,0.363695025444,0.833995521069,0.626822710037,0.6590295434,0.799345076084,1.95955002308,-0.537394285202
23365,0.0724499970675,0.282550007105,0.139949992299,1.74614989758,0.0874817371368,-0.118364535272,-0.213381379843,-0.709232032299,-0.84815120697,-1.45429170132,-0.746349990368,-0.288237929344
6657,3.67234992981,-0.118400007486,0.9958999753,1.09205007553,-0.155933886766,-1.17391180992,0.302401334047,0.198961824179,0.592328071594,1.07116651535,0.504099965096,0.112016171217
5054,-1.28495001793,-0.792100012302,0.11194999516,-0.077500000596,0.983136475086,1.75229096413,1.32184946537,2.81995105743,-0.00885002687573,-0.642973661423,-0.642250001431,-0.327594816685
3108,0.828700006008,-0.438749998808,0.214249998331,-0.0982500314713,-0.443960905075,-0.55367898941,-1.07884204388,-1.15443170071,-0.211215317249,-0.215882629156,0.371800005436,0.818115472794
1950,-0.423249989748,-0.426750004292,0.351499974728,1.29694998264,-0.912202835083,-0.195645153522,0.195324271917,0.932953596115,0.14793330431,1.72147548199,-0.314900010824,-0.274172008038
351,0.299300014973,0.342199981213,1.01555001736,-1.5856500864,0.401222318411,0.811155974865,0.735270023346,0.400374233723,-0.204118877649,-0.578681349754,0.300849974155,-0.345141381025
4846,0.89310002327,-1.16639995575,0.081200003624,1.4552500248,1.06694483757,-0.688642263412,-0.00859853252769,0.212213024497,0.954857587814,0.098287537694,0.25150001049,-0.428238064051
1452,-0.528450012207,-1.87399995327,-0.061999976635,-0.28204998374,-0.218809470534,-0.0443425476551,0.310525566339,-0.212930053473,0.416290491819,0.593507826328,0.326499998569,0.00800442695618
4776,1.62574994564,0.19374999404,1.4131000042,1.74364995956,-0.217741340399,-0.213948220015,0.948639154434,-0.756911933422,-0.184462279081,-0.478722751141,-0.0870500206947,-0.927933096886
6908,-0.52429997921,-0.922450065613,-1.22539997101,-1.21584999561,0.014124378562,-0.461131215096,0.63133174181,0.442960321903,0.185394465923,0.239193677902,-0.22310000658,-0.432632178068
672,-1.02285003662,0.557099997997,0.211750000715,0.879999995232,-0.883102178574,-0.0599365085363,-0.24827991426,-0.0974752306938,-0.357642710209,-0.341592043638,-0.793549954891,0.397551774979
5710,0.454100012779,-0.0119500011206,-0.360600024462,-2.55900001526,0.481485545635,0.10705691576,-0.165835693479,-0.508184790611,-0.149253979325,-1.06909370422,-0.775399982929,0.0780798345804
2115,-0.0080000013113,0.0174999982119,0.343150019646,1.58710002899,1.89967930317,-0.19802801311,0.00152340531349,-1.14601707458,0.4358715415,-0.377218961716,0.923699975014,-0.0607472807169
7015,0.833400011063,-0.0142999887466,1.08375000954,1.05725002289,-0.233392775059,-0.380109041929,3.31075668335,0.209868878126,0.877318024635,1.08473205566,0.224800020456,0.494522511959
8726,0.198500007391,0.184599995613,-0.564700007439,-0.844449996948,-0.29388988018,-1.63912510872,0.21998848021,0.353897094727,-0.805201590061,0.1129514575,-0.624349951744,-0.760874927044
