rid,ERG003_VCAP_6H:BRD-K23073505-001-01-3:10,ERG003_VCAP_6H:BRD-K23073505-001-01-3:30,ERG004_VCAP_6H:BRD-K23073505-001-01-3:10,ERG004_VCAP_6H:BRD-K23073505-001-01-3:30,ERG003_VCAP_24H:BRD-K23073505-001-01-3:10,ERG003_VCAP_24H:BRD-K23073505-001-01-3:30,ERG004_VCAP_24H:BRD-K23073505-001-01-3:10,ERG004_VCAP_24H:BRD-K23073505-001-01-3:30
5720,-0.746850013733,0.658899962902,-0.383031368256,-0.323885202408,1.04855000973,-0.951399981976,0.319495141506,0.359990000725
466,0.376699984074,-0.273950010538,0.656333625317,0.344048768282,-0.173550009727,-1.91054999828,0.0687834471464,0.158875182271
6009,-0.195399999619,0.862850010395,-2.1268029213,0.511065542698,0.188700020313,-0.336650013924,0.271585822105,-1.07017731667
2309,0.269499987364,0.546599984169,0.026726808399,0.598500490189,0.605500042439,1.03384995461,0.318883985281,0.788480937481
387,-0.378499984741,-0.711449980736,-0.927562832832,-0.281650334597,-0.139400005341,-1.93149995804,-0.359703779221,-0.688000321388
3553,0.882050037384,0.156749993563,-0.0219809114933,-0.489787936211,0.94939994812,0.86369997263,0.743989884853,0.948386609554
427,-0.374749988317,0.822899997234,-0.273869484663,-0.0514551848173,0.086850002408,0.377300024033,-1.56667876244,-0.139120727777
5898,-0.811200022697,-0.0663000047207,0.533135592937,1.0503475666,-0.152100011706,0.181699991226,-0.573199808598,0.229187250137
23365,0.142999991775,0.881449997425,0.351982563734,1.11117696762,-0.0121999979019,-0.82640004158,0.0534496605396,0.135970890522
6657,0.420049995184,0.0635999962687,-0.12244605273,0.0191555786878,-0.277049958706,1.2513999939,1.0985981226,0.535045862198
5054,-0.273699998856,-0.939499974251,0.0402251929045,0.167434975505,-0.185950040817,-0.21495001018,-1.23619699478,0.172416672111
3108,0.570999979973,-0.149599999189,0.756499230862,0.278277784586,-0.137099981308,2.07605004311,0.376871824265,0.456578820944
1950,0.0895499587059,-0.168749988079,-0.194428116083,-0.420585513115,0.0209999680519,-0.0745999962091,-0.306767076254,-0.559179186821
351,-0.208299994469,0.752400040627,-0.907703757286,-0.824921250343,0.32824999094,0.933000028133,0.421489328146,-0.430403828621
