rid,CPC008_A375_6H:BRD-K64058329-001-04-2:10,CPC008_A375_24H:BRD-K64058329-001-04-2:10,CPC008_A549_6H:BRD-K64058329-001-04-2:10,CPC008_HCC515_6H:BRD-K64058329-001-04-2:10,CPC008_HEPG2_6H:BRD-K64058329-001-04-2:10,CPC008_HT29_6H:BRD-K64058329-001-04-2:10,CPC008_MCF7_6H:BRD-K64058329-001-04-2:10,CPC008_MCF7_24H:BRD-K64058329-001-04-2:10,CPC008_PC3_6H:BRD-K64058329-001-04-2:10,CPC008_PC3_24H:BRD-K64058329-001-04-2:10,CPC008_VCAP_6H:BRD-K64058329-001-04-2:10,CPC008_VCAP_24H:BRD-K64058329-001-04-2:10,CPC012_A375_6H:BRD-K64058329-001-01-8:10,CPC012_A549_6H:BRD-K64058329-001-01-8:10,CPC012_A549_24H:BRD-K64058329-001-01-8:10,CPC012_ASC_24H:BRD-K64058329-001-01-8:10,CPC012_HA1E_6H:BRD-K64058329-001-01-8:10,CPC012_HCC515_6H:BRD-K64058329-001-01-8:10,CPC012_HT29_6H:BRD-K64058329-001-01-8:10,CPC012_MCF7_6H:BRD-K64058329-001-01-8:10,CPC012_MCF7_24H:BRD-K64058329-001-01-8:10,CPC012_NEU_24H:BRD-K64058329-001-01-8:10,CPC012_NPC_24H:BRD-K64058329-001-01-8:10,CPC012_PC3_6H:BRD-K64058329-001-01-8:10,CPC012_PC3_24H:BRD-K64058329-001-01-8:10,CPC012_PHH_24H:BRD-K64058329-001-01-8:10,CPC012_SKB_24H:BRD-K64058329-001-01-8:10,CPC012_VCAP_6H:BRD-K64058329-001-01-8:10,CPC012_VCAP_24H:BRD-K64058329-001-01-8:10
5720,-0.414527833462,0.0341500043869,1.02363348007,0.517680168152,-0.553255677223,-0.443265110254,-0.207461223006,0.0486499965191,-3.35242295265,0.673057556152,-0.671946287155,0.2411211133,0.558392167091,0.521549999714,-0.11770004034,-0.515049636364,-0.0727335065603,-0.843633294106,0.583475768566,0.0340608283877,0.496219813824,0.324119508266,0.243633344769,-0.207748711109,0.360240250826,1.97003340721,-0.661199629307,0.171662345529,0.910875856876
466,0.0871379077435,0.545449972153,-4.58568668365,0.450104624033,0.324909240007,-0.219085663557,0.247136354446,0.0367500185966,0.5206630826,0.339062839746,-0.767501711845,0.620741426945,0.430114895105,0.320850014687,0.676900029182,-0.350311845541,-1.44484734535,-1.16803348064,0.575938284397,0.0969862416387,0.283901631832,-0.569179415703,-1.40876674652,-0.523309588432,0.533209145069,0.169733330607,0.237487092614,0.362778961658,0.745391368866
6009,-0.729225635529,0.583800017834,1.70035052299,0.274352133274,-0.19875818491,-0.242180496454,1.29920935631,0.269999980927,-2.84056639671,-0.718375861645,0.35263812542,0.0282142236829,0.108880013227,0.547299981117,0.521600008011,-0.734611570835,0.0912365093827,0.218800023198,0.436656564474,-0.529975712299,0.911985814571,-0.275332212448,-0.756033360958,-0.331498503685,-0.381471395493,-0.251833349466,-0.18773701787,-0.264814704657,0.261818766594
2309,0.894465565681,0.669750034809,0.580280542374,0.000179391354322,-0.405104875565,3.25541687012,0.898121356964,-0.222300007939,1.74919128418,0.668874323368,-0.178741693497,-1.38608038425,-0.138272702694,0.148949995637,0.795350015163,-0.96088218689,0.643147170544,0.228133350611,-0.895835936069,-0.116698794067,-0.56036490202,0.0291831791401,-0.54240000248,0.251419425011,-0.895577549934,-0.81920003891,-0.212502613664,0.025947496295,-0.0464528948069
387,-0.012112736702,0.441100001335,1.79562532902,1.4927444458,0.537531137466,1.30524265766,1.44395697117,-0.0292000025511,-0.843787968159,0.232926309109,-0.539827823639,0.346029311419,0.282371610403,1.40849995613,0.35435000062,-0.589048743248,0.562772333622,-0.316633343697,-0.245684593916,0.861203074455,0.308531582355,0.319612324238,-0.2799000144,-0.720207393169,0.15254175663,0.0726000070572,-0.57800424099,-0.661213934422,-0.0940313339233
3553,-0.668078064919,-0.625100016594,0.584886789322,-0.930671095848,-0.173602223396,0.456369459629,0.459349989891,0.834999918938,1.10736584663,0.583136498928,0.576184511185,-0.784138023853,-0.600478291512,-0.57800000906,0.203599989414,-1.06392431259,0.349929600954,0.0343333482742,-0.103417217731,0.275146245956,-0.709045350552,0.412492394447,0.503266692162,0.660852909088,0.508382678032,-0.619433283806,-0.465043157339,0.0820971280336,-0.416097223759
427,-0.501788854599,0.880499958992,0.981288909912,0.939306259155,0.0040361136198,1.96626758575,-0.686688542366,-0.358999997377,0.0647121220827,-0.879357099533,-0.12559607625,0.0654518827796,-0.615733504295,-0.0697999894619,0.293399989605,0.037555154413,-1.72222185135,-0.529500007629,0.0620125904679,-0.261703491211,-0.605673015118,1.43831551075,0.0708666443825,-0.666868209839,0.040169633925,0.728766739368,0.226021692157,-0.42278149724,0.706000983715
5898,0.254408061504,0.396349996328,0.10636010766,-0.86327034235,-0.720989048481,1.60201740265,0.275641441345,0.275849997997,-0.876053571701,-0.42913839221,0.0173105597496,0.0324513651431,0.472743034363,-0.351099997759,0.526149988174,-0.961437642574,-1.86259007454,-0.0970999971032,0.28192949295,-0.141125872731,0.501849770546,0.103943191469,-0.176700010896,-0.228273957968,0.657448410988,0.385833323002,-0.0396009683609,-0.562794923782,-0.0647306740284
23365,0.506816446781,-0.0273000001907,-1.34782361984,0.413850814104,0.926041305065,-0.612627148628,0.85672801733,5.15829992294,0.208673685789,0.300910562277,0.454240173101,0.295810252428,-0.460144609213,0.852149963379,-0.0793000459671,-1.67939937115,0.489865005016,2.20206689835,0.54247379303,1.5203152895,-1.21488535404,-0.910940647125,-0.0335666686296,0.263488024473,-0.309301584959,-0.102400004864,-0.0318714827299,-0.472685575485,-0.882923483849
6657,0.389154493809,-0.23900000751,0.753126382828,-0.193100169301,-0.505734205246,0.445064723492,0.653621077538,-0.152250021696,0.553305745125,-0.685570001602,0.398014426231,-0.522358238697,-0.804255604744,-0.925849974155,0.0667999982834,0.445848286152,-0.241522192955,0.994199991226,0.0261550061405,0.00643900036812,-0.439233332872,-0.605844199657,-0.428966671228,0.508338212967,0.111877977848,-0.576699972153,0.344718784094,-0.351437419653,-1.02493178844
5054,-3.57534074783,0.66455000639,-2.29160928726,0.388910889626,0.2276263237,0.302266120911,0.414779305458,0.782400012016,-0.0176750719547,-0.130900606513,0.513152003288,0.299192160368,0.0511500686407,0.887799978256,0.0443499982357,-0.517035484314,-0.070984877646,-0.0400666669011,-0.787737548351,-0.536604821682,0.0623964369297,0.365213572979,0.418000012636,-0.0694245249033,-0.341856360435,0.202299967408,0.0461998432875,0.877167880535,-0.0641802921891
3108,0.425443410873,0.881600022316,1.76316726208,0.418098598719,-0.3651022017,0.462541878223,-1.13302993774,-0.663749992847,2.02781128883,-0.672220468521,0.203358530998,-0.500390410423,1.15630018711,0.479999989271,-0.9457000494,-0.174814462662,-0.108961202204,-0.113999992609,0.726128816605,-0.138098314404,-0.098659619689,1.05934226513,3.53060007095,1.31013000011,-0.314985543489,4.96513366699,0.450349479914,0.720943689346,0.232168450952
1950,0.195359051228,-1.00125002861,0.796953737736,-0.342649757862,-1.06301128864,1.56230258942,0.305183529854,0.365849971771,2.04988956451,0.00050014257431,-0.175043910742,-1.0409604311,-0.819308638573,-1.0298999548,1.86590003967,3.12400722504,-0.246812611818,1.21086668968,-0.219061121345,-0.257498949766,-0.236079648137,0.278172135353,0.118533372879,0.556036531925,-0.383500784636,0.317233324051,-0.386114537716,0.933157444,-0.482667714357
