rid,ERG010_VCAP_6H:BRD-K88925856-001-01-1:10.076,ERG010_VCAP_24H:BRD-K88925856-001-01-1:10.076,ERG016_VCAP_24H:BRD-K88925856:3.36,ERG016_VCAP_24H:BRD-K88925856:1.12,ERG016_VCAP_24H:BRD-K88925856:0.37
5720,-0.0115000009537,0.715937554836,-0.163077190518,-0.367409229279,1.10807275772
466,0.38560000062,0.269232213497,-3.16217112541,-1.94609546661,-2.26648902893
6009,-1.31644999981,-0.655474424362,-0.323100060225,-0.656822860241,0.71663248539
2309,-0.616999983788,0.938505113125,0.477683544159,-0.454982936382,0.0947652459145
387,-1.10290002823,-0.308645486832,0.988790154457,0.231844857335,0.614604592323
3553,0.912599980831,-0.243523985147,0.3185082376,0.153697311878,0.048571806401
427,-0.691100001335,0.688654541969,-1.43880605698,-1.08988428116,-1.36161613464
5898,-0.59215003252,0.0444396622479,-0.686509609222,-0.713547468185,-1.51586377621
23365,-0.00170000037178,0.371379315853,0.603559017181,-0.232771515846,0.59796667099
6657,0.80814999342,-0.196791484952,0.357888221741,-0.328128457069,-0.283909082413
5054,0.840499997139,1.02666532993,0.044495895505,-0.55931943655,0.206994950771
3108,-0.203850001097,-0.105327934027,2.19802904129,-0.135402545333,0.190148979425
1950,0.396749973297,0.139381885529,-0.382831513882,1.19806671143,2.70075702667
351,-0.16859999299,-0.760136604309,-4.22880935669,0.194573014975,-0.138604313135
4846,0.0866499990225,4.23626470566,0.563993811607,-0.960033476353,-0.714667379856
1452,0.501049995422,0.49977427721,-1.53556931019,0.368425667286,-0.288125813007
4776,0.771499991417,-0.0915044397116,0.142672985792,1.40669512749,0.873553335667
6908,-1.13400006294,0.294396132231,-0.641607165337,-0.250355452299,0.614918410778
672,0.779949963093,0.270801246166,-2.44006252289,-0.105991408229,-0.389780163765
5710,-0.0329999960959,0.319958180189,0.0752402544022,0.65625846386,1.03591251373
2115,0.303700000048,0.877747058868,0.48610240221,-0.182077556849,-0.859981656075
7015,0.808700025082,0.206939324737,0.564196825027,0.355446130037,0.920272171497
8726,-0.446199983358,-0.315055549145,-0.699433624744,-0.574276804924,0.0128697436303
2185,0.822800040245,-0.213172584772,0.96574819088,0.661478221416,0.446775734425
3315,-0.61930000782,0.279687345028,0.498266577721,0.179043188691,-0.606463372707
5289,-0.1928999722,0.619468033314,0.766517758369,0.0467992126942,-0.236808821559
868,0.344749987125,0.561635136604,1.01637148857,0.635364413261,0.90963113308
1677,-0.552849948406,0.0899158269167,-0.258942574263,0.751754164696,-0.0614349991083
7043,1.62050008774,0.146150588989,1.17538690567,0.0880784168839,-0.0784058570862
5613,0.95759999752,0.266195118427,0.13840380311,1.17541146278,-0.271577894688
595,0.300599992275,0.235045045614,-0.82472217083,0.626847922802,0.771387934685
4793,-0.899250030518,0.506821811199,0.802285194397,0.511988401413,-0.599542021751
2736,0.585699975491,-0.178022325039,1.75711917877,0.597752451897,0.231217548251
5290,0.952800035477,0.000628087669611,0.611718654633,0.250068873167,-0.620579063892
6194,-1.02960002422,-1.77816200256,-0.699711084366,-0.586274683475,0.0980949252844
1676,1.54270005226,-0.172293037176,0.911946713924,0.99071931839,0.475693106651
23512,0.345449984074,0.742496609688,-1.66819739342,-0.0711308866739,0.287269711494
148022,-0.20624999702,0.588809967041,1.98490488529,0.701231598854,0.123791411519
1906,1.15645003319,0.688075840473,0.0536189079285,1.19363951683,0.650023698807
8878,-0.456049978733,0.348186671734,-0.0868445709348,-0.620216012001,0.621758460999
3091,1.26195001602,0.295334994793,-0.263122439384,0.84352761507,-0.222625285387
5743,-0.102200016379,0.489411383867,7.41906929016,0.202487975359,0.174105733633
5321,0.648500025272,-0.035979103297,0.657804012299,0.649716675282,0.226533725858
4144,-0.301450014114,-0.92699277401,-1.86769032478,-0.120630979538,0.783757328987
1981,-0.10379999876,-1.37882685661,0.440181255341,0.29578435421,0.137708693743
695,0.704400002956,1.41068661213,-0.0632384121418,-0.0967463850975,0.142330944538
10398,0.501600027084,1.53420209885,-0.24290895462,0.534862458706,0.22374278307
5708,0.408349990845,0.101261049509,0.663695752621,0.735706925392,0.65761500597
1213,-0.236449986696,0.15991345048,-0.385786235332,0.0410060286522,0.027302339673
226,-0.416799992323,0.308541208506,-0.971528053284,0.538211345673,1.06408751011
6777,-0.499849975109,0.467729061842,1.17161011696,-1.1219689846,-0.369613915682
2113,0.905749976635,-0.0579233691096,0.353810966015,0.235918819904,-0.681447207928
3329,-1.42414999008,-0.748985528946,-3.97764348984,0.499173343182,0.680670380592
1050,0.42425006628,-0.451396375895,-0.533504724503,-0.143478691578,0.15704151988
9491,0.676800012589,-0.321119695902,0.345009982586,1.12707090378,0.772062778473
22926,-0.369450002909,-0.0338377207518,1.08375000954,0.43955758214,-0.105824455619
5899,0.40474998951,-0.0955964997411,0.310912996531,0.38698220253,0.24380967021
5467,0.212999999523,0.14712035656,2.22630405426,0.231831878424,0.503244459629
6774,-0.315149992704,-0.452243000269,0.243922203779,0.199095398188,0.124527961016
1788,0.918500006199,-0.261502593756,0.783578157425,0.559167325497,0.512687206268
5921,0.4320499897,0.750865697861,0.816596806049,-0.312383890152,0.290341794491
5721,-1.10144996643,-0.407231390476,-0.796547889709,-0.11219599843,0.305459827185
2263,0.490599989891,-0.0977018326521,0.232029005885,1.43476366997,0.884010672569
808,0.203749999404,-0.557912826538,0.276691615582,1.34125876427,1.02960729599
30001,-0.260899990797,0.544411122799,-0.69786465168,0.112547725439,0.423875033855
348,0.303550004959,-0.11064556241,1.01517999172,0.0217579901218,0.337223380804
30849,0.372200012207,-0.473683714867,-0.0365859717131,0.491605818272,0.483709275723
1454,1.22459995747,0.141930997372,0.809550762177,0.722495138645,-0.00455465912819
6500,0.543399989605,0.273372203112,-0.479043722153,0.00195424258709,0.474148631096
5627,0.26859998703,0.356605827808,-0.899109303951,-0.639789581299,-0.399967253208
5715,-1.14450001717,-1.05055212975,0.557214677334,-2.7214384079,0.490112632513
4791,0.0992500036955,1.28001224995,0.877022266388,0.532308697701,0.231173992157
56924,-0.122599989176,1.78677332401,0.491505980492,-0.593179881573,-0.987747490406
2690,0.422600030899,0.425418078899,-0.60849738121,-1.72024559975,-1.8425000906
1019,0.127900004387,-9.05524939299e-05,-2.11475086212,-1.04263973236,-1.12235081196
51422,-0.685500025749,0.458837360144,3.2001554966,0.615817546844,-1.4577870369
5788,0.0305999815464,-0.3949662745,0.0735579133034,0.240617632866,0.83370256424
6709,-0.497749984264,-0.31685385108,-0.634459614754,0.734654784203,-0.987102210522
1277,-0.505850017071,0.279977172613,0.695388197899,0.781661510468,0.987042069435
993,-0.546299993992,-1.17208886147,-2.69935464859,-0.0398114621639,0.066004909575
7157,0.342449992895,0.0411260351539,-1.1369343996,0.725364029408,0.744296789169
1958,-1.25209999084,0.597106218338,-0.261296033859,-0.553784370422,-1.6087744236
4582,0.171849966049,-0.315572708845,-0.801064133644,1.50892782211,3.4061050415
9212,0.654449999332,-0.798211634159,-0.262389391661,0.632935345173,0.125207677484
8440,-0.327050000429,-1.19324183464,-2.11485815048,-1.2477452755,-1.04331958294
6790,-0.140399992466,0.299932390451,-0.186062306166,-0.44153958559,1.07592964172
8851,-0.746299982071,-0.135470360518,0.811526834965,0.76618295908,-1.2776825428
2534,0.350800007582,0.320615142584,0.226824432611,-0.0576021522284,-0.81446325779
4893,0.342049986124,-0.143927440047,1.06847786903,0.990421414375,0.643664121628
665,0.458249986172,-0.16231520474,0.360365509987,2.52672386169,1.30852687359
4313,1.76259994507,-0.500759363174,0.416909217834,0.35144379735,0.226459816098
1022,-0.347500026226,-0.406449168921,-0.129147917032,-1.4323759079,-1.26344335079
5880,-0.180250003934,-0.334459662437,0.576600790024,0.431637465954,0.129586726427
3162,1.57749998569,0.0203001201153,-0.127770125866,0.148878514767,-0.586760759354
1282,0.940500020981,-0.623415768147,0.594433605671,-0.121129527688,-0.482172459364
3383,-0.0242500007153,-0.775255918503,1.056209445,0.334217220545,0.193837285042
727,-0.293500006199,0.0546571537852,1.43006515503,0.657297670841,0.46980714798
4792,-1.63514995575,-0.681306779385,-0.5489372015,0.218463778496,-2.65783762932
4794,0.525499999523,-0.185808926821,1.0536519289,0.228172630072,-0.185568094254
902,-0.122200012207,0.0680458396673,-1.40216946602,0.614557027817,0.176208883524
8091,0.680149972439,-0.173683136702,-0.797226130962,-0.103685341775,-0.187711134553
3486,-0.298449993134,-0.261650085449,1.20632481575,-0.268619954586,0.165629506111
10818,0.126350015402,0.440310150385,1.17681360245,0.693011105061,4.90716075897
3454,0.86669999361,-1.11357760429,1.5985519886,0.519833624363,0.717405736446
4282,-0.605299949646,-0.426471829414,-1.45295441151,-0.324536323547,-0.0963458642364
1605,-0.760800004005,0.00446616020054,-0.333436459303,0.266896605492,0.524122297764
10644,0.117299996316,0.22151966393,1.65545284748,-1.23163938522,-0.0830297470093
2065,-0.126300007105,-0.120930783451,0.0125300362706,-0.91292655468,-1.75013303757
8321,0.717450022697,-0.170809864998,0.814159572124,0.393485814333,-0.225400745869
8503,-0.571649968624,0.341972649097,-0.993240118027,0.159111738205,0.236156523228
7027,0.891450047493,-0.13121175766,-1.37555813789,-0.144971072674,0.143423855305
6850,0.663299977779,0.426386386156,0.516491770744,1.80854916573,0.387028634548
1978,-0.0696500018239,-0.29364657402,-1.8933082819,-0.0855557024479,-2.37372946739
896,-0.295949995518,-0.0440353304148,-0.730902910233,-0.774311423302,-0.407635718584
5777,-0.310799956322,0.392109662294,1.21412730217,0.334281563759,-1.2013181448
1846,-0.729750037193,0.255112588406,0.811094284058,-1.21665096283,-0.453557014465
5925,-1.22154998779,-0.0528879389167,0.317517399788,0.9519713521,-0.0424886643887
142,-1.53710007668,0.430038332939,-0.473856419325,-0.0942983850837,0.383286267519
1021,0.811000049114,0.489756673574,1.39732921124,-0.852940559387,-0.536188364029
5699,1.37584996223,0.112718053162,1.70619726181,0.469103127718,0.512782156467
8061,-0.0176999866962,1.13965857029,0.917117118835,-1.03375506401,-0.0974478423595
1870,-0.941449999809,-0.627285599709,3.39573860168,-0.463146209717,0.144226610661
1398,-0.299450010061,-0.381713867188,-2.10818004608,-0.103993974626,-0.628077864647
3312,-0.741949975491,0.10250467062,-1.84515202045,-0.213468044996,0.509992599487
891,0.638650000095,-0.714766740799,-2.09333086014,1.42570769787,0.599716424942
4775,-0.365899980068,-1.34804856777,1.87958788872,0.661607861519,0.212299525738
