rid,CPC004_A375_6H:BRD-K47631482-003-03-9:10,CPC004_HA1E_6H:BRD-K47631482-003-03-9:10,CPC004_HA1E_24H:BRD-K47631482-003-03-9:10,CPC004_HCC515_6H:BRD-K47631482-003-03-9:10,CPC004_HCC515_24H:BRD-K47631482-003-03-9:10,CPC004_HEPG2_6H:BRD-K47631482-003-03-9:10,CPC004_HT29_6H:BRD-K47631482-003-03-9:10,CPC004_MCF7_6H:BRD-K47631482-003-03-9:10,CPC004_PC3_6H:BRD-K47631482-003-03-9:10,CPC004_PC3_24H:BRD-K47631482-003-03-9:10,CPC004_VCAP_6H:BRD-K47631482-003-03-9:10,CPC004_VCAP_24H:BRD-K47631482-003-03-9:10,CPC016_A375_6H:BRD-K47631482-003-03-9:10,CPC016_A549_6H:BRD-K47631482-003-03-9:10,CPC016_A549_24H:BRD-K47631482-003-03-9:10,CPC016_ASC_24H:BRD-K47631482-003-03-9:10,CPC016_HEPG2_6H:BRD-K47631482-003-03-9:10,CPC016_HT29_6H:BRD-K47631482-003-03-9:10,CPC016_MCF7_6H:BRD-K47631482-003-03-9:10,CPC016_MCF7_24H:BRD-K47631482-003-03-9:10,CPC016_NEU_24H:BRD-K47631482-003-03-9:10,CPC016_NPC_24H:BRD-K47631482-003-03-9:10,CPC016_SKB_24H:BRD-K47631482-003-03-9:10,CPD003_MCF7_6H:BRD-K47631482-003-04-7:10,CPD003_MCF7_24H:BRD-K47631482-003-04-7:10,CPD003_PC3_6H:BRD-K47631482-003-04-7:10,CPD003_PC3_24H:BRD-K47631482-003-04-7:10
5720,0.54370111227,0.363544255495,-2.2930727005,-0.38758584857,-1.01572585106,0.44666826725,-0.157088220119,-0.135095626116,-4.76619577408,0.338481903076,0.540714204311,-0.46780025959,-0.251593887806,0.68465000391,-0.863608539104,-0.85069835186,-0.758576512337,-0.523474812508,-0.568599998951,-0.350243359804,0.294235408306,-0.579121351242,0.269561469555,-1.32270002365,-1.46848607063,0.736156404018,-0.109850004315
466,-0.241363823414,-0.00950090587139,-1.72259473801,-0.0507046841085,0.296491473913,-0.0769466012716,0.24337682128,-1.62305665016,-3.954682827,0.14697663486,0.462001472712,-1.12027966976,-1.93831300735,0.116100013256,-1.06835222244,0.600469231606,-0.106774412096,-1.85464203358,-0.504999995232,0.39974719286,0.461771994829,-1.19983410835,0.599207639694,0.169200003147,3.44356250763,0.67628455162,-0.0350999832153
6009,0.152106776834,-1.07024025917,-1.60397183895,-0.0092326104641,-1.39395952225,0.583412230015,-0.310498684645,0.991110861301,0.653344750404,-0.251198649406,0.476498901844,-2.03170442581,-0.609576642513,0.737149953842,-0.525682449341,0.534301698208,-0.0734269768,-0.192058339715,0.118550002575,0.201460003853,-0.511833906174,-0.453045845032,0.716933131218,-0.116549998522,0.784398794174,0.844003379345,0.868900060654
2309,-0.47779288888,-0.968399524689,-0.137526780367,-0.0136041045189,-0.83107739687,-1.7633844614,-0.601348698139,-0.064629226923,0.882947206497,-0.278541654348,0.119616761804,0.878467023373,-0.127056002617,-0.322450011969,-0.346235275269,0.122860386968,0.451806843281,0.284590572119,0.625800013542,-0.905097007751,-0.821577548981,0.736718118191,-0.957171857357,-1.28680002689,0.428224623203,-0.372606515884,-2.02374982834
387,0.296211510897,-0.531211435795,-0.76490098238,-1.55729484558,-0.515892505646,0.530185997486,-0.352071583271,0.766426861286,-1.05968260765,0.417501479387,0.903896689415,-0.872454583645,-0.468776166439,1.06614995003,-0.826676845551,0.0064569786191,-0.26843380928,-0.0983367785811,0.123500019312,1.18948256969,-0.46931502223,0.156145825982,0.0641929060221,-0.731099963188,2.61082935333,0.982987761497,-0.235799998045
3553,-0.0389214158058,-0.0905246287584,0.634318768978,0.220955714583,0.0131006166339,-0.493824273348,-0.705188989639,-1.10024750233,0.50449681282,-0.107704117894,-0.502308964729,-0.369130343199,-0.263668477535,-0.430999994278,1.24132406712,-0.07385212183,0.110787540674,1.04090595245,-0.434500008821,1.27336072922,1.44231319427,2.28851342201,-0.0522139146924,-0.448749989271,-0.0890303254128,-1.10607159138,-0.462449997663
427,0.0897210538387,-0.478444874287,-1.00081694126,-0.661526560783,0.0749778002501,0.932803869247,0.577801764011,-0.159606039524,2.97886538506,0.235579490662,0.942989230156,-1.40051269531,0.467463195324,-0.649700045586,-0.557075977325,0.0184918511659,-0.976898670197,-1.78890526295,-1.16830003262,0.380705207586,0.296074092388,0.340075492859,-0.27236905694,0.289849996567,0.0914173722267,0.538052916527,0.153200030327
5898,-0.224171221256,0.570457696915,-3.61491370201,-0.838649988174,-0.295330047607,-2.24237036705,0.317770302296,-0.640590906143,0.0935330986977,-0.0262979585677,-0.167406708002,-1.05858588219,-1.77410423756,0.232250005007,0.309581577778,0.377061545849,-0.814189076424,-1.36554312706,0.00680000009015,-0.0481792464852,1.48723781109,-1.38502144814,0.891521513462,-0.206150010228,-0.820155382156,-0.472893595695,0.534200012684
23365,0.447979331017,0.617483079433,-0.478736698627,1.20840382576,1.41626346111,0.115362502635,-0.610443294048,0.0810773447156,2.38234376907,-0.162250354886,0.0997982099652,0.102399125695,-0.938714981079,0.833150029182,0.771598935127,-0.246438115835,0.108534544706,-0.803516030312,-0.0681999996305,0.116865113378,-0.920822381973,0.0109200961888,0.656833171844,-0.0485499799252,0.508460402489,-0.943507015705,0.993449985981
6657,0.444755673409,0.689378559589,0.896797776222,-0.218708276749,0.139215707779,0.0549162179232,-0.0920068621635,-0.659036874771,-0.0250123180449,-1.17300188541,0.0157908201218,-1.1597520113,1.09541761875,-0.288300007582,0.890997648239,-0.948145389557,0.622538328171,1.99431991577,0.101400002837,0.896867692471,-1.48780059814,0.260213822126,-0.859195888042,-0.457300007343,-0.36494833231,0.167094752192,-0.592899978161
5054,-0.0882704406977,-0.559684038162,-0.573775410652,0.533001840115,-0.18532243371,-0.0441075712442,-0.999725699425,0.772475719452,-0.36233368516,-0.379947930574,-0.22446410358,-1.36376476288,1.56016528606,0.404650002718,0.037361562252,1.44897401333,0.0871144682169,3.47675657272,0.903399944305,0.373207002878,1.36986112595,0.135394096375,0.470908790827,2.82835006714,2.97509098053,-0.490781754255,-2.58045005798
3108,-0.27352398634,-0.488663911819,0.235525459051,-0.726426482201,-0.391695410013,-0.71147787571,0.384950131178,-0.43332311511,1.96833121777,-0.183246925473,-0.724089622498,1.79598665237,-0.289491653442,0.295199990273,-0.551561594009,-0.128761082888,-0.435955286026,0.828014135361,-0.767800033092,-0.00459768995643,3.11991786957,8.60276031494,-1.00678408146,2.44959998131,2.24251747131,-0.176194041967,-0.424650013447
1950,-0.117473632097,-0.204826548696,0.455876529217,1.05765414238,0.0732432603836,0.931119382381,0.49607437849,-0.809906482697,2.72049975395,-0.223078757524,-0.541570782661,0.712860107422,1.5853215456,0.0543500185013,1.16701734066,-0.221515595913,0.737318873405,0.263361543417,-0.253700017929,0.0251725632697,0.238176882267,-0.193342775106,-0.701752901077,0.068499982357,-1.66827106476,-1.0591468811,-0.113600000739
351,-0.303623974323,0.211794510484,0.194798469543,0.0376636832952,-0.547585964203,1.04968178272,0.914185523987,-0.421649336815,0.650653779507,-0.907527804375,0.836567282677,1.31019711494,1.35920274258,-1.01285004616,0.179437994957,-0.556867182255,-1.0197365284,1.77237021923,0.177299976349,0.84108632803,-0.00196364033036,-0.669060885906,-0.349853098392,-0.258199989796,0.450332641602,-0.16644616425,-1.11059999466
4846,0.331429868937,0.876458644867,0.878966212273,0.000670656561852,-0.3846783638,0.759494781494,-1.10216939449,-0.234225332737,0.16344845295,-0.547775387764,0.728691697121,0.349673807621,-0.551864683628,0.770150005817,0.00176424533129,-0.229709416628,0.402473002672,-1.56488513947,0.0408499985933,-0.406311362982,0.786994218826,3.22387385368,-1.03283786774,0.824200034142,4.26991605759,0.534927845001,-0.111699998379
1452,-0.343347549438,-0.648457050323,-0.458727866411,-0.647568643093,-1.09375953674,0.31645527482,-0.234426349401,-0.215503334999,0.788088083267,-0.202081128955,-1.05992484093,-1.03713274002,-1.51204931736,-0.258499979973,-0.607491850853,-0.229423359036,0.0683074295521,-0.969372749329,0.342550009489,-0.777235090733,-1.04378795624,0.301066040993,0.245824277401,-0.320100009441,-1.35280799866,-0.0782954394817,-0.00230000168085
4776,0.00233292579651,0.0752479285002,1.12083005905,0.996988475323,0.342748939991,-0.928974509239,-0.457094401121,-1.05360162258,0.552739620209,2.15407824516,-0.371620565653,0.0362300984561,1.29187607765,-0.16875000298,2.42169141769,-0.627648532391,0.0926350653172,0.993505477905,0.0673500001431,1.37710130215,0.999444365501,0.964648008347,-0.847226440907,-0.315299987793,-0.0568200349808,-1.30020713806,-0.225099980831
6908,0.575671553612,-0.367115616798,-1.26828837395,-0.269625246525,-0.3618093431,0.710618197918,-1.07623195648,-2.45237588882,2.53575515747,0.731055915356,0.0955082625151,-0.237003520131,-1.86907184124,0.444999992847,-1.5157020092,1.47488117218,-0.925973713398,-2.22215890884,-0.475699990988,-0.367602318525,-0.759340643883,-0.800879716873,0.380793303251,-1.0896500349,-1.12395679951,0.325249403715,0.144649997354
672,0.621094703674,-1.36699783802,-0.969486355782,0.691378593445,-0.795177400112,-1.5461782217,0.0378719493747,0.708665966988,1.41239893436,1.45576691628,-0.688259422779,-0.594233453274,-0.84787863493,0.397749960423,-1.24756991863,0.511826872826,-0.137727126479,-0.331242263317,-0.149450004101,-0.472133934498,1.0948779583,-0.377128750086,0.561761319637,0.248900026083,-2.26321864128,-0.926542878151,0.489000022411
5710,0.118278458714,-0.8658618927,0.33172005415,-0.936117231846,-0.510214328766,0.0895157009363,-0.746255636215,0.181893244386,0.51835089922,-0.0685582607985,-0.714320898056,-0.692583739758,-0.934232354164,-1.77005004883,-1.05692744255,0.752008676529,-0.299685150385,-3.70474076271,-0.975350022316,-0.675780713558,-1.94664537907,-0.210017859936,0.314001858234,-0.142449989915,0.753811717033,0.762763082981,-1.37964999676
2115,-0.204671412706,1.07382178307,-0.347116351128,-0.825680971146,0.414227932692,-0.0440847612917,-0.097580909729,-0.0518799126148,1.90436184406,0.137566715479,0.394183278084,0.701436400414,-0.365109860897,0.186049997807,0.466807246208,0.141931146383,0.280735313892,2.1937584877,0.506599962711,0.168193355203,2.01805090904,-0.642090976238,0.379124730825,0.0711499974132,1.73549091816,-0.92342799902,-0.510650038719
7015,-0.535323917866,-0.0175125338137,1.45566344261,-0.356273829937,0.280491113663,-0.929539561272,-0.400317490101,-0.717844188213,2.02922081947,-1.52344512939,0.0456737726927,-0.901955842972,1.63568508625,-0.459800004959,1.39371979237,-1.40826630592,0.577987134457,1.7663475275,-0.411000013351,0.417381107807,1.45562767982,0.389661878347,-1.67112159729,-0.290250003338,-1.57330417633,-1.0304223299,-0.842899978161
8726,-0.536145150661,0.304106473923,-1.10731315613,-0.0279295146465,0.25259500742,0.503050088882,-0.200122714043,-0.00850842893124,-1.82908332348,0.173707917333,1.97277605534,-1.54612445831,-0.945050239563,0.871999979019,0.459072113037,0.61617898941,0.101115703583,-1.18554890156,-0.223300009966,-0.39914265275,1.47706878185,-0.127902984619,0.0328157991171,0.345650017262,1.15430259705,0.294861227274,0.980199992657
2185,-1.12673187256,1.08313655853,1.80674505234,0.506577432156,-0.0798713043332,-0.458998680115,-0.358637809753,-0.975413560867,1.57460796833,-0.901438355446,0.246569484472,-0.594677209854,1.74548661709,-0.629249989986,1.59346079826,-1.40604293346,0.587553620338,2.03782939911,-0.206000000238,1.45742511749,0.566493153572,0.685763001442,-0.472372859716,0.0162000060081,0.387352824211,-1.08451151848,-0.420249998569
3315,-0.506370544434,-1.13775670528,-0.22544695437,-2.08668828011,-0.76600933075,-1.12870693207,-0.478789687157,0.0439547598362,-1.30990076065,-0.991252183914,-0.115019232035,0.0912551879883,-1.32642459869,0.415300011635,-1.43472123146,0.646458625793,-0.221884801984,-0.772667050362,0.337249994278,-0.48748794198,-0.0978570729494,-0.575445055962,-0.000543963571545,0.251249998808,0.0737329646945,0.349347174168,-1.85524988174
5289,0.119018286467,-0.510928273201,0.0421918705106,-0.218391627073,0.628102242947,0.221331626177,-0.287040770054,-0.518549203873,2.10243558884,-0.0330673754215,0.529705405235,-0.902845263481,0.549010515213,-0.0748999863863,0.89078950882,0.970706582069,-0.982751309872,2.34090161324,0.327199995518,-0.463373541832,0.960695981979,0.110330983996,0.700766444206,-0.386249989271,-0.768974542618,-0.384131610394,-0.418650001287
868,0.626709938049,0.796627044678,0.511916279793,-0.819304406643,-0.469378232956,-1.62326991558,-0.335690557957,-0.141069412231,0.940455496311,-0.019269566983,0.753265976906,-0.083843767643,0.126896426082,-0.282800018787,-1.03054177761,-0.284819215536,-0.394798457623,1.13848221302,-0.710500001907,2.4715616703,-3.53279519081,-0.178867951035,-6.22686243057,0.849250018597,-3.02678322792,-0.984574019909,-2.05605006218
1677,-0.214971363544,0.751634478569,1.79715895653,0.0100764334202,0.489493012428,-0.47335767746,0.488629877567,-0.158706590533,-0.77999329567,-0.796709358692,0.227816566825,0.193375989795,1.72958099842,0.0609499961138,0.884113788605,-1.33190631866,0.102488413453,3.76359772682,-0.171049997211,0.384428352118,1.76256585121,0.8728967309,-0.633633196354,0.697999954224,1.39243924618,0.853595495224,-0.756600022316
7043,-0.0964677408338,1.0874786377,1.34053242207,-0.240780174732,0.637338221073,-0.98571318388,-0.467120528221,-1.20829916,0.185135632753,-0.729778289795,0.499185264111,0.317756026983,0.471535176039,-0.449050009251,0.577104687691,-0.916373133659,0.118110358715,1.52189087868,0.462599992752,0.761452913284,0.53538787365,1.25931227207,-0.756400644779,-0.00774999987334,0.320772647858,-0.0769452303648,-1.01129996777
5613,-0.325269162655,1.0038677454,0.974508583546,0.857427299023,0.260383337736,-0.104911677539,-0.214267551899,0.0260066986084,1.47137093544,-1.17169308662,1.35208439827,-0.640251755714,1.70823824406,-0.124949999154,0.56959104538,-0.797915458679,0.614794373512,1.55197119713,0.111149996519,0.529692649841,0.60449630022,-0.200935989618,-0.396137177944,0.684000015259,-1.92437005043,-0.553954482079,-0.658550024033
595,-0.169757217169,0.313205361366,-1.04386103153,-0.548435807228,-0.759216964245,-1.67043435574,0.159628123045,0.193920746446,1.07081341743,-0.759650588036,-0.821189582348,-0.213822290301,-1.90268826485,0.799749970436,-1.37452530861,1.12853991985,-0.522839784622,-2.18632459641,-0.267650008202,-0.837950110435,0.227182537317,0.679797291756,0.872134029865,-0.377300024033,-2.28457927704,0.662743806839,-0.778900027275
