rid,DEB001_MCF7_6H:BRD-K05485208-001-01-1:25,DEB001_MCF7_6H:BRD-K05485208-001-01-1:10,DEB001_MCF7_6H:BRD-K05485208-001-01-1:5,DEB001_MCF7_6H:BRD-K05485208-001-01-1:1,DEB001_MCF7_6H:BRD-K05485208-001-01-1:0.2,DEB001_MCF7_24H:BRD-K05485208-001-01-1:25,DEB001_MCF7_24H:BRD-K05485208-001-01-1:10,DEB001_MCF7_24H:BRD-K05485208-001-01-1:5,DEB001_MCF7_24H:BRD-K05485208-001-01-1:1,DEB001_MCF7_24H:BRD-K05485208-001-01-1:0.2,DEB001_PC3_6H:BRD-K05485208-001-01-1:25,DEB001_PC3_6H:BRD-K05485208-001-01-1:10,DEB001_PC3_6H:BRD-K05485208-001-01-1:5,DEB001_PC3_6H:BRD-K05485208-001-01-1:1,DEB001_PC3_6H:BRD-K05485208-001-01-1:0.2,DEB001_PC3_24H:BRD-K05485208-001-01-1:25,DEB001_PC3_24H:BRD-K05485208-001-01-1:10,DEB001_PC3_24H:BRD-K05485208-001-01-1:5,DEB001_PC3_24H:BRD-K05485208-001-01-1:1,DEB001_PC3_24H:BRD-K05485208-001-01-1:0.2
5054,-0.33766579628,0.599552512169,-0.455413281918,0.376802146435,-0.123924359679,0.895893216133,-0.5368450284,0.241501837969,-0.0853453353047,0.13529163599,0.493499815464,0.107133373618,0.301405787468,0.284161806107,-0.292445123196,0.316076785326,0.122660622001,-0.174560680985,-0.315991133451,-0.157902777195
3108,-0.902151048183,-0.0630804598331,-0.176240384579,0.202196747065,-0.0068049877882,-0.0619639866054,-0.783293187618,-0.343133151531,-1.4304702282,-0.00622447393835,-0.27544426918,0.10558398813,-0.145438924432,-0.154618650675,-0.0261170044541,1.10804700851,-0.0163281727582,-0.435807198286,-0.327840805054,-0.22676974535
1950,-0.369938462973,0.404590606689,-0.441226541996,-0.264033317566,0.648702919483,-0.796436965466,0.289408564568,-0.501071631908,-0.114980272949,0.316810339689,-0.104824930429,-0.13577029109,-0.744544863701,0.0560984238982,-0.188389331102,-0.562008857727,-0.881660699844,-0.333692401648,-1.00937342644,-0.17660357058
351,-0.676086843014,0.564685881138,-0.650858044624,0.117210656404,1.4513117075,-1.59619414806,0.19755679369,-1.0517976284,-0.195248380303,-0.0347842909396,-0.378990530968,-0.149618819356,-0.700747251511,-0.373165041208,0.162064254284,-0.42451390624,-0.00685928016901,-0.900394082069,-0.758229136467,-0.651888072491
4846,0.776042163372,-0.548966467381,-0.136615380645,0.610691249371,-0.577476024628,0.793643772602,0.294575273991,-0.342924803495,0.330478578806,0.120865851641,0.159745544195,-0.456142127514,-0.164262592793,0.131829917431,-0.652860760689,-0.277111232281,0.146765321493,-0.528416156769,-0.231265261769,-0.789164543152
1452,0.499146938324,-0.0961371585727,0.650420665741,0.478104352951,-0.300183087587,0.814211010933,-0.334739416838,0.574879288673,0.135520339012,-0.120910055935,-0.0479100570083,-0.45433986187,-0.202685445547,0.289880126715,0.246965125203,0.347695589066,-0.64457988739,0.612783193588,0.29329764843,-0.0118088722229
4776,0.544361829758,0.741727352142,-0.408128172159,0.688378572464,1.1640945673,-0.741381645203,0.0556730926037,-0.30819517374,0.186062306166,0.322052001953,-0.547655940056,-0.267939209938,-0.601120948792,-0.254354029894,-0.479821324348,-0.34233507514,-0.221202403307,0.0234481245279,0.363331019878,0.632941186428
6908,-0.138726562262,-0.165462061763,0.333343327045,-0.696603298187,-0.411057770252,0.47432616353,0.598831176758,0.753348886967,0.338408857584,0.0638977661729,0.726440906525,-0.0474954843521,0.26688092947,0.149546965957,0.156196117401,0.241326779127,0.117643244565,0.940079033375,0.426476895809,0.764050841331
672,0.095175281167,-0.138354420662,0.236730068922,-1.13091659546,0.076982691884,0.627257466316,0.430145144463,0.462269574404,0.665996015072,0.0887596607208,0.138038128614,0.291067659855,0.0742831081152,0.21817086637,0.865828514099,0.251388013363,-0.098916888237,0.712430953979,0.0743326544762,-0.17072956264
5710,0.235105141997,0.616948485374,0.384389936924,1.40568399429,0.0540360808372,-0.106712378561,-0.391916811466,0.525239467621,-0.320477604866,-0.160343185067,0.437596082687,0.83237528801,0.441324740648,0.0452608764172,0.465467065573,1.31343090534,1.04634082317,1.12402498722,1.16078364849,-0.00284737348557
2115,0.445324808359,0.665682733059,0.21076066792,0.706428527832,0.589078962803,0.143127977848,-0.300144672394,-0.353278070688,-0.152828395367,-0.356669098139,0.56043368578,-0.33221000433,0.154116526246,-0.0438562557101,0.228820681572,0.195981115103,0.456012994051,0.317560404539,2.37417721748,1.3467656374
7015,0.162266209722,1.06276595592,-0.478724092245,0.251393139362,1.0756469965,-0.344518452883,0.253977864981,-0.179255411029,0.298311263323,0.367172956467,-0.538235485554,-0.19562587142,-0.695855736732,-0.387294083834,-0.0871729254723,-0.477567732334,-0.610136151314,-0.494776368141,-0.179096251726,0.816169559956
8726,-0.00966268405318,0.03866603598,0.35198277235,0.289282083511,-0.25705319643,0.55302631855,0.205786079168,0.663187205791,0.466858834028,0.0835912525654,0.767463088036,1.24331116676,0.414478242397,0.296333909035,0.704267203808,0.898758649826,0.907835841179,0.409958720207,-0.291957497597,-0.54810321331
2185,-0.0224383119494,0.652241945267,-0.534312546253,0.49100112915,0.570025920868,-0.88553828001,0.0438751317561,-0.562501013279,-0.43253237009,0.188244774938,-0.222061365843,-0.305582374334,-0.966836690903,-0.677617430687,-0.509864926338,-0.605156421661,-0.0727918893099,-0.954168379307,-0.0620400235057,0.404515475035
3315,-1.46679544449,-0.283765912056,-0.18634968996,-0.0219256374985,-0.197519689798,-0.37552523613,0.49660167098,0.522545456886,-0.0730566084385,-0.62698584795,-0.375467568636,-0.0820805430412,0.562874913216,-0.370367527008,-0.546696066856,-0.0744359791279,0.0789747908711,0.00993685424328,0.196806892753,-0.0867354944348
5289,-0.0328391343355,1.42528605461,0.113000318408,0.419343680143,1.51881337166,-0.529712796211,-0.364981085062,-0.0941634476185,0.578500390053,-0.0651130154729,-0.478230655193,-0.306893795729,-0.578912615776,-0.198445245624,-0.287712395191,-0.0118333976716,0.353652238846,-0.445715159178,0.764543414116,0.740495979786
868,-0.102880053222,-0.254089891911,0.768524885178,0.149897128344,-0.605441093445,1.28510153294,-0.490481257439,0.209277480841,0.581519067287,-0.0671025067568,-0.299234032631,0.0720605552197,0.442263782024,-0.0308884680271,-0.595266878605,-0.113393761218,-0.295970678329,0.0463418290019,0.491795897484,0.267357498407
1677,-0.374014824629,0.636269032955,-0.130815118551,0.736633956432,-0.000173183623701,-0.77198266983,0.00907811336219,-0.0485157705843,0.0917752385139,0.700878381729,-0.119463980198,0.612655520439,-0.60878431797,0.0373722165823,0.653885245323,0.0925760045648,-0.212675094604,0.34106194973,0.341955840588,0.111707463861
7043,0.740502119064,0.186895191669,0.220453321934,0.979092895985,0.225838780403,0.307773858309,-0.0323884636164,-0.0818250775337,-0.0862682759762,-0.426148712635,0.140392079949,0.322260528803,-0.432657182217,-0.594910144806,-0.235537827015,0.116087332368,0.475424528122,0.415115714073,0.430839180946,0.3855663836
5613,0.0191901512444,0.234181344509,-0.863053321838,-0.384594202042,1.54703366756,-0.630715727806,0.320402979851,-0.534788310528,0.11486043781,0.104840233922,-0.301144361496,1.04271388054,-0.676933705807,-0.522243976593,0.0252047255635,-0.0087876021862,-0.244941592216,-0.056892234832,-0.468035489321,0.12099211663
595,0.0331273041666,0.268976449966,0.535468757153,0.0797927677631,0.217498168349,1.10252904892,-0.176669985056,0.866553008556,-0.112759202719,-0.259251117706,0.228824332356,0.616881787777,0.67989307642,0.533949077129,0.36448353529,0.56136071682,0.506224870682,0.327665865421,0.650273144245,0.0258101671934
4793,0.510534822941,0.347992390394,0.421192854643,-0.438210815191,0.445859372616,0.244409933686,-0.630956172943,0.169999212027,0.0388924516737,-0.582493066788,-0.398018568754,-0.491366624832,-0.0434866920114,0.77908539772,-0.514214217663,2.12640690804,-0.182251483202,-0.684269249439,0.605471313,0.606549322605
2736,1.42797386646,0.25971403718,-0.141815423965,0.195405676961,0.290174245834,0.413604289293,0.3927295506,-0.0383052378893,0.0196443405002,-0.203917354345,-0.116528347135,-0.0493079572916,-0.276755213737,-0.558728277683,-0.400775671005,0.0461964905262,-0.734376072884,-0.260271966457,1.58343720436,0.0848300009966
5290,0.0446784943342,0.151990517974,-0.819561302662,0.860440254211,0.18995384872,-1.25823044777,0.117319323123,-0.610192239285,-0.27383300662,0.477493554354,-0.609985947609,-0.100594885647,-0.698360860348,-0.837741136551,-0.913772583008,-0.925031542778,-0.616088032722,-0.70953220129,-0.0696472227573,0.253629028797
6194,0.110915787518,0.110401883721,-0.0514809191227,0.603465199471,-0.095076777041,-0.0380556806922,-0.291058331728,-0.708994984627,1.02047562599,-0.489644408226,-0.494094610214,0.180199593306,0.490527480841,-0.593717992306,-0.813405990601,0.381527453661,0.187256842852,0.380400657654,0.796597838402,0.481978654861
1676,0.0359024703503,0.109127387404,-0.702962756157,0.364758729935,0.219252824783,-0.635472118855,-0.607776641846,-0.14585275948,0.0314325578511,-0.0366899855435,-0.469076931477,-0.529856741428,-0.610515117645,-0.71716094017,-0.316347718239,-0.926934838295,-0.213528543711,-0.436737030745,-0.401811718941,0.226119220257
23512,0.108879417181,0.784451544285,0.962741613388,-0.970762968063,0.252521932125,0.592932641506,0.439741164446,0.0589165575802,0.243974253535,-0.468670845032,-0.239802837372,0.982624530792,-0.454343616962,0.812446832657,0.587000608444,0.202293694019,0.565993726254,-0.576758444309,-0.172127708793,0.220235854387
148022,1.28325259686,-0.231982827187,0.329176843166,0.0947433039546,-0.244327783585,2.54492044449,0.209978207946,0.589570343494,0.324940502644,0.192105859518,-0.285226583481,-0.00710022449493,0.246085762978,0.7229347229,-0.518712162971,-0.0375946983695,0.22445961833,0.278669238091,0.174731612206,0.0325200930238
1906,0.145167678595,0.798858821392,-0.585616767406,0.445675760508,0.390843182802,-0.360168099403,0.114747419953,-0.271844357252,-0.549056053162,0.0939145162702,-0.13608546555,0.0113921351731,-0.568197011948,-0.560373902321,-0.00773227959871,-0.19858969748,0.0679258555174,-0.571360886097,0.0982923805714,-0.600002527237
8878,0.824788212776,0.223315760493,0.339877665043,-0.236006528139,0.11447224021,-0.055924013257,-0.113972187042,-0.0183386355639,0.129755273461,-0.34935811162,0.105429500341,-0.0590793974698,-0.519026994705,0.0542676672339,0.0731266513467,-0.0146152228117,-0.243453294039,0.271266460419,0.134494900703,-1.24936974049
3091,-0.556009709835,0.146618783474,0.0545190386474,-0.639526903629,0.147582784295,-1.20687174797,-0.109099902213,-0.146352037787,-0.27758666873,0.0178540404886,-0.105426385999,-0.03408729285,-0.176461562514,0.630656063557,0.155271008611,-0.0573914051056,0.158417508006,0.248565107584,-0.705933332443,-0.51861590147
5743,-0.497701257467,-0.656684160233,-0.391409516335,0.227564230561,-0.112421289086,-0.376124978065,-0.118849635124,0.0201208759099,-0.165207877755,-1.16409313679,0.971658587456,0.520305216312,0.0940248668194,0.267977297306,0.0297327339649,0.629158973694,0.115032404661,0.159175023437,-0.00528462603688,3.17177319527
5321,-0.560550570488,0.276976615191,-0.825923681259,-0.5246104002,0.794235646725,-1.41602647305,0.0267494488508,-0.860754787922,-0.471871674061,0.0547064207494,-0.414632618427,-0.409650832415,-0.89114356041,-0.641953885555,0.34917140007,-0.937677741051,-0.43737578392,-0.829451084137,-0.0473322942853,0.249897837639
4144,0.214462623,0.381113380194,0.334954500198,-0.222450584173,0.937482297421,-0.199788093567,-0.575088858604,-0.218059703708,-0.643410980701,0.251471161842,-0.0438140556216,0.270607739687,-1.26774156094,0.464975446463,0.293105751276,-0.586022377014,0.094997651875,-0.100870266557,-0.843209505081,0.600414454937
1981,-0.489515841007,-0.171134024858,-0.578621923923,0.0895064324141,-0.176777780056,-0.178953185678,0.00255900248885,-0.757245838642,-0.342067360878,0.0369330793619,-0.537849664688,-0.263128310442,0.189199775457,-0.251800507307,-0.304986298084,-0.948699951172,-0.319710969925,-0.130291283131,0.155582547188,0.0309274755418
695,-0.237062424421,0.0404108464718,-0.418776720762,-0.233314424753,1.35633063316,0.302357107401,0.928276360035,0.00434129033238,0.276611119509,-0.776122152805,0.550445795059,0.293838381767,-0.27668094635,0.00835114344954,-0.68564593792,0.588111341,0.0425144284964,0.412144780159,0.86872792244,0.195205807686
10398,0.480333894491,0.935948133469,-0.500117003918,0.313765794039,1.26650011539,-1.06834149361,0.0592466704547,-0.909342944622,-0.0156221482903,-0.119925960898,-0.159388542175,-0.010958082974,-0.149467736483,-0.615745306015,-0.0265065282583,0.349945127964,0.0587081089616,0.232470363379,0.105163685977,-0.00843581557274
5708,-0.525581419468,-0.21896250546,-0.816724359989,0.382510006428,-0.477840840816,-0.803516507149,-1.32235085964,-0.471751689911,0.457976013422,0.519101381302,-0.323070764542,-1.93937516212,-0.950730681419,0.421481519938,-0.0173039473593,-0.828625440598,-1.32878434658,0.278488785028,-0.403621405363,-0.85318249464
1213,0.761221528053,0.0376357212663,0.416831552982,0.51123803854,-0.285615712404,0.503374457359,-0.312415897846,0.217235758901,-0.0609161891043,-0.114154525101,0.280180573463,-0.0215428825468,0.667216420174,-0.349590957165,0.124641083181,-0.365192979574,0.562827587128,-0.157517194748,-0.628275454044,-0.654093384743
226,0.489496350288,0.300625711679,-0.0818520709872,0.363048225641,-0.837423861027,0.167601123452,-0.821866095066,0.194383308291,0.0957457497716,-0.553981125355,-0.201073691249,0.435551345348,0.174138993025,0.069020062685,0.100856989622,1.08502912521,0.838284492493,1.10845804214,0.629869580269,-0.25091779232
6777,0.3133687675,-0.181073516607,0.0731870904565,1.21413886547,0.356846094131,0.986329197884,0.224643886089,0.497987270355,0.189409524202,-0.133842691779,0.19976785779,0.130050435662,-0.185836002231,-0.657515466213,-0.00292356312275,0.576952338219,0.746025085449,0.234052300453,0.449006646872,-0.310866296291
2113,0.292085528374,0.833313465118,-0.778294563293,0.473262190819,1.48907351494,-0.628224849701,0.652776539326,-0.442483901978,-0.129610776901,-0.00310276076198,-0.105183191597,-0.276207178831,-0.334962427616,-0.401125878096,0.259408652782,0.00353943184018,-0.364404350519,0.560332536697,0.330602645874,0.30580329895
3329,0.0329374521971,-0.0657463669777,0.41299277544,-1.29773771763,0.00469532050192,0.37063139677,0.191700354218,0.229676648974,0.290203720331,-0.328800559044,0.112672425807,-0.0134835168719,0.250229507685,0.48923355341,0.413885205984,0.467728018761,0.560693860054,0.542707920074,0.245917379856,0.412321865559
1050,0.846462845802,0.13877132535,0.372487902641,-0.814422011375,-0.740651369095,0.6398614645,-0.0538229197264,0.315256923437,-0.0485538728535,-0.0252510234714,0.551796495914,-0.69973385334,0.28468132019,-0.159093856812,-0.0266615226865,0.587802290916,-0.303727626801,0.458075970411,0.725297510624,2.12011623383
9491,0.000496361404657,0.736805856228,-0.50272667408,-0.149603918195,0.978314697742,0.109822571278,-0.292680263519,-0.325140655041,-0.16956833005,-0.164110034704,-0.196871191263,-0.420171648264,-0.257022321224,-0.00925646722317,0.111569628119,-0.766650021076,0.0211404692382,-0.727829098701,0.402679145336,0.778791546822
22926,0.0906347259879,-0.386273235083,-0.350194364786,-1.44876766205,-0.453615039587,0.503425061703,0.0154286138713,0.343589216471,0.410216838121,-0.240263953805,0.170833677053,-0.096711114049,0.197967112064,-0.400913476944,-0.530472397804,-0.253761261702,-0.0358017086983,0.360284268856,0.488364368677,0.107530295849
5899,-0.00724387634546,-0.0792281404138,2.05246639252,-0.167099952698,-0.915844380856,0.789250016212,-0.0445648916066,0.45625859499,-0.224343851209,-0.501892030239,0.254656195641,0.148430213332,0.152656674385,-0.667846143246,0.0651982501149,-0.322781085968,0.0480815172195,-0.444775819778,0.327343165874,-0.352080762386
5467,0.274053215981,-0.199365079403,-0.444692194462,0.593125760555,-0.129788249731,0.70241767168,-0.773962199688,0.561061441898,-0.0232457853854,-0.420826971531,-0.473865509033,-0.391666263342,-0.186888098717,-0.212092980742,-0.650915622711,0.428816705942,0.200030148029,0.295009166002,-0.328692466021,-0.344574868679
6774,-0.142260462046,0.144664049149,-2.66431665421,2.04973459244,-0.745131313801,0.43103915453,-0.405525386333,0.0316657796502,0.93729609251,-0.0400359705091,-0.797092318535,-2.10118198395,-0.265719681978,-0.865362524986,0.350296199322,-0.487513035536,-0.335092812777,0.284162521362,-0.411667346954,0.329297363758
1788,0.52987074852,0.633364677429,-0.564641594887,0.519236564636,0.872228085995,-0.713988304138,0.410813510418,-0.482057392597,0.0451475381851,0.432737052441,-0.0960034504533,-0.134389698505,-0.666338980198,-0.546722650528,-0.375399947166,-0.630144119263,-0.375809729099,-0.512788951397,0.215804561973,0.868271231651
5921,0.429356127977,0.206002518535,0.966815948486,1.07813513279,-0.229070827365,2.52599716187,-0.214517697692,0.615091204643,1.10239374638,-0.0660776123405,0.620105028152,0.503994464874,0.442002862692,0.21071536839,-0.00337650254369,0.120562128723,0.332912534475,0.921603620052,0.0757897496223,-0.017804607749
5721,-0.428945720196,-0.32785576582,-0.031519882381,-0.31679558754,-0.16780616343,-0.0754554122686,0.0976261049509,0.483826547861,0.0102332392707,0.451782554388,0.343157052994,-0.26980805397,0.255628108978,0.435988903046,-0.61533164978,-0.631568849087,-0.179260164499,-0.51795399189,0.394959121943,-0.138571113348
2263,0.722750008106,0.497533380985,-0.606242179871,-0.502592027187,1.09538280964,-1.0161383152,-0.397145539522,-0.844784617424,-0.407020062208,0.128893494606,-0.779834985733,-0.42319265008,-0.6568557024,0.289020776749,-0.0979046374559,-0.769721448421,-0.0705156028271,-1.01187133789,0.0672640949488,0.446669638157
808,-0.237549036741,0.407425910234,-0.843369483948,0.0227512903512,0.226548045874,-0.992546319962,-0.39701539278,-0.555149197578,-0.16430144012,0.619906723499,-0.156721889973,-0.264491975307,-0.426061213017,-0.299375385046,0.101905025542,-0.512719333172,-0.0649349242449,-0.0301204174757,-0.101442061365,0.105078235269
30001,-0.143995121121,0.618531823158,-0.114378392696,-0.923774242401,-0.769455313683,0.211028560996,-0.459678173065,0.161136552691,0.139021724463,-0.691088557243,0.479842483997,0.403553634882,0.302869647741,0.015641450882,-0.205493539572,0.488251835108,0.438848316669,0.181433781981,-0.425427377224,0.074923619628
348,-0.601555049419,0.157296463847,-0.330634176731,0.00118116196245,-0.114865511656,0.124592274427,-0.100559741259,0.180936455727,-0.0773323997855,-0.0589233152568,-0.00954806804657,-0.770142257214,-0.400224000216,0.318849742413,-0.33762639761,0.180423930287,-0.358457505703,0.385380864143,-0.165632084012,-0.0286751687527
30849,-0.523419618607,-0.536772370338,0.273549437523,-1.68632721901,0.120457209647,0.222962215543,-0.0830652192235,0.741626262665,0.470568746328,-0.380584537983,0.280828982592,-0.268549144268,0.171425938606,-0.099179930985,-0.143347680569,-0.201528638601,-0.496872007847,-0.23727491498,0.610872030258,-0.0214475691319
1454,0.57069092989,0.403472065926,0.526160776615,0.416114240885,0.0583610013127,0.45792272687,-0.123953215778,-0.116641208529,-0.583803355694,-0.374223262072,-0.173442259431,0.427763551474,-0.41826915741,0.25772190094,-0.545011401176,-0.197739645839,0.0461260229349,0.119769707322,0.295568406582,0.0649077296257
6500,0.949870646,-0.556657016277,0.879131317139,-0.155432805419,-0.92205119133,1.14693295956,-0.35543936491,0.552195549011,0.393424034119,-0.546998381615,0.592672109604,0.790110707283,0.306305974722,-0.251203387976,-0.210645109415,1.27646875381,0.642260193825,0.993188083172,1.39226412773,-0.620602726936
5627,-0.404275894165,-0.663298428059,0.36820474267,-3.99325752258,-0.129752337933,1.05160343647,0.391265302896,0.0979656502604,0.285327464342,-2.35870695114,-0.0730558633804,0.0640490427613,0.425748944283,0.75013589859,0.954904198647,1.34634482861,0.558646798134,1.03756666183,-0.153970077634,0.994092702866
5715,0.38460162282,-0.164474546909,0.415594130754,0.598737120628,-0.5668014884,0.775289714336,-0.291966885328,0.600994706154,0.0222709346563,-0.355642080307,0.087349422276,0.426105469465,0.793944478035,-0.62622743845,-1.44014573097,0.326786458492,0.374897301197,0.587622702122,0.670019865036,-0.0046945810318
4791,-0.0691577941179,0.681763470173,-0.100521370769,-1.78399944305,-0.621698439121,-0.236569225788,-0.37060958147,0.576569199562,-0.215274840593,-0.474290907383,0.0464700460434,-0.633760333061,-0.00611296668649,-0.0593759343028,-0.230799302459,-0.398386240005,-0.229728281498,0.134371638298,0.358564019203,-0.236071884632
56924,0.035646520555,0.138874217868,0.0857570022345,0.522015213966,0.0903576537967,0.401852041483,-0.129975989461,0.151057034731,1.23640978336,-0.552298486233,0.395859360695,-0.388850659132,0.473550856113,0.3074221313,0.163152605295,0.525972187519,0.693023443222,0.673566758633,0.648396909237,0.890026688576
2690,-0.102753594518,0.22263340652,0.132547587156,-0.328846484423,0.839434742928,0.797651171684,0.833686232567,0.512737810612,0.335730969906,0.519174516201,0.663890480995,0.521142780781,-0.0545308217406,0.103633254766,0.333215475082,0.328825265169,-0.166218474507,-0.171330690384,-0.505696892738,-0.4154266119
1019,-0.860584139824,-0.941849589348,-0.040866304189,-0.512018144131,0.049382802099,0.296493083239,0.639220297337,0.45816552639,0.814348995686,-0.0423292629421,0.212839990854,0.385454058647,-0.346767187119,0.531945586205,0.539270758629,0.444471925497,0.242167666554,0.191094607115,-0.129689082503,-0.835822880268
51422,-0.52505916357,-0.120687410235,-0.3909111619,0.577490746975,0.000351637601852,-0.767601370811,-0.132133752108,0.2495970577,-0.207068800926,0.0692833513021,0.323995947838,-0.111036837101,0.662448525429,-0.210185348988,-0.125416815281,0.257452100515,-0.30232834816,0.449604153633,0.178676664829,-0.0370475165546
5788,-0.129160568118,0.472124814987,-0.170842900872,0.66247844696,0.961194694042,-0.211028590798,-0.27176886797,-0.780865728855,1.52476811409,0.0705440565944,-0.23705843091,-0.385815173388,-0.638231813908,-0.877230763435,-0.495426863432,-0.443660974503,0.0103968083858,0.0186788439751,0.061431594193,0.380338519812
6709,-0.517150580883,-0.497522950172,-0.37329480052,0.807315170765,-0.249695599079,0.24342443049,-1.06218957901,0.607481896877,0.0199931170791,0.0767713412642,-0.245510578156,0.0302807837725,-0.28606492281,-0.0129265002906,-0.126133069396,-0.108524918556,-0.252490997314,0.710748136044,-0.331904530525,-2.08616256714e-05
1277,-0.118723206222,-0.302561938763,-0.112691357732,0.509736955166,-0.33687376976,1.88014650345,-0.409519702196,0.285113632679,-0.21096034348,-0.212064862251,-0.491049438715,-0.546330213547,-0.437838047743,-0.170757442713,-0.141881495714,1.32733798027,-0.592265844345,0.526850223541,0.144338026643,0.106489166617
993,-0.535654127598,0.246793583035,0.056821808219,-0.588187158108,-0.00392113719136,0.17111286521,0.232152253389,0.413463801146,-0.158238530159,0.0813414826989,-0.0761127322912,-0.0787901878357,0.142691686749,0.577212035656,0.384357154369,-0.2485229671,0.145617976785,0.29192763567,0.108796566725,0.754934668541
7157,-0.187491342425,0.00174047925975,0.547821521759,-0.659324645996,-0.360618799925,1.02869665623,-0.170802518725,0.353050589561,0.491387277842,-0.204027876258,0.192895203829,-0.415454506874,-0.786171615124,0.40904289484,0.244658365846,0.0701607093215,-0.1472312361,-0.0334570407867,0.155194818974,0.37787514925
1958,-0.235925406218,-0.050922960043,-0.0704077780247,0.666600763798,0.701567053795,0.561165928841,-0.217213228345,0.00387377827428,-0.100785881281,-0.795693695545,0.280337393284,0.302156060934,-0.0139195285738,-0.457376599312,-0.0445788875222,-0.776059269905,0.129473507404,-0.0369450561702,0.247338548303,2.48368620872
