rid,DOS001_VCAP_6H:BRD-K86845397-001-01-9:4.8,DOS001_VCAP_24H:BRD-K86845397-001-01-9:4.8,DOS031_MCF7_24H:BRD-K86845397-001-01-9:4.8,DOS031_PC3_24H:BRD-K86845397-001-01-9:4.8,ERG014_PC3_24H:BRD-K86845397-001-01-9:9.60108,ERG014_PC3_6H:BRD-K86845397-001-01-9:9.60108,ERG014_VCAP_24H:BRD-K86845397-001-01-9:9.60108,ERG014_VCAP_6H:BRD-K86845397-001-01-9:9.60108
5720,-0.601206541061,0.531166553497,0.384150028229,-0.476599991322,0.19657574594,0.092950001359,-0.176461428404,1.14522075653
466,-0.322776824236,-0.851185500622,0.183400005102,-0.575349926949,-0.193701654673,0.829200029373,0.324340641499,1.19498872757
6009,-1.51978063583,-1.61614632607,-1.51004993916,-0.90934997797,-0.16113345325,0.521250009537,0.897099554539,0.357624173164
2309,-0.424896478653,0.694401144981,0.609299957752,-0.625500023365,-0.135724261403,0.641100049019,-0.446698695421,-0.163932070136
387,-0.65170353651,-0.913530170918,-0.604700028896,-0.450300008059,0.14626288414,0.621949970722,-0.163539528847,0.187751844525
3553,0.39130628109,0.6633284688,0.242350012064,1.59579992294,0.0744869709015,-0.436999976635,-0.469289034605,-0.514889240265
427,-0.354903638363,-0.0403526425362,0.0675500035286,-0.899100005627,-0.294880092144,0.609449982643,0.508361160755,0.901360750198
5898,0.084767870605,-0.0789673998952,0.382800012827,-0.861299991608,0.441039323807,-0.919650018215,0.165036141872,1.31106090546
23365,0.318385273218,0.355902671814,-0.66479998827,0.375750005245,-0.282434791327,-0.420150011778,0.0250894725323,0.657460927963
6657,0.198465704918,1.14702641964,0.244399994612,0.859750032425,-0.336406260729,-1.07139992714,0.0505004301667,-0.798762559891
5054,-0.0302967429161,0.350693255663,-0.628399968147,0.772050023079,0.281083673239,1.11344993114,0.385888516903,-0.856918692589
3108,-0.701178014278,-0.620305776596,-0.465250015259,-1.15170001984,-0.142681866884,0.449000060558,-0.769222080708,0.00278131663799
1950,0.358677148819,0.797999680042,-0.622900009155,0.0108500048518,-0.214574337006,-0.043349981308,-0.603751182556,-0.832226216793
351,0.0,0.212383955717,0.327199995518,-0.0468500256538,-0.000791981816292,-0.468150019646,0.449311673641,-0.292993307114
4846,0.292608767748,0.536234378815,-0.57264995575,0.69604998827,-0.102960370481,-0.138850003481,0.606477320194,0.218233674765
1452,0.615078926086,-0.22333714366,-0.613099992275,-0.603150010109,0.562331736088,0.227049991488,0.335527300835,0.707416892052
4776,0.429068654776,1.12804365158,0.687150001526,0.349750041962,-0.420320302248,-0.880100011826,0.587777495384,-0.995736122131
6908,0.182164728642,-0.78059566021,-2.24955010414,0.458999991417,0.46659463644,0.2350499928,0.949601054192,0.741151928902
672,0.143109992146,0.206041783094,-0.899000048637,0.443650007248,0.128700464964,0.651950001717,1.01070404053,0.72559762001
5710,0.00481547415257,-0.0763261839747,0.89794999361,0.993600010872,0.0704838782549,0.305849999189,0.586483001709,0.970236301422
2115,-0.201424762607,-0.324650526047,-0.893650054932,-1.19949996471,-0.0915218666196,-0.102750010788,0.150219336152,-0.344067633152
7015,0.624619245529,0.428893357515,1.04409992695,-0.30189999938,-0.165373757482,-0.989800035954,-0.465749531984,-1.16225242615
8726,0.0156495198607,-0.980205178261,-1.14705002308,-0.239399969578,-0.14190787077,-0.186049997807,0.481044352055,0.520705521107
2185,-0.202672481537,0.389820963144,0.059999987483,1.34669995308,-0.813372433186,-0.584949970245,-1.45438992977,-0.668809652328
3315,0.179387524724,-0.220702663064,0.055949985981,1.20235002041,-0.500587165356,0.447899997234,0.158770278096,-0.186582356691
5289,0.0450356006622,-0.375186860561,0.244899988174,0.509850025177,-0.222993373871,-0.568499982357,0.40157353878,0.481501817703
868,0.677014350891,0.311493933201,1.40435004234,0.819500029087,-0.734713375568,-0.880200028419,-0.352999776602,-0.713756680489
1677,0.392967164516,0.586915493011,0.434700012207,1.58509993553,0.553120315075,0.103250004351,0.123912066221,-0.0598697662354
7043,0.431426882744,0.704692304134,0.0913000032306,1.29070007801,-0.432064473629,-1.108700037,-0.246729493141,-1.1091581583
5613,1.0170019865,0.291060507298,0.494700014591,0.477700024843,0.0649955570698,-0.309249997139,-0.637251973152,-0.828559339046
595,-0.885169029236,-0.0615445747972,-0.733349978924,0.532850027084,0.968381047249,0.61109995842,1.66589951515,1.49705970287
4793,0.244892388582,0.19991093874,-0.678449988365,0.428849995136,0.589786589146,0.134900003672,-0.0339255034924,-0.437171190977
2736,1.30590081215,3.36018657684,0.0321499854326,1.61874997616,0.246014654636,0.00800000037998,-0.106851011515,-0.86293399334
5290,0.655553042889,0.287507712841,-0.170599997044,0.488599956036,-0.537557303905,2.40525007248,-0.62613594532,-1.118445158
6194,-0.173142299056,0.0810211449862,-1.65365004539,0.377550005913,-0.463493466377,0.337249994278,0.194351270795,0.259636938572
1676,0.53222566843,0.341406852007,-0.0513000003994,0.642049968243,-0.25602221489,-0.434199988842,-0.47753405571,-0.93268430233
