rid,ERG010_VCAP_6H:BRD-K85413794-001-01-6:10.053,ERG010_VCAP_24H:BRD-K85413794-001-01-6:10.053,ERG012_PC3_24H:BRD-K85413794-001-01-6:10,ERG012_PC3_24H:BRD-K85413794-001-01-6:5,ERG012_PC3_24H:BRD-K85413794-001-01-6:2.5,ERG012_PC3_24H:BRD-K85413794-001-01-6:1.25,ERG012_PC3_24H:BRD-K85413794-001-01-6:0.625,ERG012_PC3_24H:BRD-K85413794-001-01-6:0.3125,ERG012_PC3_24H:BRD-K85413794-001-01-6:0.15625,ERG012_PC3_24H:BRD-K85413794-001-01-6:0.078125,ERG012_PC3_24H:BRD-K85413794-001-01-6:0.0390625,ERG012_PC3_24H:BRD-K85413794-001-01-6:0.0195312,ERG012_PC3_24H:BRD-K85413794-001-01-6:0.00976562,ERG012_PC3_6H:BRD-K85413794-001-01-6:10,ERG012_PC3_6H:BRD-K85413794-001-01-6:5,ERG012_PC3_6H:BRD-K85413794-001-01-6:2.5,ERG012_PC3_6H:BRD-K85413794-001-01-6:1.25,ERG012_PC3_6H:BRD-K85413794-001-01-6:0.625,ERG012_PC3_6H:BRD-K85413794-001-01-6:0.3125,ERG012_PC3_6H:BRD-K85413794-001-01-6:0.15625,ERG012_PC3_6H:BRD-K85413794-001-01-6:0.078125,ERG012_PC3_6H:BRD-K85413794-001-01-6:0.0390625,ERG012_PC3_6H:BRD-K85413794-001-01-6:0.0195312,ERG012_PC3_6H:BRD-K85413794-001-01-6:0.00976562,ERG012_VCAP_24H:BRD-K85413794-001-01-6:10,ERG012_VCAP_24H:BRD-K85413794-001-01-6:5,ERG012_VCAP_24H:BRD-K85413794-001-01-6:2.5,ERG012_VCAP_24H:BRD-K85413794-001-01-6:1.25,ERG012_VCAP_24H:BRD-K85413794-001-01-6:0.625,ERG012_VCAP_24H:BRD-K85413794-001-01-6:0.3125,ERG012_VCAP_24H:BRD-K85413794-001-01-6:0.15625,ERG012_VCAP_24H:BRD-K85413794-001-01-6:0.078125,ERG012_VCAP_24H:BRD-K85413794-001-01-6:0.0390625,ERG012_VCAP_24H:BRD-K85413794-001-01-6:0.0195312,ERG012_VCAP_24H:BRD-K85413794-001-01-6:0.00976562,ERG012_VCAP_6H:BRD-K85413794-001-01-6:10,ERG012_VCAP_6H:BRD-K85413794-001-01-6:5,ERG012_VCAP_6H:BRD-K85413794-001-01-6:2.5,ERG012_VCAP_6H:BRD-K85413794-001-01-6:1.25,ERG012_VCAP_6H:BRD-K85413794-001-01-6:0.625,ERG012_VCAP_6H:BRD-K85413794-001-01-6:0.3125,ERG012_VCAP_6H:BRD-K85413794-001-01-6:0.15625,ERG012_VCAP_6H:BRD-K85413794-001-01-6:0.078125,ERG012_VCAP_6H:BRD-K85413794-001-01-6:0.0390625,ERG012_VCAP_6H:BRD-K85413794-001-01-6:0.0195312,ERG012_VCAP_6H:BRD-K85413794-001-01-6:0.00976562
5720,0.86470001936,-1.14415717125,0.884405851364,1.44458448887,0.520742237568,0.0976333022118,0.426799744368,1.07120800018,0.66036272049,-0.574697494507,-0.762430131435,-0.0239224880934,-0.464500010014,1.04710972309,0.312953025103,0.95987290144,-1.07955360413,-0.27271309495,0.828378021717,1.60878014565,0.735959887505,0.162329882383,-0.632327675819,-0.981715679169,0.710077166557,0.566659390926,-0.0576339550316,-0.234020993114,-0.271211355925,0.605914771557,-0.168327540159,-0.817892193794,-1.1500620842,-0.595264852047,-1.45233821869,0.718759775162,1.89261353016,0.796333312988,-0.221864059567,0.905624091625,1.57497668266,0.840700030327,0.187900006771,0.513567149639,3.09415507317,-0.459062933922
466,-1.25660002232,-0.540891885757,0.184637367725,0.879378914833,-0.0795297548175,0.780833363533,0.222549438477,-0.830781698227,-0.136270001531,0.763540029526,0.530118107796,-0.533246815205,-1.28474998474,1.51294994354,0.356138527393,0.620311379433,-0.0242544822395,-0.377544224262,-0.944530427456,0.111636184156,-0.698929667473,-0.435807943344,-0.874728918076,-0.743747889996,-0.452354550362,0.0506692156196,0.430994153023,-0.214532405138,-0.168585181236,-0.316210359335,-0.36773365736,0.117173962295,-0.374874740839,-0.319092214108,-1.13098347187,0.0623939149082,0.140485465527,-0.554533362389,1.00891160965,0.449235379696,0.120902247727,0.0866333395243,0.0255999863148,0.0190974250436,-1.89570295811,-0.444234371185
6009,0.450349986553,-0.526569485664,-9.57626247406,-4.63910722733,-1.46247768402,-1.1130335331,-0.0371129065752,-1.15605509281,-0.173956602812,0.64969933033,0.337901055813,0.544709861279,-0.846400022507,-0.645882248878,0.629229068756,-0.339718282223,0.510774195194,-0.282924562693,0.348470568657,0.932289659977,-0.260057091713,0.0534493476152,-0.329117774963,-0.617054283619,-1.05866599083,-0.291243612766,0.00406247377396,0.000311374664307,-0.83101952076,-0.931495189667,-1.98615169525,0.492589890957,0.231960982084,-3.29728555679,0.139199703932,1.05239379406,0.914340734482,1.99769997597,0.346047699451,0.362790346146,0.288231760263,0.461833328009,0.299266666174,-0.0184705853462,0.479601681232,0.594133019447
2309,0.319999992847,0.936205208302,4.99240159988,-1.93270599842,0.0333083570004,1.50316667557,-1.30442726612,-1.32299411297,-0.11833640933,-0.861699223518,0.506492197514,0.616510868073,-0.379649996758,-0.189498975873,-1.00876498222,-0.160862982273,0.519602537155,1.13021421432,0.337158530951,0.94407248497,1.29953885078,0.558243751526,-0.399365454912,-1.56272697449,-1.11313819885,-0.0332150682807,-0.420154213905,-0.645129323006,-0.983877301216,-0.280045092106,-0.958623409271,-0.368860274553,-0.36341136694,-0.477243244648,-1.22459220886,0.499054074287,0.518210828304,-1.60766673088,0.436065196991,-0.456768393517,-1.18091285229,-4.05856704712,-0.995433390141,-1.21659529209,-2.3150177002,0.0765838325024
387,0.135749995708,-0.513976335526,-1.32847476006,0.625929117203,0.0278437435627,-1.56590008736,-1.52928876877,-0.489441245794,0.637717366219,0.0245220176876,0.656876206398,0.325871109962,-0.323949992657,1.4997061491,0.0278815105557,0.940316796303,0.691344797611,0.535899221897,-0.548957288265,0.18240647018,0.42118999362,-1.21247315407,0.0180051401258,-0.73644554615,0.0976653695107,-0.486062824726,0.157419517636,-0.0202662348747,0.194562420249,0.277786135674,-1.12085604668,-0.0536559075117,-0.355542123318,-0.797162055969,-0.83075606823,0.194375127554,0.655821740627,-0.198866635561,0.132536962628,-0.352624893188,0.215677678585,0.305600017309,-0.28180000186,-0.12134476006,-0.0655986443162,-1.24524605274
3553,0.482650011778,1.30442142487,-0.571941435337,2.96148633957,-0.654027938843,0.775333404541,2.38227272034,0.750257015228,-0.0716526508331,0.232402712107,-0.239038184285,0.885750770569,-1.13015007973,0.40655580163,-0.404588758945,0.565077781677,0.838366389275,0.998522222042,0.134486779571,0.573474287987,1.16659402847,-0.25804105401,0.402611672878,-0.678017199039,0.901623189449,0.0903287678957,0.0688020735979,0.952739179134,0.687319993973,0.107061840594,0.946107923985,-0.457199335098,0.132746532559,0.462138295174,2.56821990013,0.114752188325,-0.418970018625,0.230266660452,-0.727502048016,-0.804229319096,-0.428974211216,0.161100000143,0.547333359718,0.0532334893942,1.06456696987,0.536463022232
427,0.133050024509,0.0265061110258,0.619461297989,0.785334229469,0.103801853955,0.618233382702,-0.240003019571,2.04228162766,0.0960151776671,-0.603833913803,0.339024305344,2.76368951797,-0.291799992323,0.677205741405,1.12947034836,1.82389509678,-0.112767539918,-0.696161150932,-0.795540094376,-0.167285308242,-0.271821975708,-0.363900870085,-0.0479000508785,0.0409633368254,-0.151737228036,0.121055312455,-0.44725382328,-0.0650767683983,-0.140466570854,-0.493677675724,-0.582626223564,0.509267568588,-0.323683470488,-0.758232712746,0.695967376232,-0.111293002963,-0.318055182695,-0.468300014734,0.514068126678,0.272509515285,-0.942115008831,-0.00449999794364,0.0380666702986,0.420779943466,0.189806178212,0.504020929337
5898,0.0491499975324,0.00809907913208,-0.882217884064,-0.160995647311,0.636749148369,0.594966709614,-0.616507232189,0.252056509256,0.219879731536,-0.741902351379,-0.4683598876,0.0927422046661,0.415299981833,1.49630975723,0.42668351531,0.902557432652,-0.191364645958,-1.14539039135,0.297700792551,0.179945677519,-0.446017384529,-0.0201756283641,-2.05230021477,-1.07838869095,0.00208140350878,0.164675071836,0.118933334947,-0.0667361468077,0.028527284041,-0.243174269795,-0.656834959984,-0.261171579361,-0.124202623963,-1.07181680202,0.744989693165,0.437343716621,0.021560870111,-1.03903329372,0.314358562231,-0.124541908503,-1.34736585617,-0.415766656399,-0.538433372974,0.23214879632,-0.298510998487,0.172036796808
23365,-0.15110000968,-0.976263046265,-0.46955871582,1.20847535133,0.734113395214,0.406433284283,-0.204883635044,-0.630020320415,0.00904354453087,-0.782070636749,1.16296517849,0.103789061308,0.675500035286,0.687095403671,-0.316316306591,0.396939575672,0.529007911682,0.356512278318,0.456584692001,1.38090574741,-0.212046787143,-0.631564855576,1.26049733162,0.979787409306,0.339093953371,0.490860074759,-0.907235085964,-0.390134632587,0.322857111692,0.0408627539873,-0.437426120043,-0.0889315456152,-0.261620730162,-0.0160404518247,-0.334499239922,0.748295426369,-0.28911831975,-0.376266688108,0.345626085997,-0.191343963146,-0.109453931451,0.769100010395,-0.0483333617449,-0.677680253983,-0.193501025438,-0.683587133884
6657,0.29414999485,-0.109428741038,0.296531707048,0.440120339394,0.425884366035,0.739733338356,-1.04654502869,0.367659717798,-0.370536595583,0.265028595924,-0.291360855103,0.302498161793,-0.591899991035,-1.11556267738,0.0117360055447,-0.306391686201,-0.247433811426,-0.640049636364,0.255836635828,-0.918408632278,-0.534611821175,3.60454511642,0.658626198769,2.16777992249,0.153310537338,0.288986831903,0.710803806782,-0.468874931335,0.0438686460257,-0.504213750362,0.488858401775,-0.295199930668,1.01753222942,0.0690287053585,1.61245143414,0.307975232601,-0.523706376553,0.0173999965191,-0.0162016227841,0.0560223907232,0.520395576954,0.728533387184,-0.481766670942,0.248349964619,0.617804467678,1.62761068344
