rid,CPC004_A375_6H:BRD-A35912562-001-01-0:10,CPC004_HA1E_6H:BRD-A35912562-001-01-0:10,CPC004_HA1E_24H:BRD-A35912562-001-01-0:10,CPC004_HCC515_6H:BRD-A35912562-001-01-0:10,CPC004_HCC515_24H:BRD-A35912562-001-01-0:10,CPC004_HEPG2_6H:BRD-A35912562-001-01-0:10,CPC004_HT29_6H:BRD-A35912562-001-01-0:10,CPC004_MCF7_6H:BRD-A35912562-001-01-0:10,CPC004_PC3_6H:BRD-A35912562-001-01-0:10,CPC004_PC3_24H:BRD-A35912562-001-01-0:10,CPC004_VCAP_6H:BRD-A35912562-001-01-0:10,CPC004_VCAP_24H:BRD-A35912562-001-01-0:10,CPC015_A375_6H:BRD-A35912562-001-01-0:10,CPC015_A549_6H:BRD-A35912562-001-01-0:10,CPC015_A549_24H:BRD-A35912562-001-01-0:10,CPC015_HEPG2_6H:BRD-A35912562-001-01-0:10,CPC015_HT29_6H:BRD-A35912562-001-01-0:10,CPC015_MCF7_6H:BRD-A35912562-001-01-0:10,CPC015_MCF7_24H:BRD-A35912562-001-01-0:10,CPC015_NPC_24H:BRD-A35912562-001-01-0:10
5720,-0.47905138135,-0.573848724365,0.0974726378918,-0.594883918762,-0.197186350822,-1.57850003242,0.511168062687,-0.458965420723,-0.280816078186,-0.439828664064,-1.73776650429,-0.172358244658,0.874241709709,-0.239449977875,-0.339358448982,1.88100004196,0.122764050961,1.23831987381,1.66900241375,-1.72660005093
466,-0.534625411034,-0.910514593124,-0.533820748329,-1.10093665123,-0.415035963058,-1.42649996281,-0.395874857903,-0.101442605257,-1.3905698061,-0.686040520668,-1.5548261404,-0.262318491936,1.03853034973,-0.270150005817,0.258968263865,0.754250049591,1.08244371414,1.53784739971,2.17944431305,-2.51869988441
6009,-0.0489795506001,-0.840182363987,0.196456164122,0.483839690685,0.325162023306,-2.13334989548,0.14484089613,-0.684191942215,-0.113099500537,-0.323147207499,-0.0259750559926,-0.522419452667,0.411381274462,-0.49430000782,0.487600028515,2.69484996796,0.304289221764,2.32264280319,1.5144816637,0.77380001545
2309,0.124746069312,0.406059801579,0.511472284794,0.0918500423431,-0.295662462711,0.617500007153,-0.0557080730796,0.421396046877,-0.34779894352,-0.94173938036,-0.344133377075,-0.589622735977,0.0913340598345,-0.553499996662,-0.734367251396,-0.40600001812,1.11398291588,-2.30724930763,-1.29212236404,1.60689997673
387,-0.231823697686,-0.887581706047,0.130251556635,1.04748165607,-0.517350673676,-1.09284996986,0.548409581184,0.536963522434,0.335268378258,-0.917582154274,-3.35599517822,-0.259422063828,-0.0432017222047,1.24364995956,-0.865871548653,3.90369987488,-0.0770935714245,0.510730206966,1.61827206612,3.29839992523
3553,0.126302391291,1.03974497318,-0.154260337353,-0.303158074617,-0.111649259925,1.18980002403,-0.107214510441,-0.578609585762,-1.05220925808,-0.534434497356,1.39122080803,1.07109844685,-0.617202401161,0.481200009584,-0.534237325191,-1.25244998932,-0.730542480946,-1.09268784523,-0.625133752823,0.0430000014603
427,-0.705416023731,-0.411060512066,-0.440990030766,-0.421666741371,-1.52600133419,-1.42190003395,0.0282719675452,-0.0333014577627,0.171199649572,-0.765162527561,0.189116686583,0.30999982357,1.1535589695,0.253349989653,0.335347801447,0.578700006008,0.650914728642,0.870867490768,0.720351219177,-3.02239990234
5898,0.494960606098,-0.264494717121,-0.323443382978,-0.452726006508,-1.1552631855,0.367950022221,-0.477854728699,-0.08310251683,-2.71522212029,-0.466620802879,-1.27235269547,-0.333059191704,0.888463973999,-0.699450016022,-1.07276916504,-1.79835009575,-0.7302339077,-1.69721412659,0.793211221695,-3.81089997292
23365,-0.0979878604412,0.58834451437,-0.180635437369,-0.382714509964,-0.464877337217,-0.433799982071,-0.769539117813,-0.0386229753494,0.0145202018321,-0.274017930031,-0.863127112389,-0.322384595871,0.425486385822,0.161850035191,0.76724088192,1.75849986076,-0.30345878005,-1.01468503475,-0.229187607765,-1.07249999046
6657,-0.308405041695,0.845608353615,0.437817811966,-1.41828608513,-0.139966353774,1.37384998798,0.141692757607,-0.469876110554,0.184356510639,0.501323461533,0.82379758358,0.421687543392,-0.0461029112339,0.282549977303,0.433042824268,-0.365599989891,0.715685665607,0.330755352974,0.664266347885,0.390399992466
5054,0.521654129028,0.613910019398,0.507430136204,0.0340586602688,0.333451867104,0.113599993289,-0.58026522398,0.0567798987031,0.0741963982582,-0.0887371823192,1.87121248245,0.271626204252,0.61161005497,0.450899988413,-0.896783292294,0.020249992609,0.269936293364,0.719252884388,-0.269009947777,3.49930000305
3108,0.180488675833,-0.0629777908325,-0.205426231027,0.0390420407057,-0.877339482307,0.17484998703,-0.705064415932,-0.238587811589,0.950290560722,-0.162786111236,-0.800149679184,0.661579728127,-0.690188527107,-0.91069996357,-1.27878546715,2.00014996529,0.425993949175,0.575032114983,0.528104484081,-0.35980001092
1950,0.0308553576469,1.38119363785,0.16717402637,-0.618001103401,0.464197337627,2.17490005493,0.641751289368,0.0844503939152,0.175594747066,0.239969700575,2.30126857758,1.58041477203,0.57492518425,0.614799976349,1.39448237419,-0.753049969673,1.51548600197,1.0952693224,0.258009195328,0.138300001621
351,-0.0699752569199,0.401433348656,0.102038025856,1.53419685364,-0.175226837397,0.648400008678,0.705236077309,-0.41830137372,0.0205076113343,1.15266346931,-2.29184055328,-0.173715040088,0.475151777267,-3.23369979858,0.237061828375,-0.876800000668,-0.166104406118,0.983129739761,0.227822095156,-1.33029997349
4846,0.84900790453,0.113345429301,0.819504499435,0.0145064890385,-0.225927978754,-0.271250009537,0.756374299526,-0.26846191287,0.0983373224735,0.777969121933,2.05790090561,-0.381167471409,0.461162269115,0.873099982738,-0.679642915726,-0.171450003982,0.3294480443,0.574765086174,0.70348161459,0.208499997854
1452,-0.465512275696,-0.533202528954,-0.731439471245,-0.126368746161,-1.23274731636,1.29974997044,-0.0274298284203,0.348616451025,-0.215556934476,-0.770016312599,-0.988704264164,-0.685965240002,-2.01680088043,-0.0967000126839,-1.7162463665,-1.3233499527,-1.6736638546,-0.374486088753,-1.74813759327,1.75119996071
4776,0.156157106161,1.27057945728,0.120760262012,-1.05737662315,0.0620182007551,1.33050000668,0.253792852163,-0.58699297905,0.484484523535,1.60416674614,2.23047828674,0.81151497364,0.169125646353,0.429899990559,0.275007426739,-1.32134997845,0.634051084518,-0.165597289801,-0.92184728384,2.1875
6908,-0.190039515495,-0.201720893383,-0.297717809677,-0.542014479637,-0.134809330106,-1.2906999588,0.181819230318,0.171746104956,-0.511945128441,-1.26002502441,-1.6837182045,-0.878053545952,1.54034519196,0.658100008965,-0.373546004295,0.980149924755,0.0942423343658,2.05742406845,1.20011806488,1.51110005379
672,-0.394976556301,-0.089782834053,-1.06721615791,-0.760172903538,-0.236929446459,0.825450003147,0.278223723173,0.333758533001,-0.214038342237,-0.405590951443,-0.332346111536,-0.173771932721,-0.652406334877,-1.81900000572,-0.494241893291,-0.434349983931,-0.72287350893,-0.398738801479,-0.608677625656,-5.87550020218
5710,-1.12453389168,-0.31219637394,-0.439837127924,-0.660184323788,-1.09224033356,-3.6547498703,-0.338281840086,-0.240629136562,0.153747111559,-0.427102029324,-1.19987940788,-1.08464300632,-0.971861958504,-0.0185000002384,-0.68890953064,0.0724000036716,-2.43104171753,-0.857187330723,-1.65988576412,1.05610001087
2115,-0.0486653149128,-0.793138086796,0.54762506485,-0.634540438652,0.689851880074,-0.135299995542,0.802248299122,-0.944662570953,0.697861731052,-0.89722943306,-0.211099803448,0.569234311581,-0.669213593006,0.45640000701,-0.0373389497399,0.74329996109,-0.157816559076,-0.827770650387,0.341830074787,-2.69239997864
7015,0.334176957607,0.447361648083,0.170598581433,-0.668333053589,0.419234186411,-0.0716499984264,0.7828322649,-0.550474464893,0.0251290872693,1.05727469921,2.00872373581,1.0075135231,-0.2333663553,-0.703500032425,1.39361143112,-1.40279996395,-0.173475444317,-0.0195056311786,0.499658584595,2.24670004845
8726,-0.29910504818,-0.632651925087,1.22393155098,0.117772132158,-0.249480336905,0.757800042629,-0.874781489372,-0.254932403564,0.407952845097,-0.10275092721,-0.229464575648,-0.0425615161657,-0.12940441072,-1.28880000114,-0.683160722256,1.05690002441,0.511270880699,0.277260839939,0.69694685936,-3.47119998932
2185,-0.567522168159,0.78321236372,-0.465711534023,1.38039696217,1.51422798634,0.812349975109,-0.0494687221944,-0.356217026711,0.552342653275,0.861925125122,1.48990249634,0.453907847404,-0.305284261703,0.263050019741,0.33515521884,-1.04680001736,0.27607896924,-0.052791532129,-0.151984736323,0.999599993229
3315,1.48350834846,0.634674429893,0.833150565624,1.4597735405,-0.734242379665,-0.84684997797,-0.429717421532,-0.623207867146,0.888663113117,-0.111994996667,4.07530975342,0.210047632456,1.00743722916,0.291700005531,0.173616081476,1.57999992371,-0.324639618397,-2.08435106277,-1.14333403111,2.34439992905
5289,-0.287387311459,-0.946362495422,-0.51855969429,-0.277617752552,0.222300797701,-0.869250059128,-0.516523361206,-1.91442084312,-1.11838591099,-0.499489665031,-0.37601301074,-0.721764922142,0.482403695583,0.72310000658,0.510005831718,0.355399996042,0.795865535736,0.025715470314,0.00572383403778,0.957400023937
868,-0.202300399542,3.41185736656,-1.02001154423,0.646452307701,-0.00315848737955,0.410300016403,0.492670983076,0.135929137468,0.331069409847,0.442708611488,0.418550670147,0.214664548635,-0.37227460742,1.85759997368,-0.594020366669,-0.260100007057,-0.231972515583,0.570641696453,-0.684687912464,-0.525200009346
1677,-0.49165815115,0.191088140011,-0.420240372419,-0.225126415491,0.553318142891,0.675549983978,0.42343890667,-0.680145740509,-0.236015588045,0.317862123251,0.485949963331,0.943275213242,0.433606237173,-0.324100017548,1.53869748116,-1.23995006084,1.68362474442,-0.536269783974,-0.51072204113,1.39769995213
