rid,DOS013_VCAP_6H:BRD-K48724570-001-01-2:5,DOS013_VCAP_24H:BRD-K48724570-001-01-2:5,DOS040_A375_24H:BRD-K48724570-001-01-2:5,DOS040_HT29_24H:BRD-K48724570-001-01-2:5,DOSBIO002_A375_24H:BRD-K48724570:9.9961,DOSBIO002_A549_24H:BRD-K48724570:9.9961,DOSBIO002_HT29_24H:BRD-K48724570:9.9961,DOSBIO002_PC3_24H:BRD-K48724570:9.9961,DOSBIO002_MCF7_24H:BRD-K48724570:9.9961,DOSBIO002_NEU_24H:BRD-K48724570:9.9961,DOSBIO002_NPC_24H:BRD-K48724570:9.9961
5720,-0.447641968727,1.63169586658,-0.0348000079393,-0.594099998474,0.949207782745,0.343006432056,-0.0416449606419,0.278727650642,0.424949973822,1.31130003929,-0.286148279905
466,-1.1955794096,0.816344738007,-0.443700015545,-0.0270500183105,-4.32490730286,0.656126320362,0.0979383587837,-0.54280257225,-0.28045836091,0.87349998951,0.367231100798
6009,0.074473887682,1.19072842598,0.921700000763,0.534700036049,0.581967651844,-0.347413510084,-0.533162593842,-0.856557488441,-0.41806447506,-0.572000026703,-0.611656486988
2309,-0.785675048828,-1.7547712326,-0.343699991703,-0.336499989033,1.76974248886,-0.863932013512,0.735806822777,-0.665026724339,0.270698308945,0.215000033379,0.405446648598
387,0.635601937771,-0.258074522018,-0.599150002003,1.84999990463,-0.247149139643,-0.711779475212,0.367516279221,-0.587711811066,-1.15911078453,-0.388799995184,0.308552473783
3553,2.56251192093,0.515946209431,-0.365599989891,-1.80399990082,0.948343336582,0.190899819136,-1.00171387196,0.56887191534,0.396599888802,-0.186100006104,-0.658144176006
427,-0.130008861423,-0.171728700399,0.904600024223,0.30894997716,-0.598750472069,2.67641115189,0.20477078855,-0.375835418701,2.60814714432,-0.0162999927998,0.341208219528
5898,-0.851570367813,-0.551078617573,-0.0151999890804,0.762849986553,-4.22318506241,0.745665192604,-0.472615242004,0.0626573637128,-0.714061975479,0.999300003052,-0.762591362
23365,0.0551205165684,-0.918944239616,0.136500000954,0.336150020361,-0.63975071907,-0.340348780155,0.416925370693,-0.565939188004,-1.29716277122,-0.733449995518,-0.272851794958
6657,0.326949268579,1.88049769402,-0.392399996519,-1.41015005112,1.46989774704,-0.275485396385,0.353735297918,0.758401751518,0.821347653866,0.149199992418,0.251217752695
5054,0.305126696825,0.446630954742,-1.0503000021,0.536599993706,-0.116768024862,-0.153207033873,0.202828958631,-0.537036180496,-0.188651442528,-0.286200016737,0.428849101067
3108,1.72721600533,-0.226957410574,-0.506749987602,-1.02735006809,0.639348626137,-0.58488535881,0.321162849665,-0.0779188275337,3.97512364388,0.562350034714,-0.0244387201965
1950,1.82260775566,-0.271242409945,0.403199970722,-1.5814499855,1.05086553097,1.51262283325,1.10707235336,-0.111765727401,1.21031820774,-0.133400008082,0.687320828438
351,-0.64866065979,-0.136595577002,0.987600028515,-1.14234995842,-1.63744211197,1.22729027271,-0.728488028049,-0.127377107739,0.452225953341,0.101100027561,1.23611807823
4846,0.858741462231,1.03720188141,-1.11125004292,-1.56154990196,1.37762284279,-0.0956912338734,-0.0689804628491,0.0894661322236,0.463435947895,-0.204549998045,0.0594387352467
1452,0.213722512126,-0.436542451382,0.0521000027657,0.737149953842,0.424176633358,-0.745506286621,0.685812711716,-1.03753364086,-0.118146546185,-0.308250010014,0.132476061583
4776,2.43927311897,1.67018401623,0.143700003624,-1.21280002594,0.4914316535,0.727085471153,0.000453859567642,0.920229911804,-0.452042609453,-0.494200021029,0.266954392195
6908,-1.21723365784,-0.615585625172,0.310699999332,0.0586000084877,0.806780815125,-0.885394752026,0.827118575573,-0.524473309517,-0.786099553108,-0.642399966717,2.05619215965
672,-1.59050107002,0.00811909884214,0.261500000954,-0.662600040436,0.0177366584539,-0.00426836311817,-0.299302846193,0.43830960989,-0.150022506714,-0.648849964142,-0.21221485734
5710,-1.10218441486,-0.635779261589,0.695299983025,-0.00190001726151,-0.490111649036,-0.634757816792,0.360398352146,0.320761442184,-0.865236580372,-0.101449966431,-0.763615787029
2115,0.155331656337,0.894291877747,-0.584050059319,-0.824450016022,-0.752716183662,-0.297976106405,0.511558115482,-0.695575833321,1.03489971161,0.0523499846458,0.548189222813
7015,0.922360539436,1.63579761982,-0.22065000236,-1.16729998589,2.07943964005,-0.262581050396,0.389543563128,0.19883903861,0.666877269745,0.794900000095,0.7492146492
8726,-0.194493621588,-0.232997491956,0.172149986029,2.05529999733,-2.13630771637,0.875918507576,0.372643083334,0.675240278244,-1.28242397308,-0.0925500094891,-0.151491701603
2185,0.55225288868,1.96797633171,0.0972499847412,-1.29114997387,1.06302833557,0.690987169743,-0.538568198681,-0.270073890686,0.534861683846,0.308200001717,-0.0847929567099
3315,0.506658434868,0.285449713469,-0.452149987221,0.665000021458,1.26923036575,-0.695793747902,0.277228236198,0.89018291235,0.050095051527,-0.178600013256,-0.39620038867
5289,0.203521609306,0.395323246717,-0.781450033188,-2.74935007095,0.45614528656,0.304753810167,0.120965868235,0.0563942417502,1.20865225792,1.14849996567,-0.388624310493
868,0.679062962532,0.0406769663095,0.890249967575,1.78454995155,0.779603660107,2.02069878578,-0.78077930212,-0.636935353279,-0.327093809843,0.599849998951,-0.92970085144
1677,0.25053358078,0.1520370543,-0.182900011539,-1.47055006027,-0.392183840275,0.385337531567,-0.0150284692645,0.584689617157,0.749028742313,0.416649997234,-0.137471795082
7043,0.620903611183,-0.551771879196,0.0175999999046,0.221699997783,-0.705550432205,0.900950551033,-0.856442987919,0.451951026917,-0.701532483101,-0.441300034523,-0.627052426338
5613,0.188062012196,0.576378822327,0.358200013638,-0.412149995565,0.86578309536,1.5372658968,-0.970783293247,-0.343641161919,-0.215798348188,-0.596099972725,0.146546304226
595,-0.798551797867,-0.0263153016567,-0.731000006199,0.318049967289,-0.398142576218,-0.210688382387,0.338664650917,0.236712709069,-1.82842004299,-0.843549966812,0.000385105609894
4793,3.17066287994,0.308466523886,0.520300030708,1.63840007782,1.8046939373,1.41253328323,0.885546863079,-1.23214113712,-1.00448584557,-0.745700001717,-0.511492133141
2736,0.946426987648,0.44925403595,-0.580799996853,-1.43274998665,-0.433183461428,-0.519693613052,0.335283786058,-0.531646251678,-0.263132840395,-0.215149983764,0.117705747485
5290,1.89809119701,0.0248914808035,1.40994989872,-0.836899995804,1.75471186638,1.92545175552,0.298600494862,-0.792892694473,-0.389794409275,-0.248750001192,1.09545636177
6194,1.03199565411,-0.245824277401,0.0,-0.00065000000177,3.65887212753,-0.381932020187,0.362392008305,1.23702049255,0.0190003812313,-0.0825999900699,-0.226755574346
1676,1.2700958252,1.07455539703,0.470899999142,-3.80460000038,-4.29743862152,0.988609790802,-1.19702172279,-0.110446244478,-1.27778220177,-1.597900033,-0.14016905427
23512,-1.41205978394,-0.641069173813,-0.447249978781,-1.08140003681,-0.386747896671,-0.760400772095,-0.015205681324,-0.615503787994,-0.597668707371,-0.697849988937,0.0673184096813
148022,-0.565014302731,-0.73075067997,-1.0503000021,-0.501899957657,0.224932610989,0.117540031672,0.227066606283,0.194050848484,-0.147262692451,-0.32950001955,-0.557067155838
1906,-0.0177229717374,0.553119897842,-0.645649969578,-0.449550002813,1.23643684387,0.261991381645,-0.215050786734,-0.609895467758,-0.442374557257,-0.475099980831,0.524009287357
8878,-0.264963507652,-0.47949898243,-0.384850025177,0.103849947453,-0.548661589622,1.36975061893,0.331414073706,0.228341788054,-0.599717020988,-0.172750011086,-0.721658349037
3091,-1.09570372105,0.784016907215,0.684200048447,-0.87650001049,-3.68355035782,0.355316281319,0.0377547889948,0.387629449368,-1.21291720867,-0.536900043488,-0.869523882866
5743,3.38693261147,-0.034336656332,-0.0850000008941,1.30430006981,-0.41275793314,-0.331184089184,-0.305264472961,-0.324267148972,0.893567800522,2.25465011597,-0.343077659607
