rid,CPC004_A375_6H:BRD-A50675702-001-04-8:10,CPC004_HA1E_6H:BRD-A50675702-001-04-8:10,CPC004_HA1E_24H:BRD-A50675702-001-04-8:10,CPC004_HCC515_6H:BRD-A50675702-001-04-8:10,CPC004_HCC515_24H:BRD-A50675702-001-04-8:10,CPC004_HEPG2_6H:BRD-A50675702-001-04-8:10,CPC004_HT29_6H:BRD-A50675702-001-04-8:10,CPC004_MCF7_6H:BRD-A50675702-001-04-8:10,CPC004_PC3_6H:BRD-A50675702-001-04-8:10,CPC004_PC3_24H:BRD-A50675702-001-04-8:10,CPC004_VCAP_6H:BRD-A50675702-001-04-8:10,CPC004_VCAP_24H:BRD-A50675702-001-04-8:10,CPC015_A375_6H:BRD-A50675702-001-04-8:10,CPC015_A549_6H:BRD-A50675702-001-04-8:10,CPC015_A549_24H:BRD-A50675702-001-04-8:10,CPC015_ASC_24H:BRD-A50675702-001-04-8:10,CPC015_HEPG2_6H:BRD-A50675702-001-04-8:10,CPC015_HT29_6H:BRD-A50675702-001-04-8:10,CPC015_MCF7_6H:BRD-A50675702-001-04-8:10,CPC015_MCF7_24H:BRD-A50675702-001-04-8:10,CPC015_NPC_24H:BRD-A50675702-001-04-8:10,CPC015_PHH_24H:BRD-A50675702-001-04-8:10,CPC015_SKB_24H:BRD-A50675702-001-04-8:10
5720,-0.276429474354,0.262341171503,-0.224494814873,-0.0360000506043,-0.865058779716,-1.07896590233,-3.80719685555,-0.516600072384,0.316687166691,-0.32319188118,0.155666083097,1.57947278023,0.488247305155,1.01854991913,-1.08825969696,0.00488841533661,-1.25475001335,-0.032388433814,-0.399333894253,-0.385718345642,-0.965552508831,-0.00200000405312,-0.0877999961376
466,1.15802788734,0.436920285225,0.473058253527,0.650138199329,-0.734284877777,-0.267705112696,0.851459562778,0.0137002170086,-0.297855705023,-1.02286612988,0.210769638419,1.0756084919,-0.890991210938,0.13275000453,0.022843003273,0.109551727772,-0.181199997663,0.691435337067,-0.647579610348,-0.262142151594,0.656276524067,0.728250026703,-0.956399977207
6009,1.02978539467,0.549152910709,0.0687635242939,-0.454564213753,-0.594110071659,-0.102737188339,0.700203895569,0.931736469269,0.221274018288,0.324253857136,-0.217103928328,0.577623009682,-0.450051724911,-0.495799988508,0.415377706289,-0.589073777199,0.398949980736,-0.225903391838,0.257657766342,-0.488369882107,-0.345752984285,-0.0433000028133,-0.397100001574
2309,0.34627777338,-1.56156635284,0.207554325461,-0.0378300659359,-1.61116325855,-0.814191877842,1.61740684509,0.84966391325,-0.0832519456744,-0.353350132704,-0.513781666756,0.382335662842,-0.2471806705,0.248750001192,-0.801378428936,-0.804619193077,0.0364999771118,0.0915994644165,-0.0695206150413,1.58247935772,-0.678789496422,-0.39335000515,-0.540449976921
387,0.528175771236,0.510445177555,-0.572650372982,-0.877666413784,-1.37545657158,-0.0888075530529,1.15975439548,0.539307057858,0.242351904511,-0.283132582903,0.996622681618,0.0687903314829,-1.24698615074,-0.252049982548,-1.1917334795,0.107646852732,-0.379450023174,0.116327315569,-0.517285704613,-0.660313546658,-1.28492617607,-0.117199987173,-0.106499992311
3553,1.29884409904,-0.424265354872,-0.026520177722,-0.257365167141,0.932435274124,1.62252736092,-0.546726167202,-0.370677322149,-0.497904419899,0.996700882912,-0.642049193382,-1.53296518326,1.50259172916,-0.0982999950647,1.12451636791,-0.146939456463,-0.196499988437,0.778447329998,1.39624881744,0.375583142042,1.64069390297,0.875999987125,0.368950009346
427,0.777908205986,0.379062056541,-1.20200061798,0.123363077641,-1.51927173138,0.0830215364695,0.933149635792,0.280423998833,-0.271551430225,-0.755306780338,0.093445122242,-0.542483210564,-0.960931718349,-1.01584994793,0.828751206398,0.730510473251,0.446900010109,0.604877471924,-0.138637587428,0.287035554647,4.34629917145,0.476000010967,-0.494899988174
5898,0.211564332247,-0.253183156252,-1.11044287682,-0.818981468678,-0.712908327579,0.291073679924,-0.0836173892021,-0.898751735687,0.00198937952518,-0.537821412086,-0.468727648258,-1.90143287182,1.27838993073,-0.256200015545,1.31070172787,-0.0668744593859,0.349249988794,-0.0549210011959,1.1447160244,-0.193319573998,0.654461324215,0.556599974632,-1.06644999981
23365,1.07616198063,0.178696870804,-0.397235751152,-0.0742911621928,-0.464766681194,0.0665362030268,0.307271122932,0.350903809071,-0.114161580801,-0.290817558765,0.845950901508,-0.229595959187,-0.00077711045742,-0.660149991512,1.92192018032,0.301181346178,-0.488200008869,0.0436837077141,0.945578694344,-0.494926840067,-0.655782520771,-0.533450007439,-0.793500006199
6657,0.248290419579,-0.41338044405,-0.203736320138,0.705849289894,-0.1413449049,0.915396094322,-0.408140420914,-0.552156686783,-1.02014493942,0.22570887208,-0.365166127682,-2.36702489853,0.92061394453,-0.574549973011,1.46254181862,-1.04264163971,-0.262950003147,0.832845568657,0.516828835011,-0.0998191535473,-1.25714206696,1.09654998779,0.296800017357
