rid,CPC011_A375_6H:BRD-K86434416-003-13-0:10,CPC011_A549_6H:BRD-K86434416-003-13-0:10,CPC011_A549_24H:BRD-K86434416-003-13-0:10,CPC011_HA1E_6H:BRD-K86434416-003-13-0:10,CPC011_HT29_6H:BRD-K86434416-003-13-0:10,CPC011_MCF7_6H:BRD-K86434416-003-13-0:10,CPC011_MCF7_24H:BRD-K86434416-003-13-0:10,CPC011_PC3_6H:BRD-K86434416-003-13-0:10,CPC011_PC3_24H:BRD-K86434416-003-13-0:10,CPC011_VCAP_6H:BRD-K86434416-003-13-0:10,CPC011_VCAP_24H:BRD-K86434416-003-13-0:10,CPC020_A375_6H:BRD-K86434416-003-14-8:10,CPC020_A549_6H:BRD-K86434416-003-14-8:10,CPC020_HA1E_6H:BRD-K86434416-003-14-8:10,CPC020_HCC515_6H:BRD-K86434416-003-14-8:10,CPC020_HT29_6H:BRD-K86434416-003-14-8:10,CPC020_MCF7_6H:BRD-K86434416-003-14-8:10,CPD002_MCF7_24H:BRD-K86434416-003-11-4:10,CPC020_MCF7_24H:BRD-K86434416-003-14-8:10,CPC020_PC3_6H:BRD-K86434416-003-14-8:10,CPC020_PC3_24H:BRD-K86434416-003-14-8:10,CPC020_VCAP_6H:BRD-K86434416-003-14-8:10,CPC020_VCAP_24H:BRD-K86434416-003-14-8:10,CPD002_MCF7_6H:BRD-K86434416-003-11-4:10,CPD002_PC3_6H:BRD-K86434416-003-11-4:10,CPD002_PC3_24H:BRD-K86434416-003-11-4:10
5720,0.15049867332,1.09002768993,0.626674592495,-0.0370000004768,0.0384215861559,-4.21055030823,-0.261849999428,0.200039058924,0.44878718257,0.327809989452,-0.39966827631,0.236328452826,-1.59300851822,0.178781479597,-0.245096459985,-0.959449887276,0.527103602886,-0.758019328117,-0.942787408829,0.0340540930629,0.875032842159,0.0182380005717,1.13376355171,-0.223196536303,0.154077857733,0.329973101616
466,1.30292415619,0.189053654671,0.954691588879,0.244450002909,0.192942291498,2.27364993095,-0.0270999968052,0.399501174688,0.414396584034,0.442176282406,-0.846948027611,0.367353320122,-0.937249481678,-0.0217382162809,-0.263997495174,-1.82092022896,-0.242663323879,0.673664450645,0.768852055073,-0.312054157257,-0.710183560848,0.808745741844,0.0687130615115,0.711813986301,0.388726860285,-0.224279463291
6009,0.692959845066,0.393573284149,0.618739962578,-0.237550020218,0.482674360275,0.286350011826,0.304250001907,-0.246265932918,-0.329711079597,-0.413985669613,-0.292439043522,0.102116733789,-1.2893550396,0.0299332663417,-1.62925338745,-0.860880613327,0.42344814539,-0.726753890514,-0.821979284286,0.147232204676,0.675724565983,0.838108897209,0.776677131653,0.522451817989,-0.149185493588,-0.586370110512
2309,0.554185926914,0.105890184641,-0.0910673439503,0.81945002079,0.398967772722,2.05290007591,-0.762850046158,0.355699241161,-0.0487334132195,-1.71693956852,-0.767841458321,0.154036775231,-0.222540974617,0.263740122318,-0.353570789099,0.0103184729815,-0.104224517941,-0.557698369026,1.11368334293,0.0762226879597,1.93156695366,-0.099464148283,0.164973974228,0.0581933185458,-1.19955599308,-0.462920486927
387,0.0402263253927,-0.514052569866,0.466070145369,0.400950014591,0.0529783777893,3.43524980545,-0.207399994135,0.160392269492,-0.140563443303,-0.415680348873,0.0992759764194,0.179860725999,-0.890057861805,-0.0223912708461,-2.37261176109,-0.797352194786,-0.562284171581,-0.637871742249,-0.00391715764999,0.359237670898,2.16315150261,0.172342762351,0.153809428215,0.563439249992,-0.62685495615,0.0517389774323
3553,0.843952178955,0.249780476093,-0.615160942078,0.808899998665,-0.419524520636,4.24284982681,0.585500001907,0.0110471472144,-0.586375951767,0.858249902725,0.680125713348,-0.55319160223,1.41058135033,-0.789124429226,0.777891933918,1.04364383221,0.35037741065,-0.81246471405,0.585042238235,-0.0979144722223,1.14362704754,-0.604030311108,-0.480298548937,-1.1382535696,0.370470494032,-0.438609004021
427,-0.064693287015,0.048278182745,0.476356178522,-0.0214999914169,-0.0211599171162,-1.8381998539,0.0502000004053,0.450315356255,0.872518479824,0.39558878541,-0.498229205608,0.15410554409,-2.11239004135,-0.414662539959,-0.532063603401,-0.880717277527,-0.426228016615,-0.0628570765257,0.150931954384,-0.00206618010998,0.607627213001,0.484628677368,-0.69111353159,0.851911425591,0.229662448168,1.14530229568
5898,-0.140458509326,0.742263913155,-2.62136292458,-0.362400025129,-2.26897501945,2.71525001526,-0.327600032091,-0.472985476255,-0.669266998768,0.467462748289,0.00977049767971,-0.0278852861375,-0.0860181897879,0.83334004879,-0.0115045560524,-1.28314769268,-0.16349875927,0.516143798828,-0.50334084034,0.477217137814,-2.35650491714,0.326487988234,0.0768492519855,-0.568643152714,1.28150069714,0.0134818851948
23365,1.31968569756,0.301454365253,-0.830665230751,0.635450005531,0.277848601341,3.13619995117,0.049550011754,1.38869917393,0.05637781322,-0.0936182513833,-0.51467615366,-0.468708187342,0.168412536383,0.549383282661,-0.714057981968,-0.0522956177592,0.919767320156,0.647855997086,-1.35706532001,1.1794860363,-1.12385439873,-0.0067625339143,0.535819411278,-0.195134878159,0.913165450096,2.11391949654
6657,-0.659441828728,0.110083788633,-0.416245609522,-0.137799993157,-0.324674010277,5.43490028381,0.135450005531,-0.81894826889,0.184570595622,1.04085457325,1.09374713898,-0.841057479382,1.52786743641,-0.735007703304,-0.750045895576,0.851369857788,0.752549648285,-0.481382161379,0.965711653233,-1.02107191086,0.620223879814,-0.773518204689,-0.753529548645,-0.883830189705,0.462723195553,-1.01939857006
