rid,CPC006_A375_6H:BRD-A67788537-001-01-7:120,CPC006_A375_24H:BRD-A67788537-001-01-7:120,CPC006_A549_6H:BRD-A67788537-001-01-7:120,CPC006_A549_24H:BRD-A67788537-001-01-7:120,CPC006_A673_6H:BRD-A67788537-001-01-7:120,CPC006_AGS_6H:BRD-A67788537-001-01-7:120,CPC006_CL34_6H:BRD-A67788537-001-01-7:120,CPC006_CORL23_6H:BRD-A67788537-001-01-7:120,CPC006_COV644_6H:BRD-A67788537-001-01-7:120,CPC006_DV90_6H:BRD-A67788537-001-01-7:120,CPC006_EFO27_6H:BRD-A67788537-001-01-7:120,CPC006_HA1E_6H:BRD-A67788537-001-01-7:120,CPC006_HCC15_6H:BRD-A67788537-001-01-7:120,CPC006_HCC515_6H:BRD-A67788537-001-01-7:120,CPC006_HCC515_24H:BRD-A67788537-001-01-7:120,CPC006_HCT116_6H:BRD-A67788537-001-01-7:120,CPC006_HEC108_6H:BRD-A67788537-001-01-7:120,CPC006_HEPG2_6H:BRD-A67788537-001-01-7:120,CPC006_HT115_6H:BRD-A67788537-001-01-7:120,CPC006_HT29_6H:BRD-A67788537-001-01-7:120,CPC006_HT29_24H:BRD-A67788537-001-01-7:120,CPC006_JHUEM2_6H:BRD-A67788537-001-01-7:120,CPC006_LOVO_6H:BRD-A67788537-001-01-7:120,CPC006_MCF7_6H:BRD-A67788537-001-01-7:120,CPC006_MCF7_24H:BRD-A67788537-001-01-7:120,CPC006_MDST8_6H:BRD-A67788537-001-01-7:120,CPC006_NCIH1694_6H:BRD-A67788537-001-01-7:120,CPC006_NCIH1836_6H:BRD-A67788537-001-01-7:120,CPC006_NCIH2073_6H:BRD-A67788537-001-01-7:120,CPC006_NCIH508_6H:BRD-A67788537-001-01-7:120,CPC006_NCIH596_6H:BRD-A67788537-001-01-7:120,CPC006_NOMO1_6H:BRD-A67788537-001-01-7:120,CPC006_OV7_6H:BRD-A67788537-001-01-7:120,CPC006_PC3_6H:BRD-A67788537-001-01-7:120,CPC006_PC3_24H:BRD-A67788537-001-01-7:120,CPC006_RMGI_6H:BRD-A67788537-001-01-7:120,CPC006_RMUGS_6H:BRD-A67788537-001-01-7:120,CPC006_SKLU1_6H:BRD-A67788537-001-01-7:120,CPC006_SKMEL1_6H:BRD-A67788537-001-01-7:120,CPC006_SKMEL28_6H:BRD-A67788537-001-01-7:120,CPC006_SNGM_6H:BRD-A67788537-001-01-7:120,CPC006_SNU1040_6H:BRD-A67788537-001-01-7:120,CPC006_SNUC4_6H:BRD-A67788537-001-01-7:120,CPC006_SNUC5_6H:BRD-A67788537-001-01-7:120,CPC006_SW480_6H:BRD-A67788537-001-01-7:120,CPC006_SW620_6H:BRD-A67788537-001-01-7:120,CPC006_SW948_6H:BRD-A67788537-001-01-7:120,CPC006_T3M10_6H:BRD-A67788537-001-01-7:120,CPC006_TYKNU_6H:BRD-A67788537-001-01-7:120,CPC006_VCAP_6H:BRD-A67788537-001-01-7:120,CPC006_VCAP_24H:BRD-A67788537-001-01-7:120,CPC006_WSUDLCL2_6H:BRD-A67788537-001-01-7:120,NMH002_FIBRNPC_24H:BRD-A67788537-001-04-1:10,NMH002_FIBRNPC_6H:BRD-A67788537-001-04-1:10,NMH002_NEU_6H:BRD-A67788537-001-04-1:10,NMH002_NEU_24H:BRD-A67788537-001-04-1:10,NMH002_NPC_6H:BRD-A67788537-001-04-1:10,NMH002_NPC_24H:BRD-A67788537-001-04-1:10,CPC006_H1299_6H:BRD-A67788537-001-01-7:120,CPC006_RKO_6H:BRD-A67788537-001-01-7:120
5720,-0.422840714455,0.0793270245194,0.722149670124,-1.0742777586,-0.0439500212669,-1.47395002842,-0.436650007963,0.822350025177,-0.317800015211,-1.05610001087,-1.93554997444,-1.15995132923,-0.614881038666,-1.62167751789,-0.375471174717,-0.462149977684,-0.887647509575,-1.21619546413,-0.44240000844,-1.7739174366,1.46855521202,-0.991850018501,-2.93225002289,-1.38537812233,-0.792151808739,-1.09065008163,-0.23425000906,-0.483599990606,-1.00934994221,0.0681999921799,-1.89034998417,-1.11740005016,-1.10354995728,-2.1375348568,-1.33826124668,-1.80120003223,0.0325918495655,-2.30945014954,-0.368499994278,-1.48960006237,-0.208749994636,-1.51184999943,-0.173399999738,-1.92774987221,-2.28515005112,-2.02235198021,-1.67291843891,-1.23734998703,-0.893550038338,-1.07517850399,-1.24272716045,-0.803300023079,0.235655665398,-1.72109007835,-0.520436167717,-1.00218975544,0.283727675676,-0.278758704662,-0.915500044823,-1.48074996471
466,-0.726796984673,-5.01980400085,-0.825231134892,-3.4506111145,1.68389999866,0.670700013638,-0.075049996376,0.637300014496,-0.205849990249,-1.83504998684,0.476799994707,0.507041037083,-0.625286877155,1.0532412529,-0.665962576866,0.419650018215,-0.316563308239,-0.836822032928,0.10205000639,-0.175931245089,-1.54211390018,0.696150004864,-0.983350038528,-0.309590756893,-0.878585100174,-2.52339982986,-0.141450002789,-0.519950032234,-1.49965000153,-1.12689995766,0.881699979305,-0.309199988842,1.13259994984,-0.0415005981922,-1.09877634048,-1.08064997196,0.660375714302,-0.448350012302,0.735749959946,0.893750011921,1.12234997749,-1.65345001221,0.677900016308,0.697200000286,-0.251949995756,0.315349727869,-0.944790303707,-0.440699994564,-0.236300006509,-0.989771068096,-1.04049313068,0.749699950218,-0.526873111725,-1.9006408453,-0.123361371458,-1.20937407017,0.154005661607,0.568219065666,0.537750005722,-0.635650038719
6009,-1.43479990959,1.24429678917,0.474028289318,1.71771121025,1.04159998894,1.31854999065,-1.38104999065,0.154850006104,-0.277449995279,0.641600012779,0.91479998827,0.329409897327,0.104082532227,-0.576163709164,2.07650947571,0.0607999972999,-1.45475554466,-0.883617997169,0.693949997425,-0.916338503361,0.0700318366289,-0.198749989271,-1.39085006714,0.118134185672,2.38862109184,2.59030008316,0.136849999428,-0.215899989009,1.95499992371,-0.447200030088,2.33594989777,0.42325001955,-0.705749988556,-0.520140945911,1.94474756718,-0.0723499953747,-0.176011890173,-0.194549977779,-0.637350022793,0.257649987936,0.660199999809,0.193399995565,0.371199995279,-0.505499958992,-1.12214994431,-1.77157783508,-1.05993115902,-0.418500006199,-0.6263499856,0.17338077724,0.394253134727,1.02520000935,0.783155083656,-0.0480674356222,-0.0180986151099,-0.976826488972,-0.16118581593,-0.488452196121,0.428499996662,0.508350014687
2309,3.26098752022,0.146320015192,-0.422452121973,-1.66166472435,3.51795005798,4.9686999321,-0.465099990368,0.922999978065,0.244399994612,-1.03100001812,3.04839992523,0.991681098938,0.862005412579,6.97426176071,3.05111241341,0.220550000668,-1.24397158623,-0.393137007952,-0.535149991512,5.59060192108,2.77643299103,2.88999986649,3.43440008163,4.80924367905,1.98785829544,-1.01534998417,1.61779999733,1.60385000706,5.19500017166,0.688399970531,4.88249969482,2.16174983978,2.80529999733,4.63738870621,5.29490852356,2.42320013046,0.583277225494,2.14034986496,-0.910050034523,-0.611500024796,1.19615006447,-1.26180005074,-2.53889989853,1.10820007324,-0.878899991512,-0.726145267487,0.641864180565,2.79955005646,0.628250002861,2.62289309502,1.75052022934,-1.48489999771,0.447760462761,-0.0505001842976,-0.675374388695,0.556918382645,0.333687543869,-1.16231238842,3.51359987259,-0.306749939919
387,1.32773530483,3.15473508835,1.7051268816,2.25787472725,0.0631500035524,1.84150004387,-1.00854992867,-0.27270001173,-0.612900018692,0.707900047302,2.20105004311,0.579508721828,-2.00480461121,-0.102567896247,0.80819517374,-1.03219997883,-0.0870400369167,0.0665654540062,0.106049999595,0.164068430662,-1.56163477898,-0.277599990368,-3.92475008965,0.656083524227,-0.594710886478,0.897199988365,-0.516049981117,0.567999958992,4.17530012131,-0.329299986362,5.35930013657,-0.669199943542,0.00694999843836,0.564717531204,4.14726305008,1.92014992237,0.371482104063,2.8968000412,0.488400012255,0.604200005531,0.598749995232,0.0984500050545,-0.676699995995,-0.103050000966,-0.485950022936,-0.1020206213,-0.381818413734,-0.750400006771,0.0753999948502,-0.0636988729239,-0.307062447071,0.564400017262,-0.0246755480766,0.0141787305474,-0.0945374369621,1.97597002983,-0.178029686213,0.367193460464,-0.120999991894,0.422750025988
3553,0.567292690277,1.13343751431,0.290842026472,2.98411226273,0.17714998126,0.656149983406,-0.175950005651,0.71875,-0.131349995732,1.65689992905,-0.0584499835968,0.0158622562885,0.611080288887,-0.123080104589,0.675098180771,0.806050002575,0.326904058456,1.4825874567,0.735650002956,1.01005935669,0.552378773689,0.222849994898,1.14960002899,0.0135158579797,-0.588592112064,0.139250010252,-0.125450015068,-0.258700013161,0.272650003433,0.524500012398,0.0146500021219,3.89610004425,-0.897750020027,0.770283222198,-3.24288845062,-0.764400005341,0.248798623681,-0.00760000944138,0.372999995947,0.539499998093,-1.2541000843,2.15514993668,1.19350004196,-0.526700019836,1.75125002861,1.563575387,1.27099883556,0.643899977207,-0.242749989033,0.217794552445,2.10000658035,1.56229996681,-0.0872333571315,1.12335479259,1.32907700539,-0.373238772154,0.335145801306,-0.7311642766,0.25925001502,1.27544999123
427,-0.314129889011,-0.289380580187,-0.97313952446,0.858060419559,-0.478850007057,-1.77195000648,-0.413399994373,-0.112049996853,-0.820300042629,-1.35675001144,-0.990849971771,-1.32114815712,0.372711986303,-0.846772193909,-0.767879605293,-0.133100003004,-1.08754730225,-0.0219899751246,0.105599969625,-1.14015161991,-0.189949169755,-0.629500031471,-1.233700037,-0.35270100832,-0.124421603978,-0.496499955654,-0.641700029373,0.212850004435,0.317299991846,-1.01394999027,0.106600001454,-1.2879999876,-0.0699000060558,-1.40913784504,-1.49768435955,1.16009998322,0.584342598915,0.801849961281,-0.643949985504,-0.313499987125,-0.238150000572,0.00739999115467,-0.11249999702,-0.841949999332,2.14625000954,-0.239124372602,0.116491734982,-0.702399969101,-0.501399993896,-0.79061460495,-0.262328892946,-0.0222000107169,0.40465888381,-1.37795710564,0.233408927917,1.05815696716,-0.31780898571,0.494543641806,-0.599749982357,-0.0739499926567
5898,1.29526758194,4.27721261978,1.14335441589,1.22009265423,-0.0888000130653,2.25705003738,-0.23465000093,-0.354149997234,0.0571499913931,-0.374549984932,3.95900011063,3.00555849075,1.62102484703,2.09829425812,3.64908409119,0.995200037956,-0.455443739891,-0.0612574219704,-0.0881499946117,1.29154074192,1.6163970232,-0.571550011635,-4.87405014038,0.928920030594,4.63286399841,1.73755002022,-1.02295005322,-0.851300001144,2.48815011978,-0.803050041199,1.13115000725,-0.652249991894,0.553550004959,0.928455650806,6.60287237167,1.75744998455,0.261532515287,0.340950012207,0.524899959564,0.905500054359,0.673799991608,1.46639990807,-2.64019989967,0.444899976254,1.10249996185,0.826169610023,-1.04060828686,-0.246250003576,0.247899994254,0.313507765532,2.60688209534,4.26210021973,-0.112381629646,-2.82130932808,-0.0975636467338,-1.82369208336,0.205480992794,-0.0404793322086,-0.233600005507,1.3505500555
23365,0.620186090469,-1.03563344479,0.499769389629,-0.83585524559,0.107050001621,0.64509999752,-0.566299974918,-1.02464997768,-0.252400010824,0.727900028229,-0.818899989128,-1.27349388599,0.9023655653,-0.453958749771,-1.28458738327,-0.0702999979258,-0.177915260196,1.82563877106,-0.662299990654,0.951271474361,0.520737051964,0.452549993992,1.25714993477,1.01814186573,-0.382349252701,0.282499998808,-0.616999983788,1.31279993057,1.43684995174,-0.888499975204,2.05980014801,-0.569599986076,-0.200750008225,0.374639570713,-1.12583911419,1.21549999714,0.051075309515,0.960749983788,-0.726649999619,5.28670024872,-0.456600010395,2.11770009995,-2.15919995308,-0.355450034142,-0.104499995708,-0.0609882026911,-0.194838613272,-0.404300004244,0.0999500006437,0.0888667851686,0.100471973419,-0.0206499993801,0.730463981628,0.0175201296806,1.31740522385,-0.121427595615,0.0380951762199,1.13948094845,-0.349050015211,2.00594997406
6657,-0.926050961018,-0.912471175194,0.251372098923,-0.0168485343456,1.36779999733,0.142549991608,0.415250003338,-0.00694999098778,0.526350021362,2.07690000534,-0.176400005817,-0.235427379608,0.609101772308,-0.730759143829,-2.99544048309,1.04670000076,-0.244548335671,0.788427650928,0.0501499995589,0.0345134735107,1.04453730583,0.710749983788,1.60439991951,0.0784312039614,-0.36131593585,-2.11910009384,0.15964999795,-0.740750014782,-0.506349980831,0.373050034046,0.965299963951,0.102100014687,0.121550008655,0.353880494833,2.8223824501,-0.544900000095,0.897548496723,-0.23219999671,-0.777749955654,0.102599978447,-0.617449998856,2.56349992752,1.10490000248,0.105099998415,1.33950006962,0.729370296001,0.748028755188,0.325349986553,-0.317300021648,-0.0611527487636,1.12974178791,2.99075007439,0.10705538094,1.35533356667,-1.09880936146,-3.07140874863,0.262896001339,0.300161033869,-0.160699993372,1.40860009193
