rid,CPC005_A375_6H:BRD-A50764878-003-01-0:10,CPC005_A375_24H:BRD-A50764878-003-01-0:10,CPC005_A549_6H:BRD-A50764878-003-01-0:10,CPC005_A549_24H:BRD-A50764878-003-01-0:10,CPC005_HA1E_6H:BRD-A50764878-003-01-0:10,CPC005_HA1E_24H:BRD-A50764878-003-01-0:10,CPC005_HCC515_6H:BRD-A50764878-003-01-0:10,CPC005_HT29_6H:BRD-A50764878-003-01-0:10,CPC005_HT29_24H:BRD-A50764878-003-01-0:10,CPC005_MCF7_24H:BRD-A50764878-003-01-0:10,CPC005_MCF7_6H:BRD-A50764878-003-01-0:10,CPC005_PC3_6H:BRD-A50764878-003-01-0:10,CPC005_PC3_24H:BRD-A50764878-003-01-0:10,CPC005_VCAP_6H:BRD-A50764878-003-01-0:10,CPC005_VCAP_24H:BRD-A50764878-003-01-0:10,CPC011_A375_6H:BRD-A50764878-004-02-6:10,CPC011_A549_6H:BRD-A50764878-004-02-6:10,CPC011_A549_24H:BRD-A50764878-004-02-6:10,CPC011_HA1E_6H:BRD-A50764878-004-02-6:10,CPC011_HT29_6H:BRD-A50764878-004-02-6:10,CPC011_MCF7_6H:BRD-A50764878-004-02-6:10,CPC011_MCF7_24H:BRD-A50764878-004-02-6:10,CPC011_PC3_6H:BRD-A50764878-004-02-6:10,CPC011_PC3_24H:BRD-A50764878-004-02-6:10,CPC011_VCAP_6H:BRD-A50764878-004-02-6:10,CPC011_VCAP_24H:BRD-A50764878-004-02-6:10
5720,0.960551977158,-0.272636055946,0.877346396446,-0.0735530778766,-0.329750001431,-0.134938180447,-0.868600010872,0.137019217014,0.68145686388,0.31158798933,-2.59350013733,0.822225034237,0.474975019693,-0.347677826881,-0.107184752822,0.0723229646683,0.217103004456,0.855580091476,-1.0570499897,0.748328089714,-0.850849986076,-0.292499959469,-0.720992684364,-0.180429190397,0.84685343504,0.908286094666
466,0.534551441669,-2.92758750916,0.668707609177,-0.714295208454,0.192900002003,-0.41171079874,0.0697000175714,0.42226433754,0.263147056103,0.0122066363692,0.197667688131,-0.0767250061035,0.651469051838,0.788748323917,-0.701949357986,0.231809154153,1.04689121246,0.744409441948,-0.152750015259,-0.339227020741,0.14975002408,-2.76935005188,-0.720470190048,0.398744761944,0.885197758675,1.80923914909
6009,0.0942942202091,-0.1438498348,0.139189243317,-0.414479464293,-0.353549987078,-0.253068268299,0.13504999876,-0.472417622805,0.0938440263271,0.12292522192,0.513755440712,0.551999986172,-0.0142004583031,-0.333502471447,0.0979916527867,0.636885523796,1.37132704258,0.189721465111,0.471150010824,0.413751661777,-0.0366500020027,0.647300004959,0.0189355015755,-0.51859664917,0.678534567356,1.10114514828
2309,-0.0425631180406,0.916137337685,-0.687154948711,1.52847385406,0.501649975777,0.69512116909,-0.107450000942,-0.50290030241,-0.303219616413,0.744235098362,0.113215833902,0.155250012875,0.672099709511,-0.637967884541,-0.964732766151,-0.572360992432,-0.838138759136,0.407068908215,-0.239750012755,0.0850359797478,0.20530000329,-1.70940005779,-0.359458893538,0.498768866062,-1.44619297981,-0.0913193672895
387,-0.237322419882,-0.207718208432,-0.590675711632,-0.965323269367,-0.398699998856,0.642005741596,0.634700000286,-0.353377133608,0.0665716454387,0.0828680172563,-0.0141515135765,0.431149989367,-0.0924106538296,-0.105448797345,-0.821425974369,0.0441551432014,-1.39815735817,0.626660704613,0.441349983215,-0.218843743205,-0.390899986029,-0.915050029755,-0.370443403721,-0.693684875965,-0.96700322628,0.918271720409
3553,0.256188452244,-0.656421899796,0.449021428823,0.849986433983,0.904100000858,-0.158230736852,-0.620100021362,-0.144028320909,-0.706777215004,-0.376796752214,-0.154349029064,0.661475002766,1.02004945278,0.592343866825,0.583265900612,-0.824389874935,-0.658727169037,-0.514003872871,-0.717000007629,-0.507375597954,0.720700025558,2.72519993782,-0.0678989738226,0.346128821373,-0.961853265762,-1.08286213875
427,-0.0658230781555,-0.0783774554729,-1.24062955379,-1.32084226608,0.336499989033,0.36037093401,0.483850002289,-0.186659961939,0.861361980438,0.801317095757,-0.0776528418064,-1.41417503357,0.630659937859,1.35101175308,-0.702529668808,-0.725847840309,0.279900223017,-0.429024994373,0.309150010347,-0.366770744324,-0.4537999928,-1.93899989128,-0.388372033834,-0.67962706089,0.395664960146,1.24768841267
5898,0.671744167805,-0.249804005027,0.301054060459,-0.89378875494,0.387849986553,1.03237891197,-0.108649998903,0.392738044262,0.421919345856,-0.518140792847,0.436560422182,-0.652175009251,-0.149674519897,0.243292272091,0.342599391937,-0.839371621609,0.31064799428,0.231282055378,0.123450003564,0.0725233629346,-0.546700000763,-1.45075011253,-0.323228478432,0.140758007765,-0.161661952734,-1.57652688026
23365,0.58839148283,0.0929246395826,-0.741590201855,3.85839986801,0.998950004578,-0.0680016875267,0.850899994373,-0.389170974493,-0.958988666534,4.8898806572,0.209482058883,0.300925016403,-0.675951659679,0.980174183846,-0.188466057181,-0.580070853233,-0.788694143295,-0.809098482132,0.625149965286,-0.331128329039,-0.092899993062,2.07625007629,-0.242411628366,0.876174092293,-1.09786307812,0.137662082911
6657,-0.674879789352,0.456016719341,0.233000144362,1.78705120087,0.323699980974,-0.145373553038,-0.28434997797,0.780048429966,-0.26899266243,-0.119872838259,-0.00557229667902,-0.0630999803543,0.249429315329,-0.529426693916,-0.257929563522,-0.137736216187,-0.14037463069,-0.461082011461,0.0966499969363,-0.390293240547,-0.757650017738,0.897199988365,1.62229514122,0.0753458589315,-0.693215370178,-1.71443283558
5054,-0.354007035494,-0.205526798964,-0.475553929806,-0.0642618015409,-0.1507999897,0.641191780567,-0.0637499988079,-0.267120301723,0.582774937153,1.55450177193,0.333362281322,0.21250000596,-0.437875121832,-0.457726418972,-1.21096205711,-0.227243542671,-0.377379596233,-0.698720574379,-0.0900000035763,-0.791939437389,-0.318849980831,0.306450009346,-1.014767766,-0.820813894272,-0.540925443172,-0.779325246811
