rid,DOS057_A375_24H:BRD-K85236313-001-01-3:5,DOS057_A549_24H:BRD-K85236313-001-01-3:5,DOS057_HT29_24H:BRD-K85236313-001-01-3:5,DOS057_MCF7_24H:BRD-K85236313-001-01-3:5,DOS057_PC3_24H:BRD-K85236313-001-01-3:5,DOSBIO002_A375_24H:BRD-K85236313:9.96618,DOSBIO002_A549_24H:BRD-K85236313:9.96618,DOSBIO002_HT29_24H:BRD-K85236313:9.96618,DOSBIO002_PC3_24H:BRD-K85236313:9.96618,DOSBIO002_MCF7_24H:BRD-K85236313:9.96618,DOSBIO002_NEU_24H:BRD-K85236313:9.96618,DOSBIO002_NPC_24H:BRD-K85236313:9.96618
5720,-0.668200016022,0.280200004578,0.868000030518,1.25284361839,1.29505002499,0.258438408375,0.190345659852,0.810523629189,-0.545821368694,0.269262105227,-0.252000004053,1.21826171875
466,0.811699986458,0.156149983406,-0.271699994802,1.08801686764,0.863749980927,-0.0644682645798,0.693443775177,1.21133172512,0.708031177521,0.946605086327,0.954950034618,-1.15389084816
6009,-0.564550042152,-0.0333500057459,0.253566682339,0.949298620224,0.898949980736,0.0103473439813,-0.503641605377,0.889471232891,0.149128288031,-0.112467266619,-0.813300013542,-0.550255775452
2309,-1.10520005226,0.211999997497,-0.515333354473,-0.0667339414358,0.345699995756,-0.690694868565,-0.275632828474,-1.87098264694,-0.52466994524,0.22707337141,0.436899989843,-1.0192489624
387,0.610150039196,-0.513899981976,0.330066680908,-0.113663040102,0.641399979591,0.784147262573,0.363442063332,0.342177689075,-0.205585315824,0.807440459728,0.981549978256,-1.00902366638
3553,0.31400001049,0.718799948692,-0.413466691971,-0.507024168968,-0.00234997272491,0.211332470179,-0.504426002502,1.82863163948,0.053172826767,0.347884297371,-0.199600040913,1.34311556816
427,0.968899965286,-0.362299978733,-0.759866714478,-0.459158539772,-1.25835001469,-0.543650269508,2.20151615143,0.808645248413,-0.472807943821,0.0933824628592,0.327150017023,-0.153156250715
5898,1.86020004749,0.573050022125,-0.0693666487932,0.645927786827,-1.89050006866,0.0193812549114,-0.0581003725529,-0.781738758087,-0.706264972687,-1.08517551422,-0.756299972534,-0.836941123009
23365,1.36185002327,0.239350005984,-0.580399990082,-0.435926109552,0.404650002718,1.14957284927,0.874305486679,1.42521238327,0.602924346924,-0.393926501274,0.371199995279,0.570532023907
6657,-0.917050004005,0.901600003242,-0.471066653728,-0.644562005997,-1.09769999981,-0.695949077606,-0.864192843437,0.575461745262,-0.286498278379,-0.252899646759,-0.193750023842,-0.270554900169
5054,-1.16104996204,-0.535650014877,-0.1059666574,-0.773212194443,-0.871500015259,0.231930136681,0.0898939073086,0.681151688099,0.560053944588,0.805020034313,-0.596950054169,-0.877016365528
3108,-0.960950016975,0.128500014544,0.331800043583,0.301614284515,1.22815001011,-0.0171284377575,-0.962358593941,6.73532485962e-06,-0.722815454006,-0.128539890051,0.372600018978,-0.607307195663
1950,-1.20519995689,0.0599999725819,-0.0944333523512,-0.00769476592541,-1.03569996357,0.090721860528,3.05900239944,-0.765696465969,-1.4308167696,0.942698299885,-0.388800024986,-0.826809942722
