rid,CPD001_MCF7_6H:BRD-A82396632-001-11-3:10,CPD001_MCF7_24H:BRD-A82396632-001-11-3:10,CPD001_PC3_24H:BRD-A82396632-001-11-3:10
5720,-1.55591213703,0.264113545418,-0.219778865576
466,-1.78752553463,0.578497052193,-0.530496418476
6009,-0.743708372116,-0.407384395599,-0.509211301804
2309,0.481771469116,0.213908195496,-0.638129115105
387,-1.12177371979,-0.714894354343,-1.28828704357
3553,0.929429233074,-0.359922289848,2.28303766251
427,-0.419659525156,1.1752601862,-0.259995222092
5898,0.0761088728905,0.299290269613,0.594362854958
23365,-0.984278917313,0.567406773567,-0.0081579387188
6657,1.02298259735,-0.904677212238,1.80255508423
5054,3.85895800591,0.0586052760482,0.752992868423
3108,-0.480559051037,-0.79695391655,-0.30616247654
1950,3.11673069,-0.00868616998196,1.021951437
351,0.386010587215,0.100179210305,1.21959018707
4846,-0.608835160732,0.94099676609,-0.38370218873
1452,-0.96350467205,-0.300047904253,-1.73746037483
4776,1.95661342144,-0.459880590439,2.01916384697
6908,-1.40932428837,-0.0250985361636,-1.91203999519
672,-0.141877830029,0.352887362242,0.0759035199881
5710,-1.55751252174,-0.313640475273,-0.335326611996
2115,-0.0368134230375,-0.335720837116,-0.00883364677429
7015,1.11001956463,-0.358152598143,1.63009905815
8726,-1.45885038376,0.459376096725,-0.859947502613
2185,1.69654178619,-0.795959830284,1.55674386024
3315,-0.917907178402,-0.658291041851,-0.939589142799
5289,1.15343010426,0.136637344956,1.48108863831
868,-1.10257732868,0.374750614166,0.174873843789
1677,1.48065209389,-0.23169580102,-0.764893054962
7043,-0.415653824806,-0.608330667019,1.226526618
5613,0.53336417675,0.513062417507,1.97162258625
595,-1.01130056381,-1.5381026268,-0.690267860889
4793,0.118858233094,-0.0918315947056,-0.379290938377
2736,0.47560057044,-0.187347203493,1.04564201832
5290,1.74750638008,-0.440307378769,2.16368770599
6194,-0.421859323978,-0.482896834612,-0.5723772645
1676,0.745069861412,-0.740643084049,1.72689247131
23512,0.423998355865,-0.34566321969,-1.47284710407
148022,-0.327832370996,0.0206557661295,-0.519050717354
1906,0.837154626846,-0.803361177444,1.3563324213
8878,-1.60951912403,0.487197339535,0.0275157690048
3091,-0.258679032326,0.0419694632292,-0.312415719032
5743,0.705673575401,0.366195142269,1.57062280178
5321,0.62532055378,0.0893420130014,1.01946258545
4144,0.00144198536873,-0.281436681747,0.966203927994
1981,-0.601855456829,-1.53953504562,-1.01893341541
695,-0.107228122652,-0.0797279477119,0.0691204667091
10398,0.966672599316,-0.843350768089,-0.115857064724
5708,-0.58488214016,-0.466479420662,0.396231770515
1213,-1.50413620472,0.0665483921766,-0.888036251068
226,-1.71127295494,0.0418864563107,-0.696647167206
6777,-0.318339318037,-0.82393860817,0.346960365772
2113,1.18800759315,-0.801596164703,-0.359594464302
3329,-4.20152664185,0.213844612241,-1.66653704643
1050,-2.57170057297,-1.30604839325,-0.992055475712
9491,1.61822342873,-0.784500777721,1.63498282433
22926,-1.25567877293,-0.52295422554,-1.5562582016
5899,-0.791312992573,-0.282591819763,-0.491979897022
5467,-0.338956028223,-0.474067568779,1.48094820976
6774,-1.110247612,0.527094602585,0.34207072854
1788,1.24392962456,-0.682248473167,1.46296238899
5921,-1.65179002285,0.6121763587,-0.743676543236
5721,-0.306560188532,0.00185431167483,-0.489581674337
2263,2.11749196053,-0.199248582125,1.86233460903
808,2.75286316872,-0.650571763515,1.00003433228
30001,-0.0565779805183,0.0210553687066,-0.915276229382
348,0.725150287151,-0.340833455324,0.800373136997
30849,-1.49104118347,-0.62766879797,-1.46773314476
1454,-0.194095820189,-0.593250513077,0.745249867439
6500,-0.561832368374,0.381509184837,-0.928941726685
5627,3.22212362289,0.77301889658,-1.19082963467
5715,-1.06863176823,-0.00121012330055,-1.05456972122
4791,7.02299022675,-0.585720658302,1.03964519501
56924,-0.543593883514,0.332141190767,-0.95587348938
2690,-0.243471086025,0.119683817029,-0.213347434998
1019,-1.05575835705,0.652085185051,-0.60428249836
51422,0.0370747186244,0.0965904220939,-1.24676704407
5788,0.75956594944,-1.04607057571,2.06113839149
6709,-0.499397516251,0.0713404491544,-1.49605083466
1277,-1.29355311394,-0.445225149393,-2.14370775223
993,-1.6512349844,-1.68795931339,-1.9282784462
7157,-1.53078508377,-0.19660590589,0.477888584137
1958,-1.0426902771,0.551801204681,0.582506716251
4582,-0.584553480148,-0.666623175144,-0.324604511261
9212,0.445745319128,-1.03896582127,1.2334331274
8440,-0.408745080233,0.951444983482,-0.111687086523
6790,-2.24313640594,-0.726317644119,-1.60168623924
8851,-0.921442210674,0.169951319695,-1.75397872925
2534,0.0870160460472,-0.776092529297,-1.34417057037
4893,-1.42128896713,0.254463046789,1.69983839989
665,-0.633989155293,0.0563249215484,-0.23396037519
4313,0.930103838444,-0.841040194035,1.4420773983
1022,-0.0285283923149,0.110310837626,0.131901025772
5880,0.729963302612,-0.864319562912,-1.76898062229
3162,-1.08342909813,0.483541667461,-0.778417289257
1282,0.628286063671,-0.505465626717,0.69582426548
3383,1.37902188301,-0.28868791461,0.145305156708
727,1.74376106262,-0.801488220692,1.9300661087
4792,-1.03764593601,0.160803988576,-0.0940825790167
4794,0.748800873756,-0.448532640934,1.56595206261
902,1.2461309433,0.297105938196,1.26054739952
8091,1.47797715664,-0.149909809232,-0.381702959538
3486,-0.178526461124,-0.685484647751,-0.245918244123
10818,-0.165929123759,-0.965672791004,0.959673047066
3454,2.15125417709,-0.725113034248,1.61411786079
4282,0.0220183730125,-0.171983420849,-0.248858675361
1605,-1.90341567993,-0.418905377388,-2.0096783638
10644,-0.646050989628,0.128346383572,-0.687398850918
2065,-0.530051648617,0.562631726265,-0.361076682806
8321,1.50162386894,-0.700219810009,1.94609212875
8503,-1.22258794308,-0.210588738322,0.147603526711
7027,-0.335338920355,-0.704954624176,-1.00052213669
6850,0.2449939996,-0.436034977436,1.43261420727
1978,-0.949545145035,0.838210582733,0.156449019909
896,-0.275478869677,-0.3204472363,-0.372240036726
5777,-1.27962779999,-0.389753997326,-0.049103602767
1846,0.890510857105,2.25981783867,0.641371965408
5925,0.719109416008,1.02295196056,2.84494900703
142,-0.875427663326,-0.659050822258,-1.48972606659
1021,-1.41161525249,0.787614583969,-1.11415457726
5699,-0.319589853287,0.246787160635,-0.815972149372
8061,-0.227435320616,-0.503624498844,-0.616858124733
1870,0.299373090267,-1.02089393139,-0.272264122963
1398,-0.999070167542,0.375834107399,-0.867699801922
3312,-0.741126656532,0.242537468672,-0.989846885204
891,0.804564535618,-1.28246760368,0.552417635918
4775,0.161224856973,-0.49168124795,0.193935602903
5111,0.018276154995,0.175847217441,-0.705336213112
5696,-0.41974195838,-0.238542482257,-0.273934960365
5588,0.468796461821,-0.558399438858,3.56244969368
6839,-1.60902714729,-0.890040159225,-1.82398462296
329,0.329182505608,0.142686784267,-1.64747214317
5058,1.37730622292,-0.673178553581,-1.16726946831
998,0.47434464097,2.15638899803,-1.10268211365
9134,1.39362561703,0.0506386421621,-0.678358256817
6616,1.85089921951,-0.0698957294226,0.353657484055
5223,-1.38582754135,-0.609756827354,-4.10909032822
4690,0.220008462667,-0.547559916973,-0.0629504024982
958,1.51106071472,-0.741846323013,1.3055883646
1616,0.404358297586,-0.454007446766,-0.102664753795
991,-6.96972894669,-0.290670752525,-1.02189564705
6347,1.43875706196,0.0288033783436,0.62735491991
