rid,CPC014_A375_6H:BRD-U86922168-000-01-3:10,CPC014_A549_6H:BRD-U86922168-000-01-3:10,CPC014_A549_24H:BRD-U86922168-000-01-3:10,CPC014_ASC_24H:BRD-U86922168-000-01-3:10,CPC014_HA1E_6H:BRD-U86922168-000-01-3:10,CPC014_HCC515_6H:BRD-U86922168-000-01-3:10,CPC014_HEPG2_6H:BRD-U86922168-000-01-3:10,CPC014_HT29_6H:BRD-U86922168-000-01-3:10,CPC014_MCF7_6H:BRD-U86922168-000-01-3:10,CPC014_MCF7_24H:BRD-U86922168-000-01-3:10,CPC014_NEU_24H:BRD-U86922168-000-01-3:10,CPC014_NPC_24H:BRD-U86922168-000-01-3:10,CPC014_PC3_6H:BRD-U86922168-000-01-3:10,CPC014_PC3_24H:BRD-U86922168-000-01-3:10,CPC014_PHH_24H:BRD-U86922168-000-01-3:10,CPC014_SKB_24H:BRD-U86922168-000-01-3:10,CPC014_VCAP_6H:BRD-U86922168-000-01-3:10,LJP001_BT20_6H:BRD-K99252563-001-01-1:10,LJP001_BT20_6H:BRD-K99252563-001-01-1:2,LJP001_BT20_6H:BRD-K99252563-001-01-1:0.4,LJP001_BT20_6H:BRD-K99252563-001-01-1:0.08,LJP001_BT20_24H:BRD-K99252563-001-01-1:10,LJP001_BT20_24H:BRD-K99252563-001-01-1:0.4,LJP001_BT20_24H:BRD-K99252563-001-01-1:0.08,LJP001_BT20_24H:BRD-K99252563-001-01-1:2,LJP001_HS578T_6H:BRD-K99252563-001-01-1:10,LJP001_HS578T_6H:BRD-K99252563-001-01-1:2,LJP001_HS578T_6H:BRD-K99252563-001-01-1:0.4,LJP001_HS578T_6H:BRD-K99252563-001-01-1:0.08,LJP001_HS578T_24H:BRD-K99252563-001-01-1:10,LJP001_HS578T_24H:BRD-K99252563-001-01-1:2,LJP001_HS578T_24H:BRD-K99252563-001-01-1:0.4,LJP001_HS578T_24H:BRD-K99252563-001-01-1:0.08,LJP001_MCF10A_6H:BRD-K99252563-001-01-1:10,LJP001_MCF10A_6H:BRD-K99252563-001-01-1:2,LJP001_MCF10A_6H:BRD-K99252563-001-01-1:0.4,LJP001_MCF10A_6H:BRD-K99252563-001-01-1:0.08,LJP001_MCF10A_24H:BRD-K99252563-001-01-1:10,LJP001_MCF10A_24H:BRD-K99252563-001-01-1:2,LJP001_MCF10A_24H:BRD-K99252563-001-01-1:0.4,LJP001_MCF10A_24H:BRD-K99252563-001-01-1:0.08,LJP001_MCF7_6H:BRD-K99252563-001-01-1:10,LJP001_MCF7_6H:BRD-K99252563-001-01-1:2,LJP001_MCF7_6H:BRD-K99252563-001-01-1:0.4,LJP001_MCF7_6H:BRD-K99252563-001-01-1:0.08,LJP001_MCF7_24H:BRD-K99252563-001-01-1:10,LJP001_MCF7_24H:BRD-K99252563-001-01-1:2,LJP001_MCF7_24H:BRD-K99252563-001-01-1:0.4,LJP001_MCF7_24H:BRD-K99252563-001-01-1:0.08,LJP001_MDAMB231_6H:BRD-K99252563-001-01-1:10,LJP001_MDAMB231_6H:BRD-K99252563-001-01-1:2,LJP001_MDAMB231_6H:BRD-K99252563-001-01-1:0.4,LJP001_MDAMB231_6H:BRD-K99252563-001-01-1:0.08,LJP001_MDAMB231_24H:BRD-K99252563-001-01-1:10,LJP001_MDAMB231_24H:BRD-K99252563-001-01-1:2,LJP001_MDAMB231_24H:BRD-K99252563-001-01-1:0.4,LJP001_MDAMB231_24H:BRD-K99252563-001-01-1:0.08,LJP001_SKBR3_6H:BRD-K99252563-001-01-1:10,LJP001_SKBR3_6H:BRD-K99252563-001-01-1:2,LJP001_SKBR3_6H:BRD-K99252563-001-01-1:0.4,LJP001_SKBR3_6H:BRD-K99252563-001-01-1:0.08,LJP001_SKBR3_24H:BRD-K99252563-001-01-1:10,LJP001_SKBR3_24H:BRD-K99252563-001-01-1:2,LJP001_SKBR3_24H:BRD-K99252563-001-01-1:0.4,LJP001_SKBR3_24H:BRD-K99252563-001-01-1:0.08
5720,-0.608069062233,-0.391697615385,-2.81940412521,0.237138524652,-2.99094009399,-0.0737603604794,-0.365091860294,-2.14196586609,-1.67805027962,-3.38199853897,-0.436899989843,0.30406332016,-0.707610309124,-2.80384111404,-0.919712662697,-0.498338758945,-3.47664999962,-1.42622637749,-2.34209990501,-1.2867847681,-1.155356884,-5.46528053284,-1.05532491207,-0.545384705067,-6.20546245575,-1.47080469131,0.384395599365,-0.62057352066,-0.511101603508,-4.9890999794,-0.22551509738,-0.163962289691,-0.464686155319,-0.950980067253,-1.57621049881,-0.445381343365,-1.43606579304,-3.6565246582,-1.19592761993,-0.419905394316,-0.389500319958,-2.30969452858,-1.68251883984,-0.791721403599,-1.16565954685,-5.90645027161,-3.28055000305,-0.704249978065,-0.110949993134,-2.42744970322,-2.88118386269,-0.325139760971,-1.0098913908,-5.07770204544,-1.62986660004,-0.253565341234,-0.291020572186,-3.88173556328,-2.87203192711,-1.0098760128,-0.871061205864,-7.55850553513,-5.66171646118,-1.02540230751,-0.478230327368
466,-0.413248926401,5.52150297165,1.44811153412,0.544074058533,-2.11257481575,0.986649692059,-0.978737354279,2.94895362854,-0.156914740801,-0.525395333767,1.30279994011,0.533716857433,3.01563620567,1.65165555477,-0.0220852792263,1.26733160019,-0.460850000381,-0.639764666557,2.43049669266,1.37406587601,-0.583283960819,-4.08790111542,-0.447423994541,-0.667984247208,1.68204760551,-0.902817070484,1.27970480919,-0.225997954607,0.064119450748,1.47574996948,0.9414306283,-0.212528884411,-3.73677921295,0.805154800415,1.08798277378,0.0598168633878,-0.761765241623,0.309296429157,-0.237544476986,-0.702981233597,0.18375903368,0.349797070026,2.12463617325,0.477673649788,-2.41512751579,0.506850004196,2.40019989014,0.172350004315,-0.185749992728,-0.768437981606,1.6057215929,0.34178841114,-0.730523586273,1.98323607445,0.166230797768,0.926030635834,0.274658620358,3.62992715836,3.8506937027,1.73400616646,-0.464849859476,2.48733687401,2.80776977539,0.496653676033,-0.975226759911
6009,-0.3019541502,-0.26497399807,0.502025663853,-0.0592861548066,-1.76895928383,-0.305091738701,-1.21065866947,-0.452852278948,-0.651909291744,-0.311100363731,-0.209500014782,-0.446634739637,-0.312435746193,0.534771084785,0.175557285547,3.02580881119,-0.278699994087,-0.664426207542,-1.2938606739,-0.0405665487051,-1.48225331306,-3.15249252319,-0.749860525131,-0.378502875566,-1.78069400787,-0.509225964546,0.0751423314214,-0.280870169401,-0.106199346483,2.74359989166,0.426911979914,0.0946950316429,0.660190105438,-1.05366313457,-0.0691670626402,-0.216022282839,0.256840765476,-0.110254041851,-0.481841802597,-0.0245623737574,1.11373925209,-1.33172380924,-1.11387300491,-1.10858821869,-1.00025045872,1.10434997082,0.314400017262,0.366800010204,-0.170949995518,-1.1182128191,-0.270016998053,-0.030281484127,-0.028412874788,0.489980846643,-1.39175271988,-0.215002506971,-0.742971539497,-2.83218121529,-2.2950129509,-0.847103834152,-1.30111646652,-5.95232391357,-1.28596317768,-0.65409553051,-0.378473311663
2309,0.120909266174,4.35938644409,1.94231927395,1.47088980675,-2.65981054306,3.20131826401,0.767277002335,6.4087805748,3.69415855408,3.03919100761,-0.279000014067,1.19343984127,6.05935001373,2.62769842148,-0.229040876031,0.784056782722,-1.28434991837,2.61224460602,4.20674133301,0.95871424675,0.66345846653,0.661158204079,0.114213183522,0.0579088181257,2.5242099762,-0.999321818352,2.49363565445,-0.89409840107,-0.365663200617,1.91199994087,-0.0478490293026,-0.316069990396,0.609238743782,3.48872947693,0.74175632,0.616492390633,-0.419244617224,3.18664479256,0.917959988117,-0.059451315552,-0.00614167749882,4.56896352768,3.09603571892,-1.53506410122,-0.229074954987,4.59755039215,2.70335006714,0.154700011015,0.062849983573,3.73252654076,4.7061123848,0.720887422562,0.326405584812,7.65420913696,0.451371073723,-0.305300354958,0.205349892378,5.02834415436,4.04195165634,0.670698106289,0.005794018507,5.9496512413,4.85500431061,-0.496453583241,0.492859244347
387,0.614379227161,0.370484471321,1.41176557541,-1.03106999397,-0.60733628273,-0.307813763618,-0.826373696327,-0.530751824379,-0.60430008173,-0.368881851435,0.118450000882,-0.287354528904,-0.724187552929,1.26847398281,-0.815069437027,0.605538249016,-0.873099982738,-1.71079218388,-1.31525313854,-0.405925303698,-1.44455575943,-0.647823393345,0.036788225174,-0.859994888306,-0.759213030338,-2.20055437088,0.150469452143,-0.31274497509,0.371779322624,-2.10274982452,-0.106496632099,-0.479286193848,1.07238411903,-1.36157035828,-0.632939875126,-0.00720129907131,-0.224769026041,-0.690532922745,-0.118925958872,-0.147798612714,1.95950174332,-1.74095833302,-1.14029097557,-1.04466319084,-1.25119507313,1.43184995651,-0.157399997115,-0.406450003386,1.04375004768,-0.71522039175,-0.651380896568,-0.40627425909,-0.71606785059,0.426361441612,-0.989939451218,-0.270949631929,-0.248817116022,-1.21311545372,-2.37779450417,-1.14077246189,-0.761674284935,-1.22593867779,-2.04130578041,-0.386659741402,-1.27647387981
3553,-0.543848991394,-0.723590254784,0.0904750823975,0.671689867973,0.107038654387,0.0391662716866,-0.552019476891,0.322813212872,-0.415368497372,-0.21476405859,-0.260250002146,1.52221989632,2.30041074753,-1.25227534771,0.537303388119,-0.471955031157,2.2092499733,0.125805467367,0.277427524328,0.360259920359,0.845019340515,3.39630270004,0.241716772318,1.19299256802,0.3773445189,1.85952949524,-0.181788995862,1.48404181004,0.391276538372,6.10025024414,-0.552139639854,0.678742468357,-0.471835970879,0.386410951614,2.67666435242,1.07248067856,0.224690660834,-2.33080887794,3.71605539322,2.06584501266,1.23130965233,1.80417704582,1.13453364372,1.54322719574,1.425334692,2.1726000309,0.23939999938,0.442250013351,1.13085007668,-0.275788366795,1.77555811405,0.159232914448,-0.121410109103,0.37726482749,0.631745815277,0.343793779612,-0.243509158492,0.526791453362,0.100736811757,0.251165091991,0.779936015606,0.73786854744,-0.384810507298,0.0282330065966,0.0283987224102
427,-0.130905210972,-0.632286667824,-1.03403639793,-0.745525181293,-1.01238703728,-1.71127605438,-0.53349429369,0.292841672897,0.185038283467,-0.00382128008641,-0.289799958467,0.372765362263,0.946264386177,-0.627885758877,-0.556634306908,-1.26560986042,-0.394349992275,-1.0398709774,-0.879146933556,-0.130227193236,-0.350442022085,-1.10355305672,-1.29431843758,-1.33607029915,-1.0002065897,-1.43828117847,-0.808256447315,-1.57704269886,-0.392242193222,-2.26135015488,-0.38463896513,-0.60408359766,0.244452983141,-0.0447933673859,-0.465819954872,0.517202317715,0.237422734499,-1.61653220654,-0.426868379116,-0.220594286919,-0.684841215611,-1.28141927719,-0.333705484867,-0.8146058321,-0.17234903574,-2.29515004158,-0.404850006104,0.958099961281,-0.833150029182,-0.906170070171,-1.29402673244,-0.522133708,-0.884782195091,-0.177351847291,-0.0917113870382,0.839782178402,-0.561012625694,-0.860561788082,-0.201994493604,0.486850142479,-0.180168479681,-2.69268941879,-0.757273674011,-0.301424413919,-0.742194950581
5898,-1.4062936306,-0.75281727314,0.99028635025,-0.180081918836,-1.83297812939,-0.480437576771,-1.27723407745,-0.0628044903278,-0.421009868383,0.496087253094,0.429049968719,0.65194272995,-1.85386919975,1.31463968754,-0.371951758862,4.38773918152,1.82624995708,-2.01608133316,-0.373794198036,0.841864168644,-0.905682444572,0.963127017021,0.417694300413,-1.16455161572,3.86994028091,-0.091498374939,0.704838633537,0.370751947165,-0.0520898401737,3.65199995041,-0.805494904518,-1.62649905682,-0.183561772108,1.61765861511,-0.0424551293254,0.567258954048,0.346222162247,2.25465297699,0.0754801630974,0.354692488909,0.331795632839,-0.342959702015,-0.240842655301,-1.00711226463,-0.712342977524,4.90859985352,0.66740000248,-0.30245000124,-0.027199998498,-3.78077936172,2.14840126038,0.411490291357,0.369905292988,3.53176307678,0.664306938648,-0.607340216637,-0.839100956917,0.644861221313,2.11190891266,0.260078132153,-0.62081861496,2.07285737991,1.63809335232,-0.380061089993,-0.557974994183
23365,-0.0425693914294,-0.130817204714,0.126013457775,0.150994867086,-0.444243848324,0.210949510336,1.06066381931,0.144315510988,1.38602817059,-0.964289486408,2.18455004692,1.16672503948,0.22584682703,-0.64907938242,-0.264982581139,0.326001703739,-0.115350008011,0.498699277639,-0.658796191216,-0.0320118665695,-0.745970189571,-0.392462104559,0.15727776289,0.246809497476,-0.0949175953865,-0.540756702423,-0.059251897037,-0.091176405549,0.508578062057,0.392850011587,0.181165784597,-0.0131434127688,0.277311086655,-0.246185541153,-0.251056492329,0.357336312532,0.16532124579,0.82728010416,0.0193208307028,0.158251076937,-0.156338512897,0.0738152861595,0.392187088728,-1.13639748096,-1.32484734058,1.6996999979,0.803099989891,0.732049942017,0.329399973154,-0.208285480738,-0.978553235531,-0.2318649441,-0.840563714504,-0.311039090157,0.0922719836235,-0.264981210232,0.200400233269,0.463578373194,-0.526876807213,0.282924443483,0.254694402218,-0.0295276381075,-1.81304013729,0.42940685153,-0.143217235804
6657,-1.54748535156,-0.77855348587,-0.624947726727,-0.0630590617657,-0.430042028427,1.36562144756,-0.516305267811,0.146453097463,-0.367555499077,0.672804832458,-3.04015016556,-3.99954748154,0.485744595528,0.191158562899,-0.246129512787,-0.866454839706,2.07700014114,1.28939568996,0.702676534653,0.0637815892696,0.528734564781,5.03469371796,0.13048826158,1.46948468685,0.672677338123,0.430991321802,-0.826344549656,1.32196712494,0.11732417345,0.743550002575,-0.454970628023,0.045211032033,-0.230460524559,0.801756322384,-0.0546451210976,0.676345169544,0.260312855244,0.630542993546,-0.34489390254,0.256857663393,-0.283725678921,0.0538404621184,1.6822758913,1.30275607109,1.29468846321,0.14509999752,3.36285018921,-0.199200004339,0.831049978733,0.479646623135,0.287442803383,0.369110196829,0.753982186317,0.88504832983,0.996111035347,0.124616891146,0.345629692078,0.45440030098,1.30129182339,0.304588675499,1.18670201302,1.1657242775,0.743887960911,0.813761651516,0.8729429245
