rid,CPC010_A375_6H:BRD-K28774715-001-09-0:10,CPC013_A375_6H:BRD-K28774715-001-05-8:10,CPC010_A549_6H:BRD-K28774715-001-09-0:10,CPC013_A549_6H:BRD-K28774715-001-05-8:10,CPC010_A549_24H:BRD-K28774715-001-09-0:10,CPC013_A549_24H:BRD-K28774715-001-05-8:10,CPC013_ASC_24H:BRD-K28774715-001-05-8:10,CPC010_HA1E_6H:BRD-K28774715-001-09-0:10,CPC013_HA1E_6H:BRD-K28774715-001-05-8:10,CPC010_HCC515_6H:BRD-K28774715-001-09-0:10,CPC013_HCC515_6H:BRD-K28774715-001-05-8:10,CPC010_HEPG2_6H:BRD-K28774715-001-09-0:10,CPC013_HEPG2_6H:BRD-K28774715-001-05-8:10,CPC010_HT29_6H:BRD-K28774715-001-09-0:10,CPC010_MCF7_6H:BRD-K28774715-001-09-0:10,CPC010_MCF7_24H:BRD-K28774715-001-09-0:10,CPC010_PC3_6H:BRD-K28774715-001-09-0:10,CPC010_PC3_24H:BRD-K28774715-001-09-0:10,CPC010_VCAP_6H:BRD-K28774715-001-09-0:10,CPC010_VCAP_24H:BRD-K28774715-001-09-0:10,CPC013_HT29_6H:BRD-K28774715-001-05-8:10,CPC013_MCF7_6H:BRD-K28774715-001-05-8:10,CPC013_MCF7_24H:BRD-K28774715-001-05-8:10,CPC013_NEU_24H:BRD-K28774715-001-05-8:10,CPC013_NPC_24H:BRD-K28774715-001-05-8:10,CPC013_PC3_6H:BRD-K28774715-001-05-8:10,CPC013_PC3_24H:BRD-K28774715-001-05-8:10,CPC013_SKB_24H:BRD-K28774715-001-05-8:10,CPC013_VCAP_6H:BRD-K28774715-001-05-8:10,CPC013_VCAP_24H:BRD-K28774715-001-05-8:10
5720,0.362474620342,-0.268671870232,-0.761350035667,-0.469650000334,-4.07434988022,-0.613185882568,0.292614638805,0.0897934138775,1.29057466984,-0.368850469589,0.844378709793,0.222004801035,0.144947528839,0.855553686619,0.230998054147,-1.09162938595,0.203117847443,0.628678917885,1.34967398643,-0.522660255432,0.34462377429,0.839449465275,0.782389521599,-0.0824499949813,0.370728462934,0.233824044466,1.15942072868,-0.0649528205395,0.367746442556,0.795505642891
466,-0.363677859306,0.239830702543,-0.99255001545,0.0231499988586,1.99029994011,-0.134289741516,0.61639380455,0.228068426251,1.13249206543,-0.193227753043,0.89660179615,-0.636344134808,0.506707191467,0.863543212414,-0.317480802536,-0.886567890644,0.689043164253,0.228810757399,0.556272089481,0.0130691304803,-0.0409169346094,0.0477117374539,0.441196858883,-0.747299969196,-0.750709712505,0.547874987125,0.599760293961,0.375640273094,0.280310153961,0.58661031723
6009,-0.0789875984192,-1.9869312048,0.289700001478,-0.0460999980569,-4.72154998779,-0.690975010395,-0.607046663761,-0.11791587621,1.17046940327,-1.68113064766,-0.128004223108,0.249443247914,-0.652113556862,1.33070087433,-0.880421519279,-0.684892177582,0.139020889997,1.28882741928,1.12579095364,-0.41959503293,0.0589949376881,0.403427809477,0.534406423569,-0.665650010109,-1.18611383438,-0.0823659300804,0.220241174102,0.189677849412,3.20161271095,1.01918077469
2309,0.53699451685,-0.556126832962,0.491850018501,-0.377799987793,0.0420999974012,-0.485027730465,0.292421579361,0.885561823845,1.18103682995,-0.311704337597,0.0884866863489,0.618409216404,0.391225159168,0.30172637105,-0.236025780439,-0.921548962593,0.40319365263,0.1712795645,-0.258300185204,-1.11964535713,-0.651712298393,0.282243400812,-0.198212981224,-0.286200016737,-0.340935736895,0.152461662889,0.223633974791,0.240057721734,0.707504928112,-0.119855120778
387,-1.4430655241,0.438619434834,0.491799980402,-0.188499987125,-1.57375001907,-1.45699393749,0.40710067749,0.276736676693,1.16765344143,-0.581619083881,0.6790984869,0.145326077938,0.855028033257,-0.0355768203735,-0.264691233635,-0.567331790924,0.346027225256,0.510134875774,0.517361402512,-0.229625195265,0.025544077158,-0.0131257474422,-0.0838167369366,0.182400003076,-0.547164857388,-0.0241757463664,0.729612827301,0.286082327366,0.8165615201,0.248424306512
3553,-0.248569041491,-0.0292798653245,-0.0022499859333,0.52294999361,0.700249969959,0.583389401436,-0.805612921715,-0.264366418123,-1.50103068352,1.48087573051,-0.922862768173,-0.90825676918,-0.398401737213,-1.09782314301,-0.915758371353,1.83153617382,-0.16444838047,-0.439785540104,0.0156013155356,0.0631745159626,-0.388136446476,-0.0748331397772,-0.316590070724,0.297250002623,0.449763417244,-0.552393019199,-0.432435363531,-0.47759115696,-0.817788958549,-0.776600301266
427,-0.328477174044,0.67230963707,0.507300019264,-0.614250004292,4.21630001068,-0.0370547771454,0.208818942308,-0.674086153507,-0.899513840675,1.06110191345,-0.564310371876,0.0283241271973,-0.614002525806,-0.945254683495,-0.60665345192,-0.691661834717,0.166075348854,-0.0395694077015,-0.0412630066276,0.615777373314,-0.0986536890268,-0.803743243217,-0.939358592033,-0.364849984646,0.114988848567,0.992711007595,0.0785305276513,0.508024930954,-0.23990227282,0.70836019516
5898,-0.10632057488,-0.355828106403,-0.453299999237,-0.784899950027,-1.35829997063,0.11922006309,0.650262713432,-0.79717540741,0.464839488268,0.143386334181,-0.865388572216,-0.355231285095,-0.0351970531046,0.373095810413,0.216199353337,-0.474293321371,-0.838758170605,-0.43135625124,0.0248251408339,-0.104291111231,0.719040572643,0.615178704262,0.0161124803126,-0.165049999952,-0.787291109562,-0.0320793688297,0.0386831760406,0.56723099947,-0.780336081982,-0.292464613914
23365,-0.405621260405,0.473844379187,0.460249990225,0.596149981022,5.10039997101,0.39455011487,0.765805184841,0.39545750618,0.0733266472816,0.757886886597,-0.807639718056,-0.468848884106,-0.167840957642,-0.742715477943,-0.218162298203,-0.469499707222,0.382995545864,0.301247179508,-0.274290561676,-0.31867685914,-0.0862839221954,-0.324496209621,-0.0968970656395,0.934100031853,-0.943435490131,-0.064772054553,0.993403553963,-0.11689324677,-0.601734578609,-0.702224135399
6657,-0.142557397485,0.0563203990459,0.272249996662,-0.514550030231,-1.59290003777,0.520605742931,2.96600461006,-0.57776260376,-1.97925841808,1.35887050629,-1.40567791462,-0.96171438694,-1.31274020672,-1.63993668556,-0.837781310081,0.477539420128,-1.30019700527,-0.804396390915,-0.861692905426,-0.193650722504,0.199554920197,-0.0483460724354,-0.614256501198,0.313400000334,-3.47739553452,-0.636275053024,-1.15688896179,-0.805815279484,-1.57722961903,-0.712374210358
