rid,NMH002_FIBRNPC_24H:BRD-A70814879-003-01-8:10,NMH002_FIBRNPC_6H:BRD-A70814879-003-01-8:10,NMH002_NEU_6H:BRD-A70814879-003-01-8:10,NMH002_NEU_24H:BRD-A70814879-003-01-8:10,NMH002_NPC_6H:BRD-A70814879-003-01-8:10,NMH002_NPC_24H:BRD-A70814879-003-01-8:10
5720,-1.12944817543,0.464539110661,0.13449986279,0.0755361020565,-0.353566735983,0.0781007930636
466,-0.17279009521,-0.336164772511,-0.377182602882,-0.962940692902,0.0263999998569,0.428388953209
6009,1.64096915722,-0.323778420687,-0.163595587015,0.698857843876,0.111000001431,-0.135040670633
2309,-0.483216375113,-0.246847033501,0.172205582261,0.71810400486,-0.205133333802,-0.806076169014
387,2.20362377167,0.282324790955,1.17239189148,0.539362549782,0.138366669416,-0.076411858201
3553,-0.490919321775,-0.117971800268,-0.0181246250868,-0.94774544239,0.452233314514,-0.470847934484
427,-0.826699376106,-1.33996486664,0.0193246863782,-0.699812710285,-0.17596668005,-0.224048361182
5898,-0.0098052918911,-0.719002783298,-0.290432423353,-0.478192001581,-0.132899999619,-0.187007054687
23365,0.181731760502,0.731923282146,0.609232604504,0.620286464691,0.606233358383,0.104196563363
6657,-0.728786110878,0.662319242954,-0.0552676729858,0.428705394268,-0.304900020361,-1.22119486332
5054,0.158788770437,-0.25471997261,-0.0861556753516,-0.509031176567,0.116266667843,1.41015136242
3108,1.75649881363,-0.270737916231,1.59947705269,-0.162284374237,-0.875933349133,1.47470653057
1950,-0.512732923031,1.22742855549,-0.773871243,-0.0209173858166,-0.386700004339,0.760283231735
351,-0.598400533199,-0.601724922657,0.324974656105,-0.39929908514,-0.610333323479,0.22492903471
4846,0.938347399235,-0.169742435217,0.773623585701,0.10514909029,0.114800006151,0.882102012634
1452,0.773902714252,0.131636723876,0.366739988327,0.866180539131,0.13533334434,-0.962088942528
4776,-0.444336116314,-1.10591757298,-0.223398596048,-0.404654383659,0.586733341217,-0.602013289928
6908,0.400870144367,-0.493564069271,0.133502066135,0.168950051069,0.108800008893,-0.385161697865
672,-0.664145708084,1.92449331284,0.130517229438,-0.20851957798,0.21590000391,0.425936430693
5710,-0.133472800255,-0.509491086006,0.776311933994,0.125797986984,0.149100005627,-0.662881851196
2115,0.6742426157,-1.21334266663,1.0202589035,-0.218026071787,1.79133331776,0.372659564018
7015,-0.34037348628,-0.368168979883,-0.034513477236,-1.57747817039,-0.192266628146,-0.696667850018
8726,0.97440892458,1.72180783749,0.662049353123,0.953607499599,0.0412333533168,0.184222429991
2185,-0.345828831196,-0.343510180712,-0.76248973608,-0.952955961227,-0.165533304214,-0.524808585644
3315,2.38204669952,1.07009315491,2.04165649414,0.274129897356,3.24566698074,-0.605509519577
5289,0.0634624287486,0.493325471878,-0.611458420753,-0.579894721508,1.03483331203,-0.938438892365
868,0.314079642296,-0.313559919596,0.0820456594229,-0.263698965311,0.282066643238,0.141104266047
1677,-0.465051263571,0.423168092966,0.249458193779,-0.297688066959,-0.41969999671,-0.831887602806
7043,0.288643628359,-0.754730582237,0.10173907876,-0.458205074072,0.0855000019073,-0.719055056572
5613,-0.753790974617,-0.631421208382,0.0389120951295,-0.152731627226,0.375366687775,0.0959326922894
595,0.57490003109,-0.464740544558,-0.558513998985,0.993482112885,0.385933309793,-0.327013731003
4793,0.752876758575,0.172068595886,2.06171941757,0.479578763247,-0.302833378315,0.0664871484041
2736,0.0800205096602,-0.360854893923,-0.364227503538,0.122010871768,3.34050011635,-0.235104680061
5290,-0.402049303055,0.565775632858,-0.115195535123,0.767835021019,-0.0634333342314,0.326784640551
6194,1.21116042137,-0.820417702198,0.000937749282457,0.0524554215372,-0.735566675663,-1.15256500244
1676,0.0903524309397,-0.799572587013,-0.340055584908,-0.371292591095,0.0644000172615,-1.10248863697
23512,-1.6051864624,0.479628801346,-0.909256219864,0.278441935778,-0.522066712379,0.424636095762
148022,0.475008964539,-0.586282432079,-0.187039017677,-0.644107580185,0.432333350182,-1.01333415508
1906,-0.680262327194,-2.57953953743,-0.520862579346,-0.96685141325,-0.537566721439,0.420586228371
8878,0.214846178889,-0.119308687747,0.109392553568,0.326850861311,0.251399993896,-0.441474437714
3091,-1.91530275345,-1.62581169605,-0.580689549446,-1.43088948727,-0.668866634369,-0.785691916943
5743,-1.06655585766,0.352751046419,-0.894745349884,-0.618258118629,-0.154933318496,-0.0827536284924
5321,-0.156224384904,-0.975420176983,0.241301327944,-0.921769320965,0.382499992847,-0.348665624857
4144,-1.98487854004,-0.0913523733616,-0.134492456913,-0.541507720947,-1.16406667233,-0.197400569916
1981,1.59313869476,-0.782016038895,0.378770500422,-0.123883530498,-0.218700006604,-0.359699338675
695,0.746809244156,-0.664099097252,0.0385799184442,0.366716265678,0.506500005722,0.0831989049911
10398,-0.364880442619,-0.531606793404,-0.57810986042,-0.799540519714,0.17040002346,1.33364236355
5708,-0.156234800816,0.218971282244,0.53287512064,-1.9393235445,0.493499994278,-0.168969035149
1213,0.779254078865,-0.261612594128,0.301925837994,1.02208042145,0.556899964809,-0.331848442554
226,0.342642605305,-0.0478235334158,-0.176860526204,0.645657598972,0.375599980354,-0.594280004501
6777,1.62926161289,-0.762933313847,0.514454543591,0.683045625687,0.385700047016,-0.444113314152
2113,-2.56453871727,-0.324073821306,-0.258401244879,-0.796024978161,0.263366729021,-0.0395494699478
3329,-0.525343775749,-0.231029704213,-0.322686225176,-0.0184384398162,-0.00326666422188,-0.105050832033
1050,-0.323247939348,-1.54546439648,0.568050324917,-0.701735198498,-1.36090004444,-0.473438262939
9491,-0.683256864548,0.207933217287,-0.21482808888,-1.18837988377,-0.441366672516,-0.568319141865
22926,0.27340811491,0.9873701334,0.496707081795,-0.191544771194,-0.449266731739,0.046245932579
5899,0.860274374485,0.23319029808,1.02568125725,-0.951098144054,1.01843333244,0.00184924900532
5467,1.27903616428,-0.0208534225821,0.785694241524,0.0161263048649,0.711033344269,-0.243277579546
6774,0.379123181105,0.0219833962619,-0.447864502668,1.05982017517,0.973233342171,-0.0504269748926
1788,-0.317383110523,-0.0929372012615,0.405861020088,-0.157526865602,-0.117199979722,-0.149402186275
5921,2.1789484024,0.179993957281,0.542291998863,1.22725057602,-0.206633329391,-0.632979273796
5721,0.244586497545,-0.53544408083,-0.117678485811,-0.0689004659653,-0.879433393478,0.186262398958
2263,-0.840803682804,-0.439738631248,-0.368709236383,-0.180962085724,-0.165433302522,-0.361507445574
808,-1.44196498394,-0.127499729395,-0.0749112218618,-1.33507966995,0.432399988174,0.0142079591751
30001,0.211833745241,-0.230014815927,0.46531265974,-0.657712936401,0.258666664362,-0.0208041518927
348,0.210496097803,-0.720667719841,-0.94147503376,-1.34013092518,0.0683666616678,-0.18088786304
30849,0.527033984661,-1.2557131052,0.490283071995,0.0798563063145,0.295233309269,-0.674513101578
1454,0.640134334564,-1.01146149635,-0.365000814199,0.000262527086306,0.235033348203,-1.21668601036
6500,0.232607543468,-0.30150359869,0.273756712675,1.31709909439,0.158266663551,0.199385881424
5627,0.386160045862,0.0614476501942,-0.0300549864769,0.610581636429,-0.0866333395243,-0.597587704659
5715,1.4988437891,0.232204452157,0.213144272566,0.61645668745,0.800533354282,-0.0670194327831
4791,-0.679436266422,-0.440819680691,-0.400516450405,-0.954689025879,0.173033341765,-0.478216767311
56924,0.772651672363,-1.07405865192,0.302516341209,-1.09307765961,0.177166670561,-0.677288591862
2690,0.285690486431,-0.4350695014,1.7457652092,-0.24258762598,-0.371266692877,-0.96751511097
1019,-0.452193200588,-0.989454269409,-0.431384116411,0.657695055008,-0.145833358169,0.420687884092
51422,0.816676735878,-0.0698148086667,-0.230673551559,-0.437875151634,0.619966685772,0.0925663262606
5788,0.148527771235,0.196559071541,-0.446767747402,-0.23712900281,-0.272366702557,-0.544815301895
6709,-0.23078250885,-0.874431967735,0.117514267564,0.730504274368,-0.226533353329,0.127012193203
1277,-0.235677808523,-0.0961540937424,-0.0253451541066,0.810126781464,-0.807933330536,0.781324326992
993,0.0548489093781,1.54410505295,-0.291873693466,0.490582704544,0.0442666560411,0.222067445517
7157,-0.596488535404,-0.226658403873,0.657980442047,-0.4358907938,-0.148666664958,0.0186745971441
1958,0.976348876953,-0.274173468351,-0.102036520839,-0.363010942936,0.222733348608,0.731576919556
4582,1.27356183529,-0.963778376579,0.115408919752,1.90151584148,0.174433335662,-0.101943522692
9212,-0.307334631681,-0.0354037135839,0.458132743835,-0.361706912518,0.0887333750725,0.164848610759
8440,0.166462957859,-1.55263018608,-0.373316049576,0.700368404388,-0.0677332878113,0.475283622742
6790,1.64911913872,0.108931109309,0.168277978897,0.472570776939,-0.67906665802,0.643498837948
8851,0.00880436599255,-0.665894031525,0.342599153519,1.04123961926,0.334666699171,-0.631160736084
2534,-1.10044956207,-0.108460716903,-0.169974595308,0.326754331589,-0.455366700888,-1.25595879555
4893,-0.517373681068,-0.253628671169,0.105342686176,-0.627532720566,-0.0247666835785,-0.530534744263
665,-0.532523810863,-0.766889810562,0.443531453609,0.951871097088,0.118999995291,-0.778817653656
4313,-0.0193531960249,0.169378429651,-0.0837885588408,-0.635316967964,-0.172533303499,-0.764343202114
1022,0.736899316311,0.56544983387,0.474675834179,-0.657417833805,-0.170566692948,-0.0252079665661
5880,2.27841711044,0.175666719675,-0.299450367689,-0.519078433514,1.48753356934,-0.246608361602
3162,0.307475537062,-0.819290101528,-0.327512830496,-0.120735816658,0.147666692734,-0.515286982059
1282,0.347128629684,0.460722535849,-0.688133776188,-0.0496962219477,-0.0242666602135,0.277629703283
3383,0.504857003689,-0.321090579033,0.391515284777,-0.557424426079,-0.286666691303,0.0237305723131
727,-0.0672950074077,-0.349605083466,-0.0233186781406,-0.800391256809,-0.00226668268442,-0.531859517097
4792,0.876795470715,-0.012557297945,0.486992299557,0.281582713127,0.478066682816,-0.639485120773
4794,-0.597482919693,-0.969363689423,-0.335212230682,-0.483038187027,0.204400002956,-0.064127177
902,-0.974659085274,-0.696965992451,-0.0337522029877,-1.08963048458,0.306866645813,-0.171823576093
8091,-0.0324326977134,-1.118237257,-0.337646722794,-0.101429149508,0.112933330238,0.86382907629
3486,1.56966805458,0.7906447649,0.243992686272,-0.27670031786,-0.479933321476,-0.0413799732924
10818,0.0526751056314,-0.456299602985,-0.291402757168,-0.260177612305,0.429966688156,-0.756308674812
3454,0.00124274194241,0.0790140554309,0.0206690430641,-1.362642169,0.159299999475,-0.129165679216
4282,-0.235163152218,-0.324510633945,0.254797399044,0.969997107983,0.155900001526,0.705965220928
1605,0.430778414011,0.0756964832544,-0.548518121243,0.71575987339,0.235600009561,-0.683143138885
10644,-1.09205925465,-0.20942017436,0.106111615896,0.108806997538,-0.219899982214,-0.0398699119687
2065,0.662678420544,0.151704847813,-1.56660187244,-0.729360759258,0.115133315325,0.120406359434
8321,-0.830072283745,-0.119411960244,-0.732652962208,-0.608242809772,-0.24566668272,-0.688265681267
8503,0.503344416618,-0.739853262901,0.533657610416,1.00480628014,0.354966640472,-0.876919865608
7027,-1.2507519722,-1.15779972076,-0.239191561937,-0.863552987576,-0.285166680813,-0.201702222228
6850,-0.22867244482,-0.449611574411,-0.137231439352,-1.32820188999,0.831333398819,-0.475697100163
1978,0.372670263052,-0.563319385052,0.365279585123,0.697123885155,-0.0682999938726,-0.0270145088434
896,-0.0878429040313,0.209280073643,0.626165628433,-0.285147219896,-0.158099979162,0.236662760377
5777,-0.171293690801,-0.755829811096,-0.215843915939,-0.632161676884,-0.74713331461,0.736737251282
1846,-0.743575811386,0.776657402515,-0.646902561188,0.534313261509,0.275900006294,0.36509758234
5925,-0.264256298542,-0.809984922409,0.284272998571,-0.645337283611,-0.463600039482,-0.387476980686
142,0.615385830402,0.355111956596,0.15626001358,0.101225048304,-0.321433365345,-0.0988523513079
1021,1.21945488453,0.479021608829,0.750398397446,0.765213608742,-0.190399974585,0.764961242676
5699,-0.871467709541,0.846224188805,0.211348980665,-0.763382315636,0.0647666752338,-0.563413798809
8061,1.46622264385,0.356830358505,-0.260529339314,-0.900100469589,0.571366667747,0.991559207439
1870,1.52188873291,0.602746427059,-0.280942618847,0.628875732422,-0.266066670418,-0.164219111204
1398,0.207589298487,-0.00861310958862,0.420858561993,1.36328709126,-0.100400000811,-0.267698079348
3312,-0.27950784564,0.101286411285,0.796522021294,0.192970708013,-1.1659668684,-0.0583204776049
891,0.0648253709078,-0.483418017626,0.938941717148,-0.917630493641,0.084500014782,0.806899309158
4775,0.736724436283,-0.0677450895309,0.252644270658,0.0115018188953,0.778800010681,-0.44325736165
5111,0.541962921619,0.691862881184,-0.450259357691,0.655087471008,0.515066683292,0.210581690073
5696,1.21232771873,-6.86382341385,-0.489443540573,-0.907561421394,-0.416933327913,-0.439156383276
5588,-0.557129859924,-0.570106089115,-0.582402408123,-0.855415463448,-0.0624333322048,-0.482715249062
6839,3.93188714981,0.36740231514,0.484495639801,0.918426930904,-0.929333329201,0.0845512598753
329,-2.0657851696,-0.203691825271,0.986987531185,1.47126567364,-0.590199947357,0.536716401577
5058,0.392143815756,4.83356618881,0.0187399759889,0.598345994949,-2.88673329353,-0.625090479851
998,-0.148046627641,0.508596479893,0.168772906065,-0.0533994957805,0.0642999857664,-0.204032242298
