rid,DOS025_VCAP_6H:BRD-K89986699-001-01-3:5.07,DOS025_VCAP_24H:BRD-K89986699-001-01-3:5.07,DOS047_A375_24H:BRD-K89986699-001-01-3:5.07,DOS047_A549_24H:BRD-K89986699-001-01-3:5.07,DOS047_HT29_24H:BRD-K89986699-001-01-3:5.07,DOS047_MCF7_24H:BRD-K89986699-001-01-3:5.07,DOS047_PC3_24H:BRD-K89986699-001-01-3:5.07,MUC.CP006_MCF7_6H:BRD-K89986699-001-01-3:10.1408,MUC.CP006_MCF7_6H:BRD-K89986699-001-01-3:3.3803,MUC.CP006_MCF7_6H:BRD-K89986699-001-01-3:1.1268,MUC.CP006_MCF7_6H:BRD-K89986699-001-01-3:0.3756,MUC.CP006_MCF7_24H:BRD-K89986699-001-01-3:10.1408,MUC.CP006_MCF7_24H:BRD-K89986699-001-01-3:3.3803,MUC.CP006_MCF7_24H:BRD-K89986699-001-01-3:1.1268,MUC.CP006_MCF7_24H:BRD-K89986699-001-01-3:0.3756
5720,-0.541443705559,1.4247879982,0.529755949974,1.41683328152,-0.316661000252,-0.177500039339,0.426836133003,0.0286867022514,-0.759673476219,-0.56545484066,-0.50943338871,1.80661261082,-0.131937921047,0.919144749641,-0.229927033186
466,-0.854444742203,2.18381857872,0.798152387142,-0.807733356953,0.857652306557,0.598866760731,-0.305546700954,0.543890714645,-0.126557767391,0.211686730385,-0.380066663027,0.6520383358,0.531368374825,0.834629237652,0.581235647202
6009,-1.19139277935,-0.250039249659,0.480002969503,0.75049996376,-0.301341712475,-0.00226666033268,-0.388442248106,0.563499510288,-0.716655910015,-0.806200325489,-0.377666682005,-0.435054063797,0.896737396717,1.04952514172,0.0285232588649
2309,-1.66800785065,-2.93973755836,-0.300556004047,0.228933349252,0.663367033005,0.582066655159,1.11609315872,-0.359655857086,-0.663501441479,-0.12491722405,-0.300033330917,-0.758491694927,-1.08991909027,-0.365417569876,-0.384001463652
387,-0.685627698898,-0.706992864609,1.38960289955,-0.0699999928474,-0.443989127874,-0.161466673017,0.969148814678,0.578566730022,-0.378937184811,0.147968828678,-0.790533423424,1.227861166,0.956547617912,0.895029842854,0.61247587204
3553,1.57887601852,1.37570178509,0.287271916866,-0.782666683197,-0.773392260075,0.319266676903,-0.361658334732,-0.254665851593,1.3730237484,-0.378322541714,0.941999971867,-0.611436486244,0.157943308353,-0.792295098305,-0.571960687637
427,-0.244527563453,-2.85073828697,0.601001858711,-0.326366662979,0.271565645933,0.657299995422,-0.641817748547,2.161683321,-0.0646721124649,0.0237632393837,-0.313833355904,-0.432572633028,-0.517555475235,0.311564028263,0.349838554859
5898,0.303667724133,1.04302430153,0.210488289595,-0.39596670866,0.0365026444197,0.645066678524,-0.484021037817,-0.0287335813046,-0.175219476223,0.218774706125,0.541333317757,0.238508746028,0.344703733921,0.634559452534,0.329288631678
23365,-0.337750226259,-1.16129410267,0.1438395679,-0.438066661358,-0.19242849946,-0.89843338728,0.387550920248,-0.312660634518,-0.377234876156,0.490918815136,-0.729466676712,-0.639127492905,0.0602875947952,0.452786147594,0.554074764252
6657,0.760288596153,1.98519802094,-1.18755781651,-0.112400025129,0.274550497532,0.0909666717052,-0.633730232716,0.186453193426,0.0817896127701,-1.03859722614,0.671066641808,-0.431976228952,0.10415533185,-0.942159056664,-0.674675822258
5054,1.08663439751,-0.00426317751408,-0.0985797047615,-0.141699999571,-0.638474345207,0.491433382034,0.946956455708,0.146606981754,1.74001383781,1.23226892948,0.967433333397,0.450283795595,-0.299804329872,-0.532768070698,0.862566530704
3108,-0.308828562498,0.617561876774,0.974484324455,-0.0873333066702,0.217628121376,0.0814666748047,-0.462721973658,-0.136757791042,-0.734608352184,0.182124599814,0.0726333260536,-0.125291228294,-0.197700366378,0.0602225959301,-0.558803677559
1950,1.4358716011,0.960081934929,-1.81900334358,-0.272999972105,-0.631280660629,0.333966672421,-0.414667755365,0.466387033463,1.27104449272,-0.341906398535,0.0321333408356,-0.540044665337,-0.887693703175,-1.39987659454,-0.78201764822
351,1.40928590298,-0.443622618914,-1.39430010319,-1.11380004883,-0.423310428858,0.144733339548,-1.51311910152,0.642579555511,0.760751307011,-0.412580907345,0.923066675663,-0.751177072525,-0.889047861099,-1.31982803345,-0.992063641548
4846,-0.0671861246228,0.621426045895,-0.518298387527,-0.451033353806,-0.169184878469,0.344333320856,0.55889827013,0.0994784161448,-0.381727218628,-0.458714663982,-0.142333328724,-0.462290436029,-1.58719980717,-1.00799608231,-0.956325531006
1452,0.0652398392558,0.214698463678,0.479460150003,0.388633310795,-0.242491513491,0.376133352518,1.03706455231,-0.147039413452,-0.197933673859,0.447129547596,-1.36046683788,1.03947472572,1.13261842728,1.32079803944,0.886560380459
4776,1.70521020889,1.72326052189,-1.08012855053,-0.460566669703,-0.280135214329,0.177933335304,-0.0239875242114,0.103324145079,2.03226566315,-0.144650354981,0.499233365059,-0.410439729691,-0.495403826237,-1.24540495872,-0.633621156216
6908,-0.938459992409,0.518283307552,1.29683673382,0.932066679001,0.546764135361,0.105933330953,-0.447728127241,0.951213419437,-1.11550569534,0.0852269306779,-0.0894333571196,0.933517992496,0.804685473442,0.956817209721,0.840103149414
672,-1.90674257278,-1.63342499733,0.00889047980309,0.0599000155926,-0.047748491168,0.0185333490372,0.327123343945,0.359243184328,0.0699580609798,0.723862826824,0.632899999619,1.06017923355,0.470726668835,0.734318733215,0.86492729187
5710,-0.365973263979,0.212523579597,1.56399464607,-0.13653331995,0.120837621391,-1.46763336658,0.872308015823,-0.0249145980924,-0.0624482184649,0.391816884279,-0.664466738701,0.587769269943,0.721784114838,0.259446382523,0.0839761570096
2115,0.476223409176,1.64816832542,1.58007442951,2.2485332489,0.556277513504,0.48320004344,-0.327863574028,0.0259945392609,0.000923201441765,-0.543691158295,0.441366702318,0.214332193136,0.189766481519,-0.95451849699,-0.866374850273
7015,0.489563167095,1.79351782799,-1.53927850723,-0.0659666731954,0.580937147141,0.61806666851,-0.878322303295,-0.327343016863,1.82559621334,-0.447960108519,0.477566659451,-0.25475615263,-0.793592333794,-1.13621258736,-0.618399143219
8726,-1.0046569109,-0.213434100151,-0.973714590073,1.04896664619,0.44354057312,0.375100016594,2.45388936996,0.096258431673,-0.00247371196747,0.955068349838,-0.0385999977589,0.0574691519141,1.217020154,1.07536244392,0.490461856127
