rid,CPC005_A375_6H:BRD-A72711497-236-02-0:10,CPC005_A375_24H:BRD-A72711497-236-02-0:10,CPC005_A549_6H:BRD-A72711497-236-02-0:10,CPC005_A549_24H:BRD-A72711497-236-02-0:10,CPC005_HA1E_6H:BRD-A72711497-236-02-0:10,CPC003_HA1E_6H:BRD-K10207760-236-03-0:10,CPC005_HA1E_24H:BRD-A72711497-236-02-0:10,CPC003_HA1E_24H:BRD-K10207760-236-03-0:10,CPC005_HCC515_6H:BRD-A72711497-236-02-0:10,CPC003_HCC515_6H:BRD-K10207760-236-03-0:10,CPC003_HCC515_24H:BRD-K10207760-236-03-0:10,CPC005_HT29_6H:BRD-A72711497-236-02-0:10,CPC005_HT29_24H:BRD-A72711497-236-02-0:10,CPC005_MCF7_24H:BRD-A72711497-236-02-0:10,CPC003_PC3_6H:BRD-K10207760-236-03-0:10,CPC003_PC3_24H:BRD-K10207760-236-03-0:10,CPC003_VCAP_6H:BRD-K10207760-236-03-0:10,CPC003_VCAP_24H:BRD-K10207760-236-03-0:10,CPC005_MCF7_6H:BRD-A72711497-236-02-0:10,CPC005_PC3_6H:BRD-A72711497-236-02-0:10,CPC005_PC3_24H:BRD-A72711497-236-02-0:10,CPC005_VCAP_6H:BRD-A72711497-236-02-0:10,CPC005_VCAP_24H:BRD-A72711497-236-02-0:10,CPC018_A375_6H:BRD-K10207760-236-03-0:10,CPC018_A549_6H:BRD-K10207760-236-03-0:10,CPC018_A549_24H:BRD-K10207760-236-03-0:10,CPC018_ASC_24H:BRD-K10207760-236-03-0:10,CPC018_HEPG2_6H:BRD-K10207760-236-03-0:10,CPC018_HT29_6H:BRD-K10207760-236-03-0:10,CPC018_MCF7_6H:BRD-K10207760-236-03-0:10,CPC018_MCF7_24H:BRD-K10207760-236-03-0:10,CPC018_NPC_24H:BRD-K10207760-236-03-0:10,CPC018_PHH_24H:BRD-K10207760-236-03-0:10,CPC018_SKB_24H:BRD-K10207760-236-03-0:10
5720,-0.926701247692,-0.975001096725,-0.48522272706,0.199101448059,-0.486750006676,-0.402499973774,-0.613360881805,-0.707033157349,0.421850025654,0.455337911844,1.72327113152,-0.429005891085,-1.78760004044,-0.361845642328,0.517496168613,-1.15839457512,-0.128068059683,-0.0918500050902,-1.28491294384,0.134949281812,1.30561375618,0.626592040062,-0.783511221409,-0.0489173084497,-0.0882296562195,1.60424995422,0.608010470867,1.38705539703,-0.636622667313,0.22527718544,-0.539413034916,0.602946698666,0.330253064632,1.92806982994
466,-2.25022792816,-2.95723056793,-0.639097392559,-0.319755613804,0.382249981165,0.30110001564,-1.1777163744,0.0931419432163,0.203299999237,-1.04533815384,-0.559377849102,-1.22624278069,0.015900015831,0.2930560112,-0.623898983002,-1.22590911388,0.425916135311,-0.156049996614,-2.04180765152,-1.46591424942,-1.18686389923,0.332012206316,0.23128503561,-0.00497284717858,0.203187331557,0.400950014591,-0.167397782207,-0.0219519361854,-1.01270568371,-0.782634317875,-1.21893215179,-0.281243443489,0.219353333116,-0.309618413448
6009,-0.767509818077,-0.491052389145,0.0273173451424,0.645309627056,-0.552299976349,-0.321100026369,-1.59100794792,-2.767973423,0.0923499986529,-0.37063151598,-0.611713707447,-0.0585204735398,-1.57120013237,0.339115560055,0.432905346155,-0.289642393589,-0.361154139042,-0.487450003624,-0.121256262064,-0.38003668189,1.07081925869,0.516293048859,-0.659180223942,0.0113798305392,0.996193408966,-0.342150002718,-0.733306527138,0.285057216883,-0.165514647961,-0.0848726779222,0.195288330317,1.48102211952,0.0684899240732,-0.691996514797
2309,0.879179775715,1.73636853695,0.237242221832,2.32256770134,-1.12810003757,0.713750004768,0.0946032106876,-0.500220417976,0.789900004864,1.19638323784,3.35844135284,2.28853154182,2.37859988213,1.34879970551,0.786895334721,1.05451345444,0.389662593603,4.32084989548,2.41581296921,1.49934744835,1.48203086853,0.766110062599,2.9850127697,-0.587962627411,0.806039750576,0.516999959946,-0.569200634956,-0.238047510386,1.30384755135,1.41992771626,1.16584563255,1.03086936474,0.748406529427,-0.59459233284
387,0.23041716218,-1.24134516716,-1.21431922913,-1.97126126289,-0.618700027466,-0.946500003338,-1.4092605114,-1.13895106316,-0.143950015306,-0.336530417204,-1.05065083504,-3.85033273697,0.0784500017762,0.863414168358,-0.420854479074,-0.889309108257,0.0559758208692,-0.356049984694,-0.781222403049,-0.492511093616,-1.08159303665,0.199767544866,-0.0438277423382,-0.479200333357,0.907464146614,-1.2731000185,-1.27606844902,0.62897837162,0.556149482727,0.184145569801,-0.65437155962,-0.113664597273,-0.682912945747,-2.47490549088
3553,-0.184354484081,1.12837398052,-0.542636096478,0.387125194073,0.600449979305,1.36874997616,1.38292336464,0.39052182436,-0.190499961376,0.39797347784,1.66738581657,-1.22774374485,-1.53139996529,-0.536312580109,2.70789861679,-0.0666220933199,-0.313119024038,0.175499990582,-0.130781710148,-1.37263429165,2.41804075241,-0.725788593292,-1.03114140034,-0.043439693749,-0.859872221947,-0.312000006437,-1.4870018959,-0.302593171597,0.270387321711,-0.363624662161,0.41747045517,1.48003268242,-0.997142553329,0.6495667696
427,0.063598960638,0.042405039072,0.253770947456,2.02998280525,0.603850007057,0.414849996567,-0.228868871927,-0.138037025928,-0.462949991226,-0.031983435154,-0.487760752439,0.00634798780084,4.3734998703,0.476659834385,-0.151618331671,0.221879988909,0.553812503815,-0.138499990106,-0.338098943233,-0.574104845524,-0.255534917116,0.732036232948,-0.364693015814,1.7394207716,-0.478481650352,1.42925000191,1.34469127655,0.744649410248,-0.232763797045,0.296366840601,1.09788107872,4.04341030121,0.325934231281,1.39646339417
5898,-1.02473187447,1.53632283211,-0.350412011147,1.17882061005,0.41914999485,0.420650005341,-0.376959264278,-0.0169831514359,0.785199999809,0.275214910507,1.26433372498,0.318110734224,0.665699958801,0.493074268103,0.807964980602,0.836312413216,-0.0676695406437,0.0355500020087,-1.08015120029,-0.20383156836,0.161810874939,-0.0344346240163,0.0194662064314,0.456685781479,-0.351659059525,0.289099991322,0.582916617393,0.29768383503,0.143341690302,0.554957747459,0.0900229811668,0.309174120426,0.897031724453,0.702636241913
23365,1.49905896187,-0.572189450264,0.217816725373,0.142385601997,-0.732800006866,-0.798699975014,-0.563556909561,-0.0944722890854,1.60909998417,-1.09307122231,-0.672611355782,-0.674623847008,1.5040500164,-1.14171588421,-0.358428448439,-0.26042214036,-0.836893498898,-0.332850039005,0.7394708395,-1.21199142933,0.0520697832108,-0.112441673875,-0.388455569744,-0.287318050861,0.427830010653,-1.02675008774,-0.860870838165,0.108763203025,0.248686909676,-0.0280707105994,-1.04753291607,-0.0418812930584,0.088479295373,0.788336277008
6657,0.476832985878,-7.16811084747,-0.00347602367401,-2.52192997932,0.371749997139,0.462300002575,-0.298648148775,0.180166319013,-0.703150033951,0.735558688641,-1.76870119572,0.431577682495,-0.0097000002861,-0.124640889466,0.1709728688,0.692862272263,-0.259727150202,0.44240000844,0.0798503756523,0.651312828064,2.83238792419,0.649453639984,0.662791132927,-0.941697955132,-1.33228552341,-0.429149985313,-0.0226810276508,-0.752441883087,-0.509001374245,0.369339585304,0.250074148178,-0.0525451898575,-0.69068312645,0.361409246922
