rid,CPC014_A375_6H:BRD-K13514097-001-01-2:10,CPC014_A549_6H:BRD-K13514097-001-01-2:10,CPC014_A549_24H:BRD-K13514097-001-01-2:10,CPC014_ASC_24H:BRD-K13514097-001-01-2:10,CPC014_HA1E_6H:BRD-K13514097-001-01-2:10,CPC014_HCC515_6H:BRD-K13514097-001-01-2:10,CPC014_HEPG2_6H:BRD-K13514097-001-01-2:10,CPC014_HT29_6H:BRD-K13514097-001-01-2:10,CPC014_MCF7_6H:BRD-K13514097-001-01-2:10,CPC014_MCF7_24H:BRD-K13514097-001-01-2:10,CPC014_NEU_24H:BRD-K13514097-001-01-2:10,CPC014_NPC_24H:BRD-K13514097-001-01-2:10,CPC014_PC3_6H:BRD-K13514097-001-01-2:10,CPC014_PC3_24H:BRD-K13514097-001-01-2:10,CPC014_PHH_24H:BRD-K13514097-001-01-2:10,CPC014_SKB_24H:BRD-K13514097-001-01-2:10,CPC014_VCAP_6H:BRD-K13514097-001-01-2:10
1452,-1.1667457819,0.3919916749,0.443188011646,-0.0798800885677,-1.11697077751,-1.66891813278,-2.2552921772,-0.0212315022945,0.552233755589,-0.174612760544,0.0458000004292,-1.06161475182,0.277768880129,0.264247298241,-0.362831145525,-0.862717807293,0.257797628641
4776,1.29275393486,0.6189661026,-0.408184409142,0.00521171092987,-1.63205957413,0.0415346622467,1.27345061302,0.345463335514,0.289357811213,-0.278162509203,0.232899993658,1.06051671505,-0.625493407249,-0.689818680286,-0.355449318886,0.00978755950928,-0.0602904856205
6908,1.82079792023,-1.13566565514,0.349595278502,-0.293098628521,-0.571993649006,0.29692569375,1.12560927868,-0.311989665031,-0.442540347576,-2.09246492386,-0.143450021744,0.0663342475891,-1.45920300484,-0.388555973768,-0.567424535751,-1.58723628521,-1.09374177456
672,-1.49824333191,-3.12753486633,-0.984319329262,0.56698513031,-0.857444703579,-1.07505631447,-1.78941404819,-4.32039880753,-3.13115000725,0.833884656429,-0.0777999907732,-0.940125107765,-3.3732790947,-2.27837967873,0.66017895937,-0.794480800629,-4.60538339615
5710,-0.709943890572,-1.61507892609,-0.740754842758,1.4920938015,-0.105550229549,-1.40500962734,-1.55822110176,-3.27798819542,-0.83747947216,0.442713141441,-0.0542499981821,-0.192633226514,-1.54236531258,-0.101960226893,-2.15119504929,-2.41982674599,-1.56828904152
2115,-0.114755995572,3.62044382095,-0.391374647617,3.57454991341,1.53495180607,0.20164501667,2.72025918961,1.00838148594,0.679635643959,2.42337632179,-0.385000020266,-1.14150953293,0.155310958624,1.25157868862,2.76443076134,2.46237874031,-0.206006288528
7015,0.54019600153,1.16879403591,-0.675499558449,0.100185215473,0.358625084162,2.15866589546,1.96658265591,1.73775172234,1.23051607609,-0.286986678839,0.0624000057578,-0.334757894278,0.375696122646,0.205987200141,0.831501722336,0.949466228485,0.279585778713
8726,-0.262200683355,-0.697758734226,-1.18035697937,-0.858747661114,-0.144534766674,0.585909664631,0.326695591211,1.38497364521,-1.32333171368,-1.56724429131,0.455349981785,-2.28419780731,-1.50485312939,0.248179614544,0.190440967679,-0.892910301685,0.936802446842
2185,1.2250225544,1.40547168255,-1.40992593765,-3.65704464912,1.27427923679,0.0286664962769,2.20027923584,2.53244042397,1.52630627155,0.844033002853,0.252900004387,-0.955185711384,2.33686733246,-0.173912286758,0.338707834482,0.173516124487,0.563670039177
3315,-1.48459768295,-0.477374047041,0.324684917927,0.957320153713,-0.685268521309,-0.640371441841,-1.1686732769,0.721818089485,-0.878971874714,-3.77690434456,-0.334600001574,-0.449369847775,-2.67891693115,-5.24954557419,-1.04198384285,-0.28953397274,0.868511080742
5289,1.31147933006,-0.756753444672,-0.391355752945,0.456113815308,0.73412001133,1.82672762871,0.817221522331,0.526110172272,1.19949889183,0.490968078375,0.293650001287,-1.57569622993,0.10322791338,0.282759577036,0.860992968082,-0.938940882683,-1.33444643021
868,0.489581882954,0.746864199638,-1.91678404808,2.10328197479,1.05553615093,2.30275297165,0.536851584911,3.03456258774,1.08095002174,1.13073849678,0.218150004745,-0.604976832867,2.27931547165,2.09904050827,-0.712113618851,3.67514419556,2.15889120102
1677,-1.50983762741,1.07285392284,0.336817473173,-0.439133942127,-2.65540933609,-1.70688962936,0.18525749445,-2.53237748146,-2.04078435898,-1.45150077343,-0.169200003147,-0.438736557961,-5.03855037689,-0.809089303017,1.06058740616,0.26008939743,-1.13482737541
7043,0.581215500832,1.34742832184,-0.760012149811,-0.480037152767,-0.172618538141,-0.616592526436,0.0061616897583,2.0017991066,-0.574862658978,-0.846487522125,0.577300012112,-0.841910421848,0.601857662201,-0.33128079772,0.473277926445,-1.45184242725,0.809172034264
5613,0.431909918785,-0.102170526981,-0.330955028534,1.67592716217,0.781599760056,0.907457709312,1.41963577271,0.700025141239,0.44940534234,0.255393922329,-0.496849954128,-1.23036956787,0.473126143217,-0.22712393105,0.0498508810997,-0.345461368561,-0.724052429199
595,-1.85011553764,0.93744379282,2.05988025665,1.15879905224,0.644390821457,-1.52030897141,-2.19099617004,-0.771677613258,-0.382255196571,-3.12823820114,-0.725350022316,5.82567644119,-0.867113232613,0.111434593797,-2.11177134514,-0.189575597644,4.07281970978
4793,-0.435401648283,-2.33598470688,0.766482234001,-0.349729955196,-0.51234036684,1.44464921951,0.475847274065,0.780620157719,-0.907216787338,1.11499989033,-0.557999968529,3.75610685349,0.293188631535,0.269929856062,3.3689250946,-0.417366325855,0.384332478046
2736,0.243536561728,-1.95752573013,-1.15879464149,0.559443593025,-1.68848466873,-0.501523435116,2.33993983269,0.889765679836,1.18432688713,-2.25822687149,-0.726850032806,2.92418456078,0.890359640121,-0.375838905573,0.630288958549,-0.702970445156,0.759644687176
5290,-0.273895084858,0.392941266298,0.0716227889061,-0.323880553246,-0.0996469259262,-0.0322572290897,1.32700395584,0.673694610596,0.592785894871,0.888297796249,-0.779549956322,-0.982298731804,0.866359710693,0.0667479783297,0.792597591877,0.0844724774361,0.311465680599
6194,-0.217304095626,-0.445855468512,0.14887149632,-0.25688496232,-2.05917644501,0.000483071140479,-1.87090277672,1.28915965557,-0.11156360805,1.09187424183,-0.000650000059977,4.37650451204e-05,1.56292450428,-0.92123311758,-0.0120804887265,-0.75254535675,-0.000903879641555
1676,-0.407825112343,0.430190354586,-1.15629720688,-0.83359348774,-0.806707441807,-0.053562194109,0.323677539825,0.884883284569,0.498259216547,0.234572142363,0.372900009155,-0.956317722797,0.146084472537,-0.358769893646,-1.26040935516,-0.16412165761,0.0864831283689
23512,-0.56517469883,-1.86910867691,-1.04955983162,-1.32292985916,-1.28036093712,-4.13384151459,0.352834522724,-5.00406980515,-2.42176246643,-0.831908583641,-0.688399970531,-1.48168420792,-2.36997461319,-2.08227086067,-0.567475199699,-0.0613887161016,-4.58410024643
148022,-1.84244525433,-0.752613544464,-1.10397720337,-1.29121685028,-1.22565054893,-0.864746332169,-0.893321216106,-1.10008108616,-1.48611044884,-3.10541605949,0.122750006616,-1.12126684189,0.559926331043,0.287403941154,-0.0980979204178,-1.52353572845,-2.29367589951
1906,0.0476480200887,-3.84268665314,-3.2655544281,-0.760403215885,-1.13580298424,0.10137873888,1.59777760506,1.1215672493,1.1401925087,0.571776926517,0.2975499928,-0.640149533749,0.692616045475,-0.639981627464,0.318502008915,0.0624426603317,0.358442097902
8878,-0.304809331894,0.924354255199,1.37549996376,5.60119867325,2.45828294754,1.95796060562,2.06023573875,-1.66167068481,2.01818871498,1.91039276123,0.202700003982,-0.481208324432,3.94855380058,3.27706217766,-0.00148293119855,1.54471039772,4.08227682114
3091,0.266580849886,0.129053786397,-0.707067787647,-1.38100457191,-0.666850268841,-0.820062875748,-1.32176113129,0.227154031396,0.0107146687806,-1.48936104774,-1.98465001583,-2.1108379364,-0.00287474691868,-0.818129122257,-2.72520709038,-2.12316012383,-1.86126470566
5743,-1.07917952538,2.74289298058,-1.21591663361,-0.600176692009,2.75164246559,0.188255518675,2.53626036644,-2.05977296829,0.142157480121,0.444067656994,0.329549998045,-0.286408305168,-1.92262983322,-1.5115660429,2.72258281708,1.01679944992,-0.91589307785
5321,1.0196634531,0.518650591373,-0.269645631313,-1.74926948547,-0.20529744029,0.75290876627,-0.440383434296,-0.276489257812,0.535914838314,0.164770156145,0.00164999999106,-1.42173743248,0.440061330795,-0.572544574738,0.146331265569,-0.495384931564,0.471403300762
4144,-1.80678331852,0.00206005573273,0.2309307307,-1.68343269825,0.416752368212,0.393340647221,1.82890510559,-5.60633850098,0.354241013527,-0.873949348927,0.60205000639,1.39954137802,-0.128997445107,0.305145293474,0.000606924702879,-0.491070121527,-1.59715282917
1981,1.42859840393,1.37118422985,2.72592306137,0.765327751637,-1.05526459217,-0.929055809975,-0.999026656151,0.7325771451,-2.00098967552,2.56547021866,1.46430003643,0.0623894184828,-0.23180475831,-0.0500326454639,0.385103583336,0.685416817665,-1.76079058647
695,0.589019715786,0.808883488178,0.611404776573,1.67751646042,2.16663193703,-2.36920189857,0.686775803566,7.11673545837,-0.03454631567,0.512106537819,-0.344399988651,-0.293999701738,2.93052840233,-0.0417496934533,1.09107089043,0.261105597019,0.375342935324
10398,0.782595038414,0.857321977615,-0.931994557381,-3.1844420433,-0.291663587093,-0.234010577202,0.322934955359,0.642378807068,0.974806249142,0.0803072452545,0.333299994469,-0.00640540570021,-0.231214463711,-1.50869965553,-0.134143486619,-3.21532249451,0.161083951592
5708,-1.26793408394,-0.129130572081,-0.0628864318132,-2.8194694519,-0.00327157974243,0.676505208015,-0.654014766216,1.21024274826,0.787301540375,1.24644911289,0.0,0.894835412502,2.42965364456,-0.492533832788,0.377551704645,-3.94778633118,0.334333270788
1213,0.0223492980003,-2.2322602272,1.38896274567,2.49751257896,-1.20600616932,-2.88000774384,-0.831248879433,-4.54368782043,-1.24011075497,0.551528155804,-0.296599984169,0.131607472897,-1.27783691883,0.0313461869955,-2.02026438713,-0.786666929722,-3.10374212265
226,0.971324622631,-0.127818360925,0.983161866665,3.137758255,-0.186086848378,0.695220172405,0.312345892191,0.0878998935223,1.46554303169,1.3466193676,-0.0664499998093,0.82812577486,0.811899006367,0.53505384922,-0.704876899719,-0.945818662643,-0.237828731537
6777,-0.427869617939,2.55452251434,3.4832034111,-0.738851666451,0.498665124178,-1.16902542114,-0.494592189789,2.27778458595,-0.848473966122,0.410043478012,0.327800005674,1.52773439884,1.25229680538,2.27439117432,-0.814679980278,-0.144992917776,0.428881019354
2113,0.995329082012,0.371427953243,-1.03525054455,-0.941998839378,0.104729801416,0.686453044415,0.874747335911,1.40154325962,1.09773612022,0.0774216204882,-0.778500020504,-0.852751374245,-0.986191153526,-0.39520201087,0.10215318203,1.22088778019,0.876412570477
3329,-1.32402563095,-2.07260227203,1.7737095356,-0.949284017086,-2.4485874176,-1.08805036545,-3.10406637192,-2.69329571724,0.51865541935,-4.47751045227,-0.0142999999225,0.714430570602,-0.765487194061,-2.51228094101,-2.7150592804,-1.2115187645,-1.26067280769
1050,0.666412651539,1.67210829258,3.84611964226,-2.22370195389,4.36680221558,0.105143666267,-0.249437972903,0.2851344347,0.71980714798,0.319473206997,-0.540699958801,5.02378845215,0.42939671874,1.19735062122,-0.864945054054,1.80645060539,0.88562130928
9491,-0.11948312819,-0.0500332415104,-0.971183896065,-1.36618494987,-0.255810171366,-0.0774550437927,0.461277782917,0.452124714851,1.03900229931,0.340975880623,0.393849998713,-0.846022129059,0.150346294045,-0.249951854348,-1.1528428793,0.496461212635,-0.543367445469
22926,0.423043489456,-0.555573999882,-0.567701935768,0.738194227219,-2.97527265549,-2.59385800362,-2.59364533424,-1.52255797386,-1.28262138367,-2.9414961338,-0.34295001626,-1.15999591351,-2.22619128227,-1.95311272144,0.894970595837,-1.23179471493,0.0834255814552
5899,0.897152900696,-1.57756483555,-0.470046103001,0.528922080994,-0.684853434563,-0.577251553535,0.649995744228,-1.59139025211,2.44617128372,0.342817783356,-0.480899989605,-0.940627157688,0.76550257206,0.606263041496,0.277354300022,1.00331735611,3.27915334702
5467,1.85332798958,1.42158436775,0.0214191526175,1.01767849922,1.95651388168,2.0299949646,2.37387490273,5.02430534363,1.05300045013,1.57042074203,-0.216150000691,-0.0578529238701,2.9839322567,0.0792788043618,0.53815060854,0.666502833366,2.1057164669
6774,1.48170876503,0.879656612873,-0.35107627511,1.7744654417,1.37926065922,-0.702234864235,-1.01950120926,0.372319042683,-0.701281309128,1.51951956749,-0.291949987411,1.57198429108,0.381686717272,1.71676945686,1.21091151237,1.27441501617,0.890096604824
1788,1.1753770113,0.42425942421,-0.444921076298,-0.356653213501,-0.0166011750698,0.859746098518,0.61571764946,1.61117637157,0.791875123978,-0.163670688868,0.393649995327,-0.739356100559,0.393053591251,-0.66226786375,-0.0279581993818,0.279704213142,0.211537525058
5921,-0.0450189113617,2.49948263168,1.18778824806,1.85387957096,-3.34575486183,-0.598493933678,-0.171767175198,-1.07384359837,2.20339632034,2.37588095665,-0.533499956131,-1.24226415157,1.02473366261,1.4692440033,0.338236063719,-0.552345216274,2.92790150642
5721,0.456130623817,-0.115876972675,-0.493782669306,-3.53217172623,1.30166566372,0.640579044819,-0.561950266361,0.537577748299,0.0701206028461,0.0192485004663,-0.0556999742985,2.04859876633,0.314745783806,-1.59545695782,-0.951634526253,-1.49113917351,-2.3476831913
2263,0.37872633338,0.0490692406893,0.071300983429,-0.941885590553,-0.83731675148,1.07972621918,1.91014373302,-1.07555484772,-0.0881747156382,-0.524885177612,-0.184799998999,-0.0302219092846,0.314714699984,-0.431129693985,-0.310593724251,0.476358801126,0.818437814713
808,1.1825915575,0.916716754436,0.308258861303,-0.10538688302,-0.378906756639,0.0548340976238,1.40488159657,1.97528111935,0.936614274979,0.223254784942,0.929550051689,-1.54203307629,-0.653251647949,0.198061451316,0.24452291429,0.256608128548,0.106175780296
30001,0.280681937933,-0.34333896637,0.292494803667,2.05810117722,-0.686691045761,-0.310879588127,-0.535134553909,-1.01306188107,-0.155139148235,1.23898935318,-0.95860004425,-1.09020900726,0.572116672993,0.0553092360497,-0.0513837337494,2.26250052452,0.364802837372
348,0.852917909622,0.837959527969,0.0700178295374,-0.672096133232,0.184840410948,1.27264428139,-2.23690962791,1.92223620415,0.514196574688,0.275982171297,-0.321599990129,0.93876606226,4.11501312256,0.163346722722,-1.04469704628,-2.7819890976,1.39289140701
30849,-0.498207986355,-0.606927037239,0.928967535496,-0.76781141758,0.445571959019,0.216059863567,0.417030006647,-1.06825816631,0.627143025398,-2.32240700722,0.113900005817,0.159907370806,-1.19343686104,0.69163864851,0.0680874884129,1.7613209486,0.254621893167
1454,-1.4180535078,-1.56729710102,0.940478801727,-0.0777517557144,-1.18972170353,-1.66736102104,-1.28950023651,-0.66283428669,-1.88975787163,-0.720196604729,0.480650007725,-3.00243544579,-0.669828057289,0.176792815328,0.968125402927,1.92533040047,-0.864555776119
6500,1.20018649101,-0.934129595757,0.222699582577,3.30268478394,0.296722203493,0.612087011337,-0.181388825178,5.45293092728,3.43875169754,0.220481395721,-0.468300014734,-1.00262856483,3.26625537872,0.210185617208,-1.34929740429,0.161768183112,4.43931674957
5627,-1.65064060688,-1.43286633492,-4.99905490875,0.101292431355,0.592094063759,-0.572279334068,-4.99769973755,-3.4617497921,0.617716372013,3.25753688812,-0.00699999928474,-0.109382033348,-0.905990421772,0.260065644979,-1.14543271065,-3.13075351715,-1.03319895267
5715,0.979051887989,-0.110357657075,1.39528727531,0.74916613102,0.495745778084,-0.00792527198792,-0.517419874668,1.59557592869,0.73841792345,0.801607429981,-0.453700006008,1.00676846504,-0.657975077629,0.443708151579,-0.672108232975,-0.394333720207,0.0212197303772
4791,1.72327768803,-0.681488037109,-0.422403901815,2.67761826515,0.679156839848,-1.72588908672,1.93309259415,4.8536400795,0.0755007565022,1.34498071671,0.000550001859665,5.57217121124,0.783046901226,0.340348303318,3.65339612961,1.51777255535,0.872423529625
56924,-0.577528238297,2.10105443001,-0.41901487112,2.42702889442,0.613150477409,-2.53147220612,2.49323821068,-1.3705470562,-0.640746712685,0.913628816605,-1.55250000954,4.07312965393,-2.83845758438,-1.09953093529,1.8162753582,0.718034148216,0.845062315464
2690,0.983743548393,0.97604829073,0.664364278316,-1.04211556911,0.760657727718,1.81940078735,3.73212814331,1.92815232277,-0.776378214359,-1.66177880764,-0.518700003624,-0.619752645493,-0.778375327587,1.92709481716,2.1826171875,-0.351434707642,-1.72933864594
1019,-6.24280452728,-4.8665356636,-0.970362782478,-3.94183564186,-0.942458331585,-1.32696735859,-0.583607494831,-7.76610469818,-2.93812847137,-6.03186559677,-0.834399998188,-0.167258948088,-2.80808067322,-1.35888409615,-1.54606103897,-3.11573767662,-0.467379063368
51422,-1.50766158104,-2.2123837471,-1.6271378994,-0.407538771629,-2.5866317749,-1.95782709122,1.958968997,-0.867034435272,-1.80378305912,-1.33824443817,-0.274850010872,4.10071516037,-1.91997313499,-0.0174925476313,-1.34922468662,-1.11624801159,1.14797627926
5788,0.251900672913,0.227438420057,-1.04163002968,-1.04555666447,0.361711621284,1.62692177296,2.29553508759,1.27861273289,1.07112681866,0.617236256599,0.0517999827862,-0.783600211143,0.978343188763,-0.363896250725,-0.361488431692,0.708391547203,1.29846954346
6709,3.98707532883,0.885980725288,1.71196293831,-0.912903189659,0.312297165394,0.371148437262,2.72944283485,1.83427262306,1.49909842014,1.23206686974,0.206499993801,0.0440565943718,1.17172026634,0.418553888798,1.14175331593,-0.145267367363,3.29300332069
1277,1.73167347908,1.40541362762,-0.19967906177,-3.66510248184,-2.1714015007,0.458118677139,1.31216096878,6.72943687439,2.16358923912,3.6685230732,-0.171199977398,0.398400396109,2.6722433567,-0.236517682672,0.522971332073,-2.87643170357,5.89528751373
993,-0.599646568298,0.296482861042,-0.0705214887857,-2.34740257263,0.340881675482,-1.72981762886,0.682015001774,-0.21780513227,-1.4864679575,-0.681060791016,-0.0959500074387,1.21945142746,-1.23925960064,-1.16270279884,1.99548721313,0.311929672956,-3.95131039619
7157,0.580081820488,-0.432386994362,0.126377508044,-1.12131285667,-0.858182668686,-0.569739341736,-0.835085451603,-2.07286906242,-1.4842672348,-2.35005998611,-0.675050020218,-0.297630310059,0.733088135719,0.354159355164,0.425238549709,-2.93721008301,-3.01782274246
1958,0.594527602196,-0.142326161265,0.579450488091,2.21039223671,1.44807815552,0.912406146526,6.17891073227,3.02790307999,1.89986383915,4.63327312469,-0.427150011063,2.96178436279,0.392447829247,0.587187230587,3.87791156769,4.19464492798,1.72544538975
4582,0.145147234201,3.99821925163,-0.46643653512,0.702501893044,-0.648877024651,-0.390677034855,-0.378829032183,0.303530156612,-0.64826798439,-1.36323976517,0.226350009441,0.242903649807,1.8912101984,-0.445275992155,3.00816655159,0.418618023396,1.09229254723
9212,2.59728717804,1.06485164165,-0.967883706093,-1.29959487915,0.992021262646,1.4097956419,0.982491075993,1.72084546089,1.49784505367,0.504309952259,0.17405000329,-0.930500149727,-0.391158521175,-0.873254239559,-0.656979680061,-0.108468785882,0.969316542149
8440,-0.636750459671,-1.16367101669,-0.469430595636,2.01136016846,0.847770452499,-1.00402522087,-1.69039440155,1.40563559532,-2.07792592049,1.0430611372,0.65180003643,-0.580333173275,-1.85699248314,0.335066556931,3.08406829834,0.966685652733,0.890209317207
6790,-0.605347692966,-0.451563447714,0.607744693756,0.778976559639,-1.33279514313,-2.49617385864,-1.36511135101,-3.84842276573,-3.3427271843,0.415494561195,-0.477499991655,-0.769947886467,-3.55635595322,-0.801319360733,0.728577792645,0.827655673027,-2.17313408852
8851,1.27662265301,2.7387547493,0.797292470932,0.576713621616,2.48583579063,1.92027664185,4.21678256989,6.09061670303,0.926937878132,1.35135257244,0.0138000026345,1.38583564758,1.08429884911,0.777019202709,0.140411585569,-0.333555966616,6.53344583511
2534,1.9561675787,1.69316148758,1.18964040279,0.804580628872,3.07360863686,0.395073741674,0.13999158144,3.437302351,2.86407399178,1.94610643387,0.283899992704,0.220852196217,2.45098352432,2.76276254654,1.33480167389,1.36265552044,1.34767735004
4893,-1.65153682232,-3.65858983994,-0.9884288311,3.4726588726,-2.12788414955,-0.974373936653,0.670981645584,-1.5157687664,-2.21649193764,-6.34758758545,-0.38710001111,-0.473111122847,0.264801204205,-0.420492231846,0.898046851158,-0.675188779831,1.96491920948
665,2.51256418228,1.62830603123,1.75267481804,2.71375179291,0.457674145699,0.271039485931,-2.72814178467,2.73425030708,1.66174304485,3.3342218399,-0.0866000056267,-1.53616046906,-0.520811617374,1.48490762711,0.161193013191,3.18344855309,0.0340427309275
4313,0.290810018778,0.344127297401,-0.792775511742,-0.215346604586,0.291054666042,1.80688476562,0.902260065079,0.482667982578,0.150395959616,0.834642767906,1.51499986649,0.222198531032,0.153261393309,-0.651441395283,-0.117297887802,-1.5689368248,0.378353595734
1022,1.02947580814,0.48393446207,-0.126950204372,0.533949434757,1.10130143166,2.82569646835,1.43923127651,1.33069336414,1.38317489624,0.30293160677,-0.373199999332,-1.65207123756,2.12339711189,1.23118400574,-1.15819358826,-0.0945973992348,2.86300086975
5880,1.39214527607,0.743793547153,-0.832648575306,1.27169132233,-0.793873667717,1.65292942524,1.60728526115,0.95421153307,0.324286729097,2.06095743179,-0.224150002003,3.27512049675,-0.572525262833,0.471312791109,1.56431365013,-0.424573361874,1.18590068817
3162,0.609178781509,0.910611510277,0.71130245924,6.42433404922,0.592314660549,1.03147363663,0.120996236801,1.41757369041,0.335603833199,2.20059037209,0.464349985123,1.485658288,1.4302431345,1.84881722927,0.897624850273,6.10020589828,3.1326417923
1282,-2.03210616112,-0.34338542819,-2.70748662949,-4.38348197937,-3.91097164154,-1.7967454195,1.82092988491,1.97879242897,0.444696843624,0.0451910048723,-0.307050019503,0.908397078514,2.37531232834,-1.53053104877,0.858013510704,-6.73105096817,0.43501251936
3383,0.156967714429,0.923025667667,0.361848115921,0.295840740204,0.0590057075024,-0.332058995962,-0.0808218121529,6.81179571152,0.0609943643212,1.16967594624,-0.51810002327,-0.797653317451,0.553425014019,1.98548316956,1.51978468895,5.82385730743,1.54167199135
727,0.257194638252,0.643142282963,-0.826002597809,-1.84892416,1.67040205002,-1.34421634674,-4.25950908661,1.79542565346,3.14242386818,2.57889938354,-0.523150026798,-1.56044602394,-0.1600292027,0.440230369568,-0.283873051405,-0.771527945995,-0.195302829146
4792,1.08470702171,0.321470141411,2.48826408386,-0.520964622498,-0.269521892071,1.49390125275,2.78206467628,9.43995285034,2.70163083076,3.37613272667,-0.63069999218,0.222612679005,2.62530946732,2.61973428726,1.72676682472,1.92544472218,5.74175357819
4794,1.15935909748,1.31862711906,-0.0922501087189,-0.621491551399,1.05213010311,1.27672553062,2.21771836281,4.75327920914,0.804344892502,1.5298204422,-0.549199998379,0.781694054604,1.78206408024,0.147186517715,0.774196147919,0.554395794868,3.946829319
