rid,CPC002_HA1E_6H:BRD-K68264559-045-01-6:10,CPC002_HA1E_24H:BRD-K68264559-045-01-6:10,CPC002_HCC515_6H:BRD-K68264559-045-01-6:10,CPC002_HCC515_24H:BRD-K68264559-045-01-6:10,CPC002_PC3_6H:BRD-K68264559-045-01-6:10,CPC002_PC3_24H:BRD-K68264559-045-01-6:10,CPC002_VCAP_6H:BRD-K68264559-045-01-6:10,CPC002_VCAP_24H:BRD-K68264559-045-01-6:10,CPC016_A375_6H:BRD-K68264559-045-01-6:10,CPC016_A549_6H:BRD-K68264559-045-01-6:10,CPC016_A549_24H:BRD-K68264559-045-01-6:10,CPC016_ASC_24H:BRD-K68264559-045-01-6:10,CPC016_HEPG2_6H:BRD-K68264559-045-01-6:10,CPC016_HT29_6H:BRD-K68264559-045-01-6:10,CPC016_MCF7_6H:BRD-K68264559-045-01-6:10,CPC016_MCF7_24H:BRD-K68264559-045-01-6:10,CPC016_NEU_24H:BRD-K68264559-045-01-6:10,CPC016_NPC_24H:BRD-K68264559-045-01-6:10,CPC016_SKB_24H:BRD-K68264559-045-01-6:10,CPC020_A375_6H:BRD-K68264559-001-09-2:10,CPC020_A549_6H:BRD-K68264559-001-09-2:10,CPC020_HA1E_6H:BRD-K68264559-001-09-2:10,CPC020_HCC515_6H:BRD-K68264559-001-09-2:10,CPC020_HT29_6H:BRD-K68264559-001-09-2:10,CPC020_MCF7_6H:BRD-K68264559-001-09-2:10,CPC020_MCF7_24H:BRD-K68264559-001-09-2:10,CPC020_PC3_6H:BRD-K68264559-001-09-2:10,CPC020_PC3_24H:BRD-K68264559-001-09-2:10,CPC020_VCAP_6H:BRD-K68264559-001-09-2:10,CPC020_VCAP_24H:BRD-K68264559-001-09-2:10
5720,-0.668126285076,0.639694869518,-2.66439247131,0.108295500278,0.293629407883,-0.138114839792,-0.173830166459,0.711762964725,0.840043187141,-0.494100004435,0.45581972599,-0.288327008486,1.0470174551,0.395832687616,-0.249324798584,0.182833895087,-0.661149978638,0.654586195946,-0.0352963507175,0.191559970379,1.13619995117,-0.0591156408191,0.188900053501,-0.393225044012,0.308469116688,-1.0287784338,-0.526717483997,0.220906898379,-1.18554449081,-0.498098373413
466,0.115921020508,-0.154166072607,-3.73584485054,-0.250420451164,0.0211859717965,-0.346604526043,0.264986872673,1.06601440907,0.473167359829,-0.682349979877,0.511231303215,-0.301474034786,0.742189526558,0.766543388367,-0.225489735603,-0.124069973826,-0.365099996328,0.566858589649,0.643569767475,0.0569400265813,0.174450010061,-0.648306667805,0.109649956226,-1.4396250248,0.144188851118,-0.874682962894,-0.416402608156,0.125974044204,-0.0320032536983,-0.759487986565
6009,-0.951449871063,0.221176579595,1.51583957672,0.477991044521,-0.444414138794,-0.537040114403,-0.607969880104,0.28646722436,-0.590394854546,-0.523050010204,0.2455971241,-0.0758401751518,0.0245101451874,-0.445166349411,-1.98997998238,0.421640366316,-0.240949988365,-0.0679966360331,0.360179781914,-0.0697399973869,0.364250004292,-1.2275506258,1.6345500946,-0.800050020218,-0.184750437737,-0.187131360173,-0.301197320223,0.0829542055726,-0.0806943774223,0.0678911730647
2309,0.978956699371,0.35946944356,3.77165150642,-0.835333108902,0.896659553051,0.242187350988,0.0483497008681,0.374984145164,0.305146455765,-0.675799965858,-0.0236202776432,0.945013046265,1.24129390717,-0.012833148241,-0.476891726255,0.724172115326,0.407649993896,-0.168763875961,0.194122299552,0.102699995041,-0.103450015187,0.461280465126,-1.09984993935,0.259175002575,0.695084095001,0.689169764519,-0.494460314512,0.204208791256,0.0585403218865,-0.00717627257109
387,0.091509103775,0.804145932198,-2.19592356682,-0.20122179389,-0.054555490613,-0.1496976614,-0.816309213638,0.867714285851,-0.358415186405,-0.0777499973774,0.10126093775,0.639867842197,0.195744603872,-0.320354580879,-0.00396068394184,1.61113381386,-0.0381500124931,0.383590430021,0.0911101996899,0.201480001211,0.739449977875,-0.0964303687215,-0.743400037289,0.968649983406,-0.3222399652,0.860783100128,-0.391864895821,0.541022181511,0.0488531887531,1.10308539867
3553,-0.0108198523521,-0.625311434269,2.80988812447,0.564392924309,-1.33260178566,0.0981471985579,0.31092235446,-0.787736475468,-0.567554712296,1.22245001793,-0.602991998196,-0.83140039444,-0.879418492317,0.0338660031557,0.157597184181,-0.661740899086,0.493000000715,0.547408342361,-0.80177539587,-0.386800080538,-0.466400027275,-0.164864867926,1.68160009384,0.219449967146,-0.12954056263,0.256975382566,0.622223138809,-0.571228981018,-0.295161813498,0.776096582413
427,0.223599761724,-0.820344686508,2.14636111259,-0.233728855848,-0.706048429012,-0.325726568699,-0.0357932820916,1.04170465469,-0.749496221542,-0.38615000248,0.46767783165,1.95020222664,0.571913123131,1.26867973804,-0.251477986574,1.21026921272,0.0207500010729,0.383375883102,1.04658317566,0.0688799768686,-0.219850003719,-1.20448589325,-0.793300032616,0.344875007868,-0.0546956956387,-0.00452832877636,0.542802453041,-1.20350408554,0.526338100433,0.219841137528
5898,-0.289379656315,0.981821060181,0.801466405392,-0.328195571899,-0.605253636837,0.277080059052,0.12714509666,0.568913519382,-0.284057229757,0.125699996948,0.0784355029464,0.37523946166,0.481396794319,-0.588074147701,-0.226345121861,0.266053766012,0.196149975061,-0.430207520723,-0.247410148382,-0.882540047169,-0.103049993515,0.891866326332,-0.350800037384,-0.52889996767,0.526950657368,0.186144992709,-0.335956931114,-0.142061293125,-0.356348782778,-1.90960407257
23365,1.04705369473,0.267978429794,1.60656940937,-0.809244513512,-0.932153642178,-0.139288559556,0.625638306141,0.18937766552,-0.590472638607,-0.331050008535,0.521460354328,-0.500082731247,-0.374861776829,-1.09581065178,1.13169395924,0.0118978023529,0.597800016403,0.318959951401,1.09555244446,-0.266840010881,1.47130000591,0.380686730146,-1.22755002975,1.52604997158,-0.146665275097,0.359197765589,0.242810547352,0.738704442978,1.72909879684,1.93858146667
6657,-0.566796898842,-0.281251132488,5.2134552002,0.206464454532,-0.398728936911,0.656839430332,-0.147310733795,-0.677554190159,-0.146108731627,0.561200022697,-0.308982908726,-0.443616837263,-0.0848171263933,0.686414718628,0.323464602232,0.232070669532,0.184299990535,-0.195365205407,-0.905847191811,0.479579985142,-0.920849978924,-0.993240535259,1.24554991722,0.122250050306,0.505701899529,0.347483485937,0.52807366848,-0.998950779438,1.05469179153,0.598499178886
