rid,DOS001_VCAP_6H:BRD-K40365006-001-01-6:4.95,DOS001_VCAP_24H:BRD-K40365006-001-01-6:4.95,DOS031_MCF7_24H:BRD-K40365006-001-01-6:4.95,DOS031_PC3_24H:BRD-K40365006-001-01-6:4.95,ERG015_PC3_24H:BRD-K40365006-001-01-6:10.0166,ERG015_PC3_6H:BRD-K40365006-001-01-6:10.0166,ERG015_VCAP_24H:BRD-K40365006-001-01-6:10.0166,ERG015_VCAP_6H:BRD-K40365006-001-01-6:10.0166
5720,0.79759901762,0.89057725668,1.06174993515,0.709399998188,0.269848674536,0.129445612431,0.177226424217,-0.792062163353
466,0.305150866508,1.06425058842,0.857400000095,0.764649987221,0.522872924805,0.403905391693,0.0547783970833,-0.145157143474
6009,0.0920295342803,0.288118243217,-0.424199998379,0.845299959183,-0.0418069548905,-0.560169935226,1.19707715511,-1.02240598202
2309,0.28218972683,0.141315460205,-0.581799983978,0.447399973869,0.0163190364838,-0.713104665279,-0.656528711319,-0.671562075615
387,0.675630629063,-0.612416863441,-0.161799997091,-0.0568500012159,0.291170120239,-0.329478740692,0.524101257324,-0.417876660824
3553,-0.876990437508,-0.489567905664,0.514199972153,0.925400018692,-0.29784399271,-0.0140380337834,-0.228816196322,0.764845371246
427,0.0458267331123,0.447641730309,0.631150007248,0.511799991131,0.0513736009598,0.116326399148,0.648972809315,0.325047373772
5898,-0.150346666574,0.428968816996,0.0242000073195,0.44730001688,-0.15281239152,0.507290899754,0.0182773135602,-0.984108865261
23365,0.687094628811,-0.391640603542,-0.101449996233,-1.26364994049,0.221800684929,0.644031107426,-1.11176550388,0.419432491064
6657,-0.500435650349,-0.0390223562717,-0.00399999320507,-0.564649999142,-0.557206749916,-0.785429954529,-0.237616315484,0.308902591467
5054,1.08585608006,-0.937115550041,-0.104000002146,-0.666450023651,0.158857196569,0.266512364149,-0.689950764179,-0.392801076174
3108,-0.518746733665,0.351471841335,-0.256949990988,-0.244550019503,-0.124488271773,-0.236434236169,-0.215595349669,-1.12511754036
1950,0.0656090974808,-0.750533461571,0.249650001526,-0.138899981976,-0.469222009182,-0.71362388134,-0.12862624228,-0.267056047916
351,0.0,-1.37466144562,0.406199991703,-0.337249994278,-0.902355194092,-0.450231492519,0.635158479214,-0.516740441322
