rid,MUC.CP001_MCF7_6H:BRD-K27231781-001-01-8:10.0158,MUC.CP001_MCF7_6H:BRD-K27231781-001-01-8:3.3386,MUC.CP001_MCF7_6H:BRD-K27231781-001-01-8:1.1129,MUC.CP001_MCF7_24H:BRD-K27231781-001-01-8:10.0158,MUC.CP001_MCF7_24H:BRD-K27231781-001-01-8:3.3386,MUC.CP001_MCF7_24H:BRD-K27231781-001-01-8:1.1129,MUC.CP001_MCF7_24H:BRD-K27231781-001-01-8:0.371,MUC.CP001_NKDBA_24H:BRD-K27231781-001-01-8:10.0158,MUC.CP001_NKDBA_24H:BRD-K27231781-001-01-8:1.1129,MUC.CP001_NKDBA_24H:BRD-K27231781-001-01-8:0.371,MUC.CP001_NKDBA_24H:BRD-K27231781-001-01-8:3.3386
5720,-0.303177416325,-0.23738746345,-0.303350865841,3.94903206825,0.415262341499,-0.905599713326,0.70534992218,-0.597230672836,-0.227596536279,-2.34325003624,-1.33220005035
466,-0.168765246868,0.432226717472,0.90990114212,0.528143525124,0.47403255105,0.615234315395,0.305500000715,-0.401984453201,-0.0835785791278,-0.750750005245,-0.355399996042
6009,-1.086602211,-0.455714464188,-0.130229383707,1.14735472202,0.384050965309,0.226052373648,-0.420199990273,0.302632749081,0.299204707146,-1.62719988823,-0.213400006294
2309,-0.44606539607,-1.13517999649,-0.982635736465,1.25536584854,0.868891060352,0.0684609934688,-0.0451499968767,-0.880180478096,-0.381667554379,-0.906599998474,-1.05809998512
387,-0.145397186279,-0.105673730373,-0.462801456451,-2.3477575779,-1.04885113239,-0.507786691189,0.184300005436,0.187531024218,0.119084298611,-0.767499983311,0.652100026608
3553,-0.262589752674,0.215846598148,-0.339905560017,0.390005499125,1.16650831699,0.100273936987,0.206100016832,0.957639992237,-0.423342883587,2.00075006485,0.459100008011
427,-0.335642129183,1.06756186485,-0.293239831924,1.5473742485,0.487808823586,0.435013473034,-0.61335003376,-0.576783001423,-0.548752129078,-0.844449996948,-0.121399998665
5898,-0.457517564297,0.882963657379,0.780720114708,1.56354403496,-0.703881204128,0.0226118005812,0.170699998736,0.683385848999,-0.105161592364,-0.873599946499,-1.13489997387
23365,1.27365005016,1.53718292713,-0.539885401726,3.05379080772,-0.866397321224,-0.609076499939,0.847399950027,0.191519171,-0.206512093544,-1.35920000076,0.0220999997109
6657,-0.104373723269,-0.40763476491,0.0203261449933,1.31308150291,0.600167751312,-0.442249208689,-0.251399964094,-0.150849759579,-0.733233213425,1.81189990044,-0.334500014782
5054,0.777082324028,0.544941782951,0.80864405632,3.47209620476,-1.47970318794,-0.544880867004,-0.0670499801636,1.0100556612,0.544026315212,-1.14724993706,0.835699975491
3108,-0.159644648433,-0.1660618186,-0.113472633064,2.95871400833,2.05809521675,0.706701517105,-0.404249995947,1.4242991209,-0.704724669456,-0.54960000515,0.297500014305
1950,0.263293415308,0.0888844504952,0.696938633919,1.66800272465,-0.215458840132,0.128695264459,-0.0648499727249,-0.197578072548,0.113495804369,2.19355010986,0.229399994016
351,0.627885103226,0.808467686176,0.745735108852,0.347676813602,0.163000240922,0.112330235541,0.000300000014249,-0.194814860821,-0.385987699032,0.0741500034928,0.0
4846,-0.0165195763111,-0.0734367221594,1.10576105118,5.90392541885,2.51108884811,0.757697939873,0.179049998522,0.766937017441,0.274256855249,0.57365000248,0.0
1452,-2.13741898537,0.122627615929,0.118720434606,3.03952169418,0.551661193371,-2.26848888397,1.14775002003,-0.427226066589,-0.48864120245,-2.42994999886,-0.437700003386
4776,0.713621199131,0.141046732664,-0.0203239768744,0.375661343336,-0.336624205112,-0.442652136087,2.79259991646,-0.261732548475,-0.548584878445,1.48570001125,0.0493000000715
6908,-0.387079417706,0.747893452644,0.495718181133,1.86660611629,-0.349572092295,-0.0995104461908,0.0365500152111,0.0743633508682,-0.112370431423,-1.62579989433,0.140000000596
672,0.58581662178,0.511571645737,0.130984544754,4.20962905884,0.441405296326,0.607246279716,1.43704998493,-1.09400522709,0.516049444675,-1.01594996452,-0.704400002956
5710,-0.697316646576,0.451315462589,-0.0124596580863,0.265006572008,-0.628232300282,-0.350876450539,-0.362000018358,-0.885981321335,-0.09563883394,-1.98444986343,-0.78560000658
2115,-0.658579707146,0.574910998344,-0.172478437424,0.117896556854,1.20289325714,0.0200414955616,0.299949973822,-0.00607645511627,-0.259919881821,0.412849962711,-0.310900002718
7015,-0.0294671356678,0.352708697319,0.580518364906,1.03031277657,0.21624520421,-0.40019518137,-0.137500017881,-0.446606874466,-0.563825428486,2.17869997025,-0.248899996281
8726,0.138621002436,0.0569244027138,0.661335229874,1.71067547798,0.659712016582,0.543929159641,1.29229998589,-0.490410983562,-0.081065453589,-0.372299969196,-0.154599994421
2185,0.267071843147,0.060351356864,0.429292500019,0.393167555332,0.643887162209,-0.233225807548,-0.0540000200272,0.264629125595,-0.23963946104,2.06855010986,0.214499995112
3315,0.266442090273,0.0253849327564,0.23785559833,0.945208907127,0.434959411621,-0.225715249777,-0.352850019932,0.53395229578,0.0113182514906,-1.61170005798,1.70150005817
5289,-0.0684833675623,0.367661386728,0.60786062479,1.62018430233,2.90340185165,-0.261814802885,0.0197999998927,0.293658018112,0.426857739687,1.46724998951,-1.46730005741
868,-0.555066108704,1.86477422714,1.80808532238,1.62254214287,0.384626239538,-0.0194652080536,0.089999973774,0.827917933464,-0.759082078934,1.20225000381,-0.674499988556
1677,-0.0646741837263,-0.123550593853,0.867738604546,0.521258831024,0.919281482697,-0.243219956756,-0.157900005579,-0.50570577383,-0.548331916332,2.50370001793,0.207900002599
7043,0.377452790737,1.05621242523,0.148987546563,1.10015833378,-0.323901414871,-0.415937453508,-0.00674998760223,0.717656254768,-0.470453381538,1.30379998684,0.913399994373
5613,0.626890957355,0.811253130436,0.0712873786688,1.08612000942,-0.107069149613,-0.17818389833,-0.0623499751091,0.413157522678,-0.259334445,2.28154993057,0.993300020695
595,-0.512645959854,-0.323560833931,-0.835535287857,3.59436297417,-0.498526990414,-0.0952326506376,1.21549999714,-0.136382296681,0.108056500554,-1.8517999649,-1.2173999548
4793,-0.559639275074,0.306664019823,-0.215123921633,5.02786254883,-0.567266404629,-0.122192241251,-0.123549997807,-1.32743263245,-0.407314330339,-0.839449942112,0.287699997425
2736,0.17499192059,0.732353925705,-0.858640670776,0.952150821686,1.04269909859,0.368747144938,-0.319399982691,1.28627038002,-0.0553258359432,1.38394999504,1.47790002823
5290,-0.193494826555,-0.361736416817,-0.00263938307762,-0.00542355328798,0.0258775390685,-0.321100920439,-0.581300020218,0.179343819618,-0.500334203243,1.32770001888,-0.0791999995708
6194,-0.2242077142,0.400552421808,0.216271430254,-1.44672036171,-0.573728680611,-0.627773463726,-1.83735001087,5.28590462636e-05,0.000460232346086,-0.47214999795,0.0
1676,1.30362999439,0.671511471272,0.222804531455,0.814283370972,-0.282473683357,-0.46297749877,0.279650002718,0.385237812996,-0.404139697552,1.89464998245,0.234899997711
23512,0.511309087276,0.766875088215,0.701833665371,1.03153192997,1.25116539001,-0.77145844698,0.580549955368,-0.393608987331,0.15895190835,-0.622500002384,-0.0165999997407
148022,1.11336088181,-0.434900403023,0.382603228092,2.88108205795,-0.437971413136,-0.332111120224,-0.245950013399,-0.204679504037,2.38991928101,0.0911999940872,0.0
1906,0.580312013626,0.457357764244,0.555120706558,0.624180793762,-0.310835719109,-0.144572123885,-0.345200002193,0.371367096901,-0.0962009355426,1.70389997959,-0.506699979305
8878,-0.477824300528,0.246282085776,-0.296704858541,-0.394226044416,0.778741776943,-0.577755212784,-0.579249978065,-0.248080804944,0.0581068396568,-1.91479992867,-0.289400011301
