rid,CPC006_A375_6H:BRD-K32536677-001-01-0:10,CPC006_A375_24H:BRD-K32536677-001-01-0:10,CPC006_A549_6H:BRD-K32536677-001-01-0:10,CPC006_A549_24H:BRD-K32536677-001-01-0:10,CPC006_A673_6H:BRD-K32536677-001-01-0:10,CPC006_AGS_6H:BRD-K32536677-001-01-0:10,CPC006_CL34_6H:BRD-K32536677-001-01-0:10,CPC006_CORL23_6H:BRD-K32536677-001-01-0:10,CPC006_COV644_6H:BRD-K32536677-001-01-0:10,CPC006_DV90_6H:BRD-K32536677-001-01-0:10,CPC006_EFO27_6H:BRD-K32536677-001-01-0:10,CPC006_HA1E_6H:BRD-K32536677-001-01-0:10,CPC006_HA1E_24H:BRD-K32536677-001-01-0:10,CPC006_HCC15_6H:BRD-K32536677-001-01-0:10,CPC006_HCC515_6H:BRD-K32536677-001-01-0:10,CPC006_HCC515_24H:BRD-K32536677-001-01-0:10,CPC006_HCT116_6H:BRD-K32536677-001-01-0:10,CPC006_HEC108_6H:BRD-K32536677-001-01-0:10,CPC006_HEPG2_6H:BRD-K32536677-001-01-0:10,CPC006_HT115_6H:BRD-K32536677-001-01-0:10,CPC006_HT29_6H:BRD-K32536677-001-01-0:10,CPC006_HT29_24H:BRD-K32536677-001-01-0:10,CPC006_JHUEM2_6H:BRD-K32536677-001-01-0:10,CPC006_LOVO_6H:BRD-K32536677-001-01-0:10,CPC006_MCF7_6H:BRD-K32536677-001-01-0:10,CPC006_MCF7_24H:BRD-K32536677-001-01-0:10,CPC006_MDST8_6H:BRD-K32536677-001-01-0:10,CPC006_NCIH1694_6H:BRD-K32536677-001-01-0:10,CPC006_NCIH1836_6H:BRD-K32536677-001-01-0:10,CPC006_NCIH2073_6H:BRD-K32536677-001-01-0:10,CPC006_NCIH508_6H:BRD-K32536677-001-01-0:10,CPC006_NCIH596_6H:BRD-K32536677-001-01-0:10,CPC006_NOMO1_6H:BRD-K32536677-001-01-0:10,CPC006_OV7_6H:BRD-K32536677-001-01-0:10,CPC006_PC3_6H:BRD-K32536677-001-01-0:10,CPC006_PC3_24H:BRD-K32536677-001-01-0:10,CPC006_PL21_6H:BRD-K32536677-001-01-0:10,CPC006_RMGI_6H:BRD-K32536677-001-01-0:10,CPC006_RMUGS_6H:BRD-K32536677-001-01-0:10,CPC006_SKLU1_6H:BRD-K32536677-001-01-0:10,CPC006_SKM1_6H:BRD-K32536677-001-01-0:10,CPC006_SKMEL1_6H:BRD-K32536677-001-01-0:10,CPC006_SKMEL28_6H:BRD-K32536677-001-01-0:10,CPC006_SNGM_6H:BRD-K32536677-001-01-0:10,CPC006_SNU1040_6H:BRD-K32536677-001-01-0:10,CPC006_SNUC4_6H:BRD-K32536677-001-01-0:10,CPC006_SNUC5_6H:BRD-K32536677-001-01-0:10,CPC006_SW480_6H:BRD-K32536677-001-01-0:10,CPC006_SW620_6H:BRD-K32536677-001-01-0:10,CPC006_SW948_6H:BRD-K32536677-001-01-0:10,CPC006_T3M10_6H:BRD-K32536677-001-01-0:10,CPC006_THP1_6H:BRD-K32536677-001-01-0:10,CPC006_TYKNU_6H:BRD-K32536677-001-01-0:10,CPC006_U937_6H:BRD-K32536677-001-01-0:10,CPC006_VCAP_6H:BRD-K32536677-001-01-0:10,CPC006_VCAP_24H:BRD-K32536677-001-01-0:10,CPC006_WSUDLCL2_6H:BRD-K32536677-001-01-0:10,NMH001_FIBRNPC_6H:BRD-K32536677-001-03-6:10,NMH001_FIBRNPC_24H:BRD-K32536677-001-03-6:10,NMH002_FIBRNPC_24H:BRD-K32536677-001-02-8:10,NMH001_NEU_6H:BRD-K32536677-001-03-6:10,NMH001_NEU_24H:BRD-K32536677-001-03-6:10,NMH001_NPC_6H:BRD-K32536677-001-03-6:10,NMH001_NPC_24H:BRD-K32536677-001-03-6:10,NMH002_FIBRNPC_6H:BRD-K32536677-001-02-8:10,NMH002_NEU_6H:BRD-K32536677-001-02-8:10,NMH002_NEU_24H:BRD-K32536677-001-02-8:10,NMH002_NPC_6H:BRD-K32536677-001-02-8:10,NMH002_NPC_24H:BRD-K32536677-001-02-8:10,CPC006_H1299_6H:BRD-K32536677-001-01-0:10,CPC006_RKO_6H:BRD-K32536677-001-01-0:10
5720,-0.148190006614,-0.177803233266,-0.669245839119,-0.699511289597,-0.922999978065,0.111999996006,-0.344400018454,0.375299990177,-0.911899983883,-0.548399984837,-0.114600002766,-0.00417447090149,-0.934854388237,-0.0563137307763,-1.4539321661,-0.574522733688,-0.68314999342,-0.805025160313,-0.112048745155,-1.34485006332,-0.174650281668,0.363066136837,0.380899995565,-1.14919996262,-0.451145172119,-0.0807793140411,0.667050004005,0.0611500144005,-0.513449966908,-1.76440000534,-0.0741000026464,-0.860149979591,-0.626700043678,-0.264649987221,-0.0624307133257,-0.274807184935,1.01370000839,-0.945299983025,-0.343503117561,0.617100000381,-0.406550019979,0.269649982452,-0.672600030899,0.0120500028133,-0.138949990273,0.999899983406,-1.00900006294,-0.171050012112,0.158693045378,-1.31849646568,0.148400008678,0.43194386363,-1.38775002956,-0.244249999523,-0.203462213278,-0.891079843044,1.25285005569,-0.274800002575,0.242200016975,-0.894650399685,0.202588006854,-0.42686483264,1.213326931,-0.989032149315,0.93464744091,-0.193844795227,0.102373927832,0.401070356369,0.363989412785,-0.60490000248,-0.757899999619
466,1.16131436825,0.681014895439,-0.0246787443757,-0.477452039719,-1.28215003014,-0.697100043297,0.49430000782,-0.201200008392,-0.000949993729591,-1.35370004177,0.593850016594,-0.298103034496,0.238535165787,-0.173006147146,-1.59231948853,-0.111728422344,-0.591250002384,-0.447708964348,0.13862580061,-0.581699967384,0.273608118296,0.456832587719,0.103950001299,-1.14964997768,-1.18621563911,0.138356640935,-0.0675000026822,-0.236500009894,-0.76574999094,-0.941999971867,-0.669900000095,0.196150004864,-0.275350004435,0.269549995661,0.0343573726714,0.246395170689,0.390900015831,-0.0708000063896,0.229414582253,0.551599979401,-2.43285012245,-0.418099999428,0.811850011349,0.294050008059,-0.267100006342,1.33944988251,-0.637000024319,0.676249980927,0.452818214893,-1.7376844883,0.219550013542,0.0711886137724,0.177200004458,1.08779990673,0.140415623784,0.830019950867,1.00150001049,-1.59990000725,-1.18634998798,-0.53380215168,-1.29071044922,0.855853199959,0.894669592381,0.737881481647,0.480998247862,-0.191529244184,0.848789811134,-1.42487311363,0.812672078609,-0.263850003481,-0.468450009823
6009,0.149635642767,-0.0515044108033,-0.487174928188,-0.443632215261,0.528999984264,0.183100000024,-0.36519998312,-0.049899995327,-0.056400001049,0.633499979973,-0.172749981284,0.0730289667845,0.383048564196,-0.173147112131,0.620835244656,-0.578150331974,-1.52224993706,-0.523545086384,0.334366798401,0.369899988174,-0.759539723396,0.438392311335,0.0609499961138,-1.7837998867,0.458836317062,-0.210706755519,0.112250000238,-0.488499999046,-0.279650002718,-0.332249999046,-0.0871499925852,-0.902249991894,-0.011499999091,-0.326449990273,0.067153185606,-0.765291750431,0.0571000017226,0.30554997921,-0.249758154154,-0.38504999876,-0.9429500103,-0.699550032616,0.86770004034,-0.10814999789,-0.934450030327,-0.314149975777,-1.38405001163,-0.609349966049,-0.375903248787,-1.85763418674,-0.142749994993,-1.13518130779,-1.15410006046,-0.032900005579,1.0413620472,0.204568505287,-0.5299000144,-0.452049970627,-2.45959997177,-0.32929033041,-0.474911808968,-2.00806188583,0.773359417915,-1.11062300205,0.669559299946,-0.706585168839,-0.522155344486,0.0793528854847,-0.936390697956,0.279050022364,0.557900011539
2309,-0.573561131954,-0.357140988111,0.00346139073372,-0.467712402344,-0.409350007772,-0.617499947548,-0.974500000477,0.277900010347,0.462850034237,0.0506500005722,-0.410499989986,0.0125151649117,-0.179273068905,-0.764255642891,-0.876009404659,-0.249454408884,-0.341099977493,-0.8197260499,-0.719341397285,-0.925949990749,-0.245013445616,-0.633728504181,-1.44204998016,-2.05984997749,-0.12110272795,-0.312527447939,0.00280000269413,-0.18559999764,-0.579649984837,-0.122749999166,0.25514999032,-1.37925004959,-0.0893500000238,-0.354250013828,-0.290960073471,-0.456407785416,-2.5420498848,-0.840300023556,-0.343666911125,-0.930949926376,-0.420599997044,-1.38800001144,-0.0245500206947,-0.580950021744,-0.557349979877,-1.27349996567,-0.91244995594,0.742200016975,-0.637871861458,-2.16913127899,-0.580000042915,-0.318041503429,0.107600003481,-0.495699971914,-0.685995936394,-0.678149223328,-0.427550017834,1.16250002384,0.269800007343,0.00701184663922,-0.591057121754,-0.509497582912,-1.54269874096,-0.189135909081,-0.467477619648,-0.78587526083,-0.185963094234,-0.0497803092003,-0.996784210205,-0.585950016975,-1.41420006752
387,-0.401332229376,-0.69718670845,-0.364236116409,0.051033988595,1.0720499754,-0.601549983025,0.0080499984324,-0.326150000095,0.30505001545,0.602550029755,0.643750011921,0.886030495167,0.887843608856,-1.63574039936,1.62324047089,-0.0246787294745,-0.870950043201,-1.18611776829,-0.149625971913,1.07385003567,0.230962187052,0.173786327243,0.58939999342,-1.14515006542,0.335871815681,0.118979282677,-0.338249981403,-0.584299981594,-0.576200008392,1.6455000639,-0.227549999952,-0.566799998283,-0.180800005794,-1.3396999836,0.112250819802,0.508059620857,0.522599995136,2.02699995041,-0.196299448609,1.45569992065,-0.781549990177,1.21695005894,0.225200027227,-0.355549991131,-1.01180005074,-0.853200018406,-0.2825999856,-0.643150031567,-0.82306021452,-0.780005097389,-0.549000024796,-0.113730937243,-0.354950010777,0.303099989891,0.772946119308,0.874976158142,0.299149990082,-0.408299982548,-0.583400011063,-0.209499269724,-0.606187641621,-1.93054103851,-0.0590728595853,-1.35230767727,0.745279550552,-0.135722577572,-0.874822378159,0.119042947888,-0.503896594048,0.318350017071,0.415699988604
3553,-0.547882735729,-0.426458418369,0.864006757736,-0.15018504858,1.12574994564,0.84114998579,-0.462549984455,0.210549995303,-0.243499994278,0.14620000124,-0.784950017929,-0.342144429684,-0.140521034598,0.622761547565,0.533241629601,0.0532745085657,0.694849967957,0.820520937443,0.582043886185,0.846050024033,-0.120380863547,0.149719506502,0.0115000009537,1.22654998302,0.0343304909766,1.06605136395,0.0614999979734,-0.324900001287,-0.118250004947,-1.02384996414,0.736799955368,-0.0659999847412,-0.253500014544,0.10625000298,0.425474733114,0.0160423256457,-0.512049973011,-1.3273999691,0.249453246593,-1.60940003395,1.31745004654,0.148900017142,-0.190399989486,-0.608049988747,-0.00640000402927,0.0901000201702,-0.0857499986887,0.508599996567,0.861010372639,2.68481707573,0.217150002718,0.00421302439645,0.145500004292,-0.153449997306,0.0169034283608,-0.583809196949,-0.811749994755,-0.125750005245,1.03044998646,1.06481933594,1.88143873215,0.708521306515,-1.37172996998,0.458059966564,-0.199466615915,1.42888629436,-0.272197425365,0.496727526188,-0.83865904808,0.617449998856,1.46045005322
427,-0.324385076761,-0.227902412415,-0.465841799974,-0.766988813877,-0.189250007272,-1.06780004501,-0.293550014496,-0.291500002146,-0.43029999733,0.158099979162,1.68324995041,-0.462135910988,-0.793422937393,-0.699172973633,-2.98574376106,-0.594611823559,0.168400019407,-0.316739112139,-0.969411611557,1.55955004692,0.339537918568,-0.318273246288,-0.215599983931,-0.418650001287,-0.713083326817,-0.643242657185,-0.279250025749,-0.735049962997,0.491499990225,0.488200008869,-1.39709997177,0.708649992943,-1.36984992027,0.187250003219,-0.204067409039,-0.699897289276,0.0754999965429,0.432749986649,-0.754789352417,-0.51599997282,-1.53579998016,-0.228100001812,-0.0513499975204,0.279799997807,0.264899998903,0.0551500022411,-0.603749990463,1.83019995689,0.498865693808,-0.323470175266,-1.25200009346,-0.329624921083,0.160000026226,-0.445349991322,-0.32188719511,0.535540223122,0.308400005102,-1.38549995422,-0.664200007915,-1.15071630478,-0.457924574614,0.509952187538,1.14017701149,0.724395036697,0.185629367828,0.425401449203,1.65077567101,-1.16007590294,0.767510712147,0.0564999878407,-0.208950012922
5898,0.192498147488,-0.236713498831,-1.02446007729,-0.487417191267,-0.0488000065088,0.690299987793,0.205349996686,0.19619999826,-0.362300008535,-0.761600017548,0.549499988556,0.35710132122,0.158969849348,0.0304810553789,0.336198925972,-0.271580457687,-0.833000004292,-0.45504334569,-0.28587192297,-0.10490000248,0.00310341268778,0.165990918875,-0.504099965096,-0.365999996662,-0.455930769444,-0.352405428886,0.129649996758,-0.987200021744,-0.660549998283,0.156350001693,-1.45905005932,-2.37365007401,-0.172399997711,-0.30235004425,-1.03387033939,-0.098231986165,0.858550012112,0.0982500016689,0.21347463131,-0.692200005054,-1.1181999445,-0.37215000391,0.0848500132561,0.452050000429,-0.183600008488,1.10135006905,-0.332650005817,1.06599998474,-0.185772359371,-0.696747660637,0.801249980927,-0.397945404053,0.142949998379,-0.32080000639,-0.638428390026,-0.955210030079,0.516250014305,0.329850018024,-0.18440002203,-3.82157874107,0.637598931789,-0.735150516033,-0.346544742584,0.41354316473,0.326051145792,0.679730176926,0.732110977173,-0.695525348186,0.153300687671,-0.932700037956,-0.300949990749
23365,-0.373149901628,0.0368909016252,0.627057492733,0.370564877987,0.215200036764,-0.953250050545,-0.43599998951,-1.07525002956,-1.46035003662,-1.10625004768,1.4632499218,-0.0985144600272,0.145838260651,-0.370176792145,0.81379532814,0.530184328556,0.486299991608,-0.204907417297,0.206574648619,-0.767400026321,0.559307575226,0.818871259689,-0.423099994659,1.06515002251,0.336198151112,0.0135467648506,-0.223049998283,-0.247850000858,-0.260200023651,0.160899996758,-1.07694995403,0.803000032902,-0.119000002742,-0.271699994802,-0.00859262421727,0.658539235592,0.990149974823,1.31330001354,1.96764814854,0.701300024986,0.998300015926,-0.394000023603,2.49279975891,-0.590149998665,-0.477800011635,-1.35984992981,0.159600004554,0.0812999904156,-0.71676582098,0.28753092885,-0.910950005054,-0.616517961025,0.0914499983191,0.98140001297,-0.670666337013,0.665041685104,-0.527649998665,1.27480006218,-1.00715005398,-0.715444505215,-0.0682533085346,-1.06492471695,-0.0593570768833,-0.955793738365,-0.0632418841124,0.148945808411,-0.879332363605,0.344819188118,1.54573106766,-0.468299984932,-0.0810500085354
6657,0.121413074434,0.464703440666,0.896025538445,0.211369276047,-0.107749998569,1.8356000185,-0.894800007343,0.0763500034809,-0.0115500018001,0.453349977732,-0.327100038528,-0.837558865547,0.0921761393547,0.920347869396,0.558521270752,0.515697836876,0.511199951172,0.491669714451,0.576766014099,0.873350024223,-0.203277215362,-0.438361555338,0.842899978161,1.43200004101,0.445693850517,0.622168302536,0.305349975824,1.65439999104,-0.28045001626,-0.654100000858,1.2595000267,0.908450007439,0.256199985743,-0.0648000091314,0.550514221191,-0.147518664598,0.529150009155,-1.00460004807,0.740314424038,-1.32984995842,1.6017999649,-0.447149991989,-0.386249989271,1.00530004501,1.16205000877,-0.213250011206,0.768299996853,-0.129999995232,0.056969627738,0.781703293324,-0.0733000040054,0.2869579494,-0.0486500114202,-0.585649967194,0.236638844013,0.218573465943,0.128700003028,-0.156149998307,0.682649970055,0.21832126379,0.0496672391891,-1.42190587521,0.570404529572,-1.3633261919,-0.656981825829,-0.909408509731,0.125678569078,-0.479499638081,-0.563682377338,1.20620000362,1.57684993744
