rid,CPC005_A375_6H:BRD-K58299615-001-02-7:10,CPC005_A375_24H:BRD-K58299615-001-02-7:10,CPC005_A549_6H:BRD-K58299615-001-02-7:10,CPC005_A549_24H:BRD-K58299615-001-02-7:10,CPC005_HA1E_6H:BRD-K58299615-001-02-7:10,CPC005_HA1E_24H:BRD-K58299615-001-02-7:10,CPC005_HCC515_6H:BRD-K58299615-001-02-7:10,CPC005_HT29_6H:BRD-K58299615-001-02-7:10,CPC005_HT29_24H:BRD-K58299615-001-02-7:10,CPC005_MCF7_24H:BRD-K58299615-001-02-7:10,CPC005_MCF7_6H:BRD-K58299615-001-02-7:10,CPC005_PC3_6H:BRD-K58299615-001-02-7:10,CPC005_PC3_24H:BRD-K58299615-001-02-7:10,CPC005_VCAP_6H:BRD-K58299615-001-02-7:10,CPC005_VCAP_24H:BRD-K58299615-001-02-7:10,CVD001_HEPG2_6H:BRD-K58299615-001-02-7:10,CVD001_HEPG2_6H:BRD-K58299615-001-02-7:2.5,CVD001_HEPG2_24H:BRD-K58299615-001-02-7:10,CVD001_HEPG2_24H:BRD-K58299615-001-02-7:2.5,CVD001_HUH7_6H:BRD-K58299615-001-02-7:10,CVD001_HUH7_6H:BRD-K58299615-001-02-7:2.5,CVD001_HUH7_24H:BRD-K58299615-001-02-7:10,CVD001_HUH7_24H:BRD-K58299615-001-02-7:2.5,CVD001_PHH_6H:BRD-K58299615-001-02-7:10,CVD001_PHH_6H:BRD-K58299615-001-02-7:2.5,CVD001_PHH_24H:BRD-K58299615-001-02-7:10,CVD001_PHH_24H:BRD-K58299615-001-02-7:2.5
5720,-1.46856069565,-1.09251081944,-1.91119015217,-4.19070005417,0.00710000097752,-0.310091942549,-3.44024991989,-0.686120867729,0.24615958333,-0.222140431404,-0.718747913837,-0.0604303367436,-0.891916036606,0.0701659098268,-1.19364202023,0.582122027874,0.229444414377,0.351801723242,0.896710395813,1.03619527817,0.479997932911,1.93928134441,2.19203925133,0.0228616446257,-0.695250928402,-0.355415046215,0.157399997115
466,0.640375614166,0.201518505812,0.158715933561,0.640200018883,0.571900010109,0.357547074556,1.47239995003,-0.485949873924,0.831295907497,0.464655131102,0.00207185745239,0.398234903812,1.03471827507,0.564997911453,-0.241834431887,0.632964372635,0.45554369688,0.202731713653,0.111239187419,1.21358239651,0.210129737854,0.0857977867126,-0.755593538284,-1.58673644066,-1.02403497696,-0.199340701103,-0.464500010014
6009,-0.00344671308994,-0.212814718485,-0.368521243334,-0.362300008535,0.376300036907,0.791689872742,0.50284999609,0.635923862457,-0.585169434547,-0.977951407433,0.946901857853,-0.35109347105,-0.269863426685,-0.244501844049,-1.05669593811,-0.221446216106,-0.80913323164,-0.777692675591,0.230495199561,-0.812646448612,0.180783003569,-0.18588411808,-0.329939216375,0.854326248169,0.729113399982,-0.361097306013,-0.810649991035
2309,-0.610508799553,0.42032378912,0.588341355324,-0.125549986959,-0.141850009561,-0.0392960309982,0.184249997139,0.0582151412964,-0.320464968681,-1.39080047607,-0.524212241173,0.693121254444,0.0222921594977,-0.311672121286,0.153198957443,-0.292425870895,-0.616629004478,-1.91048884392,-1.05770576,-0.150107011199,-0.211367249489,-0.147230222821,-0.792338550091,0.956405937672,0.0686923265457,1.46090221405,2.34245014191
387,-0.990086615086,-0.290175050497,-0.303104639053,-0.661450028419,-0.546749949455,-1.30364990234,-2.55434989929,-2.25647830963,-1.94151496887,-2.13973903656,0.581993997097,-0.538615524769,-2.07108283043,-0.189733400941,-0.432817548513,-0.37603032589,-0.223774850368,-0.934677302837,0.235155791044,0.165647834539,1.11478435993,-0.29670587182,-0.320905864239,-0.418528407812,0.989223122597,-1.56818664074,-1.57560002804
3553,-0.0113135576248,-0.266947358847,0.739739537239,-0.326250016689,0.704699993134,1.77483773232,0.452849984169,1.09488201141,0.826241493225,1.44898819923,0.851666331291,1.69063735008,0.511049926281,0.168046474457,0.837799727917,-0.246310502291,0.302017956972,0.24527862668,0.151252642274,-0.0152005553246,0.842306673527,0.0308365225792,-0.0546802394092,-0.547613859177,-0.100326031446,1.0516834259,0.583799958229
427,-0.0878764092922,0.580455541611,0.518903851509,-0.129150003195,0.505600035191,1.47807610035,0.418250083923,0.971306562424,0.580559194088,0.797121047974,0.776835501194,0.80261027813,-0.477342903614,1.66955792904,2.59136104584,0.408145964146,0.3509786129,2.13745379448,1.01744961739,-0.233065038919,-1.33451986313,0.13883253932,-0.661770761013,-0.845676183701,-2.28828549385,0.538871645927,0.723500013351
5898,0.408635228872,0.571736752987,1.01426959038,-0.357800006866,-1.10300004482,-0.640997827053,-1.10819995403,0.704664468765,1.76974344254,-1.04907333851,0.102155335248,-0.342692404985,1.18909418583,-1.15614140034,1.34442520142,-0.834045648575,-0.600000977516,2.71369028091,2.477247715,-0.720403313637,-1.30852615833,-0.516391456127,-0.569352388382,-1.39151000977,-0.0156303197145,-0.707263827324,-1.06299996376
23365,0.659708201885,0.817070186138,0.210396796465,-0.564399957657,-0.269150018692,-0.43507656455,-1.85240006447,0.228773340583,-0.466705024242,0.604220688343,-0.0963037833571,0.262077450752,-0.0147062521428,-0.196277216077,0.622420430183,-0.581366419792,-0.937535226345,0.781997561455,1.08137965202,0.693409502506,0.341493964195,0.00280407071114,-0.645481467247,0.0933431684971,0.604751884937,-0.0693486705422,-0.953099966049
6657,-0.372536301613,-0.701527357101,0.643596947193,0.789000034332,1.6398499012,1.78134691715,0.0866000056267,0.819874346256,1.61050152779,1.35552275181,1.12908434868,0.143405884504,1.45748746395,0.422643214464,0.422936797142,1.25688683987,1.96669578552,-0.00708404183388,-0.102789908648,0.141280055046,0.427434116602,0.259961605072,0.600232064724,0.119310736656,-0.375694453716,1.58457899094,0.754299998283
5054,0.155301004648,-0.488404631615,-0.296801269054,0.313799977303,-0.969049990177,-1.18972659111,0.747799992561,0.616783857346,-0.217042505741,0.492710292339,-0.641560256481,-0.196620181203,3.48667812347,-0.68323892355,-0.277759969234,-0.155844688416,-0.114012144506,-0.416292279959,-0.0891764387488,0.0140551626682,-0.151459008455,0.627069234848,0.851126909256,0.20334610343,0.204142972827,0.336802452803,-1.56710004807
3108,-0.216435134411,-0.75830411911,0.2088547647,3.96794986725,-0.504450023174,0.0579780973494,0.00940001010895,0.161125779152,-0.12370339036,0.100927911699,0.540577590466,-0.431260317564,0.293157637119,-0.925721287727,-0.339570373297,1.63466012478,4.18571186066,0.828337788582,0.84777033329,0.630106806755,1.32182312012,0.539232730865,1.507594347,1.17766571045,0.24420966208,1.41315603256,1.66394996643
1950,0.283549785614,0.891778051853,0.49194547534,2.09850001335,0.186999991536,0.13178062439,3.00115013123,2.37261462212,1.42547488213,1.5959597826,0.383580237627,0.104627855122,-0.745837748051,0.209977835417,0.921544790268,0.631538808346,0.13804975152,0.46250769496,0.140915989876,-0.321773469448,-0.021655112505,-0.72987473011,-0.0915243178606,0.801257491112,0.0092448592186,1.84274697304,1.83114993572
351,0.729327380657,0.385745465755,0.302994191647,0.106749981642,0.226300001144,0.459958463907,1.5040999651,0.902315616608,0.602663516998,1.55756139755,1.10171401501,-0.242992982268,0.341031491756,0.163751408458,0.354672372341,-1.0877301693,0.451924562454,-0.735638201237,-0.0800918787718,-1.09384715557,-1.74274563789,-1.75045776367,-1.46768116951,-0.566779375076,-1.48696422577,0.295185595751,1.64219999313
4846,0.502655386925,0.241117358208,0.696399211884,-0.330700039864,1.52084994316,-0.00204654037952,0.927899956703,1.55553686619,1.21148812771,0.417268157005,0.785461068153,-0.1099383533,-0.0940841808915,0.723444640636,0.518727183342,-0.579843401909,-1.06168472767,-0.199646383524,-0.675728678703,0.171354085207,0.886966347694,-0.0967741161585,-0.532555639744,0.440387308598,0.492678552866,1.44756996632,1.53904998302
1452,0.5841127038,-0.075561851263,0.912240922451,-0.18489998579,0.558099985123,-0.364207267761,-1.07114994526,0.217178702354,-0.876316845417,-1.91874957085,0.544359862804,0.104039400816,-1.07614803314,0.0584933906794,1.06772732735,-0.630835175514,-1.03333044052,-0.461031675339,-0.446825355291,-0.814556956291,-1.12904667854,-0.578869581223,-1.28578197956,0.541751503944,-0.479885876179,0.0409800708294,-3.90159988403
4776,0.855288743973,1.70195662975,0.84803301096,1.13705003262,-0.351300001144,1.46187901497,1.31454992294,0.780073881149,1.70640432835,2.75445747375,1.71356213093,0.281527519226,1.68399345875,0.339172661304,0.564984917641,-0.0290457904339,0.951012372971,0.259517133236,-0.329775869846,0.05308380723,0.866669118404,0.77790415287,0.844950377941,0.500111818314,0.359825819731,0.879051148891,0.425500005484
6908,0.479105472565,-0.187942281365,1.68582689762,0.367850005627,0.00659999251366,-0.533880352974,0.375150024891,1.23635315895,-1.16939342022,-1.51719117165,0.835933923721,0.852270722389,-0.113488122821,0.850979149342,-0.708403229713,1.10859513283,-0.0768244862556,0.479233831167,-0.141426876187,1.06651473045,-0.773934304714,-0.334142893553,-0.993282496929,1.31064152718,3.14485144615,0.460233777761,0.527500033379
672,-0.224048018456,0.502526283264,1.06071472168,0.104399994016,-0.0307500008494,0.414713919163,-0.838600039482,-0.0281383544207,0.0669852495193,-0.838977098465,0.656220376492,-0.721263647079,1.45803630352,0.161233991385,1.87271988392,0.0344985425472,0.486415356398,0.40894344449,-0.281057655811,0.18431507051,-0.154891937971,-0.617516875267,0.333538711071,0.513762593269,0.878009080887,1.97670328617,0.743799984455
5710,-0.631307840347,-0.637940406799,0.838621020317,-0.427799999714,-0.542499959469,-0.941439926624,-2.18484997749,-0.627489805222,-0.816149294376,-0.510136365891,0.27212023735,-0.495277017355,-0.0283423550427,0.2690538764,-0.859713792801,0.367281675339,-0.430839180946,-0.594912648201,0.0679059252143,0.137080281973,-0.97457253933,-0.0450104176998,-1.0522865057,0.00290840864182,1.06510210037,-1.57157492638,-2.39359998703
2115,-0.326844334602,-0.202759161592,0.741795599461,-1.21264994144,-0.238249987364,0.270921230316,1.29515004158,-0.0418839789927,-0.778022050858,-0.0440540164709,0.197030976415,0.297356754541,-0.496078252792,-0.389596611261,0.850271344185,0.168274655938,2.0802693367,-0.384389817715,0.25154209137,0.256142407656,0.163976162672,-0.935546755791,-0.451004683971,1.10598742962,0.291412353516,0.198273926973,0.199550002813
7015,-0.163430735469,0.65698158741,-0.0636837780476,0.235049962997,0.374850004911,2.97925281525,2.77125000954,1.17383694649,1.54903447628,2.00552558899,-0.292829036713,-0.0217842310667,1.98563981056,-0.00969645380974,0.143913954496,0.510490715504,0.105856485665,0.143514975905,0.404718875885,0.141573816538,0.720794081688,-0.542897760868,-0.41923815012,1.48796093464,0.193449616432,1.34106445312,1.30849993229
8726,-0.102421656251,-1.57314479351,1.04536747932,-0.19494998455,1.29640007019,0.0593221671879,-0.242049992085,-1.25418925285,-0.954564988613,-1.47937464714,0.438184350729,-0.0311253964901,-0.0442628897727,-0.535600543022,0.207622006536,0.457245379686,0.593243777752,-0.337726861238,0.492707788944,0.808424472809,0.519102156162,-1.30911052227,-0.932838022709,-0.32517889142,0.204816758633,0.605301618576,0.234799996018
2185,0.501266479492,1.79883527756,0.556381106377,0.380149960518,1.06835007668,3.18904304504,-0.596799969673,2.22299146652,1.26079046726,1.75356471539,1.32170248032,-0.287675321102,1.03354048729,0.0651224181056,0.996447086334,1.10899150372,0.761134028435,0.36780461669,1.44499123096,0.186207413673,1.28004980087,-0.904407024384,0.162463918328,0.0265556238592,-0.121859535575,1.13088643551,1.29519999027
