rid,DOS021_VCAP_24H:BRD-K90136643-001-01-9:5,DOS044_A375_24H:BRD-K90136643-001-01-9:5
5720,-0.495249986649,-0.398149996996
466,-0.526250004768,0.399149984121
6009,-0.0979999899864,-0.763549983501
2309,0.157299995422,1.73905003071
387,-0.225249990821,-0.170000001788
3553,-1.17630004883,-0.620999991894
427,-0.204850003123,-0.980100035667
5898,0.128350004554,-0.103100001812
23365,-0.320300042629,-1.00165009499
6657,0.213050037622,-0.207350000739
5054,-0.187800005078,-0.0164000093937
3108,0.293749988079,0.487199991941
1950,-0.480000019073,1.11915004253
351,0.371050000191,0.829699993134
4846,-0.324250012636,-5.0967001915
1452,-1.00594997406,0.706799983978
4776,4.2376999855,-0.0298999994993
6908,-0.505150020123,-0.0441000014544
672,-1.06624996662,0.172199994326
5710,-0.0185000002384,-0.334649980068
2115,1.07005000114,-1.07465004921
7015,4.01834964752,-0.038149997592
8726,-0.773750007153,0.17634999752
2185,0.628749966621,-0.570649981499
3315,0.579349994659,1.31760001183
5289,-0.23449999094,-1.12290000916
868,-0.260399997234,0.100600004196
1677,-0.7445499897,-0.673950016499
7043,-0.300300002098,-1.05359995365
5613,-0.278750002384,-0.632899999619
595,-0.489050000906,0.98140001297
4793,-0.150600016117,1.71340000629
2736,-0.30214998126,-1.08859992027
5290,-0.570200026035,1.33184993267
6194,0.289350003004,0.000300000014249
1676,-0.309249997139,-0.939499974251
23512,-4.92350006104,0.251650005579
148022,-0.211349993944,-0.0285499989986
1906,-0.539499998093,0.207199990749
8878,-0.162000000477,-0.150449991226
3091,-0.413399994373,-0.90364998579
5743,-1.4620000124,0.467700004578
5321,-0.157049998641,0.270399987698
4144,-0.213049992919,0.599599957466
1981,-1.19539999962,-0.446200013161
695,-0.530049979687,-0.491149991751
10398,-0.332749992609,0.0118000023067
5708,-2.04789996147,-0.541700005531
1213,-4.43545007706,0.0856000036001
226,-0.248750030994,0.0562999844551
6777,-0.0338499993086,0.248899996281
2113,0.174950003624,-1.22249996662
3329,-0.403949975967,-0.379399985075
1050,-0.660650014877,-0.178149998188
9491,-0.496249973774,0.311500012875
22926,-0.0344500094652,-2.69374990463
5899,0.522499978542,2.35505008698
5467,-0.467600017786,-1.04554998875
6774,-0.467649996281,-0.0376999974251
1788,-0.0273000001907,-0.820850014687
5921,-0.296949982643,0.190549999475
5721,-1.25344991684,0.422349989414
2263,4.38364982605,1.64324998856
808,0.452849984169,1.34280002117
30001,-0.775749981403,1.4021999836
348,0.121299996972,-0.180850028992
30849,3.46624994278,0.00794999301434
1454,0.485449999571,-0.736999988556
6500,-0.766049981117,-0.775099992752
5627,-0.599599957466,-5.36390018463
5715,-0.0895499959588,0.991600036621
4791,0.608500003815,-0.32699996233
56924,0.430000007153,0.0569500029087
2690,2.94204998016,-0.14050000906
1019,-0.179350018501,0.350899994373
51422,-0.583400011063,1.11175000668
5788,0.681349992752,-0.569100022316
6709,-0.150849997997,0.604199945927
1277,-0.455500006676,1.81980001926
993,0.247799992561,-0.774100005627
7157,-0.506900012493,0.325199991465
1958,0.80505001545,0.710150003433
4582,-0.265100002289,-0.403499960899
9212,-1.05454993248,-0.954050004482
8440,-0.576550006866,0.00194999948144
6790,-0.718649983406,-0.134050011635
8851,-0.941999971867,0.510500013828
2534,0.0175499916077,0.243200004101
4893,0.172799989581,-0.681249976158
665,0.239349991083,-0.282250016928
4313,-0.057399995625,-1.02300000191
1022,-0.0736499875784,-0.174699991941
5880,-0.311899989843,0.266900002956
3162,-0.354799985886,-0.261500000954
1282,1.27009999752,-0.116100013256
3383,-0.145799994469,2.23285007477
727,-0.185350030661,0.539849996567
4792,0.300800025463,-0.0177999958396
4794,-0.104699991643,-0.671199977398
902,-0.501850008965,-1.22915005684
8091,-0.412949979305,0.126649990678
3486,0.0897500067949,-1.32255005836
10818,0.929300010204,-1.26585006714
3454,0.412200003862,0.136649996042
4282,-0.31194999814,-2.19784998894
1605,0.423449993134,-0.21930000186
10644,0.109700009227,-0.425549983978
2065,0.0867999792099,0.152899980545
8321,-0.163599997759,-0.103850007057
8503,-0.435900002718,-0.691249966621
7027,-1.22909998894,0.0313999950886
6850,0.668100059032,-0.386350005865
1978,-1.02635002136,-0.295549988747
896,-0.911199986935,0.0245999991894
5777,0.909350037575,-0.136700004339
1846,-0.328099995852,-0.306900024414
5925,-0.34969997406,0.0421500019729
142,0.415950000286,-3.15359997749
1021,-0.133799999952,1.63805007935
5699,0.262600004673,-0.057549983263
8061,-0.165749967098,0.725199997425
1870,-0.167049974203,0.691100001335
1398,-0.30655002594,0.119650006294
3312,-0.263900011778,-0.900449991226
891,-0.86234998703,0.224150002003
4775,-0.333649992943,-0.501649975777
5111,-0.355100005865,0.141149997711
5696,-0.119199991226,0.241349995136
5588,-0.260250002146,0.948949992657
6839,-1.02670001984,0.46819999814
329,-0.0782499983907,-0.146400004625
5058,0.168049991131,-0.177599996328
998,-0.529500007629,-0.972750008106
9134,-0.485749989748,-0.100050002337
6616,0.227300003171,1.6059499979
5223,-0.195549994707,-0.272599995136
4690,-0.878350019455,-0.706300020218
958,0.0446000024676,0.0622500181198
1616,-0.0440999865532,-0.669049978256
991,0.0,-0.00130000000354
6347,-1.27690005302,1.73284995556
6714,0.284250020981,0.48474997282
652,-0.405449986458,0.017849996686
4331,-0.402100026608,-1.23265004158
7099,2.95325016975,-0.274850010872
10320,4.05795001984,-1.02090001106
2042,-0.907949984074,0.0853500068188
843,0.0317499935627,0.585550010204
840,-0.240649998188,0.0819500088692
7048,4.74840021133,-0.0453000068665
4851,-0.183050006628,-0.354799985886
6464,-0.486200004816,0.447500020266
23410,5.625,-1.08810007572
54205,-0.214749991894,0.662450015545
2770,0.722100019455,-0.267850011587
80204,-1.15805006027,-1.1032500267
4208,-1.39109992981,-0.591549992561
1845,0.0551499985158,-0.82080000639
23368,-0.767300009727,1.63529992104
5583,0.00984999537468,0.792600035667
8900,0.441200017929,-0.362550020218
581,0.723299980164,-1.24024999142
6193,-0.52689999342,-0.0424500107765
6622,-0.325900018215,-1.52980005741
11261,5.13215017319,-0.0794500038028
6696,-0.138950005174,0.13259999454
8312,-0.986949980259,3.50675010681
835,-0.505999982357,0.322650015354
8324,0.184349998832,0.393999993801
1848,-0.690600037575,0.19825001061
154,-0.182450011373,-0.269600003958
4312,-0.529449999332,0.88605004549
994,0.939400017262,0.418700009584
2048,0.261750012636,0.000900000333786
1111,1.04955005646,-0.00394999980927
5154,-0.451050013304,-0.501550018787
2920,0.61185002327,0.0363500006497
3122,0.448449969292,0.240149989724
2769,0.564350008965,1.5841999054
5900,0.443450003862,-3.81350016594
6304,-1.53344988823,0.524399995804
5211,0.829149961472,-0.52380001545
2886,0.337400019169,0.492300003767
9261,-1.10164999962,0.809849977493
8569,0.0235000029206,0.345950007439
3303,-0.023099988699,0.0377999953926
5331,0.504849970341,1.85204994678
5347,-0.735150039196,-0.799499988556
4638,0.0148999989033,0.0956000089645
2264,-0.0987499952316,-0.565500020981
1029,-0.984200000763,-0.176999986172
1027,-2.39020013809,-0.580950021744
