rid,KMS002_NOMO1_6H:BRD-K12683773-300-02-1:10,KMS002_NOMO1_6H:BRD-K12683773-300-02-1:3.33,KMS002_NOMO1_6H:BRD-K12683773-300-02-1:1.11,KMS002_NOMO1_6H:BRD-K12683773-300-02-1:0.37,KMS002_NOMO1_6H:BRD-K12683773-300-02-1:0.12,KMS002_NOMO1_6H:BRD-K12683773-300-02-1:0.04,KMS002_NOMO1_6H:BRD-K12683773-300-02-1:0.01,KMS002_NOMO1_6H:BRD-K12683773-300-02-1:0,KMS002_NOMO1_24H:BRD-K12683773-300-02-1:10,KMS002_NOMO1_24H:BRD-K12683773-300-02-1:3.33,KMS002_NOMO1_24H:BRD-K12683773-300-02-1:1.11,KMS002_NOMO1_24H:BRD-K12683773-300-02-1:0.37,KMS002_NOMO1_24H:BRD-K12683773-300-02-1:0.12,KMS002_NOMO1_24H:BRD-K12683773-300-02-1:0.04,KMS002_NOMO1_24H:BRD-K12683773-300-02-1:0.01,KMS002_NOMO1_24H:BRD-K12683773-300-02-1:0,KMS002_THP1_6H:BRD-K12683773-300-02-1:10,KMS002_THP1_6H:BRD-K12683773-300-02-1:3.33,KMS002_THP1_6H:BRD-K12683773-300-02-1:1.11,KMS002_THP1_6H:BRD-K12683773-300-02-1:0.37,KMS002_THP1_6H:BRD-K12683773-300-02-1:0.12,KMS002_THP1_6H:BRD-K12683773-300-02-1:0.04,KMS002_THP1_6H:BRD-K12683773-300-02-1:0.01,KMS002_THP1_6H:BRD-K12683773-300-02-1:0,KMS002_THP1_24H:BRD-K12683773-300-02-1:10,KMS002_THP1_24H:BRD-K12683773-300-02-1:3.33,KMS002_THP1_24H:BRD-K12683773-300-02-1:1.11,KMS002_THP1_24H:BRD-K12683773-300-02-1:0.37,KMS002_THP1_24H:BRD-K12683773-300-02-1:0.12,KMS002_THP1_24H:BRD-K12683773-300-02-1:0.04,KMS002_THP1_24H:BRD-K12683773-300-02-1:0.01,KMS002_THP1_24H:BRD-K12683773-300-02-1:0
5720,0.170222312212,-0.176107198,-0.994670033455,-0.565860152245,-0.3289090693,-0.76743721962,-0.903363883495,-0.760473430157,0.348576724529,0.150763973594,-0.00518887490034,0.146811455488,0.35841101408,-0.47606498003,-0.933099210262,-0.252463757992,-0.0576785281301,0.0275115221739,0.641471028328,-0.45639115572,0.83203971386,0.326965749264,0.758161127567,-0.686763226986,-2.47338485718,0.423884391785,-0.939816534519,0.415497899055,0.278320014477,-0.498446285725,-1.26410460472,0.627285480499
466,-0.0588448047638,-0.417520076036,-1.02662909031,-0.555155992508,0.36173158884,0.385325580835,0.294359892607,0.270701289177,-0.835983872414,-0.540726959705,-0.51705956459,0.234570547938,0.252922952175,-0.191415503621,-0.0910843983293,0.308791488409,0.433831840754,0.48978433013,-0.0915693193674,0.105426244438,0.212898880243,-0.565303325653,-0.485314697027,0.152034968138,-0.296224504709,-0.240762159228,-0.475256741047,-0.033809453249,-0.749012887478,0.229109451175,-0.898981690407,-1.54815256596
6009,1.52458643913,-0.620026290417,-0.79185205698,-0.867052197456,-0.9522742033,0.184472084045,-0.952998936176,-0.921233654022,-0.225735336542,0.468293368816,-0.531470477581,0.739807248116,0.261740148067,-0.44237408042,0.052756100893,0.140451818705,0.542743086815,-0.152968585491,0.493990063667,-0.160200297832,-0.509426653385,0.398544490337,0.229623928666,-1.20924770832,-0.893053770065,-0.547491312027,0.188023418188,-0.557845592499,-0.551002979279,-0.0878033041954,-0.152845233679,0.409918040037
2309,3.09100317955,0.395648300648,0.294355332851,0.032226704061,0.271608710289,0.460402786732,1.04581844807,0.873339831829,0.581969559193,0.306047618389,0.449381500483,0.518981695175,0.888858735561,0.64888638258,0.836221694946,1.25488090515,0.99613904953,0.447040379047,0.197077006102,-0.170833200216,0.402287900448,0.631369709969,0.372047662735,0.919026196003,-1.34426760674,-1.17731750011,-0.753798305988,-0.703802525997,0.122860610485,0.272549301386,-0.129483446479,0.980075359344
387,-0.306801021099,-0.108665257692,-0.273236274719,-0.415289342403,-0.278017044067,-0.28884935379,-0.470345675945,-0.814899563789,-0.281580507755,-0.01088392362,-0.721084117889,-0.0957625806332,0.49984484911,0.0304903201759,-0.36595454812,0.202700465918,-0.319513559341,0.0722784548998,0.280800610781,-0.12040361762,0.4458578825,-0.293841838837,-0.486919045448,-1.34481406212,-1.77903676033,-0.420174449682,-0.62748670578,0.0517975538969,-0.193244501948,-0.781629025936,-0.554961383343,-0.339274525642
3553,0.823530614376,0.235564529896,0.395347326994,0.0867663025856,0.488241195679,0.719350337982,0.0807513669133,-0.590716660023,-0.299225151539,-0.766267776489,-0.539977729321,-0.5720089674,-0.44021821022,0.264508754015,0.362206369638,-0.120414078236,0.681539177895,-0.0803204476833,-0.165272787213,-0.617689073086,-1.09183454514,-0.0115554481745,-0.511340856552,-0.479248017073,1.23747634888,0.256942629814,0.104116030037,-0.0714898556471,0.057838767767,-1.04512107372,0.305739015341,-0.502421200275
427,-0.749593138695,-0.443626910448,-0.584414124489,-0.306306183338,0.00526543706656,0.0175242722034,0.312185496092,-0.528215229511,-0.447037220001,-0.754218280315,-0.112981647253,-0.361794084311,0.00835245475173,-0.500123262405,-0.39466625452,0.0456707552075,-0.694617986679,-0.205900102854,-0.907453179359,-0.560464441776,-1.26825761795,-1.09942126274,-1.7449105978,-1.34093666077,-0.0929052457213,-0.134108364582,0.320295453072,0.724443912506,0.107820093632,0.776583552361,1.94020366669,-0.722618103027
5898,-0.221377387643,-0.234459906816,-0.014410994947,0.439653158188,0.563915967941,1.15966749191,0.796919465065,1.10105538368,0.000186268240213,-0.449822187424,0.25901851058,-0.624622285366,-0.113100886345,-0.27895501256,-0.330946743488,0.197365313768,0.652568459511,0.161132246256,-0.715256273746,-0.0991872698069,-0.556636095047,-0.131373763084,0.712688803673,0.70433807373,0.806310653687,0.176425904036,-0.637912154198,-0.568626523018,0.238071411848,1.19978475571,0.218747675419,-0.818753421307
23365,0.888586401939,0.741126537323,0.448480248451,0.555840790272,0.559463918209,0.506230413914,0.293713152409,-0.285786151886,0.756652057171,0.756491422653,0.513459742069,-0.053899154067,-0.312607228756,0.579181790352,0.156527906656,-0.15979680419,0.946949422359,2.44909977913,-0.285217702389,-0.711097478867,-0.134039267898,0.280477434397,-0.425732553005,-0.0255564562976,0.966673672199,-0.294977337122,-0.407549113035,0.328096985817,0.158190697432,-0.635916590691,0.992993354797,-0.333464056253
6657,0.904656589031,0.553959727287,0.841167151928,0.901916623116,-0.195804655552,0.5524122715,0.108474820852,0.179297029972,0.363940954208,-0.514209210873,0.414251416922,0.0363022014499,-0.909283101559,0.222364455462,0.672093331814,-0.0728760436177,0.782083630562,0.330367028713,-0.280676811934,-0.284764707088,-0.962848424911,0.431986093521,0.421438902617,0.263844937086,2.4529466629,0.711178064346,0.671611130238,-0.727940380573,-0.322200655937,-0.181060597301,0.444656610489,0.0607540048659
