rid,DOS002_VCAP_6H:BRD-K88822846-001-01-3:5.05,DOS002_VCAP_24H:BRD-K88822846-001-01-3:5.05,DOS032_A549_24H:BRD-K88822846-001-01-3:5.05,DOS032_HT29_24H:BRD-K88822846-001-01-3:5.05,DOS032_MCF7_24H:BRD-K88822846-001-01-3:5.05,DOS032_PC3_24H:BRD-K88822846-001-01-3:5.05,DOSBIO001_A375_24H:BRD-K88822846:10.1074,DOSBIO001_A549_24H:BRD-K88822846:10.1074,DOSBIO001_HT29_24H:BRD-K88822846:10.1074,DOSBIO001_MCF7_24H:BRD-K88822846:10.1074,DOSBIO001_PC3_24H:BRD-K88822846:10.1074,DOSBIO001_NEU_24H:BRD-K88822846:10.1074,DOSBIO001_NPC_24H:BRD-K88822846:10.1074
5720,-2.30620002747,-0.704744338989,0.913050055504,1.01855003834,0.760042667389,-0.467349976301,-2.80697751045,0.0566210150719,-0.880690157413,-2.9959526062,-3.43095755577,0.978799939156,1.67898619175
466,-0.400449991226,-0.218257829547,-0.52144998312,0.754050016403,0.600148975849,-0.316100001335,-3.20093870163,-0.340126365423,-0.959255874157,-0.794383883476,-0.877971172333,-4.11574983597,-1.20709180832
6009,2.72044992447,-0.0799302682281,-1.29550004005,1.03159999847,0.464903175831,-0.760699987411,2.75823307037,0.865497112274,1.23312008381,1.40712893009,3.17152881622,-0.315850019455,0.726945459843
2309,-0.0393000245094,0.335206389427,-1.52075004578,-0.0269000008702,0.60843193531,-0.290349990129,0.808841705322,0.717666208744,0.15475396812,-0.215445935726,-0.257290154696,-1.04980003834,3.0742995739
387,-0.219250008464,0.0851535797119,-4.27134990692,-0.020350009203,-0.791668057442,-1.39839994907,2.26758217812,1.46141791344,0.421078890562,3.79484462738,3.96511292458,0.00495000183582,3.32369995117
3553,-0.292849987745,-0.0655122101307,-0.343449950218,-0.915699958801,0.200335592031,-0.701099991798,0.10704895854,-0.700900673866,0.0792628973722,0.265397280455,0.565950512886,0.175000011921,0.759485781193
427,0.41400000453,-0.00488843023777,0.402849972248,0.103150010109,-0.216891407967,-0.596199989319,-0.698124647141,0.489170610905,-0.343044102192,-1.0792620182,0.249082028866,-0.272749990225,-0.197724327445
5898,-0.437049984932,1.16675984859,-1.63715004921,0.0156500004232,-0.694964528084,-0.401749998331,1.0271859169,-0.181049779058,0.64464700222,0.235869333148,0.376642644405,-0.502349972725,-0.406938970089
23365,-0.529100000858,-0.437032341957,1.0598000288,-0.571050047874,-0.0899107977748,-1.01750004292,1.1728913784,-0.424112737179,-0.571743786335,-1.35326087475,2.36146712303,-0.755149960518,0.721008181572
6657,-0.437600016594,-0.48348352313,-2.07850003242,-0.71430003643,0.358707785606,1.29879999161,-0.84242773056,0.550880491734,3.67545461655,0.765215039253,-0.490883201361,0.0189999938011,-1.96020758152
5054,-1.21494996548,0.03848695755,0.46149995923,-0.66295003891,-2.44210863113,-0.329050004482,1.12814819813,-0.695170164108,-0.101098418236,-0.769672572613,-0.569663107395,0.644100010395,-0.613195836544
3108,-0.794049978256,0.984727978706,0.574649989605,0.263199985027,1.56712687016,-5.48215007782,1.65572202206,1.45324635506,1.25804114342,3.55369782448,3.08336806297,0.823199987411,-0.438476711512
1950,0.790750026703,0.0945423543453,0.288850009441,0.516200006008,0.732733607292,-0.101150006056,0.805612564087,0.173162281513,1.1067751646,-0.77237868309,-1.58808040619,1.22514998913,0.433682471514
