rid,CPC011_A375_6H:BRD-K82143716-001-13-2:10,CPC011_A549_6H:BRD-K82143716-001-13-2:10,CPC011_A549_24H:BRD-K82143716-001-13-2:10,CPC011_HA1E_6H:BRD-K82143716-001-13-2:10,CPC011_HT29_6H:BRD-K82143716-001-13-2:10,CPC011_MCF7_6H:BRD-K82143716-001-13-2:10,CPC011_MCF7_24H:BRD-K82143716-001-13-2:10,CPC011_PC3_6H:BRD-K82143716-001-13-2:10,CPC011_PC3_24H:BRD-K82143716-001-13-2:10,CPC011_VCAP_6H:BRD-K82143716-001-13-2:10,CPC011_VCAP_24H:BRD-K82143716-001-13-2:10,CPD003_MCF7_6H:BRD-K82143716-001-11-6:10,CPD003_MCF7_24H:BRD-K82143716-001-11-6:10,CPD003_PC3_6H:BRD-K82143716-001-11-6:10,CPD003_PC3_24H:BRD-K82143716-001-11-6:10
5720,-0.168974161148,-2.25166845322,-1.49773097038,-0.743250012398,0.397500514984,-1.56344997883,0.871600031853,-2.68439602852,0.0206295698881,-0.646029055119,-1.7314261198,-0.237049996853,0.875327944756,0.778625130653,0.337949991226
466,-0.141443088651,-0.0960240364075,-1.74123764038,0.096549987793,-0.646742343903,-0.475749969482,0.372650027275,0.531217873096,-0.753203749657,0.131462782621,0.429566979408,-0.3424000144,0.70058453083,0.717504620552,0.490750014782
6009,0.76368188858,1.27716135979,0.14960129559,0.284250020981,0.639555811882,-0.137099996209,0.209399998188,-0.411246478558,-0.465590834618,0.993403196335,0.573152244091,-1.36129999161,0.049872122705,-0.160906478763,-0.265249997377
2309,-0.314035922289,-0.793540298939,-0.781180918217,0.248699992895,0.536962747574,0.145550012589,0.021099999547,-0.0802758336067,-0.206996321678,2.71585321426,0.100510120392,-1.23434996605,-0.229507684708,0.119926303625,1.18725001812
387,0.634269595146,2.68683719635,0.922542870045,1.03964996338,0.480177044868,1.09710001945,0.41605001688,0.244942888618,-0.482798874378,1.61672925949,2.57527685165,-0.09865000844,-0.487020343542,0.0368535369635,-0.289099991322
3553,-0.839758813381,-0.415340006351,0.484950304031,-0.312550008297,-0.876263260841,-0.325199991465,-0.154499992728,0.144923716784,-0.108533747494,-0.0529454164207,0.171405822039,1.64459991455,-0.164884090424,-0.0156405717134,-0.282700002193
427,0.0073232576251,-0.0952094197273,0.533399343491,-0.481849968433,-1.78320896626,-0.483399987221,0.159299999475,0.79906308651,1.74198508263,0.0951375067234,0.44697958231,0.460799992085,0.516635775566,-0.263811796904,0.901950001717
5898,-1.34801888466,0.467145621777,-1.5926066637,-0.411650002003,-0.744367957115,0.476049989462,0.28125,0.0325320512056,-0.289415568113,0.24384650588,1.72653865814,0.198600009084,0.468389868736,0.506801128387,0.46819999814
23365,0.369201600552,0.237118661404,-0.335138261318,-0.598299980164,-0.812973022461,0.658450007439,-0.789950013161,1.46799325943,-0.0382968857884,-0.775814890862,0.0955226123333,0.627349972725,-0.381712526083,-0.750952541828,-0.56844997406
6657,1.66353106499,-1.33885896206,0.138125225902,-0.132650002837,-0.651136934757,-0.787649989128,2.48849987984,-0.433784395456,-0.52302980423,-0.353675127029,0.28073695302,2.50425004959,-1.35323286057,-1.0396283865,-0.22674998641
5054,-0.748369216919,-1.3658311367,0.194890871644,-0.0837500020862,-0.1304436028,0.592000007629,-0.627650022507,0.726376891136,0.414782106876,-0.240110963583,-0.000641115009785,2.11115002632,0.475376188755,0.266215920448,-0.107600003481
3108,0.400005936623,2.3351995945,0.65484559536,1.58730006218,-0.094475954771,-1.28499996662,-0.178350001574,-0.367264211178,-0.709741532803,0.413366794586,2.22680497169,-0.0769999921322,-0.912085950375,-0.299943655729,0.967299997807
1950,-0.321830272675,-0.609011650085,0.391007333994,0.19760003686,-0.472351491451,-1.39649999142,-0.240049988031,-0.397418797016,0.333222538233,-0.0565060228109,0.451137781143,0.680649995804,0.501863360405,-0.107656799257,1.17725002766
351,-0.0318995416164,-1.41879737377,-0.414438664913,-0.983799993992,-0.928220391273,-0.91320002079,-0.196799993515,-0.383285939693,0.262188881636,0.238085269928,0.441205143929,-0.587700009346,0.320672750473,-0.0621058493853,0.263250023127
4846,-0.815841913223,-0.573539733887,-2.9797744751,-0.0447999984026,-0.624967396259,-0.286350011826,-0.843699991703,0.0256743654609,0.0955620631576,-0.6672976017,-1.71440076828,-0.579200029373,0.0544012188911,-0.419905036688,-0.496100008488
1452,-0.036961004138,-1.35807216167,-1.94253754616,-1.29955005646,1.08421838284,0.0133500099182,-0.0324999988079,-0.366504400969,-0.407878249884,1.34726405144,1.95517504215,-0.227350011468,0.052217554301,0.13596123457,-1.3654499054
4776,-0.970911383629,-0.623393177986,0.784066677094,0.0534500032663,-0.829288721085,-0.289700001478,-0.209199994802,-0.00549410097301,-0.148417115211,0.0344593673944,0.08458571136,1.07995009422,-0.588479340076,-1.01031529903,-0.410049974918
6908,-0.305107742548,-0.0565147362649,-0.41123765707,0.691049993038,0.171417564154,-0.553449988365,0.641600012779,-0.151645988226,-0.0886619389057,-0.256678313017,-1.71120929718,0.120850011706,-0.290741831064,0.133330971003,0.0110999941826
