rid,DOS060_A549_24H:BRD-K11880555-001-01-4:5,DOS060_HT29_24H:BRD-K11880555-001-01-4:5
5720,-0.704200029373,0.233000010252
466,-0.698199987411,-1.14954996109
6009,-0.684149980545,-0.0164999961853
2309,0.651700019836,-0.340700000525
387,-0.421850025654,-0.179200008512
3553,0.752050042152,0.136299997568
427,-1.42725002766,0.625349998474
5898,-1.70654988289,1.1371999979
23365,-5.4076499939,0.0649999976158
6657,0.224799990654,0.326899975538
5054,-0.91755002737,0.744899988174
3108,-0.472750008106,1.14765000343
1950,1.19745004177,0.624949991703
351,-2.79449987411,0.37944996357
4846,0.329350024462,0.329400002956
1452,-1.64204990864,-0.567800045013
4776,0.651700019836,-0.308500021696
6908,-0.758050024509,0.315500020981
672,-1.48080003262,0.430950015783
5710,0.626999974251,-0.0566999912262
2115,-1.30290007591,0.238100007176
7015,0.384849995375,-0.194050014019
8726,-0.491150021553,-1.59995007515
2185,0.770699977875,-0.282999992371
3315,-0.562350034714,-0.60490000248
5289,0.292399972677,-0.226699993014
868,0.40854999423,0.117399998009
1677,1.33504998684,0.0196500010788
7043,0.813000023365,-0.65180003643
5613,0.205899998546,-0.94494998455
595,0.0471500009298,-0.100899994373
4793,0.0662999972701,-0.0758999884129
2736,0.164500027895,0.53854995966
5290,0.9728500247,0.503400027752
6194,-1.33685004711,0.0956499874592
1676,1.56225001812,-0.240700006485
23512,-0.924399971962,1.27964997292
148022,0.92509996891,0.42460000515
1906,-0.895749986172,0.120500028133
8878,-0.339149981737,-0.502900004387
3091,-1.26824998856,-0.205549955368
5743,0.000799998641014,-0.116200000048
5321,0.0610999912024,-0.0508500039577
4144,0.540399968624,0.671800017357
1981,-0.331000000238,0.507349967957
695,-1.80669999123,2.47389984131
10398,0.257700026035,1.39424991608
5708,-1.70794999599,-1.91614997387
1213,-0.532100021839,0.218600004911
226,-0.138799995184,-0.867399930954
6777,0.813600003719,-0.434750020504
2113,-1.22714996338,-0.0622500032187
3329,-0.555750012398,-0.513050019741
1050,-0.346749991179,-0.413049995899
9491,-0.160949975252,-0.58654999733
22926,-0.363549977541,-0.0102999955416
5899,0.163950026035,0.0249999761581
5467,0.0977500081062,-1.11740005016
6774,-0.857349991798,-0.516450047493
1788,0.628250002861,1.14469993114
5921,0.0970999598503,-0.0424500107765
5721,0.818050026894,-0.713900029659
2263,1.16995000839,-0.0456500016153
808,0.522650003433,0.0555000007153
30001,-0.803749978542,0.177549988031
348,-0.137700006366,1.48699998856
30849,-0.779350042343,-1.1222499609
1454,-1.09415006638,-1.90334999561
6500,-0.945100069046,-1.06260001659
5627,-0.74715000391,-1.11175000668
5715,-0.288800030947,0.00499999523163
4791,0.154299989343,0.0170499682426
56924,-0.600250005722,-0.512549996376
2690,-0.778149962425,0.0192499756813
1019,-1.33850002289,-0.368350028992
51422,0.346549987793,-0.602750062943
5788,0.529799997807,-0.360850036144
6709,-0.234350025654,-1.11899995804
1277,0.0181500017643,1.74839997292
993,0.0557500049472,-2.97924995422
7157,-0.678400039673,-1.43200004101
1958,-0.248300015926,0.29469999671
4582,-0.705550014973,1.40555000305
9212,0.759350001812,-0.848699986935
8440,-1.61474990845,0.316599994898
6790,-0.133550003171,1.31009995937
8851,0.21099999547,-0.154799997807
2534,0.0744000077248,0.828649997711
4893,-0.96975004673,-0.407550007105
665,-1.04040002823,0.658800005913
4313,1.74335002899,0.578450024128
1022,-0.404849976301,1.50909996033
5880,-1.32934999466,-0.702950000763
3162,-0.754999995232,-0.446799993515
1282,0.234400004148,2.98664999008
3383,-0.513650000095,0.0417000055313
727,-0.706050038338,-0.709650039673
4792,0.900350034237,-1.04984998703
4794,0.224000006914,-0.080000013113
902,-0.873000025749,1.05065000057
8091,-0.587549984455,0.682399988174
3486,-0.400400012732,-0.355949997902
10818,1.05554997921,0.0418500006199
3454,1.27760004997,-0.154349982738
4282,-1.88440001011,-3.55399990082
1605,-0.507849991322,-1.12534999847
10644,-0.433699995279,-1.49129998684
2065,0.35615003109,-0.0846500098705
8321,1.53795003891,-0.35070002079
8503,0.296350002289,-0.853850007057
7027,0.315999984741,0.669650018215
6850,2.00904989243,0.38789999485
1978,-0.783150017262,-0.0926999896765
896,-0.701249957085,-0.747250020504
5777,1.06819999218,0.75670003891
1846,-2.65534996986,-0.513800024986
5925,0.00990000367165,-2.58069992065
142,0.932500004768,-0.936900019646
1021,-0.338699996471,-0.807850003242
5699,-1.1739500761,-0.434850007296
8061,-0.868600010872,0.559249997139
1870,0.354149997234,-0.616299986839
1398,-0.0190999805927,-4.09205007553
3312,-0.787000000477,-0.290100008249
891,0.287149995565,-0.000849962234497
4775,0.742200016975,-0.282249987125
5111,0.275550037622,0.459999978542
5696,-0.68465000391,-0.256749987602
5588,0.729500055313,-0.841199994087
6839,-0.509750008583,0.451300024986
329,-0.966549992561,3.42129993439
5058,-2.20604991913,-0.228800013661
998,0.0537000000477,-0.20949998498
9134,-0.296700000763,0.478150010109
6616,0.269150018692,1.12740004063
5223,-0.476249992847,0.335550010204
4690,0.85614991188,0.37239998579
958,1.23475003242,0.532899975777
1616,0.538850009441,-0.222300007939
991,0.0979999899864,-5.0
6347,0.698149979115,0.677049994469
6714,0.863449990749,-0.227599978447
652,0.563799977303,-1.61175000668
4331,-1.93779993057,-1.02590000629
7099,0.581750035286,0.696900010109
10320,-0.525099992752,0.222999989986
2042,-0.138500005007,-0.839900016785
843,1.40135002136,0.893499970436
840,-0.748600006104,0.561749994755
7048,0.466099977493,0.679449975491
4851,0.110400006175,-0.3287999928
6464,0.569500029087,0.162599995732
23410,-0.379000008106,-0.275099992752
54205,-1.80785000324,0.522800028324
2770,-0.384299993515,0.558349967003
80204,0.731000006199,-2.03170013428
4208,0.191949993372,0.0384500026703
1845,-1.96385002136,-0.177799999714
23368,0.714299976826,-0.2445499897
5583,0.0435000024736,-0.14050000906
8900,1.7542001009,-0.574999988079
581,0.0294500142336,0.065800011158
6193,0.136000007391,0.409799993038
6622,0.870299994946,1.82860004902
11261,-1.40490007401,-0.133450001478
6696,-0.656400024891,-0.378349989653
8312,0.705099999905,0.748299956322
835,-0.171899989247,0.102699995041
8324,0.809199988842,1.12160003185
1848,-0.284999996424,-3.76219987869
154,-0.72570002079,-0.178599998355
4312,0.769050002098,0.369799971581
994,-0.509499967098,-1.00689995289
2048,0.645200014114,-0.233899995685
1111,-0.821449995041,-0.695950031281
5154,-0.934599995613,-1.78605008125
2920,-0.980700016022,-0.149000003934
3122,0.949250042439,0.671800017357
2769,-0.387099981308,0.0063000023365
5900,0.772099971771,2.23294997215
6304,-0.138949990273,-0.524349987507
5211,-0.944350004196,-0.964750051498
2886,1.12634992599,0.300300002098
9261,5.06419992447,1.65709996223
8569,0.014200001955,0.587750017643
3303,0.584999978542,0.0753500089049
5331,4.62144994736,-0.267549991608
5347,-0.829249978065,-1.14249992371
4638,0.270399987698,-0.955950021744
2264,1.18984997272,1.09789991379
1029,-0.683650016785,-0.861999988556
1027,-0.437700003386,-0.118700027466
2597,0.0134499967098,-1.08004999161
55847,0.124799996614,-0.486999988556
25803,0.224500000477,0.423449993134
3480,-0.056450009346,-0.876299977303
2946,0.443250000477,1.53760004044
9517,-0.335850000381,-0.297949969769
25987,-1.34109997749,-1.07264995575
23670,0.371800005436,0.449250012636
11182,-0.0340999960899,-0.584550023079
2146,-0.414350003004,-0.0335499942303
3385,-1.297549963,-0.554849982262
5261,-0.18180000782,-1.05789995193
10765,-0.894200026989,1.98659992218
25839,-2.60044980049,-0.710150003433
4172,-0.783000051975,0.422600001097
23161,0.91094994545,0.321900010109
10298,-1.34969997406,-1.74804997444
1802,0.0476500019431,-0.209849983454
58533,-0.626900017262,-1.46889996529
147179,0.905150055885,-0.536249995232
29937,-0.721549987793,0.671000003815
6184,-1.79745006561,0.43109998107
