rid,DOS055_A375_24H:BRD-K94585132-001-01-1:5,DOS055_A549_24H:BRD-K94585132-001-01-1:5,DOS055_HT29_24H:BRD-K94585132-001-01-1:5,DOS055_MCF7_24H:BRD-K94585132-001-01-1:5,DOS055_PC3_24H:BRD-K94585132-001-01-1:5,ERG012_PC3_24H:BRD-K94585132-001-01-1:10.1467,ERG012_PC3_6H:BRD-K94585132-001-01-1:10.1467,ERG012_VCAP_24H:BRD-K94585132-001-01-1:10.1467,ERG012_VCAP_6H:BRD-K94585132-001-01-1:10.1467
5720,1.16289997101,-0.131200000644,0.647286534309,0.796891212463,0.138749986887,0.0487501621246,-0.702652752399,-1.24327611923,0.668522775173
466,0.431300014257,0.310900002718,0.0737814307213,0.545194685459,0.727300047874,0.135409906507,0.800438761711,-0.997512996197,0.667206346989
6009,0.379799991846,0.238299995661,-0.425518006086,-0.206856697798,-0.865299999714,-0.547923386097,0.777171432972,-0.438067555428,0.124203115702
2309,-0.116800002754,1.12164998055,-0.519924521446,-0.182116299868,-0.516749978065,0.791680932045,0.450555890799,0.474007844925,-0.917450070381
387,2.27329993248,0.787850022316,0.219980672002,0.218383163214,0.77555000782,0.589364171028,0.0473560169339,-0.325185656548,0.121074140072
3553,-1.73210000992,-0.407699972391,0.150841087103,-0.165169581771,-0.321349978447,0.0397765934467,0.597983717918,-0.523215055466,-0.596354901791
427,0.588100016117,-1.00995004177,0.209933906794,0.194229513407,0.27120000124,0.687561929226,2.95061898232,-0.543746590614,0.175720661879
5898,-4.6873998642,-0.967750012875,0.593225836754,0.697119235992,0.851349949837,0.20147138834,-1.00408661366,-1.01231062412,0.44380658865
23365,2.64319992065,-0.81375002861,-0.0448393821716,0.812272787094,1.5490000248,1.37905836105,0.611368119717,-0.529868602753,0.343150645494
6657,0.299499988556,0.126650005579,-0.243254721165,-0.407297283411,-0.462300002575,0.442456096411,0.75634843111,0.576608836651,-0.594706535339
5054,0.0225000008941,0.187750011683,0.0939486026764,-0.311429917812,0.23734998703,0.626328229904,0.0844266563654,-0.0294348858297,-0.463145673275
3108,1.75440001488,-1.03429996967,-0.311123073101,-0.366555184126,5.35585021973,0.339161396027,0.128133878112,-0.520562827587,0.700466156006
1950,0.019999999553,-0.495549976826,0.0571111440659,-0.640914022923,-1.50480008125,0.48067265749,0.364596545696,0.342030346394,-0.376471787691
351,-0.183799996972,0.37935000658,-0.732717990875,-1.60746908188,-0.878600001335,-0.36032268405,-0.476684689522,-2.37360787392,0.541343510151
4846,0.814700007439,-0.460099995136,0.687739849091,-0.237136155367,0.666400015354,1.47233664989,0.223733857274,-0.0678973048925,1.95820319653
1452,-0.0430000014603,0.065800011158,-1.5903365612,0.81572920084,-1.27760004997,0.218766689301,-1.82833516598,-0.670239329338,0.324011862278
4776,-1.15030002594,-0.223399996758,0.771653532982,-0.453521549702,-0.0241000056267,-0.476837277412,-0.765997469425,0.0128735825419,0.0206416547298
6908,1.0896999836,0.563549995422,0.287901073694,1.59075939655,0.220249995589,0.0861499235034,0.890098333359,-0.226167857647,-0.416577607393
672,0.0724000036716,0.623800039291,0.224133476615,0.199726954103,-0.899749994278,0.0845853686333,0.506556451321,-0.0955851078033,0.675060629845
5710,0.986400008202,1.00580000877,-0.492767214775,0.422422707081,0.722400009632,-0.23298548162,-0.71136713028,-0.584285259247,0.706342220306
2115,0.627900004387,-0.619600057602,-0.250335752964,-0.651224195957,0.317499995232,0.354400545359,-0.356984078884,-0.0566153824329,0.432205110788
7015,-0.334100008011,-1.06275010109,0.184335231781,-0.922384679317,0.344799995422,-0.957350194454,1.72292137146,0.357351094484,-0.869769871235
8726,-0.0197000000626,0.0997500047088,1.68370807171,0.836908400059,0.851999998093,1.3130068779,0.0956154242158,-0.706036627293,1.06517589092
2185,-1.12860000134,-0.159699976444,0.798263072968,-0.670452773571,-0.422700017691,-0.346219480038,0.783782601357,0.706796467304,-0.394117474556
3315,-1.03639996052,0.240099996328,0.15027923882,0.0585849843919,0.261950016022,0.219493955374,-0.359925210476,0.0626844316721,-0.194288313389
5289,-0.741400003433,-4.0328001976,-0.0776963233948,-0.473428159952,-0.246250003576,-0.684486567974,0.785055458546,0.597826957703,-0.443884193897
868,0.653999984264,0.0627000033855,-0.325926959515,-0.48365098238,-1.04524993896,-0.981765627861,-0.372989267111,0.198927849531,-0.548941016197
1677,-0.451400011778,-0.89310002327,0.408945322037,-0.484314262867,0.590550005436,0.553947687149,0.923975884914,0.753865599632,0.540177941322
7043,0.150600001216,-0.425800025463,-0.777891099453,-1.05373263359,0.850600004196,-0.562514662743,-0.564776957035,0.324082136154,-0.605633437634
5613,-0.425500005484,-0.0826999992132,0.63368678093,-0.862419068813,-0.549500048161,-0.212230980396,0.292345404625,0.517624378204,-0.943387150764
595,1.13390004635,1.23574995995,1.27387094498,1.12086570263,1.18830001354,0.228961497545,-0.527857899666,0.606867790222,1.11899411678
4793,0.0129000004381,0.724049985409,-0.847424447536,-0.38219332695,0.345149993896,0.0344493575394,-1.07846045494,0.207915484905,0.20485021174
2736,-1.93640005589,-0.0595999956131,0.261800050735,-0.234998524189,-0.602400004864,-0.151181295514,-0.301447063684,-0.00733566610143,-0.333914786577
5290,-1.51119995117,0.121700018644,-0.411215424538,-0.442219942808,-1.25740003586,-0.0620272569358,0.205739453435,0.223039656878,-0.56088155508
6194,-2.47810006142,-0.00065000000177,-0.0425383001566,0.379821330309,-0.00065000000177,0.457619816065,1.06462585926,-0.349603056908,0.388040482998
1676,0.519100010395,-0.609599947929,0.0179273486137,-0.830866217613,0.207850009203,0.104414582253,0.0435819737613,0.344519913197,0.0488695725799
23512,-0.290899991989,-0.352850019932,0.485597461462,-1.31704568863,-1.18795001507,-0.653697907925,0.607223570347,-0.124005936086,0.370509445667
148022,0.623099982738,0.0166999995708,0.280254423618,-0.342380166054,0.853999972343,0.207531660795,-0.937979280949,-0.0786169469357,0.502753734589
1906,0.0046999999322,0.432949990034,-1.77586984634,-0.223085701466,-0.243050009012,0.183571785688,0.461363852024,0.561034202576,-1.03471934795
8878,0.590799987316,-0.306199997663,0.396552413702,0.835712254047,0.589800000191,-0.181671962142,-0.628478705883,-0.512475013733,0.200481772423
3091,-3.90450000763,-0.122000001371,-0.225882649422,0.727709770203,-0.940999984741,-0.279433310032,-0.205783575773,0.432338297367,0.326857745647
5743,-0.321500003338,-0.514599978924,0.644399046898,-0.865153968334,-0.190699994564,1.08974730968,-0.181441426277,0.176637485623,0.729912519455
5321,-0.411500006914,1.04855000973,0.485084593296,-0.691584050655,-0.0969000011683,0.125242382288,0.350234091282,0.521676182747,-0.780287563801
4144,-1.45539999008,0.533200025558,-0.895117521286,-0.223059922457,0.0857500433922,-0.50340783596,-0.117720767856,-0.2801476717,-0.481378018856
1981,0.541000008583,-0.211300000548,-0.879162788391,-0.468676447868,0.484600007534,0.901487410069,-0.590813994408,0.179101169109,0.372719466686
695,-1.38409996033,-0.417750000954,0.493883728981,-0.234571516514,-1.18025004864,0.369494736195,-0.787966370583,-0.0468412935734,0.236472278833
10398,-0.0784000009298,-0.476300001144,-0.00817501544952,-0.719702959061,0.542349994183,-0.0614656507969,-0.630173146725,-0.0245021283627,-0.345710158348
5708,0.881699979305,-0.387850046158,0.00360989570618,-0.216457292438,0.578150033951,-0.536106348038,-0.162936016917,0.221001267433,0.0516817606986
1213,0.596499979496,0.743499994278,0.628343701363,0.2483086586,0.18029999733,-0.694869577885,-0.321515142918,-0.603493273258,0.458377480507
226,-0.698700010777,0.690750002861,-0.270286381245,-0.50935614109,2.15310001373,0.109097063541,-1.08980047703,-0.833381175995,0.582225680351
6777,-0.126800000668,-0.380249977112,-0.152986884117,-0.237726613879,0.24169999361,0.935909986496,0.329734027386,-0.486889928579,0.516242861748
2113,0.0592000000179,-0.346199989319,-0.592257201672,-0.012884221971,-0.15830001235,0.173561841249,0.218099325895,0.836819350719,-1.21647667885
3329,0.691399991512,0.853250026703,-0.0235243290663,0.819128930569,2.06220006943,0.396318018436,-0.436248630285,-0.111002400517,-0.850296080112
1050,-0.256799995899,0.0966500043869,0.306637704372,0.509016335011,0.339650005102,0.344081521034,-0.695781350136,-0.0985233187675,0.230521097779
9491,0.301600009203,0.0340999960899,0.37699303031,-0.0181490518153,-0.275399982929,0.256370455027,0.0517558157444,0.327111750841,-1.06340420246
22926,1.24720001221,0.724799990654,-0.700625956059,-1.42744910717,0.455699980259,-1.78350043297,-0.745574593544,0.0709023624659,-0.15451297164
5899,0.317900002003,0.0331499949098,0.570016205311,1.15690875053,0.41605001688,0.396818190813,0.517037212849,-0.634995818138,0.162155151367
