rid,CPC002_HA1E_6H:BRD-A35033682-001-02-8:10,CPC002_HA1E_24H:BRD-A35033682-001-02-8:10,CPC002_HCC515_6H:BRD-A35033682-001-02-8:10,CPC002_HCC515_24H:BRD-A35033682-001-02-8:10,CPC002_PC3_6H:BRD-A35033682-001-02-8:10,CPC002_PC3_24H:BRD-A35033682-001-02-8:10,CPC002_VCAP_6H:BRD-A35033682-001-02-8:10,CPC002_VCAP_24H:BRD-A35033682-001-02-8:10,CPC018_A375_6H:BRD-A35033682-001-02-8:10,CPC018_A549_6H:BRD-A35033682-001-02-8:10,CPC018_A549_24H:BRD-A35033682-001-02-8:10,CPC018_ASC_24H:BRD-A35033682-001-02-8:10,CPC018_HEPG2_6H:BRD-A35033682-001-02-8:10,CPC018_HT29_6H:BRD-A35033682-001-02-8:10,CPC018_MCF7_6H:BRD-A35033682-001-02-8:10,CPC018_MCF7_24H:BRD-A35033682-001-02-8:10,CPC018_NPC_24H:BRD-A35033682-001-02-8:10,CPC018_PHH_24H:BRD-A35033682-001-02-8:10,CPC018_SKB_24H:BRD-A35033682-001-02-8:10,DEB001_MCF7_6H:BRD-A35033682-001-08-5:25,DEB001_MCF7_6H:BRD-A35033682-001-08-5:10,DEB001_MCF7_6H:BRD-A35033682-001-08-5:5,DEB001_MCF7_6H:BRD-A35033682-001-08-5:1,DEB001_MCF7_6H:BRD-A35033682-001-08-5:0.2,DEB001_MCF7_24H:BRD-A35033682-001-08-5:25,DEB001_MCF7_24H:BRD-A35033682-001-08-5:10,DEB001_MCF7_24H:BRD-A35033682-001-08-5:5,DEB001_MCF7_24H:BRD-A35033682-001-08-5:1,DEB001_MCF7_24H:BRD-A35033682-001-08-5:0.2,DEB001_PC3_6H:BRD-A35033682-001-08-5:25,DEB001_PC3_6H:BRD-A35033682-001-08-5:10,DEB001_PC3_6H:BRD-A35033682-001-08-5:5,DEB001_PC3_6H:BRD-A35033682-001-08-5:1,DEB001_PC3_6H:BRD-A35033682-001-08-5:0.2,DEB001_PC3_24H:BRD-A35033682-001-08-5:25,DEB001_PC3_24H:BRD-A35033682-001-08-5:10,DEB001_PC3_24H:BRD-A35033682-001-08-5:5,DEB001_PC3_24H:BRD-A35033682-001-08-5:1,DEB001_PC3_24H:BRD-A35033682-001-08-5:0.2
5720,-1.20598936081,0.213579103351,-3.04784917831,0.959351480007,-0.00666506588459,-3.38358259201,-0.392782777548,0.478019833565,-0.722858011723,-0.281339377165,-0.0323500037193,-0.393236249685,-0.691873371601,-0.29838848114,-1.40862214565,-0.185450583696,-1.047935009,-0.755804657936,0.547066688538,0.430353492498,-0.166156962514,0.417517244816,-1.40543305874,-1.28380012512,-0.31118246913,-0.593096137047,-0.766957104206,-0.172969281673,0.0928436294198,-0.181773915887,-0.855343997478,-0.66329151392,-1.02759838104,-0.069396905601,-1.23354566097,-0.560838162899,-0.473474234343,-0.327886134386,-1.42398846149
466,-0.320477426052,0.0779211074114,-2.53356933594,0.807608008385,0.0522049814463,0.608848571777,0.318829238415,0.582618415356,-0.337654531002,0.596054375172,0.690950036049,0.736381649971,-1.22897195816,0.184815883636,-0.983775615692,-0.0338906124234,-0.222233623266,-0.695476830006,0.0264333486557,0.717470943928,0.0898070558906,0.464703291655,-1.24172699451,-0.834803104401,0.172441020608,0.319103419781,0.456615328789,0.420889735222,0.50549942255,-0.144955426455,-0.539910435677,-0.349126905203,0.141291484237,-0.205451801419,0.486274063587,0.438735544682,0.847018659115,0.693060219288,0.597128450871
6009,0.744234502316,-0.176464021206,1.47040784359,-0.359790384769,0.193318039179,0.582895576954,0.230481982231,-0.99681687355,0.283571779728,-0.340386211872,-1.21214997768,0.00200389325619,-2.08024263382,-0.971753895283,-0.0581964589655,0.224314302206,-0.714262366295,0.471245408058,0.214199990034,-0.380082726479,-1.06075179577,0.221718102694,-0.257467746735,-0.424064606428,0.0611930415034,0.344867914915,-0.734884023666,-0.263905197382,-0.177650272846,-0.175959587097,-0.748658061028,-0.687502086163,-0.450994342566,0.153516501188,-0.205582901835,0.14604049921,-0.38288345933,-0.578960835934,-0.475984245539
2309,-0.79315674305,-1.28382062912,1.84917008877,-0.194207012653,-1.45098364353,-0.321784883738,-0.332015842199,0.407030642033,0.0160117968917,0.29649952054,-0.952950000763,-0.0855893790722,-0.846100211143,0.231066092849,0.427300006151,-0.256640136242,0.345533013344,0.793104469776,-0.002566665411,-0.0971204936504,0.274366050959,-0.399343907833,-1.2562571764,-0.510025978088,-0.0920464470983,-0.500706195831,-1.07874751091,-0.889720320702,-0.652432501316,-0.508822321892,-1.07893335819,-1.32035887241,-0.515790343285,-0.535090923309,0.100187890232,-0.494182467461,-0.765312254429,-1.03763520718,-0.413315653801
387,-0.793379068375,-0.655502080917,-1.86059463024,-0.374949991703,0.0124671310186,-0.0965186655521,-0.692032277584,-0.0298438668251,-0.294402211905,0.102791070938,-1.54340004921,-0.468891859055,-0.610265254974,0.420637279749,0.230542555451,-0.598194718361,-2.01661705971,1.24512338638,-0.768166661263,-0.141252681613,-0.803884923458,-0.781155228615,-0.324355989695,-0.510929644108,-0.744261741638,-0.12208712846,0.340642541647,-0.234735712409,-0.480658650398,-0.609386324883,-0.473124146461,-0.381158769131,-0.923110067844,-0.442629635334,-1.66178107262,-0.614618599415,-0.31891348958,-0.891982078552,0.13435728848
3553,0.216955512762,-0.450604647398,0.76647144556,0.708198308945,-1.44407689571,-2.8993897438,-0.0399638563395,-0.37521764636,-0.269510775805,0.405886590481,0.617100000381,0.174730181694,1.3315230608,-0.496022582054,-0.517304122448,-1.14548408985,0.430129408836,1.64907634258,0.600366652012,0.0220106393099,0.255958139896,0.271183490753,2.63554787636,1.66949474812,0.306870698929,0.120115980506,0.432180702686,1.22539794445,0.138926669955,-0.56074154377,-0.748940706253,-0.213734090328,0.760612368584,-0.0992503017187,-2.58269619942,-1.71971166134,-0.504844963551,-0.0558107160032,-0.222258940339
427,0.0849919244647,-1.0282702446,1.6893171072,-0.64274585247,-0.381283015013,0.322646349669,-0.257626563311,0.908973038197,0.333907186985,0.186978235841,-0.324699997902,0.861746490002,-0.140669301152,0.0619634389877,0.123226225376,-0.178318694234,2.71610617638,-1.59443807602,-0.320466637611,0.0448071956635,0.0377340763807,0.262614697218,-0.151807710528,-0.339514732361,0.299270778894,0.133885994554,0.978975772858,0.395570635796,0.768802165985,0.132740825415,0.415994018316,0.787598729134,0.116979531944,0.588866829872,0.690281271935,0.924515962601,0.777523696423,0.234722286463,0.275714546442
5898,-0.527743935585,-0.201712787151,-1.62451720238,0.0289880987257,0.757694602013,1.29807698727,-1.33737540245,0.0265006124973,0.0801323801279,0.0147406160831,0.816449999809,-1.02765083313,0.373634666204,-0.0679365023971,0.728103995323,0.646696031094,0.616324663162,-0.457634598017,-0.213133350015,-0.212096378207,-0.0541768372059,0.201738134027,-0.111646562815,-0.401939928532,0.187101259828,0.394701063633,0.504425048828,0.463009774685,0.0890632867813,0.430512458086,-0.209161892533,0.0335756316781,-0.319158226252,-0.502272129059,0.146205753088,0.00813606381416,0.569696843624,0.425975650549,0.36205047369
23365,-0.143962964416,0.25133767724,-0.350658833981,0.0670816376805,-0.235313475132,-0.0935234725475,0.697650909424,0.374766647816,-0.217967927456,0.807121872902,-0.0502999983728,-0.101400926709,-0.916766047478,0.0435641482472,0.208446010947,0.054793715477,0.0644923225045,-0.910265028477,-0.107299998403,-0.457214474678,-0.394590348005,-0.564814567566,-0.134421229362,0.721737504005,-0.0475243851542,0.170972406864,1.21569895744,0.571396708488,0.461793482304,-0.142931967974,0.188961386681,-0.123617276549,-0.353235274553,0.257181197405,-0.0626004487276,0.916724026203,0.907234728336,-0.585154891014,0.203840300441
6657,0.577746033669,-0.493717074394,0.475564002991,0.158209055662,0.304699063301,-0.142658263445,-0.742587924004,-0.63529676199,0.173797100782,-0.271344393492,0.579649984837,-0.652280151844,1.02397942543,-0.882517397404,-0.988566279411,-0.854432880878,0.0220390707254,0.0253593623638,-0.057366669178,0.529234886169,0.308406710625,0.485580742359,1.83740592003,1.37649822235,-0.130483746529,-0.314923733473,0.0726343244314,0.844711303711,-0.426109492779,0.320219159126,0.612349271774,2.47937440872,0.900352954865,1.80803608894,-0.0502072833478,-0.543031871319,-0.0138989733532,0.592975735664,0.83473867178
