rid,CPD002_MCF7_24H:BRD-M61246020-327-02-9:10,CPD002_MCF7_6H:BRD-M61246020-327-02-9:10,CPD002_PC3_6H:BRD-M61246020-327-02-9:10,CPD002_PC3_24H:BRD-M61246020-327-02-9:10
5720,0.163220643997,0.758043825626,-0.39219635725,0.0680051445961
466,-0.308304637671,-1.03160667419,-0.0946049243212,0.881191253662
6009,0.899671196938,0.137654900551,0.517345845699,0.375115543604
2309,1.92435455322,-0.981636703014,0.162371844053,0.369693994522
387,0.689288854599,1.30666148663,-0.430991888046,-0.782728374004
3553,-0.161957681179,0.799441277981,1.29888546467,1.51516234875
427,0.162471115589,2.0831758976,-0.679183185101,0.305454611778
5898,-6.49785995483,-1.0784945488,-0.400181114674,-0.31800583005
23365,-0.0440913140774,2.28435230255,-0.845771670341,0.00214112643152
6657,0.981937646866,-0.107688337564,-0.0884467512369,-0.472242593765
5054,0.64320230484,1.01034450531,-0.293612390757,-0.310867279768
3108,-0.817306995392,0.275065362453,-0.16865542531,0.384651273489
1950,0.377737313509,0.571106851101,-0.664788722992,-0.510599434376
351,-1.54158508778,-0.231019407511,-0.588443279266,-0.681630015373
4846,-0.696480870247,-0.739118218422,-0.474796891212,-0.564113020897
1452,0.472816646099,-0.700369000435,0.17688331008,-0.934436500072
4776,0.116731286049,-0.138720229268,0.0716628134251,-1.20809459686
6908,1.61919176579,0.576717197895,0.409367084503,0.0532077401876
672,-1.03161406517,0.0868087112904,0.600363254547,0.671138286591
5710,0.314935177565,-1.00357580185,-0.643058896065,-3.16311764717
2115,0.8896266222,1.05710744858,-0.930493056774,-0.409058392048
7015,-0.0136757194996,-0.593825221062,-0.252593368292,-0.379054397345
8726,-2.42055177689,-0.838296055794,0.0277258902788,-0.102251008153
2185,0.321819335222,0.910677075386,0.506929636002,-0.518532276154
3315,1.05336022377,-0.10412055254,-0.35278236866,-0.515148758888
5289,-0.839800357819,0.895122051239,-1.20052039623,-0.874903559685
868,-1.1382945776,1.55342948437,0.200341641903,0.390917062759
1677,0.0308950059116,4.36571073532,-0.124268487096,-0.756398558617
7043,0.180182784796,1.21305632591,0.557751059532,-0.727939665318
5613,-1.27970695496,1.07931613922,1.92718112469,-0.743635118008
595,-1.56203341484,0.395346105099,-0.0728939622641,-1.03735840321
4793,1.31721758842,0.635038852692,-0.307660192251,-0.0605706274509
