rid,CPC007_A375_6H:BRD-K56697208-001-08-4:10,CPC007_A375_24H:BRD-K56697208-001-08-4:10,CPC007_A549_6H:BRD-K56697208-001-08-4:10,CPC007_A549_24H:BRD-K56697208-001-08-4:10,CPC007_HA1E_6H:BRD-K56697208-001-08-4:10,CPC007_HA1E_24H:BRD-K56697208-001-08-4:10,CPC007_HCC515_6H:BRD-K56697208-001-08-4:10,CPC007_HT29_6H:BRD-K56697208-001-08-4:10,CPC007_HT29_24H:BRD-K56697208-001-08-4:10,CPC007_MCF7_6H:BRD-K56697208-001-08-4:10,CPC007_MCF7_24H:BRD-K56697208-001-08-4:10,CPC007_PC3_6H:BRD-K56697208-001-08-4:10,CPC007_PC3_24H:BRD-K56697208-001-08-4:10,CPC007_VCAP_6H:BRD-K56697208-001-08-4:10,CPC007_VCAP_24H:BRD-K56697208-001-08-4:10
5720,0.351072698832,-0.111564911902,-0.160233035684,-0.500662982464,1.19754433632,0.0939870923758,-0.597050011158,0.36039429903,-0.273075073957,0.129524230957,0.096472196281,-0.318907737732,-0.608437120914,0.305363446474,-3.12261271477
466,-0.368465214968,0.429772138596,0.908325731754,0.695878863335,0.57799834013,-0.673869013786,0.442200005054,0.0858937650919,-0.408649921417,-0.127656295896,-0.0488739833236,-0.461064994335,-0.794261813164,0.189700573683,-0.547967076302
6009,-0.926711499691,0.218748033047,-0.263185054064,-1.23573720455,0.955281019211,-0.158288091421,-0.43599998951,0.101918719709,0.0475713908672,-0.278818100691,-0.139042183757,0.617741525173,-1.46792030334,-1.33984255791,-1.57122468948
2309,-0.115683309734,-0.589967548847,-0.439682394266,-0.778053760529,-1.29847240448,-0.346463382244,0.13069999218,-0.0123827010393,-0.800960063934,-0.409000635147,0.248983576894,-0.320602953434,0.581967175007,-0.447984933853,-0.535003662109
387,-0.118262499571,-0.107510894537,-0.655433773994,-0.711855351925,0.256752222776,0.269396185875,-0.27349999547,0.00448626093566,-0.438336849213,-0.39189273119,0.224038153887,-0.13677662611,-0.0862848684192,-0.504149794579,-0.768742918968
3553,0.729702472687,-0.56372743845,0.832365632057,0.591808021069,-0.16413551569,0.29898634553,0.373400002718,0.0898248553276,0.25413480401,0.886966884136,0.593423366547,0.802640795708,0.756814002991,-0.274291813374,0.842966020107
427,-0.386284589767,-0.310381740332,0.975614070892,-0.0575666949153,-0.171619325876,-0.0947912782431,0.463649988174,1.08645367622,-0.133798420429,-0.545134186745,0.170349478722,-0.303309202194,-0.391129463911,-0.0524582862854,-0.421249687672
5898,0.0774451345205,0.822947919369,0.702677607536,1.15051817894,0.659851849079,-0.276159286499,0.118400007486,0.299838960171,0.561087369919,0.304496049881,0.366028249264,-0.241561666131,-1.14389741421,-0.804609119892,0.597086668015
23365,-1.01144528389,0.614069581032,1.21444880962,-0.0352916121483,-0.4691426754,0.169697418809,-0.576300024986,0.21776868403,-0.037917509675,0.169657185674,0.597410738468,0.714305281639,-1.3039727211,-0.314371228218,0.348260939121
6657,0.0800312310457,-0.342158555984,0.372552812099,-1.27652382851,0.157547160983,0.0363565646112,0.125699996948,0.334625810385,1.04035830498,0.385957747698,0.516369342804,0.213133096695,-0.161665037274,-0.588147997856,0.320574492216
5054,-0.0924788415432,-0.420554429293,-0.247101083398,-0.401109933853,0.408611178398,0.357597917318,0.729099988937,0.125367477536,1.71051681042,1.65424084663,-0.37728279829,-0.205568924546,-0.693355023861,0.0132134109735,0.0213746260852
3108,-1.07917952538,-0.395154744387,-0.745809912682,-0.414506018162,-0.0547516345978,-0.496541768312,-0.900850057602,0.0125554203987,-1.31811881065,0.200551733375,-1.11229467392,0.0907334089279,-0.577987134457,-0.636498630047,-0.884286820889
1950,-0.444940090179,-0.624231219292,-0.177467808127,1.17330157757,0.741156160831,-0.294351577759,1.32899999619,-0.0460523255169,1.27315235138,0.263278096914,-0.540893375874,-0.234411180019,-0.945866882801,-0.270264744759,0.543863892555
351,-0.472522139549,-0.00424166023731,0.312578737736,0.312316775322,-0.143681645393,0.437074542046,0.404699981213,-0.00369121134281,-0.543738305569,0.203365087509,0.535223603249,0.329925745726,-0.547245740891,0.0285860300064,0.646961808205
4846,0.299882829189,0.48332580924,0.324667841196,0.272337704897,0.719258189201,0.639487147331,-0.357649981976,0.979772567749,-0.288155555725,0.628806054592,-0.0870918706059,0.180932000279,0.587458670139,0.217427685857,0.0251859854907
1452,-0.0583279766142,-0.125717416406,0.855596542358,0.550414681435,0.66790664196,0.0759538412094,-1.48154997826,-0.115055948496,0.536827921867,-0.515699565411,-0.572479605675,0.171201974154,-1.463285923,-0.865441977978,-0.00260439515114
4776,0.0156594216824,-0.222472548485,-0.381700724363,0.540882766247,-1.08734369278,0.468323767185,0.29699999094,-0.0355652011931,0.653796672821,0.505447328091,-0.097598798573,-0.806182026863,-0.656142473221,-0.166435480118,0.762328207493
6908,-0.155595973134,0.067195057869,0.731655955315,-0.563418507576,0.211476027966,-0.41615113616,-0.581600010395,-0.00970655307174,-1.06365966797,0.154596596956,0.260436803102,0.0407919697464,-0.187735274434,0.253440707922,-0.426687389612
672,0.431783258915,-1.08473944664,0.953792214394,-0.891316354275,0.387390613556,0.902948856354,0.857149958611,0.272199928761,-0.832313776016,-0.162122488022,0.201121732593,0.0522353537381,-0.144766330719,0.599524617195,0.286792993546
5710,0.231580093503,0.353434115648,1.11474132538,-0.0497441776097,-0.399891734123,1.16010904312,0.0360999926925,-0.0787734612823,-0.50609266758,0.586723089218,0.631289958954,0.234399750829,0.812532961369,0.125418797135,-0.39959910512
2115,-0.666395664215,-1.0325191021,0.525445044041,-1.64437770844,-0.096704736352,0.461451560259,-0.411650002003,0.462579786777,0.750481307507,-0.261034727097,-0.825624406338,0.374201357365,-1.18519282341,-0.64041352272,-0.331552565098
7015,0.0801850408316,-0.68426668644,0.509908795357,-0.712091207504,-0.113907128572,-0.497400343418,0.810500025749,-0.46360206604,0.0532706268132,0.737223565578,-0.114686317742,0.0722781717777,-0.142217278481,-0.233891844749,0.283612132072
8726,-0.151627421379,-0.324335426092,-1.09934735298,-0.196181446314,-0.503696799278,-0.167857676744,0.323900014162,-0.316549658775,0.465984374285,-0.0339201837778,-0.120504125953,-0.509623885155,0.440742909908,0.175095319748,-1.01941978931
2185,-0.422636985779,0.216967061162,-0.24140048027,0.177001520991,-0.184020295739,-0.188981950283,1.08999991417,0.0676329210401,-0.0999050959945,0.755690336227,0.171883642673,0.654179573059,0.105373457074,-0.469793409109,0.531770467758
3315,-0.0687084197998,-1.05209720135,0.380732089281,-1.60631489754,-0.401555269957,0.390201032162,-1.29464995861,0.117023363709,-0.306841254234,0.928461432457,0.337973415852,-0.0415857471526,0.144700348377,-0.523454189301,-0.647558033466
5289,-0.499906539917,0.172826170921,0.513766825199,-0.668563365936,0.703289806843,0.181644380093,0.811549961567,-0.180121153593,-0.824796199799,0.496170401573,-0.6186658144,-0.160347729921,-0.378892600536,-1.07592117786,0.419057548046
868,0.242148563266,0.443836212158,-0.607396483421,0.624376654625,1.195489645,-0.296450763941,0.0904500186443,-0.0982555896044,-0.151423200965,0.396518409252,0.533670544624,0.377725124359,0.499618917704,-0.485572934151,0.507166564465
1677,0.342469513416,0.554660558701,-0.656774222851,0.965642273426,0.207476451993,0.0918374359608,1.266299963,0.581091105938,0.501021742821,0.307593941689,-0.103236116469,-0.199342414737,-0.0358666554093,0.389365017414,0.753755986691
7043,1.28121161461,0.795162320137,-0.447516590357,0.783262073994,-0.846020042896,-0.289738297462,0.0561999678612,0.497681796551,1.17336559296,1.45816957951,1.26675963402,0.704002082348,-0.241900190711,0.139435723424,0.295853495598
5613,0.7986754179,0.298125624657,-1.21283507347,0.483847081661,1.87951803207,-0.0594629347324,-0.277500003576,-0.249400675297,-0.421874135733,0.577265620232,0.646502256393,-0.00501212477684,-1.04574990273,0.108994700015,0.799754142761
595,0.23786225915,0.185307458043,0.891244530678,-0.76061719656,-0.364705950022,0.615800857544,0.295800000429,-0.0542669668794,-0.206616342068,0.372125834227,0.251123338938,-0.0276424884796,0.507525384426,-0.1221870929,-0.597550988197
4793,-0.459955513477,-0.400225907564,0.257315963507,-1.32318341732,-0.0253552645445,-1.09075379372,-0.397900015116,0.298015028238,0.626634895802,-0.273924052715,-0.125971466303,0.0521682836115,0.0938776135445,-0.220165789127,0.00509326346219
2736,0.308864980936,0.442312419415,-1.2956417799,-0.0210756212473,-0.434835970402,0.494353234768,0.175099998713,-0.222302913666,1.05456030369,0.416426718235,0.44214195013,-0.368553757668,0.254818886518,0.131441220641,1.12848818302
5290,0.164574950933,0.760729312897,-1.51205730438,0.877725124359,-0.145999133587,-0.138621151447,0.111599981785,-0.305750131607,0.49771374464,-0.187404632568,-0.470958203077,0.200539946556,0.0735140517354,-0.68743377924,-0.245938584208
6194,-0.315489083529,0.000237578991801,-0.692449748516,0.0,0.0819276720285,-0.49235907197,-0.00034999998752,-0.0901519954205,1.06390595436,0.640557289124,-0.0129438340664,-0.0752265378833,0.466333985329,-0.288457810879,0.000215268097236
1676,0.303447306156,0.758684396744,-0.151511073112,0.778373003006,0.0610986948013,-0.600491404533,0.249350011349,-0.444911897182,0.190386757255,0.736144185066,0.437492698431,0.906378269196,-0.619506001472,0.493939965963,0.34496152401
23512,0.0404247157276,0.200060367584,1.58508813381,1.2395734787,-0.0127840414643,0.894680738449,-0.608749985695,0.247397363186,-0.204070329666,0.52850574255,0.438173562288,0.128363639116,-0.247358292341,-0.171471059322,0.222594037652
148022,-1.19820547104,-0.109903156757,0.333383828402,-0.162532329559,-0.903003513813,0.416251033545,-0.435499995947,-0.41050067544,0.43391212821,-0.387093663216,0.623253285885,0.557383716106,0.0370492339134,0.572971224785,0.56305795908
1906,0.0655540376902,0.975956082344,0.601051092148,-0.382611632347,0.100419163704,-0.823307514191,0.757699966431,-0.115668363869,0.0190842822194,0.461968809366,0.601684331894,0.163263291121,0.292845278978,-0.152551978827,1.05771076679
