rid,CPC003_HA1E_6H:BRD-K65417056-003-03-6:10,CPC003_HA1E_24H:BRD-K65417056-003-03-6:10,CPC003_HCC515_6H:BRD-K65417056-003-03-6:10,CPC003_HCC515_24H:BRD-K65417056-003-03-6:10,CPC003_PC3_6H:BRD-K65417056-003-03-6:10,CPC003_PC3_24H:BRD-K65417056-003-03-6:10,CPC003_VCAP_6H:BRD-K65417056-003-03-6:10,CPC003_VCAP_24H:BRD-K65417056-003-03-6:10,CPC016_A375_6H:BRD-K65417056-003-03-6:10,CPC016_A549_6H:BRD-K65417056-003-03-6:10,CPC016_A549_24H:BRD-K65417056-003-03-6:10,CPC016_ASC_24H:BRD-K65417056-003-03-6:10,CPC016_HEPG2_6H:BRD-K65417056-003-03-6:10,CPC016_HT29_6H:BRD-K65417056-003-03-6:10,CPC016_MCF7_6H:BRD-K65417056-003-03-6:10,CPC016_MCF7_24H:BRD-K65417056-003-03-6:10,CPC016_NEU_24H:BRD-K65417056-003-03-6:10,CPC016_NPC_24H:BRD-K65417056-003-03-6:10,CPC016_SKB_24H:BRD-K65417056-003-03-6:10,CPD003_MCF7_6H:BRD-K65417056-003-07-7:10,CPD003_MCF7_24H:BRD-K65417056-003-07-7:10,CPD003_PC3_6H:BRD-K65417056-003-07-7:10,CPD003_PC3_24H:BRD-K65417056-003-07-7:10
5720,-0.646250009537,-0.452587783337,0.100394710898,-0.848472297192,-0.545354127884,0.0818382203579,-0.18624766171,-2.95709991455,-0.140089452267,-0.44034999609,0.332896828651,-1.25353503227,0.300000011921,-0.455659329891,0.185750007629,0.429010421038,-0.00633335113525,-0.0175923854113,-0.208545580506,-1.02534997463,-0.0213889032602,0.101303100586,-0.386700004339
466,-0.771600008011,-0.136987805367,-0.19774068892,-0.370445489883,-0.175686836243,0.23489099741,-0.147517323494,0.436399936676,-0.266553461552,-0.951499998569,-1.06896197796,0.173677682877,0.485599994659,-0.586642920971,0.28434997797,0.101663917303,-0.0440666675568,0.987417817116,0.662637710571,-0.471549987793,-1.30002725124,0.0420400351286,0.134849995375
6009,0.6712500453,0.414167821407,-0.236122086644,-0.0108714699745,-0.142418533564,0.144420206547,0.553064882755,-0.271549999714,-0.426784485579,-0.500699996948,0.463542103767,0.150318950415,-0.754033327103,-0.690257906914,-1.10590004921,0.586388707161,-0.0889333486557,0.285806328058,1.8943811655,-0.331299990416,-0.0226747244596,-0.27320048213,-0.663399994373
2309,0.698549985886,-0.246198311448,-0.823464035988,0.0368831790984,0.51210641861,-0.450039505959,1.28778934479,0.585299968719,0.597468495369,-1.21965003014,-0.0606198608875,0.356407731771,-0.294766694307,-0.817482054234,0.188099980354,0.128261998296,-0.430500030518,0.0381660163403,-0.328078329563,-1.43830001354,-0.898899555206,-0.0450667850673,-1.14345002174
387,-0.592100024223,0.27881783247,-0.892125606537,0.713017225266,0.91398191452,-0.247522398829,0.148069635034,-0.874350011349,-1.11303818226,-0.894749999046,0.131728440523,-0.839616239071,-0.0888000056148,-0.717069745064,-0.104000031948,0.209924027324,0.0680333375931,0.311903655529,0.473137527704,-0.0763499885798,-0.00305084139109,0.0548445731401,-0.63170003891
3553,0.0212000012398,0.0357374846935,-0.0985724627972,-0.146624147892,0.594494819641,-0.715156555176,0.34911569953,0.395900011063,0.899234831333,2.88509988785,0.565717816353,0.473962903023,0.608099997044,0.811761260033,0.275049984455,-0.277333647013,0.923066675663,0.127334356308,-0.179891318083,1.37304997444,0.896810531616,-0.0901935696602,0.31945002079
427,-0.60900002718,-0.158931940794,0.0444791652262,-1.62294244766,0.53424590826,0.0356056690216,-0.497050732374,-0.240549981594,-0.883778512478,-0.966349959373,-0.516341567039,-0.732587099075,-0.265533328056,-0.503865420818,0.0556499958038,-1.26210618019,-0.145866662264,-0.466082900763,0.236453801394,-0.323450028896,-0.741585731506,-1.01590967178,0.446350008249
5898,-0.138700008392,-0.514474451542,-1.02011811733,-0.869823932648,-0.179886728525,-0.396067023277,0.157393097878,1.08455002308,0.829999864101,0.989500045776,0.842828810215,0.523197233677,0.549066722393,-1.35967433453,-0.0777499973774,0.966763138771,-1.14523339272,0.585106492043,0.170070230961,1.10290002823,0.67673677206,-0.0314766801894,0.340200006962
23365,-0.620549976826,0.405780375004,-0.659111082554,1.65205621719,1.12605512142,0.0964578837156,0.326690137386,-0.00160000100732,0.424949407578,-0.146449998021,0.408785253763,0.144886523485,1.36326670647,0.478631913662,-0.802899956703,0.109977401793,-0.0931333601475,0.531509757042,0.420112997293,3.61660003662,0.586331129074,-0.257557272911,-0.711600005627
6657,-0.0350500047207,-0.801686048508,-1.02214455605,-0.135155439377,0.422515630722,-0.639884531498,0.996335506439,0.689549982548,0.333783686161,2.05419993401,1.3635623455,-0.695094645023,0.00320000946522,0.389976650476,-0.366700023413,-0.529861867428,-0.367900043726,0.49021294713,-0.0707182437181,1.91104996204,1.6739089489,-0.554980456829,0.974700033665
