rid,CPC004_A375_6H:BRD-K37991163-003-06-8:10,CPC004_HA1E_6H:BRD-K37991163-003-06-8:10,CPC004_HA1E_24H:BRD-K37991163-003-06-8:10,CPC004_HCC515_6H:BRD-K37991163-003-06-8:10,CPC004_HCC515_24H:BRD-K37991163-003-06-8:10,CPC004_HEPG2_6H:BRD-K37991163-003-06-8:10,CPC004_HT29_6H:BRD-K37991163-003-06-8:10,CPC004_MCF7_6H:BRD-K37991163-003-06-8:10,CPC004_PC3_6H:BRD-K37991163-003-06-8:10,CPC004_PC3_24H:BRD-K37991163-003-06-8:10,CPC004_VCAP_6H:BRD-K37991163-003-06-8:10,CPC004_VCAP_24H:BRD-K37991163-003-06-8:10,CPC011_A375_6H:BRD-K19277754-001-02-2:10,CPC011_A375_6H:BRD-K37991163-050-13-5:10,CPC011_A549_6H:BRD-K19277754-001-02-2:10,CPC011_A549_6H:BRD-K37991163-050-13-5:10,CPC011_A549_24H:BRD-K19277754-001-02-2:10,CPC011_A549_24H:BRD-K37991163-050-13-5:10,CPC011_HA1E_6H:BRD-K19277754-001-02-2:10,CPC011_HA1E_6H:BRD-K37991163-050-13-5:10,CPC011_HT29_6H:BRD-K19277754-001-02-2:10,CPC011_HT29_6H:BRD-K37991163-050-13-5:10,CPC011_MCF7_6H:BRD-K19277754-001-02-2:10,CPC011_MCF7_6H:BRD-K37991163-050-13-5:10,CPC011_MCF7_24H:BRD-K19277754-001-02-2:10,CPC011_MCF7_24H:BRD-K37991163-050-13-5:10,CPC011_PC3_6H:BRD-K19277754-001-02-2:10,CPC011_PC3_6H:BRD-K37991163-050-13-5:10,CPC011_PC3_24H:BRD-K19277754-001-02-2:10,CPC011_PC3_24H:BRD-K37991163-050-13-5:10,CPC011_VCAP_6H:BRD-K19277754-001-02-2:10,CPC011_VCAP_6H:BRD-K37991163-050-13-5:10,CPC011_VCAP_24H:BRD-K19277754-001-02-2:10,CPC011_VCAP_24H:BRD-K37991163-050-13-5:10,CPC015_A375_6H:BRD-K37991163-003-06-8:10,CPC015_A549_6H:BRD-K37991163-003-06-8:10,CPC015_A549_24H:BRD-K37991163-003-06-8:10,CPC015_ASC_24H:BRD-K37991163-003-06-8:10,CPC015_HEPG2_6H:BRD-K37991163-003-06-8:10,CPC015_HT29_6H:BRD-K37991163-003-06-8:10,CPC015_MCF7_6H:BRD-K37991163-003-06-8:10,CPC015_MCF7_24H:BRD-K37991163-003-06-8:10,CPC015_NPC_24H:BRD-K37991163-003-06-8:10,CPC015_PHH_24H:BRD-K37991163-003-06-8:10,CPC015_SKB_24H:BRD-K37991163-003-06-8:10,CPC020_A375_6H:BRD-A62326914-001-02-2:10,CPC020_A549_6H:BRD-A62326914-001-02-2:10,CPC020_HA1E_6H:BRD-A62326914-001-02-2:10,CPC020_HCC515_6H:BRD-A62326914-001-02-2:10,CPC020_HT29_6H:BRD-A62326914-001-02-2:10,CPC020_MCF7_6H:BRD-A62326914-001-02-2:10,CPC020_MCF7_24H:BRD-A62326914-001-02-2:10,CPC020_PC3_6H:BRD-A62326914-001-02-2:10,CPC020_PC3_24H:BRD-A62326914-001-02-2:10,CPC020_VCAP_6H:BRD-A62326914-001-02-2:10,CPC020_VCAP_24H:BRD-A62326914-001-02-2:10,CPD003_MCF7_6H:BRD-K37991163-003-08-4:10,CPD003_MCF7_24H:BRD-K37991163-003-08-4:10,CPD003_PC3_6H:BRD-K37991163-003-08-4:10,CPD003_PC3_24H:BRD-K37991163-003-08-4:10
5720,0.436777949333,-0.349926501513,-1.34534573555,0.118930727243,2.46935606003,0.59338247776,-2.43284606934,0.0587142780423,0.0925609022379,1.18585324287,-1.10256803036,-2.07973957062,0.683320701122,-0.489536851645,0.15825855732,-0.153598129749,0.194320470095,0.635762572289,0.556650042534,1.15985000134,-0.531227707863,0.39662194252,0.206749990582,-0.238599985838,0.405349999666,0.463599979877,0.150106117129,0.485143810511,-0.211254924536,0.420748144388,0.299958586693,0.161767214537,0.343219667673,0.163827255368,0.458117425442,-1.34704995155,0.968843698502,0.679340720177,-0.51574999094,-0.123120203614,0.68505769968,-1.21425819397,-1.94379997253,-0.674499988556,2.45989990234,0.259665101767,0.538150012493,0.0494041591883,-0.231599986553,-0.306711405516,0.631963312626,0.198190152645,-0.41963917017,-0.360267847776,-0.820018947124,-0.418719023466,1.16550004482,1.02429151535,-0.605392515659,1.15319991112
466,-0.339465200901,-0.57252573967,-0.295314848423,-1.12207865715,-1.49344861507,0.0697604566813,-1.62171828747,-1.95934820175,-0.603554010391,-0.2307805866,-0.313153356314,-1.54825472832,0.113520659506,-0.0945632755756,-0.566892743111,-0.788444638252,-0.518124639988,0.603475511074,-0.61384999752,0.758399963379,0.252855151892,0.321138709784,-0.592750012875,0.07270000875,0.565350055695,-0.48140001297,0.795092582703,0.661037743092,0.189876705408,0.919003129005,-0.17711597681,-0.502294301987,0.147892639041,0.914436757565,-0.493814170361,-0.0149999996647,-1.35714459419,0.598318040371,-0.327000021935,-1.26393151283,-0.821308732033,0.0171957463026,0.138699993491,-0.853999972343,0.56014996767,0.0458526611328,-0.50159996748,-0.0346878319979,-0.22405000031,-0.370140135288,-0.0427130013704,0.158531039953,-1.01595532894,-0.772775173187,-1.00305128098,0.318435430527,0.077349960804,0.21973490715,0.3950920403,-0.0814500153065
6009,0.206768065691,0.418904662132,0.540666520596,-0.132864028215,-0.231663092971,1.45574998856,-1.04759538174,0.67264264822,0.77164632082,-0.282525748014,-0.227470606565,-1.97946369648,0.42136284709,-0.151477813721,0.174765497446,-0.493561506271,-0.0571643859148,0.389040231705,-1.10185003281,1.43054997921,0.124203465879,0.735043466091,-0.388249993324,0.378600001335,-0.69420003891,0.395650029182,-0.447646528482,-0.377380073071,-0.31748649478,-0.511099815369,-0.469093114138,-0.851185381413,0.547669708729,-0.0522863268852,1.95117378235,0.396699994802,1.28294825554,0.481635332108,0.0347000062466,-0.270143538713,1.1595543623,0.108119398355,-1.68270003796,-0.22120000422,0.196699976921,-0.04031098634,0.841899991035,0.0,-0.578400015831,-1.24297761917,0.129968121648,-0.234396263957,-0.0567677542567,-0.384883761406,-0.104895085096,-1.27048802376,-0.0679999887943,-0.0115606822073,0.0455199182034,0.528800010681
2309,1.49242210388,-0.0140217989683,0.870613217354,1.66302859783,2.75997257233,0.242784574628,2.03723859787,1.25097131729,-0.5684466362,0.00643540546298,1.21357226372,0.00806528329849,-0.752432405949,0.062608756125,-0.118438661098,-0.642376303673,0.719789266586,2.00925397873,-0.504750013351,-0.0154000222683,-0.687325894833,0.384213328362,0.366750001907,0.21684999764,-0.197250008583,0.0180000066757,-0.384371727705,-0.312105715275,-0.30055385828,0.0056117773056,-0.642607152462,0.269038319588,1.05315792561,0.507103562355,0.19867195189,1.07369995117,5.29015636444,-0.0443960726261,2.23565006256,1.90383148193,1.37085735798,4.6222114563,1.73029994965,-0.46930000186,-1.78589999676,-0.467193871737,0.969349980354,0.915592432022,0.914399981499,-1.2230502367,0.463964641094,-0.364014953375,-1.42738676071,0.0296914875507,0.701783895493,0.257433801889,-0.0619499981403,0.0414494127035,0.815603733063,-0.291750013828
387,-0.115624949336,-0.925339400768,-0.641985535622,-0.468797147274,0.974645674229,0.191757589579,-1.9550794363,0.119893506169,-0.0750840306282,-0.722483456135,-0.617671608925,-1.35600697994,0.200459197164,-2.28890037537,-1.19214141369,-0.400646567345,-0.00909965485334,0.490128368139,-0.487500011921,-0.181449994445,-0.459846496582,0.413206219673,-0.124150000513,-0.133650004864,-0.885550022125,1.1547999382,-0.259105592966,0.146237894893,0.295911312103,-0.382152110338,0.22863304615,-0.616672277451,-0.39809563756,-0.723133683205,0.0634691119194,-0.0935999974608,1.06387257576,-0.297215998173,-0.825450003147,-0.63488894701,0.562099099159,-1.19333100319,-3.93190002441,-1.58669996262,0.0166999995708,-0.202319949865,-0.38615000248,-0.842012882233,-0.023749999702,-1.45255994797,0.0431904494762,-0.137317329645,-1.02274262905,-0.206169828773,-0.65968900919,-0.0672342181206,-0.788749992847,0.447951942682,-0.996493220329,-1.3328499794
3553,-0.907830715179,0.270618319511,0.231725603342,0.145258918405,0.269880712032,-0.962553083897,0.129672035575,-0.743349015713,-1.65318059921,-2.59654164314,0.904736697674,0.909416794777,-0.0956682935357,0.488497614861,0.844390273094,0.348958730698,-0.566326260567,-1.21445417404,-0.272049993277,-1.10199999809,0.659191131592,0.254275083542,-0.194449990988,0.00624999403954,-0.219999998808,-0.645599961281,0.829293251038,0.527583241463,-0.0252067297697,-0.349213659763,0.472750902176,0.816526293755,-0.40212649107,0.258466631174,-0.22371982038,1.46440005302,-0.964627504349,0.00968949496746,-0.0263999998569,-0.40348893404,-0.249635398388,1.05901682377,1.98619997501,1.93550002575,0.728850007057,-0.379391521215,-0.0813499987125,-0.0149370841682,0.475099980831,1.39559018612,-0.618359982967,-0.443529129028,-0.619195401669,-0.36438781023,0.526228487492,-0.17498794198,-0.286750018597,-1.24222278595,0.660791039467,-0.0490500032902
427,0.566612958908,0.727255702019,-1.11921429634,0.214654698968,3.92572116852,-0.376649200916,0.0542140901089,-0.471206188202,0.198044806719,1.13036859035,-1.00103259087,-0.80266815424,-0.187002137303,0.777355849743,-1.8915989399,0.0342300906777,0.339457929134,0.219911575317,0.234750002623,-0.282449990511,1.03751087189,0.610704302788,-0.693599998951,-0.433300018311,-1.06770002842,-1.51269996166,-0.786825120449,0.340211510658,-0.773429751396,1.76430594921,0.519509553909,-0.0099585801363,-0.426691532135,0.101035654545,0.174344211817,1.46300005913,-1.14722549915,-0.256727218628,1.19679999352,-0.180513933301,-0.0985065698624,0.342700272799,0.412800014019,-0.783800005913,0.0638000071049,0.1458748281,-0.778100013733,-0.157836660743,0.136849999428,0.184990108013,0.126269042492,-0.528520047665,-1.03559422493,-0.0408020354807,0.0987428873777,0.285381197929,-1.46095001698,0.057145267725,2.38470745087,-0.0194500088692
5898,-0.363160252571,-1.48478853703,-2.14234685898,-1.14403152466,-0.70862275362,-1.82698357105,0.80986392498,-1.10768485069,-1.21314835548,-1.05970788002,0.350548535585,-0.626617670059,0.234182089567,-1.85575163364,0.609633922577,-0.738081753254,0.308460265398,0.641356289387,1.04299998283,-0.0135499984026,0.896761000156,0.678774416447,-0.211349993944,-0.181100010872,-1.73810005188,-0.0274500101805,0.77796202898,-0.725432872772,-1.29360067844,-1.14123833179,-0.182294532657,-0.999544978142,-2.55712556839,0.237069949508,-0.182123571634,-1.92645001411,-1.64096999168,-1.11006057262,-0.562550008297,2.42066836357,0.035034276545,-3.02237319946,0.941200017929,-0.159400001168,-1.60250008106,0.502110362053,-0.064200013876,0.117960616946,0.841499984264,0.256903320551,1.51967489719,0.270329713821,-1.35415685177,-0.105064846575,-0.930088102818,0.534628748894,-1.23899996281,0.0440835505724,-0.213699370623,-0.521549999714
23365,-0.588480591774,-0.22142136097,-0.00416116416454,-0.219329506159,1.3905800581,0.193311572075,-1.22486686707,0.41584661603,-0.361310899258,-0.0774759948254,-0.342734575272,-0.703015387058,-0.141885817051,-0.981796622276,0.508008956909,0.885328114033,0.464606702328,-0.022378012538,0.634150028229,0.765699982643,0.45707270503,0.00629539042711,-0.207349985838,-0.488700002432,0.991100013256,0.642950057983,-0.314044654369,0.151231378317,0.498551607132,-0.0488270297647,-0.603994011879,-0.774430632591,-0.916433632374,-0.146108150482,0.137470692396,-0.0988499969244,-0.972425758839,0.0464569926262,-0.160349994898,0.815997958183,0.182676434517,-1.0127351284,-0.147400006652,0.544700026512,0.322150021791,1.6126922369,0.0536499917507,-0.52186191082,0.87784999609,0.0629437938333,1.34859192371,0.00107485055923,0.499012947083,0.206009671092,-0.76798003912,-0.49087280035,-0.651950001717,0.10211712122,0.0999424010515,-0.0483500063419
6657,1.01842319965,1.3507951498,0.146982550621,-0.396428436041,-2.85794401169,-0.769727706909,0.983310341835,0.296913444996,0.949210524559,-0.0280644372106,0.608693122864,0.448154479265,-0.253389358521,0.417257666588,1.01045739651,0.734555959702,-0.395055502653,-0.472233921289,-0.537500023842,-1.1045999527,0.826879620552,0.0223970580846,-0.0863499939442,0.41835001111,-0.00315000116825,-0.00319999456406,-0.997086882591,-0.231218665838,-0.638738393784,-0.454002708197,0.336415827274,0.451770782471,-0.281955897808,-0.0937667936087,-0.787299931049,0.833950042725,-1.24222421646,0.650423765182,0.677649974823,0.119162626565,0.871925294399,0.488531976938,-0.514299988747,0.993700027466,1.24909996986,-0.14993198216,-0.741750001907,0.118909068406,-1.64190006256,1.11115050316,-0.282899081707,-0.291125953197,1.12623047829,0.173087477684,1.46254205704,-0.305355012417,-0.556599974632,-1.11692476273,-0.691714882851,-0.827749967575
