rid,DOS027_VCAP_6H:BRD-M36167927-001-01-6:5.01,DOS027_VCAP_24H:BRD-M36167927-001-01-6:5.01,DOS051_A549_24H:BRD-M36167927-001-01-6:5.01,DOS051_HT29_24H:BRD-M36167927-001-01-6:5.01,DOS051_MCF7_24H:BRD-M36167927-001-01-6:5.01,DOS051_PC3_24H:BRD-M36167927-001-01-6:5.01
5720,-1.40719997883,-3.2297501564,-0.200449988246,-2.36975002289,-0.0908000171185,0.82959997654
466,0.105800002813,0.587449967861,-0.98014998436,-0.984349966049,-0.407499969006,-0.789249956608
6009,0.287999987602,-1.31079995632,0.257850021124,-0.385549962521,0.926400005817,0.0655000060797
2309,2.06620001793,-1.22784996033,0.131550014019,-0.137849986553,0.101649999619,-0.420049995184
387,1.67900002003,5.70170021057,4.87034988403,2.05425000191,0.412500023842,3.59905004501
3553,-1.26040005684,-0.761949956417,-1.07124996185,0.333199977875,-1.08340001106,-3.31535005569
427,-0.238600000739,-0.255100011826,-0.675900042057,0.262600004673,2.14884996414,-1.54795002937
5898,-0.796800017357,-1.26045000553,-1.31550002098,-1.60455000401,-0.707049965858,0.647199988365
23365,1.4007999897,2.25250005722,-0.553349971771,-2.14324998856,-0.445200026035,-0.433950006962
6657,-0.894800007343,-0.0322500020266,0.0582000017166,1.18299996853,-0.0393999963999,0.160849988461
5054,0.879599988461,-0.358749985695,0.297199994326,-1.10490000248,1.01440000534,-0.254450023174
3108,0.393400013447,5.83249998093,2.14499998093,4.85825014114,1.74504995346,5.83729982376
1950,-0.617699980736,-2.57144999504,-0.87944996357,0.604449987411,0.378900021315,-1.37575006485
351,0.937900006771,-0.771300017834,-0.0529499985278,-0.623149991035,0.0957999974489,-1.19644999504
4846,2.32119989395,-1.09609997272,0.638799965382,-0.395700007677,-0.974349975586,-0.36645001173
1452,0.873600006104,-2.06890010834,1.01355004311,-2.22900009155,-0.651499986649,-0.448300004005
4776,0.290699988604,-0.796350002289,-0.800000011921,-1.34759998322,0.339300006628,-0.233049988747
6908,0.143700003624,-2.50814986229,-0.111799992621,-1.77880001068,0.614750027657,-0.274599969387
672,-4.05399990082,-2.48340010643,-1.07434999943,-2.52734994888,-0.300650000572,-2.13669991493
5710,0.787500023842,-4.67684984207,0.740250051022,-0.826499998569,-0.235299944878,-2.03229999542
2115,-0.177799999714,6.81150007248,0.172349959612,4.58099985123,1.17754995823,5.52435016632
7015,-0.666899979115,0.129600003362,-0.766149997711,0.147850006819,1.06564998627,-0.67610001564
8726,2.08010005951,-0.112400002778,-0.168949961662,-1.06069993973,-0.0754000246525,2.06150007248
2185,-0.643000006676,0.898850023746,-1.1264500618,0.863499999046,-0.236599996686,-0.874199986458
3315,1.47500002384,4.82525014877,0.00164999999106,-1.21609997749,-1.07410001755,-1.17780005932
5289,-0.563899993896,0.422250032425,-1.46560001373,-1.29805004597,-0.362599998713,-0.887700021267
868,1.58930003643,1.4783000946,-1.30174994469,2.1889500618,-1.28064990044,0.892250001431
1677,0.872300028801,-1.15639996529,-0.702899992466,-1.71819996834,0.0912499949336,-1.09350001812
7043,-0.284999996424,0.101499974728,-1.02520000935,1.33574998379,0.37809997797,1.6126999855
5613,-0.542999982834,-1.54110002518,-0.177700012922,-0.571500003338,-0.390550017357,-1.2365000248
595,0.739000022411,0.316150009632,1.43760001659,-1.81615006924,-1.14530003071,-2.26204991341
4793,-0.596199989319,0.74145001173,-0.256649971008,-1.36884999275,-0.37965002656,-0.22705000639
2736,-1.62810003757,1.31714999676,-0.267199993134,5.0187497139,-1.23039996624,-1.17460000515
5290,0.217500001192,-0.0125000476837,-0.889349997044,1.72839999199,1.7052000761,-0.778100013733
6194,0.0,0.0608000010252,-0.00034999998752,-0.534650027752,-0.202350005507,-0.089699998498
1676,-0.161699995399,-0.519499957561,-0.0114500001073,0.298200011253,0.156049996614,-0.505400002003
23512,-1.10769999027,-1.71195006371,-0.055999994278,-3.07870006561,-4.72200012207,-1.03314995766
148022,1.44070005417,0.41740000248,0.661499977112,-0.888100028038,-1.0951499939,-0.438200026751
