rid,PCLB001_MCF7_24H:BRD-K73183319-001-02-3:2.5,PCLB001_MCF7_24H:BRD-K73183319-001-02-3:10,PCLB001_MCF7_24H:BRD-K73183319-001-02-3:0.16,PCLB001_MCF7_24H:BRD-K73183319-001-02-3:0.63,PCLB001_A375_24H:BRD-K73183319-001-02-3:10,PCLB001_A375_24H:BRD-K73183319-001-02-3:2.5,PCLB001_A375_24H:BRD-K73183319-001-02-3:0.63,PCLB001_A375_24H:BRD-K73183319-001-02-3:0.16,PCLB001_A375_6H:BRD-K73183319-001-02-3:10,PCLB001_A375_6H:BRD-K73183319-001-02-3:2.5,PCLB001_A375_6H:BRD-K73183319-001-02-3:0.63,PCLB001_A375_6H:BRD-K73183319-001-02-3:0.16,PCLB001_A549_24H:BRD-K73183319-001-02-3:2.5,PCLB001_A549_24H:BRD-K73183319-001-02-3:10,PCLB001_A549_24H:BRD-K73183319-001-02-3:0.16,PCLB001_A549_24H:BRD-K73183319-001-02-3:0.63,PCLB001_A549_6H:BRD-K73183319-001-02-3:2.5,PCLB001_A549_6H:BRD-K73183319-001-02-3:0.63,PCLB001_A549_6H:BRD-K73183319-001-02-3:0.16,PCLB001_A549_6H:BRD-K73183319-001-02-3:10,PCLB001_A549_6H:BRD-K73183319-001-02-3:3.33,PCLB001_A549_6H:BRD-K73183319-001-02-3:1.11,PCLB001_A549_6H:BRD-K73183319-001-02-3:0.37,PCLB001_HA1E_24H:BRD-K73183319-001-02-3:2.5,PCLB001_HA1E_24H:BRD-K73183319-001-02-3:0.63,PCLB001_HA1E_24H:BRD-K73183319-001-02-3:0.16,PCLB001_HA1E_24H:BRD-K73183319-001-02-3:10,PCLB001_HA1E_24H:BRD-K73183319-001-02-3:3.33,PCLB001_HA1E_24H:BRD-K73183319-001-02-3:1.11,PCLB001_HA1E_24H:BRD-K73183319-001-02-3:0.37,PCLB001_HA1E_6H:BRD-K73183319-001-02-3:10,PCLB001_HA1E_6H:BRD-K73183319-001-02-3:2.5,PCLB001_HA1E_6H:BRD-K73183319-001-02-3:0.63,PCLB001_HA1E_6H:BRD-K73183319-001-02-3:0.16,PCLB001_HCC515_24H:BRD-K73183319-001-02-3:10,PCLB001_HCC515_24H:BRD-K73183319-001-02-3:2.5,PCLB001_HCC515_24H:BRD-K73183319-001-02-3:0.63,PCLB001_HCC515_24H:BRD-K73183319-001-02-3:0.16,PCLB001_HCC515_6H:BRD-K73183319-001-02-3:10,PCLB001_HCC515_6H:BRD-K73183319-001-02-3:2.5,PCLB001_HCC515_6H:BRD-K73183319-001-02-3:0.63,PCLB001_HCC515_6H:BRD-K73183319-001-02-3:0.16,PCLB001_HEPG2_24H:BRD-K73183319-001-02-3:10,PCLB001_HEPG2_24H:BRD-K73183319-001-02-3:2.5,PCLB001_HEPG2_24H:BRD-K73183319-001-02-3:0.63,PCLB001_HEPG2_24H:BRD-K73183319-001-02-3:0.16,PCLB001_HEPG2_6H:BRD-K73183319-001-02-3:10,PCLB001_HEPG2_6H:BRD-K73183319-001-02-3:3.33,PCLB001_HEPG2_6H:BRD-K73183319-001-02-3:1.11,PCLB001_HEPG2_6H:BRD-K73183319-001-02-3:0.37,PCLB001_HT29_24H:BRD-K73183319-001-02-3:2.5,PCLB001_HT29_24H:BRD-K73183319-001-02-3:0.63,PCLB001_HT29_24H:BRD-K73183319-001-02-3:0.16,PCLB001_HT29_24H:BRD-K73183319-001-02-3:10,PCLB001_HT29_24H:BRD-K73183319-001-02-3:3.33,PCLB001_HT29_24H:BRD-K73183319-001-02-3:1.11,PCLB001_HT29_24H:BRD-K73183319-001-02-3:0.37,PCLB001_HT29_6H:BRD-K73183319-001-02-3:10,PCLB001_HT29_6H:BRD-K73183319-001-02-3:2.5,PCLB001_HT29_6H:BRD-K73183319-001-02-3:0.63,PCLB001_HT29_6H:BRD-K73183319-001-02-3:0.16,PCLB001_JURKAT_24H:BRD-K73183319-001-02-3:2.5,PCLB001_JURKAT_24H:BRD-K73183319-001-02-3:0.16,PCLB001_JURKAT_24H:BRD-K73183319-001-02-3:0.63,PCLB001_JURKAT_24H:BRD-K73183319-001-02-3:10,PCLB001_JURKAT_24H:BRD-K73183319-001-02-3:3.33,PCLB001_JURKAT_24H:BRD-K73183319-001-02-3:1.11,PCLB001_JURKAT_24H:BRD-K73183319-001-02-3:0.37,PCLB001_JURKAT_6H:BRD-K73183319-001-02-3:2.5,PCLB001_JURKAT_6H:BRD-K73183319-001-02-3:0.63,PCLB001_JURKAT_6H:BRD-K73183319-001-02-3:0.16,PCLB001_JURKAT_6H:BRD-K73183319-001-02-3:10,PCLB001_JURKAT_6H:BRD-K73183319-001-02-3:3.33,PCLB001_JURKAT_6H:BRD-K73183319-001-02-3:1.11,PCLB001_JURKAT_6H:BRD-K73183319-001-02-3:0.37,PCLB001_MCF7_6H:BRD-K73183319-001-02-3:2.5,PCLB001_MCF7_6H:BRD-K73183319-001-02-3:0.63,PCLB001_MCF7_6H:BRD-K73183319-001-02-3:0.16,PCLB001_MCF7_6H:BRD-K73183319-001-02-3:10,PCLB001_MCF7_6H:BRD-K73183319-001-02-3:3.33,PCLB001_MCF7_6H:BRD-K73183319-001-02-3:1.11,PCLB001_MCF7_6H:BRD-K73183319-001-02-3:0.37,PCLB001_PC3_24H:BRD-K73183319-001-02-3:10,PCLB001_PC3_24H:BRD-K73183319-001-02-3:2.5,PCLB001_PC3_24H:BRD-K73183319-001-02-3:0.63,PCLB001_PC3_24H:BRD-K73183319-001-02-3:0.16,PCLB001_PC3_6H:BRD-K73183319-001-02-3:2.5,PCLB001_PC3_6H:BRD-K73183319-001-02-3:0.63,PCLB001_PC3_6H:BRD-K73183319-001-02-3:0.16,PCLB001_PC3_6H:BRD-K73183319-001-02-3:10,PCLB001_PC3_6H:BRD-K73183319-001-02-3:3.33,PCLB001_PC3_6H:BRD-K73183319-001-02-3:1.11,PCLB001_PC3_6H:BRD-K73183319-001-02-3:0.37,PCLB001_U266_24H:BRD-K73183319-001-02-3:10,PCLB001_U266_24H:BRD-K73183319-001-02-3:3.33,PCLB001_U266_24H:BRD-K73183319-001-02-3:1.11,PCLB001_U266_24H:BRD-K73183319-001-02-3:0.37,PCLB001_U266_6H:BRD-K73183319-001-02-3:10,PCLB001_U266_6H:BRD-K73183319-001-02-3:2.5,PCLB001_U266_6H:BRD-K73183319-001-02-3:0.63,PCLB001_U266_6H:BRD-K73183319-001-02-3:0.16
5720,0.445225775242,-0.574550032616,0.456463068724,0.330199986696,0.647148489952,-0.332669407129,0.621812522411,0.750907719135,0.403226017952,0.16630628705,0.61940330267,0.861344575882,0.520938336849,0.0590748079121,0.99153226614,1.12697207928,-0.562027215958,0.313692629337,0.695355296135,-0.0381056442857,0.0582808554173,0.561062574387,0.640721082687,0.863418459892,-0.527886688709,-0.272218227386,0.0637575760484,1.23059237003,0.0407999753952,0.255969047546,0.692386746407,-1.14873886108,0.74503582716,0.469758719206,0.911340773106,0.955357730389,1.00002563,0.588983714581,0.334158599377,-0.548994541168,0.129685252905,0.652882874012,0.451013326645,0.788099706173,-0.0387776531279,1.0778979063,0.369234740734,-0.0387374460697,0.356507539749,0.872829318047,-0.0846394300461,-0.560187757015,0.567836642265,-0.864674985409,0.0597212612629,-1.42936754227,0.231822669506,0.388222962618,0.494352191687,0.269819259644,0.880219101906,0.191478967667,1.24693894386,0.620849967003,0.507477045059,0.776333332062,0.135354727507,1.18015611172,0.919906079769,1.06465923786,1.17057096958,0.458762168884,-0.386930942535,0.298043549061,-0.564900636673,0.165479004383,0.108369238675,1.11729335785,0.65581536293,-0.51897251606,0.458212196827,0.468367725611,0.295822918415,-0.0951348915696,0.200979784131,0.419231116772,0.336534261703,0.511240065098,0.711811542511,0.312632799149,-0.575242996216,-0.482371598482,-0.0735694468021,-0.0952866524458,-0.218494266272,-0.0890396535397,0.109095737338,0.193636745214,0.360710769892,0.30179849267,1.19540441036
466,0.359107553959,-0.621950030327,1.453592062,2.05449986458,0.44353184104,0.193825677037,0.549843549728,0.805319368839,0.373401939869,-0.111315622926,-0.608283758163,0.290838599205,0.132898434997,0.26206061244,0.0365851558745,0.219789043069,-0.541624426842,-0.53933262825,-0.213678687811,0.0274920351803,-0.0384995937347,0.388227403164,0.34848934412,0.183094501495,-0.72731757164,-0.88120162487,0.00557497143745,0.24342776835,-0.491500079632,0.633484125137,0.697136998177,-0.912800729275,1.13786399364,0.430588364601,0.121312484145,0.0994123518467,0.124022528529,0.376837104559,0.632787823677,0.512602388859,0.450706750154,1.06243181229,0.308982700109,-0.21635235846,-0.155113279819,0.143027976155,-0.345202714205,0.12933665514,-0.190436631441,0.420819848776,-0.30703034997,-0.165120586753,0.417264521122,0.30332493782,0.0977410823107,-0.3111307621,1.05907702446,-0.780111968517,-0.0823581963778,-1.13578736782,0.1498593539,0.63064032793,0.168821409345,0.513400018215,-0.161987960339,0.161533266306,0.314528167248,0.202125161886,0.227878406644,0.0810417532921,0.491766571999,-0.0524012409151,0.735559225082,0.364028245211,1.22975051403,-1.37598156929,-0.396597266197,1.06637728214,0.256078839302,0.205411091447,0.913183569908,0.0883306860924,0.682034671307,0.680138766766,0.403823822737,0.316904813051,-0.402725100517,-0.578100144863,-0.391793370247,-0.297823727131,-0.367916464806,0.379767805338,0.378099530935,0.420022249222,0.399304926395,-0.230400502682,-0.0155232623219,0.25072479248,0.198422282934,0.0792750269175,0.197053745389
6009,-0.17311386764,-0.767749965191,0.438619583845,0.425549983978,0.199541151524,0.0993109196424,0.368043154478,-0.123835906386,0.574685573578,-0.229216068983,0.163156911731,0.303956508636,0.505459964275,0.0771820172668,0.397642016411,0.905952394009,-0.917747855186,-0.0471058003604,0.371355116367,-0.622905671597,-1.10519933701,-0.273169964552,-0.822856664658,0.655806362629,-0.340501636267,-0.520207822323,0.20691254735,-0.0389693900943,0.0042333304882,0.160395056009,-0.0869756862521,-0.639362573624,0.866250634193,1.05107963085,1.26647984982,0.0463847070932,0.809421598911,0.740056931973,0.379102915525,0.319432914257,-0.332232236862,0.393456012011,0.582555830479,0.414597332478,0.211503177881,0.671160101891,0.741824328899,0.207656100392,0.412661314011,0.524821519852,0.266690731049,-1.89678943157,0.0352673977613,-1.5417727232,-0.312817215919,-0.896478414536,0.17403049767,0.613033533096,0.0599005706608,1.0363984108,0.811550021172,0.0778047740459,-0.221027970314,1.01839995384,-0.193529859185,-1.34376180172,0.397973030806,-0.238328263164,0.803855478764,0.263168007135,0.67859017849,1.0441930294,0.440810680389,1.43164420128,1.44954025745,0.377154737711,0.672503173351,1.02454137802,0.478549033403,0.168222382665,-0.447637081146,-0.367930173874,-0.192363634706,-0.095696426928,-0.680114030838,-0.256645768881,-0.206940442324,-0.267918139696,0.856928348541,-0.0104035362601,-0.36572676897,-0.234791979194,-0.352463036776,0.143173351884,-0.219463735819,0.0912737324834,0.0451054573059,0.206726700068,1.22930085659,0.791983544827,0.896279156208
2309,0.0095153003931,-1.07930004597,0.543160796165,0.821149945259,-0.208116889,-0.0943985655904,0.288494825363,0.113544046879,0.159902557731,0.422817617655,0.543263137341,0.122915178537,0.781531751156,0.95103263855,1.0951269865,0.901999354362,-0.712304115295,0.0247403085232,0.0115937292576,-0.230680972338,-0.481222808361,-0.155376344919,-0.319956988096,0.180338591337,-1.66677725315,-0.547636449337,-1.9119477272,-0.48313960433,-2.20373344421,-0.0988178104162,1.06370770931,-0.536210596561,0.845698773861,0.81481552124,0.0675050914288,0.0183060988784,-0.0613132417202,0.276387691498,0.00283402577043,-0.490762919188,-0.278988420963,0.545510411263,-0.224057048559,-0.140947535634,-0.29615303874,-1.05401659012,-0.766921281815,-0.270650118589,-0.00498900562525,0.250255912542,-0.344156652689,0.213861733675,0.937257170677,0.278429418802,0.00974737107754,-0.821473181248,-0.0712301135063,0.475113987923,0.769765019417,-0.152472361922,0.888328671455,-0.24874317646,0.33549118042,-0.45710003376,-0.140731737018,0.409537434578,0.111829265952,-0.385900199413,0.0209464132786,0.141252070665,0.647850751877,0.44003367424,1.61347639561,0.411425799131,0.935834467411,0.445038020611,-0.106077186763,-0.127585560083,-0.521084368229,-0.146462246776,0.004777520895,0.774131417274,-0.552460551262,-0.242225557566,-1.18289649487,-0.670762658119,1.00360500813,0.710935115814,1.36250412464,1.19383621216,-0.0319876149297,0.258693367243,0.464425504208,-0.0232805721462,-0.506591677666,-0.846455216408,-0.00935468822718,-0.239740461111,0.116186715662,-0.633808076382,0.732231020927
387,0.200337648392,0.190450012684,0.723640859127,0.0315000116825,0.101068347692,0.187001615763,0.517708361149,0.485319495201,-0.349729686975,0.38345682621,0.0261380821466,0.317516833544,0.689130842686,0.0958221554756,0.47005084157,1.14113533497,-0.434573590755,0.789234876633,0.319969326258,-0.577347934246,0.0252412259579,-0.755198001862,0.337859153748,0.332558095455,-0.240091145039,0.0268847867846,-0.603317081928,0.172713905573,0.388500034809,0.639201104641,0.720653712749,0.205143004656,1.42794847488,0.259194850922,0.707491874695,0.935455620289,0.989101886749,0.383208662271,0.426131993532,-0.0637657642365,-0.0825092419982,0.499940484762,0.409227967262,0.398563474417,0.123422250152,0.701729774475,-1.00977945328,-0.394177258015,-0.271654814482,0.508007764816,0.275975912809,-0.703118145466,0.170064508915,-0.868401050568,0.195397406816,-2.03801250458,0.211287811399,0.271346837282,-0.000746419653296,-0.00747229391709,0.451108515263,0.420711457729,0.543059647083,0.279300004244,0.293811649084,0.622531890869,0.0542174577713,0.165475621819,0.287257671356,1.03295838833,0.0912792012095,1.1960670948,1.1772851944,1.64079451561,1.22266864777,0.632471561432,0.198559254408,0.590458154678,0.695407152176,-0.272024899721,0.691324353218,-0.00110195577145,-0.61604565382,-0.165875568986,-0.275599211454,-0.340325176716,0.518707633018,-0.189837649465,0.847436070442,0.455322295427,0.0274694859982,-0.104038946331,-0.340326368809,-0.156837299466,0.463868439198,-0.432792633772,-0.23198479414,-0.240904644132,1.08480632305,0.407423317432,0.825533032417
3553,0.727887749672,1.8491499424,-0.527715742588,0.225199997425,-0.305383503437,0.119073241949,0.0897088348866,-0.267148464918,-0.162512630224,-0.424149930477,-0.864199995995,-0.715322494507,-0.538923799992,-0.219523280859,-0.85135525465,-0.562530100346,1.50536692142,0.0229403227568,-0.140364944935,1.11437869072,-0.540714502335,0.105848684907,-0.7891305089,-0.858933806419,1.04660451412,0.345957696438,-0.539156377316,-0.333815217018,3.12300014496,-0.333212852478,-0.557604849339,1.60269534588,-0.715110898018,-0.901531755924,-0.483119726181,-0.572583258152,-0.286653131247,-0.578632950783,-0.540353775024,0.575535416603,0.216893255711,-1.09289002419,-0.423242717981,-0.431275486946,0.514932155609,-1.04269742966,0.00953751802444,-0.109672278166,-0.328442543745,-1.20560920238,-0.227048635483,0.286255419254,-0.644008755684,1.32633423805,0.14303869009,0.515628695488,-0.299889206886,-0.198491096497,-0.638764321804,-0.0150413280353,-0.96187132597,-0.550931036472,-0.276199221611,0.0092000067234,0.101831331849,0.00649380683899,-0.462169855833,-0.881878018379,-0.228101193905,-0.462286680937,-0.878127753735,-0.138537168503,0.0719565749168,0.188511610031,-1.46345686913,-0.10873451829,-0.350229769945,-0.700479149818,-0.972922921181,-0.960331439972,-0.680083572865,0.449742674828,0.527824819088,-0.0209964904934,-0.379768610001,-0.493761658669,-0.458404481411,-0.183974310756,-0.366120100021,-0.145469352603,0.106783166528,-0.473289400339,-0.258407086134,-0.339196205139,-0.219297289848,1.60222637653,-0.329813420773,0.55364215374,-0.670577406883,-0.543359041214,-1.3201007843
427,0.292833328247,-0.928449988365,-0.643058359623,3.5435500145,-0.064086034894,0.168428555131,0.48379150033,-0.16972348094,0.661838889122,0.694559335709,-0.498420745134,0.332486450672,-0.755317091942,-0.0401298329234,-0.560701072216,-0.424363255501,-0.465107113123,-1.26826035976,-0.609963774681,-0.0829784572124,0.222884714603,0.117814034224,0.117070309818,0.632459759712,0.0435106903315,-0.672027826309,0.215691193938,0.181268185377,0.544233381748,0.705343723297,0.454078167677,-0.443235367537,0.716609179974,-0.269604921341,0.481041312218,0.365501344204,0.0497900992632,-0.292913615704,-0.490455329418,-0.0410330817103,0.878746926785,0.0362206995487,-0.655029773712,-0.144918859005,-0.0770301520824,-0.714609503746,-0.0424654260278,-0.966564416885,0.0373018011451,-0.173911347985,0.138321369886,0.211108729243,-0.131119057536,0.691813647747,-0.243457883596,1.07183933258,-0.360922157764,0.788401484489,0.0997091159225,1.18888199329,1.3379099369,0.603618264198,-0.170775800943,-1.70175004005,0.138044625521,0.898175239563,-0.268060684204,-0.557671129704,0.289397269487,0.527337253094,-0.257357001305,0.217314466834,2.62326931953,0.566364049911,0.533053576946,-0.308214902878,-0.108351528645,-0.10754185915,0.0839083269238,0.359509706497,1.73940110207,0.433274745941,0.216740548611,0.142769694328,0.209806382656,0.0851194486022,-0.364712715149,0.814621448517,-0.519499778748,0.371975332499,-0.249385848641,0.133935004473,1.33692789078,0.0587257146835,0.521193921566,-0.0363208726048,0.455391287804,0.123455122113,0.331465035677,-0.0586096346378,0.334941357374
5898,0.282902956009,0.353649973869,0.891903996468,1.88534998894,0.105943672359,-0.894922554493,0.1313329041,-0.121806435287,-1.41072738171,-0.400639504194,-0.323526263237,0.116734832525,-0.322623729706,-0.349986612797,-0.15553611517,-0.0897994488478,-0.0563115999103,0.253364503384,-0.574617147446,0.219488471746,0.00605425238609,-1.07447683811,-0.255793809891,-0.403989672661,-1.57250165939,-1.56733036041,-1.87639546394,0.372969448566,-0.768400073051,-0.291835039854,0.182970911264,0.459530264139,-0.450235962868,0.181200712919,-1.53229677677,-0.538597941399,-0.89798861742,0.183741480112,0.171276330948,-0.768862128258,-0.855884432793,-1.91596913338,-0.814294219017,-0.0459697023034,-0.295709103346,-1.28706288338,-0.613544166088,-0.0841588750482,-0.331650286913,-0.352298289537,0.103024885058,-1.09377491474,-0.72207069397,-0.159154400229,-0.3609611094,-1.70392882824,0.184805318713,0.0639579743147,0.0359796173871,-1.0200535059,0.297803103924,-0.656172394753,-0.822279393673,-0.128600001335,-0.472894281149,-0.427314609289,0.367633998394,-0.323495984077,-0.673334002495,-0.644278883934,-0.31269967556,-0.322812050581,-0.803258836269,-1.17942607403,-0.997080385685,-1.42960643768,-0.630793690681,0.225818127394,-0.350513577461,-0.511415064335,-0.592303037643,-0.847497940063,0.0295685343444,0.288058042526,0.357781410217,0.0214486028999,-0.00250297784805,-1.88481318951,-1.21415293217,-0.386999905109,-0.00843277852982,-0.831409335136,-0.357791304588,0.281182169914,-0.33354395628,0.118388302624,-0.0358189642429,-0.516697704792,0.0667106062174,-0.328185319901,-0.00699447933584
23365,0.134215161204,0.268450021744,0.328271836042,1.42094993591,-0.00519087910652,0.178146123886,0.349367946386,0.345838904381,0.0244420021772,0.268926680088,-0.248802527785,1.06326675415,-0.330760836601,-0.500722587109,-0.182559922338,0.0456179082394,-0.400377213955,0.807422578335,-0.237967580557,0.445993930101,0.115178897977,-0.105991661549,-0.11886960268,-0.0751178339124,0.312310934067,0.274054884911,0.336314558983,-0.456553578377,0.315566658974,-0.332257568836,-0.169194817543,1.18152606487,-0.359089046717,-0.311010867357,0.138309508562,-0.181870371103,-0.0542831271887,-1.32600414753,-0.0316292196512,0.442732334137,-0.145719513297,0.308771371841,0.117883116007,-0.136925056577,-0.0854109525681,0.168075159192,-0.0973483920097,0.128240525723,0.200000941753,0.183947652578,-0.0858143493533,-0.190494284034,-0.348443597555,0.984587609768,-0.0673395842314,0.359349817038,0.190081685781,-0.156434565783,0.430209577084,-0.100237526,-0.40165823698,0.754505753517,-0.300653100014,-0.0319000035524,1.85348594189,1.96520388126,-0.242398247123,-0.243737980723,0.740592062473,0.307743906975,-0.59771490097,0.00582392513752,-0.656624317169,-0.0321905389428,-0.438677489758,0.537085771561,0.0378403961658,-0.0478826984763,0.172621592879,0.376268804073,0.340366542339,-0.528768658638,-0.545272409916,0.232061028481,-0.476935863495,-0.15420499444,-5.22918510437,-0.528119921684,0.235682353377,0.264122486115,0.199116393924,1.6744736433,-0.253712832928,0.947975814342,0.390117049217,0.0725178718567,-0.447290837765,-0.300029069185,-0.36582800746,0.294885456562,-0.0683591961861
6657,-0.173986598849,0.258650004864,-0.96093082428,0.355999976397,-0.208554297686,0.091228350997,0.0419178567827,-0.430777996778,-0.326490372419,-0.124707087874,-0.585181593895,-0.547494113445,-0.698719501495,0.153490871191,-0.465397030115,-0.400102436543,1.6387591362,0.14020396769,-0.334800601006,1.18247139454,0.26735880971,0.12540461123,0.166362211108,-0.899353861809,0.932139933109,1.03880536556,-0.587635099888,-0.743995904922,5.67703390121,-0.617094755173,-0.958664655685,1.06511664391,-1.1961773634,-0.879581153393,-0.0547119565308,0.432322174311,0.0188819933683,-0.403404712677,-0.639956057072,0.203047245741,-0.11216416955,-0.94300121069,0.228050887585,-0.520956814289,0.867310285568,-1.0766569376,-0.0349270254374,-0.414343059063,-0.478554487228,-1.2669917345,-0.0490216314793,0.471868872643,-0.917752623558,1.7650809288,0.117361098528,0.887986540794,-0.599417686462,-0.659669756889,-0.784982204437,0.109421804547,-1.2247710228,-0.857627391815,-1.43366456032,-0.578099966049,-0.228485167027,-0.904717922211,-0.487188518047,-0.523981928825,-0.93262898922,-0.400906682014,-0.949820518494,-0.755080580711,-0.938670694828,-0.180635020137,-1.54439520836,-0.364035487175,-0.420546382666,-0.731078624725,-0.456114441156,-0.461421728134,-0.246113091707,-0.231845065951,-0.115995451808,-0.213581874967,0.162021845579,0.459484785795,-0.94968444109,0.87436902523,0.417347192764,-0.324429810047,-0.320427924395,-0.319927960634,-0.112604893744,-0.346878230572,-0.298627495766,1.27740502357,-0.131893321872,0.794508397579,-0.894426584244,-0.245682954788,-1.0631172657
