rid,CPC014_A375_6H:BRD-K23192422-001-01-1:10,CPC014_A549_6H:BRD-K23192422-001-01-1:10,CPC014_A549_24H:BRD-K23192422-001-01-1:10,CPC014_ASC_24H:BRD-K23192422-001-01-1:10,CPC014_HA1E_6H:BRD-K23192422-001-01-1:10,CPC014_HCC515_6H:BRD-K23192422-001-01-1:10,CPC014_HEPG2_6H:BRD-K23192422-001-01-1:10,CPC014_HT29_6H:BRD-K23192422-001-01-1:10,CPC014_MCF7_6H:BRD-K23192422-001-01-1:10,CPC014_MCF7_24H:BRD-K23192422-001-01-1:10,CPC014_NEU_24H:BRD-K23192422-001-01-1:10,CPC014_NPC_24H:BRD-K23192422-001-01-1:10,CPC014_PC3_6H:BRD-K23192422-001-01-1:10,CPC014_PC3_24H:BRD-K23192422-001-01-1:10,CPC014_PHH_24H:BRD-K23192422-001-01-1:10,CPC014_SKB_24H:BRD-K23192422-001-01-1:10,CPC014_VCAP_6H:BRD-K23192422-001-01-1:10,CPC014_VCAP_24H:BRD-K23192422-001-01-1:10,MUC.CP003_MCF7_6H:BRD-K23192422-001-01-1:10,MUC.CP003_MCF7_6H:BRD-K23192422-001-01-1:3.3333,MUC.CP003_MCF7_6H:BRD-K23192422-001-01-1:1.1111,MUC.CP003_MCF7_6H:BRD-K23192422-001-01-1:0.3704,MUC.CP003_MCF7_24H:BRD-K23192422-001-01-1:10,MUC.CP003_MCF7_24H:BRD-K23192422-001-01-1:3.3333,MUC.CP003_MCF7_24H:BRD-K23192422-001-01-1:1.1111,MUC.CP003_MCF7_24H:BRD-K23192422-001-01-1:0.3704,MUC.CP003_NKDBA_24H:BRD-K23192422-001-01-1:10,MUC.CP003_NKDBA_24H:BRD-K23192422-001-01-1:3.3333,MUC.CP003_NKDBA_24H:BRD-K23192422-001-01-1:1.1111,MUC.CP003_NKDBA_24H:BRD-K23192422-001-01-1:0.3704
5720,3.47671771049,1.45280325413,-1.10817587376,0.233471125364,0.725126683712,1.46074056625,1.93160200119,2.55857634544,1.65492749214,-3.21915006638,-0.244049996138,0.651149988174,2.85769820213,1.17523753643,1.22455000877,-0.452197849751,1.24332904816,1.07824325562,0.736043453217,-0.29697984457,0.925792574883,1.28553771973,0.553300023079,0.39414998889,1.23895001411,2.87540102005,2.41775012016,0.500100016594,-0.13369999826,0.664750039577
466,-0.036930590868,-2.84943962097,-0.437097847462,-0.876423716545,-2.14446687698,-1.05960011482,-1.89535427094,-3.64521288872,-5.31807231903,-1.87825000286,-2.09815001488,-0.519450008869,-0.486713171005,-0.267616450787,-1.2404500246,-0.981116950512,-2.10457634926,-0.721987962723,-3.3806374073,-1.52902281284,-2.31321597099,-0.869399309158,-1.39725005627,-0.375100016594,-0.278450012207,-1.69867002964,-1.95089995861,-0.789499998093,-0.544649958611,-0.203099995852
6009,-2.13864064217,-1.88238763809,0.295857906342,2.93952417374,-0.296826720238,-0.82527589798,-1.99020147324,0.721568524837,0.303899407387,-0.440299987793,-3.1032500267,-0.487199991941,0.62930226326,-1.06278896332,-3.19130015373,1.98335289955,0.952919363976,-1.88354277611,-0.147219821811,0.0818654298782,-0.259373545647,0.57474565506,-0.974950015545,-2.42214989662,-3.10659980774,-2.02583694458,-0.651049971581,-2.39520001411,-1.14020001888,0.288049995899
2309,0.196712329984,0.0792154967785,1.51101303101,1.17421090603,-3.75678467751,-2.0252122879,-3.01240706444,-4.56453704834,-4.83705568314,-1.86605000496,-1.09895002842,1.11160004139,-2.1668317318,2.24953699112,0.398750007153,-0.913307309151,-3.9638440609,-1.35122895241,-4.57744503021,-0.250423848629,0.184804543853,0.725114226341,-1.41509997845,-1.17634999752,-0.300750017166,0.815233409405,-2.90680003166,-0.75830000639,0.73584997654,1.32835006714
387,1.23422133923,0.637809991837,-0.322490036488,-0.586982905865,0.252455413342,1.37603664398,2.09705972672,2.29191732407,1.39078164101,-2.2212998867,-1.19515001774,-1.38549995422,1.5819786787,-0.678256630898,-1.28509998322,-3.34352684021,0.0919519662857,0.202114015818,2.00462245941,2.2284963131,1.17769873142,0.823143601418,-2.50889992714,-1.20910000801,-0.47800001502,0.0987981706858,0.0307000875473,-2.7077999115,0.121100008488,1.08995008469
3553,0.947690665722,1.47029042244,0.262820005417,1.1318795681,1.01421177387,1.58672833443,1.14834964275,0.735145390034,2.80794596672,4.58874988556,-0.88094997406,1.28020000458,-2.72396302223,-2.00268292427,1.57095003128,2.07487535477,0.917000472546,-0.0583072043955,1.94799399376,0.111800611019,0.423646688461,-0.22080218792,1.8286999464,1.25310003757,0.639100015163,0.90618532896,1.70370006561,1.05540001392,0.0805000066757,1.06340003014
427,0.864681482315,2.85193824768,0.398916006088,-1.5064842701,1.05415713787,0.732422888279,2.69013667107,2.84438681602,2.7037460804,-0.129849970341,1.22294998169,1.29184997082,2.2210021019,-0.0373086929321,0.473600000143,0.266123116016,1.65879881382,0.978079915047,1.67077898979,-0.382694482803,-0.617039442062,-0.00864347815514,1.03635001183,1.04779994488,0.490700006485,0.109102293849,0.978399991989,-0.352800011635,-0.46924996376,0.0874999761581
5898,-2.45493865013,-0.170210674405,0.871966302395,-0.084818765521,-0.261027783155,0.000194318592548,-0.783727049828,1.16113233566,-4.91424369812,-1.05110001564,1.58054995537,-0.637000024319,-1.24043703079,-1.78878831863,0.983349978924,-0.103138506413,-1.86495900154,-0.793342351913,-1.90071725845,-0.735529065132,-1.48783779144,-2.02899551392,0.391250014305,-1.78275001049,-1.21200013161,-1.77241933346,-0.681349992752,0.677799999714,-1.33924996853,-2.44175004959
23365,-1.39645385742,-0.504343926907,1.0384516716,-0.110037267208,-1.18047487736,0.0845257639885,-0.387300699949,-0.0607385262847,2.8731341362,2.21524977684,0.378300011158,0.527950048447,1.55792272091,-0.966961443424,0.429949998856,-1.37100791931,-0.714808166027,-0.642748296261,1.6537951231,0.306718796492,-0.162295326591,2.07824707031,-0.332600027323,0.596300005913,-0.182500004768,0.505211591721,-2.86674976349,0.401399999857,0.292849987745,-1.67830002308
6657,2.25976920128,3.04560375214,-0.20971930027,0.8605479002,1.60978448391,-1.56451892853,1.15022623539,1.57560634613,2.51859068871,3.96909999847,0.827350020409,-1.60455000401,1.16816461086,0.380694568157,1.1384999752,1.76300382614,0.564930379391,0.239295721054,1.62088990211,-0.239501595497,0.196320861578,-0.361347019672,1.72710001469,0.600099980831,0.407050013542,1.33521902561,2.75285005569,2.05739998817,0.984650015831,2.16694998741
