rid,CVD001_HEPG2_6H:BRD-K47977047-001-01-2:9.9355,CVD001_HEPG2_6H:BRD-K47977047-001-01-2:2.4839,CVD001_HEPG2_24H:BRD-K47977047-001-01-2:9.9355,CVD001_HEPG2_24H:BRD-K47977047-001-01-2:2.4839,CVD001_HUH7_6H:BRD-K47977047-001-01-2:9.9355,CVD001_HUH7_6H:BRD-K47977047-001-01-2:2.4839,CVD001_HUH7_24H:BRD-K47977047-001-01-2:9.9355,CVD001_HUH7_24H:BRD-K47977047-001-01-2:2.4839,CVD001_PHH_6H:BRD-K47977047-001-01-2:9.9355,CVD001_PHH_6H:BRD-K47977047-001-01-2:2.4839,CVD001_PHH_24H:BRD-K47977047-001-01-2:9.9355,CVD001_PHH_24H:BRD-K47977047-001-01-2:2.4839,DOS022_VCAP_6H:BRD-K47977047-001-01-2:4.97,DOS022_VCAP_24H:BRD-K47977047-001-01-2:4.97,DOS045_A549_24H:BRD-K47977047-001-01-2:4.97,DOS045_HT29_24H:BRD-K47977047-001-01-2:4.97,ERG010_VCAP_6H:BRD-K47977047-001-01-2:9.936,ERG010_VCAP_24H:BRD-K47977047-001-01-2:9.936
4846,2.00434136391,1.05073535442,2.92770266533,0.399964988232,-0.377626955509,-0.341832458973,0.419846922159,-0.294731855392,-0.464738488197,-0.319993317127,-0.581221699715,0.177333325148,-1.12795650959,-0.878104805946,0.0452496930957,-0.677500009537,0.20134998858,0.55858361721
1452,1.09128880501,-0.0199109911919,0.18696154654,-0.482438325882,2.42130422592,0.511929988861,0.374398052692,-0.698120713234,0.275350213051,-0.106572911143,0.521619141102,0.655166685581,-0.692919611931,-0.563006877899,-0.0386387445033,-1.31034994125,0.248300001025,1.2288877964
4776,-0.506519496441,-1.0076931715,-0.0531659722328,-0.295651257038,0.0489842146635,-0.149807929993,-0.194684401155,-0.618061542511,-0.251873612404,0.147573783994,-0.347435235977,0.126300022006,0.984641611576,1.2375421524,-0.2518645823,1.10099995136,0.531949996948,0.167172849178
6908,-0.595022082329,1.74900245667,-0.249673426151,1.53157484531,-0.290656328201,1.82611739635,0.313330411911,0.660970568657,-1.21348190308,0.668034851551,-0.251955747604,0.354466676712,0.0327182710171,0.0912580937147,0.369597971439,-0.945399999619,-0.859650015831,-0.0781443119049
672,-1.32552099228,-0.711934089661,-0.250629603863,-0.336192548275,-0.00894306600094,0.686962425709,0.70432305336,1.30034995079,-0.0229444801807,0.0891532450914,0.671151220798,-0.211233317852,-0.904781639576,-0.83977919817,-0.539542138577,-0.264649987221,0.795599997044,1.22942042351
5710,0.286866754293,-0.407816290855,-0.280586898327,-0.556846320629,0.346252501011,0.169822916389,-0.212952524424,-0.336789935827,0.223859235644,-0.802687704563,-0.00502514839172,1.13156676292,-1.49847602844,-0.475792020559,0.343650758266,0.127149999142,0.281599998474,0.401791006327
2115,-0.303170353174,0.387755066156,0.00916504859924,-0.112562187016,0.833145916462,-0.396305561066,-0.0827776268125,-0.0704565569758,0.45661559701,0.74371522665,-1.24330413342,0.00750005245209,1.12332379818,1.32219612598,-0.65899348259,0.597649991512,1.0557500124,-0.162558525801
7015,-1.04765892029,-0.395846307278,-1.00616931915,-0.50084066391,-1.10063314438,0.202424630523,-0.0417034029961,0.26670986414,0.0998479053378,-0.284043371677,-0.47166582942,-0.530966699123,0.735869884491,2.13908863068,0.308174431324,1.13384997845,0.0565999895334,-0.203270167112
8726,-1.96552062035,-0.469107538462,-1.57565188408,0.552077829838,-0.515345573425,-0.0972879230976,-0.780272901058,-0.0712589398026,-1.04440712929,0.145683020353,1.29604029655,0.386933326721,-0.387979924679,-0.551110029221,0.960211634636,-0.34114998579,-0.957149982452,0.174934998155
2185,-0.895251631737,-0.858780145645,-0.376277536154,0.0366880893707,-0.16928447783,0.461559712887,-0.115877144039,-0.820423126221,-0.24230119586,0.378096371889,-0.921748042107,-0.0370999872684,0.5969145298,0.815528333187,0.450901120901,1.02184998989,-0.408150017262,0.0127833336592
3315,0.0111613422632,-0.384645760059,-3.01265764236,-1.16064035892,-0.849341273308,-0.323553860188,-1.17499482632,-0.346216678619,0.864582180977,-0.0991320684552,1.31060028076,0.408400028944,0.452237397432,-0.654110193253,-0.344912618399,-1.53789997101,0.59610003233,0.366045892239
5289,1.1394674778,0.617338240147,1.45175909996,0.391238152981,0.154601916671,0.102053046227,-0.730014324188,-0.886508226395,0.0595605261624,0.301571190357,-0.524274051189,-0.292999982834,0.620612621307,0.359049856663,-0.158489897847,0.584399998188,-1.19044995308,-0.41841417551
868,0.721727371216,1.81779026985,1.56978011131,-0.568996548653,0.863800406456,0.990594387054,-0.709415376186,-2.78710174561,1.76061058044,-0.743291974068,-0.00170626491308,-0.625733315945,0.572603821754,0.198308438063,0.0957500636578,-0.332650005817,-0.748549997807,-0.502551853657
1677,-1.57606625557,-0.520231366158,-1.79847073555,0.46398216486,0.630028188229,-0.495181471109,0.828449606895,0.399120867252,-0.0347432792187,-0.531375408173,-0.72064357996,0.396666675806,-0.437639176846,0.737443029881,0.181016176939,1.54505002499,-0.0388499945402,-0.658252239227
7043,-0.863313317299,-1.12406659126,-0.970196843147,-0.749518632889,-0.750169038773,-0.824666261673,-0.978066802025,-0.13092944026,0.0768410116434,-0.128335878253,-1.13544380665,-0.584400057793,0.311097085476,0.381918132305,-0.293330490589,1.28355002403,-0.593800008297,0.832305490971
5613,-0.315226137638,-0.0948574393988,-0.198189258575,3.64164113998,0.156411170959,0.133185565472,0.44983458519,0.235539495945,-0.062491491437,1.09770202637,-0.862841904163,0.291433393955,0.507482111454,0.147973805666,-0.134596437216,0.465750008821,-0.03125,0.180671900511
595,1.3260140419,0.506472706795,0.0417778193951,-0.0831959694624,-0.716151416302,0.825900793076,0.633247852325,1.05768287182,0.39414986968,0.55677485466,0.635860323906,0.477666676044,-0.934614539146,-0.773402154446,0.0581583194435,-0.662900030613,0.0671000182629,0.395227074623
4793,1.03181242943,0.124593801796,1.10451042652,0.091013237834,0.508332431316,-0.633011102676,0.600915133953,0.314924269915,-0.168481767178,-0.78234899044,0.226148769259,0.669500052929,-0.127032905817,-0.647112429142,-0.0827438980341,-0.378100007772,0.402899980545,1.95544278622
2736,0.341322511435,-1.96770131588,-0.262414693832,-0.566408455372,-0.529100060463,-0.371557146311,-0.118955492973,0.3170825243,0.0346409454942,0.00791931152344,0.0111859589815,-0.730000078678,-0.0777969956398,0.02149868384,-0.966893553734,-0.466949999332,2.15910005569,0.424130558968
5290,0.241402298212,0.0755062103271,1.3382806778,0.000631958246231,0.708879411221,0.175594061613,0.411332368851,-1.11784934998,-0.208213031292,0.453018993139,-0.927802443504,-0.238499939442,1.64185845852,1.2282435894,0.45513677597,2.0883500576,0.137800008059,-0.323798000813
6194,-0.000231458470807,0.000231654456002,-0.0366524718702,-0.000153641260113,0.107161611319,0.125210687518,0.0658376663923,0.0420856326818,0.000211471502553,-0.0523051805794,0.0,0.000200000009499,1.71010494232,-3.31325054169,-0.000167563688592,0.0,0.0,0.000303779030219
1676,1.07269239426,-0.392843842506,0.588382720947,-0.156049668789,-0.617388248444,0.0875655561686,0.100005686283,0.185475900769,-0.673598051071,0.231587380171,-0.334291607141,-0.916466712952,0.716194272041,0.0731706991792,-0.710573375225,1.22905004025,0.352949976921,-0.156934216619
23512,0.556348085403,-0.192956492305,-0.825835347176,-0.360249936581,0.943830788136,0.899677872658,-0.329218089581,0.530740320683,-0.0950153842568,0.157843217254,-0.0136077404022,-0.496300011873,-0.313869714737,-0.277268350124,-0.130923062563,-0.38275000453,-0.426850020885,0.862872362137
148022,1.21172857285,0.416955471039,1.94905233383,0.270818173885,-0.426910161972,-0.475540369749,-0.387990772724,-0.57034599781,0.256229519844,0.446918904781,1.30951988697,0.168300002813,-1.21206092834,-1.21546792984,-0.308783918619,-1.50705003738,-0.278349995613,1.60389220715
1906,0.387798130512,-0.618028759956,0.424884468317,-0.40706962347,-0.29993134737,-0.145198851824,0.00694733858109,-0.58486199379,0.0705414861441,-0.81648337841,-0.309901565313,-0.262099981308,-0.463901549578,0.55927836895,-0.12060251832,-0.353999972343,-0.557500004768,0.0865951031446
8878,1.0169377327,0.368242621422,1.32021021843,1.01901292801,1.21249628067,0.540560126305,1.05949831009,0.682694911957,0.0,0.0282283723354,0.541072249413,0.418566673994,-0.615404129028,-0.72193801403,0.156389787793,-0.0208499990404,-0.321099996567,0.228142112494
3091,1.07177317142,0.701693117619,1.47722506523,1.34826254845,0.232422545552,-0.0805267617106,0.560378372669,0.54630702734,0.713912248611,-0.212140485644,-0.368540227413,-0.250833332539,0.559847831726,0.643975198269,-0.802457809448,0.103150002658,0.265799999237,0.205827355385
5743,-0.588930010796,0.419199228287,-0.503772854805,0.0677409097552,-0.297641426325,-0.807324647903,-0.231237336993,0.858818948269,0.109244257212,0.816667497158,0.293444871902,0.51786673069,0.768900573254,0.916970252991,-0.0519949197769,0.554100036621,0.172399997711,0.129955679178
5321,-0.448323696852,-0.853682041168,-0.027772217989,0.609777808189,-0.0656091347337,-0.23977586627,-0.317446529865,-1.02842915058,0.0916917324066,-0.162361502647,-0.170915544033,-0.850600004196,0.506402313709,1.0896345377,-0.227876827121,0.118549995124,-0.436399996281,0.287162542343
4144,-1.10974931717,-0.412818193436,-0.605294942856,0.216804549098,-1.42786991596,-0.37583810091,0.956429362297,-0.827078700066,0.0161721408367,-0.562466144562,0.408421754837,0.435899972916,1.61226511002,-0.388470888138,-0.53613036871,-0.55085003376,1.08809995651,-1.40048480034
1981,-0.0646026134491,0.624946951866,-0.534235537052,-0.497021496296,-0.233311370015,-0.136091589928,1.01347160339,-1.86946427822,-0.68478500843,-0.71982896328,-0.131194829941,1.19146668911,-0.36527428031,-0.877961933613,1.02068340778,0.796599984169,0.144200026989,-0.663536548615
695,0.193623334169,-0.19218352437,-0.972604751587,-0.0127015560865,-0.261482268572,-0.74037539959,0.753650128841,0.235916465521,0.355596810579,-0.3909958601,-0.135121881962,0.14156666398,0.545021891594,-0.637744307518,-0.546638011932,0.126699998975,-0.0706499963999,0.633305907249
10398,2.36485719681,1.5181825161,-0.739876806736,-0.0936409384012,0.201708704233,0.920016169548,-1.09400570393,0.24285428226,0.433250784874,0.397060483694,1.35643827915,0.704466640949,0.213738188148,1.5350407362,-0.109989263117,0.60404998064,-0.933449983597,-0.0412848740816
5708,-0.0971852689981,0.970514953136,-0.51369869709,-0.674073517323,0.335239350796,0.690614581108,-0.843267798424,0.297655403614,-0.812740683556,-1.18387722969,-3.25708866119,0.688266634941,-1.79709911346,-0.311931222677,-1.2194621563,-2.06900000572,-0.914200007915,0.0269716046751
1213,-0.879891693592,-2.94431710243,0.34879347682,0.110472097993,-0.357139587402,0.695459485054,-0.696887016296,-0.219823181629,-0.713850259781,0.132662832737,0.0261377245188,0.678099989891,-1.14566218853,-1.88680362701,-0.0172641798854,-1.77730000019,-0.346100002527,-0.0921208113432
226,0.251653492451,0.196225076914,-2.37769985199,-1.37996459007,-2.72830843925,0.406772494316,-0.769760668278,0.158662438393,-0.845074892044,-0.581873595715,0.217906683683,-0.483266681433,-0.500873208046,-1.56813895702,0.363668888807,-0.181549996138,0.342849999666,0.740424573421
6777,1.11012756824,0.668121933937,1.15744554996,0.0569770634174,1.29232883453,1.2981300354,-0.795294046402,0.551025569439,0.487190455198,-0.0768602490425,0.680884838104,0.203966677189,1.04393827915,0.133441746235,-1.00792050362,1.13769996166,0.116400003433,-0.222772955894
2113,-1.0702650547,-0.614533603191,0.484213531017,0.116105169058,-0.191469073296,0.630052804947,0.424390554428,-0.335265189409,-0.403428018093,-0.181608825922,0.00883021950722,-0.933466732502,0.305866032839,2.09418487549,0.435922324657,0.635949969292,-0.240449994802,-0.163985982537
3329,0.220154434443,0.598573446274,-0.604898512363,0.365034103394,-0.00199952721596,-0.0305157359689,0.686794519424,0.198284998536,-4.47290182114,-1.15447688103,-1.70965719223,0.280533343554,-0.200217455626,-1.20535635948,-0.34552064538,-0.62055003643,-0.152500003576,-0.36347129941
1050,0.221881687641,-0.0819452553988,-0.805256962776,0.0635913163424,0.405589997768,0.503485620022,0.342615127563,0.0600844919682,2.53539514542,0.612504303455,1.08433043957,0.399133324623,-0.413611680269,-0.482868611813,-0.382977515459,0.77864998579,1.64954996109,-0.54950261116
9491,0.785555720329,-0.556705474854,0.669463396072,-0.2473025769,-0.122377678752,0.263820379972,-1.00148510933,-0.296301096678,-0.342317432165,-0.233296990395,0.271605730057,-0.20076662302,0.389196276665,0.124641656876,0.370628595352,1.22394990921,-0.173950001597,-0.257515966892
22926,1.76233744621,1.16103756428,2.9880604744,0.934897243977,1.4817738533,0.446452915668,0.670025289059,-0.118636570871,0.41032063961,-0.0490466691554,-0.20546631515,-0.399800002575,-1.44696092606,0.663475692272,-0.771166741848,-0.247799992561,-0.854750037193,-0.278841584921
5899,-0.629329264164,1.2617213726,1.27304196358,0.318521499634,0.230100303888,-0.110386103392,-1.5289208889,-0.734172463417,-0.267225563526,-0.184623584151,0.501495182514,-0.222999989986,0.24431937933,0.390245616436,0.337575614452,1.17544996738,-0.753399968147,0.151998370886
5467,1.53647530079,-0.229391187429,3.46547865868,0.666356682777,-1.24471020699,0.0339482501149,-0.608197450638,-0.144056156278,0.828218996525,-0.204291641712,0.420916348696,-0.27976667881,0.0135997235775,-0.402379214764,0.042955853045,1.35649991035,0.0537500008941,0.419520199299
6774,0.482949018478,1.17896544933,-0.63927334547,-0.125043898821,0.760444164276,0.754693865776,0.221168428659,0.232481002808,0.440023750067,1.01325011253,-0.171570807695,0.417333364487,0.617307245731,-0.977494001389,-0.308700412512,-0.125049993396,0.27009999752,0.718821227551
1788,0.318904161453,-0.618640959263,-0.0803881585598,-0.559393525124,-0.271537333727,0.652667224407,0.0670605003834,-0.294130802155,-0.462223261595,-0.775151014328,-1.44140911102,-0.859066724777,1.00228726864,1.02866888046,-0.817944407463,1.65434992313,0.182950019836,-0.196363195777
5921,0.296707808971,0.406747400761,1.02914631367,0.030582100153,1.01830971241,0.663650155067,-0.517840206623,-0.061824016273,0.343925774097,-0.547974944115,0.338484227657,-0.730566620827,0.230117857456,-0.239161670208,0.106632553041,-0.900500059128,-0.483899980783,-0.00627087056637
5721,-0.115033373237,0.261470496655,-0.882255196571,0.554308772087,0.00537400133908,-1.03244829178,-4.10972595215,-0.197914689779,0.162325039506,0.664194703102,-0.154639810324,-0.247933328152,-1.49869382381,0.152295574546,-0.549239993095,0.924950003624,-0.0624999701977,0.0744649171829
2263,-0.825004696846,0.227787613869,0.277056545019,1.53753781319,0.579212069511,-0.364864319563,0.341902941465,0.245306372643,0.345847129822,0.277937114239,0.00983614474535,0.410666704178,0.458337605,0.534235537052,0.831408858299,0.903349995613,0.440450012684,-0.351401686668
808,-0.0767979025841,-0.604508817196,-1.09045433998,-0.27549764514,-0.0618621408939,-0.726974248886,-0.602505326271,0.159862369299,0.106537595391,-0.702313899994,-0.0592792332172,-0.178499981761,1.04748904705,-0.0577413439751,0.81662106514,0.720749974251,0.533200025558,-0.711302042007
30001,0.301660954952,0.569954693317,-1.05630457401,-0.0798551142216,0.687081456184,-0.345601528883,0.00763013958931,0.527381420135,-0.172974437475,-0.156352058053,0.102894812822,-0.459666699171,-0.644219696522,-1.33791542053,-0.184105932713,-1.57225000858,-0.793949961662,-0.126992732286
348,0.93123292923,-0.76217186451,-0.0313013643026,0.367006182671,1.14142453671,0.406941831112,1.58900356293,0.540881574154,-1.45139110088,-0.256650269032,0.771108090878,-0.101333364844,-0.0466568022966,-0.297993481159,0.951042413712,-0.117750003934,0.939750015736,4.24083137512
30849,-0.30452466011,-0.0262760519981,-1.07246184349,-0.290994167328,-0.38741093874,0.689469993114,-1.13442850113,-0.365119278431,-1.50388789177,-1.17113912106,0.443113386631,0.184700056911,-0.402045488358,-0.596024811268,-0.510902941227,-1.54500007629,-0.344749987125,-0.124939724803
1454,1.11900615692,0.539981603622,2.09182786942,0.370243549347,0.995537877083,0.225014299154,-0.149499699473,-0.00280019640923,0.467970013618,-0.245743691921,0.490753978491,-1.33230006695,-0.255826413631,-0.462488114834,0.370959758759,-0.846799969673,-0.381049990654,1.06013989449
6500,-1.10919368267,0.221985816956,-0.849204659462,-0.186236724257,-0.548075973988,0.7568115592,-0.0752096548676,-0.288689494133,0.209422051907,0.216201677918,-0.282354474068,0.145466655493,0.179577589035,0.536542594433,-1.19480288029,-0.00560000538826,-0.243550002575,1.10403311253
5627,-0.255916297436,-0.898611903191,-0.375543296337,0.559086740017,1.77493488789,0.458891570568,0.474541962147,0.308556079865,-3.0011806488,0.83337444067,-0.0729918926954,0.109900027514,0.504914283752,-0.655514478683,-0.249533057213,1.16600000858,1.41910004616,0.807543754578
5715,-0.521295905113,-0.366856098175,-0.195560395718,-0.41436201334,0.330919057131,0.318119198084,0.0496917068958,-0.48911857605,0.443588346243,-0.176199585199,0.39011362195,0.188366651535,0.344961851835,-1.91299664974,0.558092653751,0.20134998858,-0.202249974012,-0.454443275928
4791,0.721640944481,-0.499058187008,0.404971718788,-0.199745461345,-0.109976947308,-1.27113080025,0.230200141668,-0.356689035892,-0.306741297245,-1.00783336163,-0.4237870574,0.365633308887,0.119228228927,0.0308851003647,-0.384400188923,0.981499969959,0.622950017452,-0.351960211992
56924,-0.274583131075,0.343045085669,-0.443979799747,0.161994636059,0.380536556244,0.268180787563,0.300562560558,1.26912784576,0.781760454178,0.725740671158,0.0651693642139,0.354566693306,-0.377648472786,-1.07920563221,-0.251845091581,-1.46319997311,-0.352649986744,0.641853094101
2690,0.233036369085,0.895858108997,0.767082452774,0.930254817009,0.812534689903,-0.165269941092,0.694656312466,-0.22339732945,-0.407217890024,1.34823966026,0.37679836154,0.764566659927,0.70689868927,-0.853435099125,0.0933450981975,-0.626300036907,0.254399985075,0.858231365681
1019,0.781772077084,0.193637728691,-0.835630238056,-0.76809155941,-0.0215668082237,0.306801229715,0.334293305874,-0.829317390919,0.661125302315,-0.389577388763,-2.04771709442,0.0315000042319,0.481949627399,1.29802942276,0.416890054941,-0.39690002799,0.712799966335,0.812562465668
51422,0.299229979515,-0.597602188587,-1.26720917225,-0.283296138048,0.707660913467,0.0605460703373,-0.519980490208,0.0132311880589,0.418713212013,0.93778026104,0.106786191463,0.535700023174,-0.238574177027,0.542395114899,0.429712921381,0.0590499937534,0.79825001955,0.868175387383
5788,-0.323820382357,-0.517064630985,-0.0641674548388,-0.404808938503,-0.578519105911,-0.00802022963762,0.875569105148,0.0447402819991,0.384702384472,0.461744248867,-1.78440785408,-0.374200046062,0.642033576965,1.11879658699,0.0735478401184,0.254449993372,-0.167799994349,-0.109604202211
6709,0.128483146429,-0.0305160060525,0.529816687107,-0.842945039272,0.0657292604446,-0.680031478405,-0.43299639225,-0.140315622091,0.0266905725002,-0.375041097403,0.00435948371887,-0.666999995708,-0.878680467606,-0.461774170399,-0.613291144371,-0.207800000906,0.247000008821,1.27543234825
1277,-0.913194775581,0.133762821555,0.0890256166458,-0.313974887133,-0.482680767775,0.55405575037,-0.742264091969,-0.502702891827,-0.694137990475,-1.83055388927,1.04914164543,-0.0464666485786,0.283218979836,0.405668139458,0.8370885849,0.00325000286102,0.202299997211,-0.546814620495
993,0.0971137732267,-0.205825656652,-1.540843606,-1.23438870907,-0.758792042732,-0.0346350073814,-0.600203752518,-1.15515434742,0.186363860965,-0.364830851555,-0.760005176067,-0.674099981785,-0.801811039448,-1.10848808289,-0.655840992928,-0.70324999094,-0.226449996233,0.065687328577
7157,0.636294007301,0.00566817820072,0.46917706728,-2.4676129818,0.609238684177,-0.425588130951,-0.369368195534,-0.23554854095,-0.640147805214,0.142997026443,1.04015254974,0.958099961281,-0.577965915203,-0.108688056469,0.137423709035,-0.799799978733,0.230649992824,0.146948516369
1958,3.75982141495,1.80702364445,2.94514369965,0.37740316987,-0.600768685341,-0.400801211596,-0.554859817028,-0.637379407883,-1.25630426407,-0.202459082007,0.263197124004,-0.163533329964,1.80797922611,-0.567783296108,-3.45147657394,-0.323700010777,0.00165000557899,-0.158656418324
4582,0.252788424492,-0.0580694973469,-0.0518653541803,-0.919596374035,-1.06231200695,0.537979364395,0.34992274642,0.258302032948,-0.563503086567,-0.611493587494,-1.16537690163,-0.202533364296,-1.26748287678,-1.80564916134,-0.744310200214,0.513550043106,1.7879999876,0.509559035301
9212,-0.911708474159,-0.739651083946,-2.00465488434,-1.31600403786,-0.996910333633,-0.570026993752,-0.879631578922,0.221827030182,0.452858150005,-0.683988928795,-0.687574863434,-0.292866677046,0.268849611282,-2.32224059105,-1.77004635334,1.69024991989,-0.870000004768,0.924338459969
8440,0.180102825165,-0.113661140203,1.05980849266,0.612617313862,0.792330145836,0.296706497669,0.389466613531,-0.518963754177,0.697735548019,1.62860846519,0.579881906509,0.179300010204,0.29812669754,-3.88881063461,0.667032837868,0.175149992108,-0.917699992657,-0.535940825939
6790,-1.92776238918,-1.65255498886,-0.420380681753,-1.46690237522,-0.451355457306,-0.368354946375,-1.38684177399,0.491939067841,-0.895289599895,0.23767209053,-0.851363837719,0.13343334198,0.207440763712,-0.380266785622,0.348005592823,-0.31685000658,0.353500008583,0.891623258591
8851,1.10050368309,0.795117735863,0.707784771919,0.102412261069,0.732072532177,0.0559642910957,1.52742302418,-0.344980955124,0.98558986187,0.407103568316,0.300401449203,-0.910700023174,-0.856757640839,-1.33280706406,0.286043196917,0.655650019646,-0.136299997568,-0.490189880133
2534,0.846884608269,1.54833841324,1.47149610519,0.751112163067,0.687146544456,0.604886293411,-0.871502876282,0.0767935216427,0.357044905424,-0.381296038628,0.991214394569,-0.0324333012104,0.672571957111,-0.188247770071,0.0412730723619,-0.223949998617,0.978049993515,0.508690059185
4893,1.53908288479,0.769867300987,0.922803282738,0.0294632315636,0.393552601337,0.325613439083,-0.328579068184,0.544132173061,-1.78399443626,-0.7056645751,0.396090447903,0.351200044155,1.05126595497,1.69881892204,0.404037863016,1.03465008736,-0.139550000429,0.201383605599
665,0.283648312092,-0.23251709342,-1.12994420528,-1.2151286602,1.7710672617,0.157356992364,-0.0148106813431,-0.559174239635,0.231056332588,0.797538280487,-0.731421470642,-1.15016663074,1.12161648273,0.761394441128,0.314308226109,-0.191549986601,-0.172749996185,0.0482104420662
4313,-1.04492306709,-0.678646862507,0.338569551706,0.142274037004,-0.696084260941,-0.934324026108,-0.247223511338,-0.104612506926,-0.0320553407073,-0.852206945419,-0.00228073075414,-0.650266706944,0.320281654596,0.825888752937,-0.787725925446,0.318849980831,0.404649972916,-0.345913141966
1022,0.689671099186,0.769158482552,2.09440636635,0.0874745547771,1.32625627518,0.952095508575,0.108435153961,-0.945782184601,-0.258919656277,0.162477374077,0.63966691494,-0.735066652298,0.128775626421,1.29737758636,-0.524182677269,-1.25779998302,-0.402249991894,-0.226881146431
