rid,CPC004_A375_6H:BRD-K97158071-001-08-2:10,CPC004_HA1E_6H:BRD-K97158071-001-08-2:10,CPC004_HA1E_24H:BRD-K97158071-001-08-2:10,CPC004_HCC515_6H:BRD-K97158071-001-08-2:10,CPC004_HCC515_24H:BRD-K97158071-001-08-2:10,CPC004_HEPG2_6H:BRD-K97158071-001-08-2:10,CPC004_HT29_6H:BRD-K97158071-001-08-2:10,CPC004_MCF7_6H:BRD-K97158071-001-08-2:10,CPC004_PC3_6H:BRD-K97158071-001-08-2:10,CPC004_PC3_24H:BRD-K97158071-001-08-2:10,CPC004_VCAP_6H:BRD-K97158071-001-08-2:10,CPC004_VCAP_24H:BRD-K97158071-001-08-2:10,CPC011_A375_6H:BRD-K97158071-001-14-0:10,CPC011_A549_6H:BRD-K97158071-001-14-0:10,CPC011_A549_24H:BRD-K97158071-001-14-0:10,CPC011_HA1E_6H:BRD-K97158071-001-14-0:10,CPC011_HT29_6H:BRD-K97158071-001-14-0:10,CPC011_MCF7_6H:BRD-K97158071-001-14-0:10,CPC011_MCF7_24H:BRD-K97158071-001-14-0:10,CPC011_PC3_6H:BRD-K97158071-001-14-0:10,CPC011_PC3_24H:BRD-K97158071-001-14-0:10,CPC011_VCAP_6H:BRD-K97158071-001-14-0:10,CPC011_VCAP_24H:BRD-K97158071-001-14-0:10,CPC016_A375_6H:BRD-K97158071-001-08-2:10,CPC016_A549_6H:BRD-K97158071-001-08-2:10,CPC016_A549_24H:BRD-K97158071-001-08-2:10,CPC016_ASC_24H:BRD-K97158071-001-08-2:10,CPC016_HEPG2_6H:BRD-K97158071-001-08-2:10,CPC016_HT29_6H:BRD-K97158071-001-08-2:10,CPC016_MCF7_6H:BRD-K97158071-001-08-2:10,CPC016_MCF7_24H:BRD-K97158071-001-08-2:10,CPC016_NEU_24H:BRD-K97158071-001-08-2:10,CPC016_NPC_24H:BRD-K97158071-001-08-2:10,CPC016_SKB_24H:BRD-K97158071-001-08-2:10
5720,0.311850011349,-1.07165551186,-0.97192710638,-0.355022847652,-0.0343567728996,1.59297347069,0.324410825968,-0.0546566992998,-0.731228113174,0.238434329629,0.0427046045661,-0.0677956864238,-0.00574996322393,0.0978333428502,0.193508833647,-1.41205000877,0.475504040718,0.702950000763,0.765850007534,-0.424779474735,0.748928666115,0.210748702288,-0.600348114967,-2.35304498672,0.890849947929,0.7527333498,-0.188878536224,-0.294858753681,-1.72807180882,-2.65899991989,-1.91890001297,-0.686500012875,2.04849338531,-1.13356566429
466,0.189899995923,-0.972209632397,-0.754817128181,-0.302744835615,0.0214895922691,0.255086183548,0.210674017668,-0.48092353344,0.81092518568,0.271411001682,-2.66746473312,-0.832578420639,-0.338743507862,-0.751566708088,0.807482838631,-1.09605002403,-0.164402633905,-0.48939999938,0.233500003815,-0.470402270555,0.582109808922,0.526659190655,-0.388542592525,-2.50026750565,0.252350002527,-0.132266670465,0.24625530839,-0.795930445194,-1.55059087276,-2.13255000114,-0.57862496376,-1.06496667862,0.255402803421,-1.16868448257
6009,0.717149972916,0.138521149755,0.222350463271,-0.547413825989,0.355619609356,1.83943891525,-0.375011622906,0.981145858765,0.526656806469,-0.0199161842465,0.539920210838,-0.4362424016,0.905097842216,0.0212666988373,0.146015226841,-1.11479997635,0.31064337492,0.0747500061989,1.11245000362,-0.294896066189,1.17919778824,1.64341962337,-0.0215577185154,-0.0770440548658,0.486149966717,-0.301866710186,0.601082503796,0.52141058445,1.27973020077,-0.0758000612259,-0.408650010824,0.408900022507,-0.342664062977,-1.45333826542
2309,0.189599990845,-1.56028151512,-0.87266099453,-0.842648625374,-0.122387774289,-0.96199297905,-0.916160047054,0.233721122146,-1.99107241631,-1.06962132454,-1.61780512333,0.811481893063,-0.470734715462,-0.26673334837,0.892219781876,1.40269994736,-0.177802711725,-0.439300000668,-1.77390003204,0.0787167847157,-0.533443927765,0.0599705502391,-0.494069159031,-2.10830497742,0.621849954128,-1.07690000534,-0.0618833005428,-0.150180354714,-0.534964263439,0.564249992371,0.835875034332,0.150066673756,-0.482477277517,-1.17314326763
387,-0.423799991608,1.08175528049,-0.168547123671,-1.29846036434,-0.252802491188,1.69662308693,-0.40443277359,0.652998924255,0.0594607181847,0.297977894545,1.08234381676,0.210184425116,0.458192884922,0.327100038528,0.933636367321,3.85099983215,-0.359668582678,0.211450010538,0.288700014353,-0.255954623222,0.568425059319,-0.418659329414,0.225312411785,0.647916615009,-0.0164500176907,-0.344366669655,-0.0905283465981,0.665264964104,1.71540415287,1.95625007153,0.78560000658,-0.341666698456,0.0529410988092,-0.719485282898
3553,0.620999991894,0.799919366837,0.464140117168,0.727412462234,-0.91372102499,-1.16812169552,-0.623175024986,-0.609272003174,-0.776059448719,-0.907660961151,0.134604945779,-1.04198849201,-0.38282930851,-0.0283000022173,-0.808531165123,0.657700002193,-0.541959106922,-0.405550003052,0.95174998045,0.607207834721,0.163760006428,0.574194669724,0.972606599331,0.665336310863,-0.143000006676,0.356633365154,1.08652627468,0.839649915695,-1.0608767271,0.609850049019,0.839349985123,-0.26116669178,-0.684643507004,2.05086231232
427,-0.412750005722,1.38432502747,-0.913219153881,-0.531123995781,0.398606538773,-0.661844193935,0.427895605564,-0.249932795763,1.12932670116,1.33225035667,0.0419041141868,-0.169103056192,0.12450709939,0.869799971581,1.12621259689,0.847699999809,0.0168159902096,-0.309350013733,0.312049984932,-0.36491522193,1.64423346519,0.171593695879,0.0549484491348,2.67387533188,0.466350018978,0.325333356857,-0.12508431077,0.463279038668,0.350101262331,-0.0133499950171,-0.0993999913335,0.225500002503,-0.198929220438,-0.0326150208712
5898,-0.337000012398,-0.442719638348,-0.908518314362,-1.73171615601,-0.278998702765,-1.67225813866,0.262074768543,-0.764413297176,-0.881369650364,0.0623931251466,0.445172905922,0.288482666016,0.234232544899,-0.727233290672,1.06805241108,-1.03489995003,-0.0377895012498,-0.404500007629,-0.225450009108,-0.411568194628,0.238896861672,-1.51793766022,0.455054014921,0.631564855576,0.314700007439,-0.0539333373308,-0.0792332738638,-0.0305218696594,-1.86025166512,0.832899987698,0.257250010967,-0.138400018215,0.343789994717,-0.184481590986
23365,0.0537000000477,-0.200918093324,-1.63251936436,0.159818217158,0.682681500912,0.385187447071,0.361478835344,-0.491933047771,0.500170528889,0.116336166859,0.561286389828,0.243403583765,-1.04412817955,-0.151166662574,0.109096392989,-0.256650000811,-0.41900870204,-0.182050004601,0.192749992013,-0.218876242638,0.496821463108,-0.24299095571,0.537951171398,1.71392321587,-0.279949992895,-0.257733345032,-0.668543338776,0.227944135666,0.510745465755,0.264699995518,0.695999979973,-0.797299981117,0.0211617350578,0.0268092826009
6657,0.124850004911,1.82860541344,1.01446318626,-0.0484361946583,-0.658234357834,-1.11279702187,-0.248260915279,-0.441145271063,1.04088079929,-0.779414713383,0.563100755215,0.485701560974,-0.100324243307,-0.0269666612148,0.0278044119477,-0.824500024319,-0.699244856834,-0.524900019169,-0.0192000120878,0.33161637187,-0.915061593056,0.761731445789,0.707262575626,-0.061693996191,-0.46020001173,0.544533312321,-1.17730355263,1.1748405695,-1.46018159389,0.812600016594,0.181150019169,0.64633333683,0.0194713771343,0.799113094807
